LSOA11CD,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01001305,Ealing 035C,E09000009,Ealing,7.673,0.046,0.049,0.616,-0.78,-0.384,20.523,26.956,0.04,0.073,-1.622,0.121,-0.701,2.181,-0.03,1.154
E01001306,Ealing 035D,E09000009,Ealing,8.308,0.056,0.033,1.094,-0.781,-0.503,21.892,33.74,0.076,0.087,-1.265,0.124,-0.905,2.666,0.483,0.987
E01001307,Ealing 002A,E09000009,Ealing,11.103,0.067,0.041,9.698,-1.218,-0.061,28.513,28.347,0.073,0.149,-0.577,0.279,-0.927,3.877,0.231,0.912
E01001308,Ealing 002B,E09000009,Ealing,11.391,0.069,0.034,8.282,-1.159,0.0,34.059,23.575,0.055,0.171,-0.48,0.248,-0.003,3.635,0.002,0.812
E01001309,Ealing 001C,E09000009,Ealing,15.083,0.095,0.045,11.311,-0.799,0.409,32.069,28.41,0.142,0.133,-0.71,0.31,-0.249,3.777,0.202,0.965
E01001310,Ealing 001D,E09000009,Ealing,18.59,0.125,0.07,14.944,-0.598,-0.021,36.342,26.913,0.163,0.218,-0.304,0.322,-0.137,4.201,0.048,1.049
E01001311,Ealing 001E,E09000009,Ealing,28.942,0.204,0.129,21.661,-0.169,-0.187,46.917,15.225,0.245,0.281,-0.418,0.4,0.136,5.045,-0.679,0.67
E01001312,Ealing 002C,E09000009,Ealing,16.657,0.105,0.065,11.654,-0.799,-0.084,32.467,34.068,0.13,0.157,-0.347,0.285,-0.568,4.169,0.365,1.212
E01001313,Ealing 002D,E09000009,Ealing,13.693,0.089,0.053,8.993,-0.962,-0.107,33.317,26.825,0.112,0.137,-0.625,0.273,-0.096,3.718,0.019,1.076
E01001314,Ealing 002E,E09000009,Ealing,10.954,0.063,0.043,7.103,-1.005,-0.282,31.819,26.547,0.059,0.161,-0.821,0.259,-0.234,3.719,0.052,1.012
E01001315,Ealing 003A,E09000009,Ealing,18.255,0.123,0.073,14.858,-0.712,0.068,37.099,20.767,0.151,0.213,-0.555,0.34,-0.027,4.129,-0.464,1.039
E01001316,Ealing 003B,E09000009,Ealing,31.82,0.221,0.133,20.732,0.03,0.268,45.312,24.336,0.302,0.289,-0.274,0.379,-0.461,5.681,-0.261,1.176
E01001317,Ealing 003C,E09000009,Ealing,26.465,0.165,0.105,21.912,-0.191,0.196,43.254,25.08,0.182,0.254,0.029,0.36,0.022,4.819,0.1,0.815
E01001318,Ealing 003D,E09000009,Ealing,36.013,0.247,0.14,23.479,0.257,0.813,44.686,22.476,0.26,0.447,-0.057,0.385,-0.1,5.141,-0.305,1.056
E01001319,Ealing 004B,E09000009,Ealing,18.036,0.11,0.067,19.152,-0.73,-0.401,39.693,23.938,0.159,0.144,0.041,0.329,0.305,3.863,-0.08,0.951
E01001320,Ealing 003E,E09000009,Ealing,41.628,0.276,0.198,32.285,0.055,0.531,48.429,17.821,0.333,0.227,0.266,0.43,0.091,5.31,-0.558,0.841
E01001321,Ealing 003F,E09000009,Ealing,26.07,0.154,0.119,19.673,-0.258,0.49,38.009,26.544,0.183,0.141,-0.001,0.34,-0.032,4.26,-0.104,1.203
E01001322,Ealing 004C,E09000009,Ealing,23.866,0.149,0.097,10.133,-0.584,0.892,36.608,28.828,0.186,0.162,-0.965,0.308,-0.105,4.187,-0.018,1.292
E01001323,Ealing 004D,E09000009,Ealing,23.054,0.115,0.082,10.85,-0.518,1.069,33.53,38.444,0.143,0.188,-0.547,0.292,-1.061,4.597,0.234,1.718
E01001324,Ealing 008B,E09000009,Ealing,33.507,0.183,0.112,15.467,0.111,0.945,62.44,28.757,0.247,0.212,-0.292,0.326,1.029,5.118,-0.179,1.446
E01001325,Ealing 009A,E09000009,Ealing,26.632,0.185,0.112,22.688,-0.084,0.483,35.495,21.094,0.186,0.361,-0.205,0.393,-0.64,4.629,0.026,0.516
E01001326,Ealing 008C,E09000009,Ealing,33.051,0.194,0.116,18.871,-0.188,0.76,55.973,28.575,0.209,0.34,-0.252,0.359,0.647,5.162,-0.119,1.379
E01001327,Ealing 009B,E09000009,Ealing,30.832,0.193,0.131,20.931,-0.102,0.779,40.946,26.181,0.181,0.311,-0.429,0.393,-0.095,4.726,-0.059,1.119
E01001328,Ealing 009C,E09000009,Ealing,33.629,0.194,0.118,25.279,0.051,1.006,46.681,27.427,0.206,0.311,-0.211,0.417,-0.049,5.314,-0.375,1.513
E01001329,Ealing 009D,E09000009,Ealing,24.129,0.175,0.086,17.717,-0.131,0.54,35.962,22.497,0.222,0.225,-0.467,0.364,-0.536,4.605,-0.218,0.976
E01001330,Ealing 008D,E09000009,Ealing,42.882,0.274,0.184,24.712,0.08,0.714,57.926,28.276,0.286,0.419,-0.28,0.418,0.395,6.026,0.09,1.112
E01001331,Ealing 009E,E09000009,Ealing,37.261,0.247,0.153,27.114,0.366,0.656,43.908,24.514,0.267,0.421,0.203,0.39,-1.108,5.911,-0.25,1.18
E01001332,Ealing 008E,E09000009,Ealing,39.944,0.267,0.167,22.069,0.471,0.367,51.268,23.328,0.308,0.377,-0.13,0.379,0.135,5.623,-0.223,1.05
E01001333,Ealing 038A,E09000009,Ealing,39.653,0.241,0.13,27.147,0.416,1.054,43.44,42.624,0.274,0.393,-0.02,0.416,-1.247,5.881,0.379,1.832
E01001334,Ealing 029C,E09000009,Ealing,41.199,0.291,0.186,30.338,0.275,0.142,46.939,24.286,0.306,0.459,-0.141,0.456,-1.556,6.474,-0.474,1.339
E01001335,Ealing 038B,E09000009,Ealing,20.851,0.126,0.08,8.406,-0.262,0.488,32.081,37.209,0.156,0.202,-0.551,0.258,-0.213,3.728,0.225,1.641
E01001336,Ealing 038C,E09000009,Ealing,24.895,0.168,0.109,12.757,-0.165,0.124,38.493,30.278,0.169,0.284,-0.64,0.323,-0.915,5.095,-0.188,1.581
E01001337,Ealing 029D,E09000009,Ealing,35.728,0.174,0.145,14.713,0.363,1.298,48.911,26.615,0.196,0.26,-0.15,0.302,0.383,4.869,-0.192,1.298
E01001338,Ealing 029E,E09000009,Ealing,27.178,0.139,0.123,13.632,0.144,-0.019,47.053,28.287,0.121,0.219,-0.687,0.335,0.094,5.136,-0.128,1.368
E01001339,Ealing 029F,E09000009,Ealing,35.644,0.238,0.164,20.452,-0.018,0.074,52.214,21.201,0.286,0.29,-0.393,0.386,0.248,5.541,-0.457,1.066
E01001340,Ealing 029G,E09000009,Ealing,38.035,0.212,0.207,23.628,0.272,0.646,45.268,17.38,0.299,0.231,-0.047,0.386,-0.253,5.438,-0.727,0.908
E01001341,Ealing 005A,E09000009,Ealing,12.828,0.084,0.044,13.276,-0.978,-0.484,30.821,30.068,0.09,0.185,-0.324,0.303,-1.214,4.288,0.342,0.901
E01001342,Ealing 005B,E09000009,Ealing,14.813,0.088,0.046,10.377,-0.754,-0.536,34.858,37.215,0.082,0.234,-0.711,0.298,-0.64,4.553,0.65,0.972
E01001343,Ealing 005C,E09000009,Ealing,15.378,0.1,0.075,13.832,-0.955,-0.364,30.926,24.681,0.121,0.16,-0.336,0.311,-0.327,3.708,0.02,0.887
E01001344,Ealing 007A,E09000009,Ealing,18.422,0.137,0.08,8.17,-0.759,-0.539,42.382,18.319,0.172,0.183,-0.721,0.269,0.264,4.307,-0.488,0.837
E01001345,Ealing 005D,E09000009,Ealing,17.505,0.12,0.078,15.741,-0.539,-0.494,34.111,23.053,0.153,0.194,-0.833,0.364,-0.794,4.557,-0.099,0.889
E01001346,Ealing 007B,E09000009,Ealing,12.0,0.094,0.051,6.268,-1.175,-0.446,26.036,32.148,0.122,0.142,-1.138,0.261,-1.474,3.64,0.255,1.209
E01001347,Ealing 007C,E09000009,Ealing,18.682,0.102,0.052,13.833,-0.792,-0.019,44.378,33.278,0.116,0.166,-0.44,0.32,0.607,3.805,0.111,1.491
E01001348,Ealing 007D,E09000009,Ealing,19.431,0.143,0.066,8.322,-0.657,0.271,31.265,39.249,0.196,0.189,-0.512,0.252,-0.519,3.977,0.406,1.559
E01001349,Ealing 006E,E09000009,Ealing,33.598,0.176,0.127,17.264,0.301,1.167,46.091,27.964,0.195,0.298,-0.267,0.344,0.377,4.56,-0.658,1.724
E01001350,Ealing 027C,E09000009,Ealing,16.166,0.084,0.075,1.95,-0.337,0.104,33.95,31.435,0.053,0.203,-0.993,0.142,-0.132,3.872,0.241,1.17
E01001351,Ealing 025E,E09000009,Ealing,28.006,0.162,0.101,4.474,0.131,1.295,34.369,37.51,0.152,0.385,-0.65,0.189,-1.41,4.759,0.197,1.694
E01001352,Ealing 027D,E09000009,Ealing,15.249,0.102,0.052,2.971,-0.934,0.254,27.464,42.501,0.165,0.212,-0.735,0.145,-1.229,3.832,0.585,1.523
E01001353,Ealing 033A,E09000009,Ealing,23.368,0.139,0.085,12.049,-0.059,0.372,37.894,34.772,0.159,0.27,-0.133,0.262,-0.503,4.795,0.362,1.277
E01001354,Ealing 027E,E09000009,Ealing,22.226,0.122,0.068,6.533,0.559,0.721,27.019,38.929,0.155,0.203,-0.297,0.178,-1.373,3.795,0.402,1.541
E01001355,Ealing 033B,E09000009,Ealing,24.463,0.148,0.112,6.797,0.236,0.304,31.268,37.503,0.137,0.279,-0.479,0.221,-1.202,4.339,0.386,1.447
E01001356,Ealing 033C,E09000009,Ealing,45.936,0.329,0.243,28.467,0.398,0.283,39.508,20.31,0.301,0.52,0.065,0.419,-0.607,5.035,-0.72,1.161
E01001357,Ealing 033D,E09000009,Ealing,41.995,0.309,0.164,11.708,0.37,0.748,48.975,33.513,0.373,0.464,-0.311,0.282,0.128,5.315,0.355,1.179
E01001358,Ealing 033E,E09000009,Ealing,45.789,0.321,0.176,26.512,0.186,0.064,56.626,42.7,0.326,0.46,0.025,0.406,0.275,6.12,0.844,1.02
E01001359,Ealing 026A,E09000009,Ealing,24.895,0.142,0.087,22.798,-0.197,0.381,41.985,27.801,0.13,0.345,-0.321,0.403,-0.706,5.438,-0.186,1.384
E01001360,Ealing 026B,E09000009,Ealing,29.132,0.146,0.092,21.044,-0.153,1.548,37.448,31.857,0.177,0.222,-0.242,0.38,-0.72,4.893,-0.408,1.849
E01001361,Ealing 023E,E09000009,Ealing,34.209,0.181,0.113,27.214,-0.078,1.246,44.631,35.826,0.181,0.333,0.072,0.407,-0.806,5.872,-0.073,1.865
E01001362,Ealing 026C,E09000009,Ealing,29.18,0.157,0.118,28.674,0.102,0.313,42.106,29.131,0.115,0.315,0.282,0.396,-1.008,5.609,-0.096,1.396
E01001363,Ealing 026D,E09000009,Ealing,26.151,0.145,0.09,29.966,-0.249,0.521,41.98,24.888,0.174,0.208,-0.313,0.465,-0.555,5.304,-0.515,1.406
E01001364,Ealing 026E,E09000009,Ealing,42.16,0.305,0.182,26.234,0.499,0.497,44.941,21.625,0.323,0.5,0.043,0.401,-0.33,5.477,-0.697,1.262
E01001365,Ealing 026F,E09000009,Ealing,28.015,0.153,0.111,21.762,0.287,-0.139,46.057,27.449,0.132,0.317,-0.238,0.386,-0.122,5.354,0.192,0.89
E01001366,Ealing 037A,E09000009,Ealing,28.541,0.169,0.121,23.968,-0.019,-0.096,44.999,28.086,0.167,0.321,-0.306,0.413,-0.337,5.505,0.173,0.982
E01001367,Ealing 037B,E09000009,Ealing,30.306,0.189,0.096,30.711,-0.308,0.52,45.048,33.395,0.219,0.4,0.043,0.441,-2.298,6.209,0.089,1.524
E01001368,Ealing 037C,E09000009,Ealing,28.942,0.163,0.133,22.136,-0.041,0.709,38.289,25.458,0.158,0.275,-0.428,0.405,-0.824,5.03,-0.175,1.185
E01001369,Ealing 038D,E09000009,Ealing,24.898,0.146,0.08,25.564,-0.314,0.261,41.216,33.505,0.147,0.332,-0.173,0.417,-1.369,5.582,0.115,1.503
E01001370,Ealing 037D,E09000009,Ealing,25.905,0.14,0.094,27.555,-0.202,0.699,38.48,26.362,0.15,0.284,0.022,0.415,-1.12,5.164,0.034,1.02
E01001371,Ealing 037E,E09000009,Ealing,27.142,0.166,0.103,28.866,-0.214,0.325,41.879,23.791,0.154,0.294,0.136,0.415,-0.842,5.507,-0.139,1.002
E01001372,Ealing 037F,E09000009,Ealing,31.007,0.189,0.13,30.116,-0.061,0.162,46.818,21.061,0.194,0.293,0.1,0.43,-0.26,5.666,-0.416,1.024
E01001373,Ealing 037G,E09000009,Ealing,26.285,0.173,0.095,27.34,-0.004,0.081,38.127,28.311,0.204,0.351,-0.024,0.418,-1.754,5.213,0.013,1.215
E01001374,Ealing 040A,E09000009,Ealing,11.21,0.074,0.049,1.561,-0.584,-0.119,28.056,27.078,0.07,0.16,-1.06,0.125,-0.467,3.378,0.073,1.033
E01001375,Ealing 034A,E09000009,Ealing,5.53,0.032,0.021,0.339,-1.248,0.161,18.216,22.455,0.046,0.061,-1.538,0.069,-1.188,2.04,-0.273,1.022
E01001376,Ealing 040B,E09000009,Ealing,23.916,0.19,0.13,10.964,-0.238,-0.063,30.575,22.953,0.215,0.307,0.129,0.176,-0.875,4.123,-0.288,1.079
E01001377,Ealing 034B,E09000009,Ealing,8.237,0.042,0.024,0.765,-1.425,0.072,24.633,34.286,0.039,0.085,-1.249,0.075,-0.664,2.988,0.406,1.165
E01001379,Ealing 034C,E09000009,Ealing,6.511,0.038,0.026,0.218,-0.943,-0.242,20.958,29.001,0.043,0.09,-1.66,0.061,-0.525,2.052,0.172,1.062
E01001380,Ealing 040C,E09000009,Ealing,12.501,0.084,0.045,1.271,-0.793,-0.142,31.622,32.757,0.097,0.196,-1.088,0.102,0.03,3.125,0.311,1.18
E01001381,Ealing 034D,E09000009,Ealing,18.031,0.123,0.078,3.378,-0.568,-0.196,29.008,43.327,0.17,0.173,-0.76,0.171,-1.373,4.076,0.625,1.52
E01001382,Ealing 032B,E09000009,Ealing,8.388,0.029,0.023,0.381,-0.935,0.202,21.884,37.871,0.028,0.079,-1.715,0.1,-0.58,2.32,0.479,1.341
E01001383,Ealing 028D,E09000009,Ealing,11.57,0.071,0.052,2.013,-0.289,-0.223,26.021,29.019,0.086,0.136,-0.979,0.144,-0.933,3.46,0.158,1.085
E01001384,Ealing 032C,E09000009,Ealing,9.84,0.071,0.046,2.199,-0.785,-0.146,22.525,29.039,0.109,0.138,-0.864,0.127,-1.573,3.018,0.138,1.114
E01001385,Ealing 032D,E09000009,Ealing,8.565,0.063,0.035,0.349,-1.216,0.075,22.607,28.24,0.088,0.111,-1.828,0.102,-1.128,2.924,0.076,1.129
E01001386,Ealing 031F,E09000009,Ealing,9.924,0.057,0.048,0.701,-0.805,-0.1,25.225,31.27,0.068,0.097,-1.372,0.098,-0.589,3.016,0.101,1.347
E01001387,Ealing 032E,E09000009,Ealing,16.451,0.074,0.066,1.365,-0.343,0.06,28.633,49.621,0.057,0.174,-1.185,0.135,-0.746,3.783,0.865,1.544
E01001388,Ealing 028E,E09000009,Ealing,34.821,0.205,0.152,9.286,0.299,1.075,36.186,43.491,0.221,0.361,-0.294,0.241,-1.37,4.944,0.37,1.913
E01001389,Ealing 028F,E09000009,Ealing,21.071,0.13,0.062,4.39,-0.357,0.993,27.13,44.993,0.159,0.299,-0.588,0.175,-1.743,3.854,0.501,1.829
E01001390,Enfield 036A,E09000010,Enfield,10.543,0.077,0.045,3.039,-1.346,-0.038,29.976,22.824,0.133,0.148,-0.819,0.168,-1.507,4.226,-0.075,0.841
E01001391,Enfield 036B,E09000010,Enfield,25.639,0.135,0.094,13.572,-0.243,0.423,47.457,31.357,0.192,0.258,0.044,0.255,-0.252,5.748,0.216,1.198
E01001392,Enfield 032A,E09000010,Enfield,10.702,0.066,0.042,3.618,-1.404,-0.371,28.064,35.964,0.094,0.137,-0.852,0.191,-0.682,3.625,0.634,0.893
E01001393,Enfield 036C,E09000010,Enfield,19.095,0.113,0.075,8.21,-0.294,0.036,35.572,34.731,0.159,0.242,-0.164,0.193,-0.467,4.501,0.665,0.7
E01001394,Enfield 035A,E09000010,Enfield,26.964,0.207,0.081,14.815,-0.543,0.486,40.842,37.749,0.356,0.337,-0.494,0.336,-0.599,5.205,0.523,1.254
E01001395,Enfield 035B,E09000010,Enfield,35.279,0.233,0.172,21.526,-0.301,0.654,46.688,20.781,0.25,0.351,-0.049,0.365,-0.434,5.851,-0.353,0.952
E01001396,Enfield 036D,E09000010,Enfield,19.048,0.145,0.059,12.238,-0.823,0.508,33.461,29.032,0.209,0.272,-0.262,0.283,-0.815,4.486,0.176,1.057
E01001397,Enfield 035C,E09000010,Enfield,24.623,0.188,0.1,12.449,-0.921,0.283,40.327,29.06,0.243,0.378,-0.371,0.297,-0.734,5.227,-0.165,1.46
E01001398,Enfield 021A,E09000010,Enfield,9.217,0.067,0.045,4.952,-0.813,-0.319,20.29,28.266,0.084,0.113,-0.991,0.232,-0.786,2.214,0.371,0.672
E01001399,Enfield 021B,E09000010,Enfield,11.221,0.075,0.05,10.023,-1.024,0.131,24.223,22.696,0.12,0.09,-0.554,0.282,-0.387,2.519,-0.322,1.091
E01001400,Enfield 021C,E09000010,Enfield,10.379,0.069,0.059,4.349,-0.747,-0.501,27.721,20.052,0.071,0.085,-1.039,0.223,-0.203,2.905,-0.219,0.747
E01001401,Enfield 016A,E09000010,Enfield,12.406,0.077,0.055,9.817,-1.338,0.29,23.718,29.21,0.107,0.116,-0.357,0.258,-0.811,2.948,0.19,1.049
E01001402,Enfield 021D,E09000010,Enfield,8.991,0.07,0.049,4.963,-1.25,-0.308,25.871,17.202,0.099,0.12,-1.009,0.233,-0.572,3.114,-0.564,0.786
E01001403,Enfield 021E,E09000010,Enfield,15.86,0.096,0.063,12.51,-0.761,-0.032,33.696,28.11,0.09,0.162,-0.529,0.312,-0.274,4.034,0.18,0.971
E01001404,Enfield 026A,E09000010,Enfield,19.168,0.12,0.074,15.207,-0.677,0.434,37.303,19.85,0.148,0.213,-0.093,0.3,0.091,3.959,-0.211,0.717
E01001405,Enfield 015A,E09000010,Enfield,12.081,0.092,0.051,4.783,-0.366,-0.435,31.639,16.778,0.134,0.119,-1.01,0.23,-0.205,3.619,-0.373,0.575
E01001406,Enfield 015B,E09000010,Enfield,24.464,0.151,0.114,13.496,-0.211,0.369,35.962,29.764,0.22,0.144,-0.395,0.313,-1.178,4.896,0.341,0.872
E01001407,Enfield 005A,E09000010,Enfield,18.518,0.108,0.071,15.78,-0.88,0.711,32.572,23.568,0.127,0.15,-0.307,0.331,-0.012,3.4,0.234,0.417
E01001408,Enfield 004A,E09000010,Enfield,16.678,0.108,0.071,8.292,-0.605,-0.194,24.5,43.992,0.153,0.126,-0.32,0.227,-1.357,3.351,1.054,0.596
E01001409,Enfield 005B,E09000010,Enfield,34.902,0.224,0.146,21.071,-0.266,0.433,48.848,34.934,0.292,0.249,-0.086,0.365,0.009,5.536,0.57,0.937
E01001410,Enfield 005C,E09000010,Enfield,45.507,0.285,0.187,39.306,0.482,0.189,61.546,27.969,0.321,0.338,0.766,0.423,0.268,6.96,0.496,0.375
E01001411,Enfield 004B,E09000010,Enfield,13.411,0.103,0.065,8.091,-0.959,-0.194,25.942,26.137,0.128,0.118,-0.489,0.246,-1.754,3.662,0.346,0.494
E01001412,Enfield 004C,E09000010,Enfield,28.35,0.145,0.093,20.863,-0.754,0.763,49.872,34.05,0.26,0.135,0.083,0.343,1.041,3.428,0.456,1.061
E01001413,Enfield 004D,E09000010,Enfield,7.768,0.05,0.037,4.895,-0.848,-0.23,26.674,16.085,0.068,0.074,-1.12,0.237,0.124,1.849,-0.163,0.247
E01001414,Enfield 004E,E09000010,Enfield,42.821,0.277,0.185,37.323,0.188,-0.377,50.694,35.879,0.307,0.359,0.851,0.389,-0.273,6.247,0.924,0.095
E01001415,Enfield 011A,E09000010,Enfield,15.471,0.129,0.052,6.617,-0.837,0.249,35.52,17.217,0.163,0.235,-0.677,0.239,-1.345,4.874,-0.389,0.639
E01001416,Enfield 013A,E09000010,Enfield,7.674,0.061,0.033,3.893,-1.522,-0.6,25.336,24.254,0.054,0.12,-1.604,0.232,0.031,1.835,0.249,0.468
E01001417,Enfield 011B,E09000010,Enfield,8.251,0.033,0.024,3.792,-1.727,-0.668,41.249,13.103,0.055,0.049,-1.114,0.216,0.97,1.943,-0.289,0.072
E01001418,Enfield 011C,E09000010,Enfield,21.09,0.151,0.11,7.53,-0.338,0.127,35.969,17.927,0.148,0.221,-0.807,0.265,-0.424,4.511,-0.276,0.593
E01001419,Enfield 020A,E09000010,Enfield,15.206,0.099,0.073,3.74,-0.988,0.23,35.351,19.586,0.126,0.132,-0.958,0.205,-0.335,4.325,0.02,0.359
E01001420,Enfield 020B,E09000010,Enfield,26.371,0.157,0.103,20.372,-0.061,-0.051,46.158,25.744,0.162,0.23,0.205,0.32,0.227,4.832,0.168,0.773
E01001421,Enfield 020C,E09000010,Enfield,26.74,0.19,0.102,14.862,-0.257,-0.172,47.009,27.17,0.246,0.273,-0.352,0.325,0.084,5.153,0.347,0.605
E01001422,Enfield 011D,E09000010,Enfield,7.863,0.024,0.016,1.967,-2.112,-0.829,44.179,9.627,0.044,0.037,-1.711,0.19,1.243,1.579,-0.961,0.216
E01001423,Enfield 027A,E09000010,Enfield,31.815,0.208,0.122,28.503,-0.456,0.576,43.783,31.58,0.206,0.32,0.048,0.421,-0.752,5.718,0.443,0.865
E01001424,Enfield 030A,E09000010,Enfield,45.659,0.332,0.195,24.906,0.36,0.76,46.489,24.583,0.388,0.436,0.029,0.389,-0.877,6.2,-0.686,1.485
E01001425,Enfield 027B,E09000010,Enfield,48.205,0.298,0.167,38.933,-0.03,1.579,49.53,36.817,0.325,0.399,0.536,0.455,-0.968,6.733,-0.086,1.952
E01001426,Enfield 030B,E09000010,Enfield,41.035,0.246,0.142,36.839,0.224,1.178,49.288,26.077,0.289,0.361,0.177,0.478,-0.215,5.959,0.178,0.786
E01001427,Enfield 030C,E09000010,Enfield,42.558,0.286,0.162,40.591,-0.193,0.56,53.705,27.759,0.329,0.486,0.227,0.5,-0.059,6.374,-0.523,1.634
E01001428,Enfield 027C,E09000010,Enfield,38.085,0.242,0.168,38.102,-0.189,0.422,44.934,31.141,0.238,0.377,0.433,0.46,-0.633,5.805,0.513,0.676
E01001429,Enfield 030D,E09000010,Enfield,46.391,0.312,0.186,37.857,0.353,1.063,37.697,38.425,0.283,0.601,0.384,0.464,-1.227,5.094,0.576,1.219
E01001430,Enfield 030E,E09000010,Enfield,42.061,0.297,0.16,39.87,-0.239,0.533,47.43,33.805,0.327,0.5,0.23,0.494,-1.089,6.439,-0.206,1.839
E01001431,Enfield 033A,E09000010,Enfield,43.347,0.283,0.163,33.838,-0.126,0.648,53.976,37.52,0.326,0.342,0.19,0.452,-0.082,6.447,0.399,1.429
E01001432,Enfield 033B,E09000010,Enfield,39.635,0.239,0.134,28.963,-0.051,0.901,47.014,48.375,0.294,0.349,0.228,0.405,-0.777,6.229,0.587,1.945
E01001433,Enfield 007A,E09000010,Enfield,36.086,0.23,0.139,47.992,-0.099,0.047,45.886,27.74,0.275,0.331,0.738,0.497,-0.198,5.451,0.181,0.94
E01001434,Enfield 007B,E09000010,Enfield,28.191,0.172,0.095,34.912,-0.361,0.441,42.287,27.392,0.228,0.244,0.34,0.445,0.042,4.694,0.318,0.68
E01001435,Enfield 007C,E09000010,Enfield,26.237,0.165,0.088,32.131,-0.55,0.841,32.105,31.11,0.236,0.195,0.329,0.421,-0.397,3.967,0.457,0.794
E01001436,Enfield 007D,E09000010,Enfield,28.56,0.222,0.121,25.309,-0.427,0.325,34.326,27.423,0.325,0.215,-0.145,0.412,-0.754,4.559,0.406,0.513
E01001437,Enfield 014A,E09000010,Enfield,38.766,0.269,0.15,29.556,0.119,-0.339,50.492,35.929,0.3,0.363,0.194,0.414,-0.288,6.244,0.779,0.532
E01001438,Enfield 007E,E09000010,Enfield,34.949,0.246,0.14,29.997,-0.242,0.771,40.608,28.685,0.362,0.181,0.036,0.435,-0.619,5.184,0.259,0.901
E01001439,Enfield 006A,E09000010,Enfield,35.255,0.251,0.15,32.421,-0.443,0.586,41.445,27.992,0.309,0.306,0.095,0.451,-1.907,5.672,0.082,1.1
E01001440,Enfield 012A,E09000010,Enfield,30.551,0.206,0.119,28.439,-0.525,0.866,37.588,28.031,0.206,0.311,-0.166,0.442,-1.29,5.091,-0.046,1.262
E01001441,Enfield 006B,E09000010,Enfield,37.103,0.239,0.143,30.436,-0.173,0.989,46.431,26.03,0.282,0.284,-0.042,0.447,-1.017,6.257,0.198,0.745
E01001442,Enfield 002A,E09000010,Enfield,44.482,0.314,0.176,38.838,0.466,0.256,42.508,36.758,0.36,0.313,0.242,0.486,-1.344,5.776,0.663,0.901
E01001444,Enfield 001A,E09000010,Enfield,22.75,0.137,0.076,22.704,-0.474,0.323,39.948,28.799,0.213,0.156,0.031,0.368,0.105,4.291,0.245,0.939
E01001445,Enfield 003B,E09000010,Enfield,29.846,0.208,0.1,23.367,-0.704,0.181,44.829,41.336,0.307,0.216,0.211,0.352,-0.225,5.341,0.946,0.635
E01001446,Enfield 001B,E09000010,Enfield,27.924,0.188,0.114,28.867,-0.514,0.147,36.082,35.771,0.258,0.188,0.143,0.414,-1.324,4.93,0.651,0.836
E01001447,Enfield 003C,E09000010,Enfield,42.79,0.302,0.187,32.613,0.106,0.214,51.707,19.229,0.386,0.352,0.402,0.416,-0.08,6.096,-0.21,0.651
E01001448,Enfield 003D,E09000010,Enfield,30.162,0.224,0.13,26.153,-0.352,0.156,40.597,24.739,0.294,0.315,0.267,0.373,-0.8,5.299,0.207,0.6
E01001449,Enfield 003E,E09000010,Enfield,29.422,0.217,0.105,31.872,-0.484,0.164,45.914,18.385,0.311,0.259,0.245,0.429,0.205,4.837,-0.265,0.63
E01001450,Enfield 015C,E09000010,Enfield,21.426,0.134,0.068,14.14,-0.531,0.399,42.315,27.758,0.207,0.191,0.09,0.256,0.161,4.501,0.316,0.722
E01001451,Enfield 017A,E09000010,Enfield,16.806,0.068,0.055,4.533,-1.371,1.078,39.438,24.66,0.096,0.085,-1.13,0.231,0.582,3.006,-0.019,0.942
E01001452,Enfield 017B,E09000010,Enfield,11.358,0.061,0.046,5.062,-1.284,-0.166,35.196,25.328,0.053,0.109,-0.919,0.23,0.732,1.586,0.242,0.602
E01001453,Enfield 017C,E09000010,Enfield,6.185,0.032,0.033,2.798,-1.749,-0.771,30.564,16.093,0.035,0.057,-1.327,0.202,0.236,2.345,-0.36,0.486
E01001454,Enfield 017D,E09000010,Enfield,9.141,0.063,0.042,1.892,-1.282,-0.602,30.986,24.309,0.076,0.098,-1.198,0.167,0.218,2.479,0.195,0.57
E01001455,Enfield 021F,E09000010,Enfield,11.174,0.068,0.046,10.888,-0.868,-0.711,35.268,16.589,0.083,0.133,-0.264,0.264,0.369,2.885,-0.286,0.455
E01001456,Enfield 022A,E09000010,Enfield,5.686,0.052,0.029,1.274,-1.567,-0.587,20.458,22.078,0.054,0.089,-1.444,0.156,-0.369,1.699,-0.071,0.762
E01001457,Enfield 010A,E09000010,Enfield,13.891,0.091,0.068,7.307,-0.634,-1.011,37.43,16.569,0.145,0.069,-0.241,0.188,0.314,3.459,-0.353,0.529
E01001458,Enfield 037A,E09000010,Enfield,40.254,0.268,0.17,44.761,0.021,0.283,45.141,27.197,0.319,0.41,0.479,0.504,-0.893,5.986,-0.722,1.693
