LSOA11CD,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01002353,Havering 013B,E09000016,Havering,15.297,0.078,0.063,11.661,-0.734,0.846,26.315,21.85,0.079,0.118,-0.396,0.29,-0.113,2.408,0.101,0.475
E01002354,Havering 012B,E09000016,Havering,5.021,0.036,0.031,6.519,-1.467,-0.037,16.973,12.133,0.063,0.041,-0.882,0.253,-0.101,0.294,-0.873,0.447
E01002355,Havering 014E,E09000016,Havering,6.409,0.043,0.049,13.309,-1.004,-0.713,13.912,13.463,0.092,0.038,-0.323,0.304,-0.085,-0.592,-0.445,0.282
E01002356,Havering 013C,E09000016,Havering,33.713,0.202,0.12,27.084,0.24,1.444,34.415,26.155,0.282,0.297,0.517,0.346,-0.232,4.083,0.134,0.865
E01002358,Havering 016E,E09000016,Havering,16.44,0.1,0.062,25.52,-0.554,0.206,19.598,31.638,0.134,0.193,0.626,0.308,-1.083,2.282,0.524,0.704
E01002359,Havering 020A,E09000016,Havering,7.02,0.046,0.038,13.324,-0.807,-0.241,14.242,17.049,0.056,0.083,-0.716,0.333,-0.511,0.543,-0.287,0.511
E01002360,Havering 020B,E09000016,Havering,13.793,0.096,0.063,14.168,-0.343,0.315,19.791,17.501,0.103,0.15,-1.028,0.355,-0.519,1.792,-0.082,0.286
E01002361,Havering 020C,E09000016,Havering,19.361,0.129,0.084,25.434,-0.23,0.464,20.418,20.179,0.194,0.167,0.416,0.344,-0.679,2.139,0.039,0.393
E01002362,Havering 022D,E09000016,Havering,6.861,0.057,0.041,12.618,-1.294,-0.108,11.301,14.053,0.108,0.063,-0.323,0.295,-1.114,0.461,-0.454,0.356
E01002363,Havering 020D,E09000016,Havering,18.359,0.142,0.085,27.766,-0.413,-0.11,22.93,13.514,0.18,0.175,0.09,0.411,-0.354,2.192,-0.413,0.252
E01002364,Havering 023C,E09000016,Havering,6.955,0.054,0.045,16.116,-1.072,-0.95,14.116,15.021,0.047,0.074,-0.394,0.342,-0.408,0.317,-0.257,0.248
E01002365,Havering 023D,E09000016,Havering,13.525,0.09,0.078,17.69,-0.764,-0.018,16.542,21.11,0.151,0.06,-0.199,0.342,-0.79,1.428,0.152,0.304
E01002366,Havering 023E,E09000016,Havering,11.057,0.08,0.05,22.795,-0.607,-0.212,15.119,15.905,0.145,0.077,0.113,0.359,-0.607,0.887,-0.18,0.248
E01002367,Havering 020E,E09000016,Havering,9.687,0.065,0.051,12.587,-1.152,0.421,15.796,14.992,0.102,0.071,-0.719,0.326,-0.612,1.053,-0.366,0.373
E01002368,Havering 028A,E09000016,Havering,39.103,0.243,0.179,41.834,-0.055,1.001,29.329,36.191,0.304,0.225,0.609,0.468,-0.243,3.276,0.295,1.474
E01002369,Havering 028B,E09000016,Havering,21.384,0.13,0.099,30.826,-0.305,0.563,24.551,13.95,0.212,0.123,0.261,0.418,-0.123,2.065,-0.681,0.534
E01002370,Havering 028C,E09000016,Havering,29.558,0.198,0.146,28.796,-0.147,0.692,27.13,24.834,0.276,0.186,0.105,0.418,-0.049,2.424,0.26,0.509
E01002371,Havering 028D,E09000016,Havering,16.24,0.106,0.069,21.457,-0.345,0.618,15.758,19.905,0.164,0.08,-0.446,0.4,-0.644,1.086,-0.085,0.555
E01002372,Havering 027C,E09000016,Havering,10.822,0.061,0.061,24.856,-1.103,-0.287,19.608,12.401,0.082,0.053,0.087,0.383,-0.178,1.129,-0.472,0.188
E01002373,Havering 027D,E09000016,Havering,13.847,0.098,0.065,23.931,-0.567,0.255,15.738,12.695,0.149,0.095,-0.17,0.402,-0.833,1.287,-0.615,0.347
E01002374,Havering 027E,E09000016,Havering,16.712,0.123,0.083,20.355,-0.37,0.248,18.407,15.916,0.226,0.098,-0.186,0.368,-0.929,1.937,-0.146,0.202
E01002375,Havering 028E,E09000016,Havering,28.938,0.199,0.135,32.983,0.226,0.412,25.871,20.534,0.269,0.185,0.446,0.414,-0.104,2.288,-0.019,0.526
E01002376,Havering 012C,E09000016,Havering,6.826,0.041,0.036,10.449,-0.853,-0.139,20.567,12.295,0.038,0.07,-0.553,0.288,0.384,-0.562,-0.632,0.315
E01002377,Havering 010D,E09000016,Havering,12.885,0.092,0.06,12.646,-0.397,-0.01,22.346,18.721,0.119,0.142,-0.722,0.326,-0.051,1.413,0.036,0.236
E01002378,Havering 010E,E09000016,Havering,8.009,0.044,0.044,17.956,-0.806,-0.291,16.195,16.413,0.03,0.101,-0.329,0.356,-0.221,0.428,-0.178,0.302
E01002379,Havering 012D,E09000016,Havering,6.561,0.048,0.036,8.896,-1.11,-0.04,14.613,18.477,0.077,0.074,-0.437,0.253,-0.779,0.987,-0.274,0.649
E01002380,Havering 012E,E09000016,Havering,16.974,0.137,0.086,13.64,-0.145,-0.163,25.904,10.76,0.209,0.191,-0.225,0.297,-0.089,2.262,-0.829,0.274
E01002381,Havering 012F,E09000016,Havering,13.35,0.085,0.065,19.0,-0.748,0.102,22.239,18.317,0.163,0.079,0.017,0.331,0.138,0.832,-0.019,0.282
E01002382,Havering 014F,E09000016,Havering,8.19,0.051,0.048,14.412,-1.092,-0.248,15.921,19.838,0.065,0.072,0.024,0.272,-0.446,0.817,0.084,0.282
E01002383,Havering 010F,E09000016,Havering,8.309,0.037,0.047,9.113,-0.868,-0.131,26.007,15.653,0.056,0.049,-1.02,0.297,0.444,0.637,-0.422,0.501
E01002384,Havering 019D,E09000016,Havering,7.011,0.049,0.046,7.159,-0.657,-0.022,10.121,17.872,0.078,0.057,-0.822,0.26,-1.134,0.171,-0.112,0.372
E01002385,Havering 024A,E09000016,Havering,13.766,0.031,0.038,10.478,-1.174,0.762,41.389,21.791,0.04,0.03,-0.683,0.298,1.451,0.095,-0.179,0.869
E01002386,Havering 022E,E09000016,Havering,7.828,0.07,0.037,7.055,-1.061,0.149,13.889,18.274,0.141,0.073,-0.555,0.235,-0.722,0.753,0.038,0.181
E01002387,Havering 024B,E09000016,Havering,4.519,0.033,0.038,6.231,-1.613,0.033,9.625,11.352,0.024,0.043,-0.93,0.251,-0.204,-1.586,-0.43,0.026
E01002388,Havering 024C,E09000016,Havering,2.326,0.016,0.027,5.176,-1.681,-1.029,12.496,9.815,0.024,0.03,-1.005,0.237,0.048,-1.621,-0.636,0.037
E01002389,Havering 024D,E09000016,Havering,4.429,0.022,0.038,7.943,-1.265,-0.213,15.079,8.795,0.037,0.022,-1.048,0.283,-0.025,-0.451,-0.917,0.098
E01002390,Havering 024E,E09000016,Havering,3.16,0.016,0.032,8.863,-1.305,-0.676,7.159,11.124,0.034,0.019,-0.7,0.277,-0.811,-0.948,-0.776,0.284
E01002391,Havering 018E,E09000016,Havering,10.565,0.051,0.032,19.328,-0.643,-0.541,33.45,13.749,0.062,0.089,0.217,0.306,1.011,-0.029,-0.422,0.289
E01002392,Hillingdon 020A,E09000017,Hillingdon,35.128,0.229,0.148,36.419,0.291,0.877,36.719,14.363,0.273,0.265,0.547,0.431,-0.227,4.383,-0.782,0.645
E01002393,Hillingdon 020B,E09000017,Hillingdon,22.759,0.121,0.084,20.63,-0.288,0.974,32.397,24.707,0.142,0.194,-0.188,0.371,-0.37,3.977,0.176,0.654
E01002394,Hillingdon 021A,E09000017,Hillingdon,18.977,0.127,0.072,21.939,-0.405,0.21,32.436,19.639,0.117,0.2,0.005,0.363,-0.01,3.367,-0.226,0.713
E01002395,Hillingdon 021B,E09000017,Hillingdon,21.55,0.131,0.089,20.694,-0.034,0.192,34.188,20.91,0.156,0.196,-0.126,0.365,0.166,3.251,-0.153,0.754
E01002396,Hillingdon 026A,E09000017,Hillingdon,28.627,0.194,0.103,18.682,0.13,0.879,35.811,25.663,0.199,0.367,-0.221,0.354,0.082,3.761,-0.423,1.405
E01002397,Hillingdon 021C,E09000017,Hillingdon,26.362,0.162,0.1,19.866,-0.111,0.761,33.777,32.654,0.195,0.21,-0.235,0.368,-0.501,4.295,0.261,1.241
E01002398,Hillingdon 021D,E09000017,Hillingdon,21.185,0.107,0.073,21.479,-0.096,1.06,28.949,20.915,0.104,0.175,0.051,0.353,-0.318,3.331,-0.354,0.965
E01002399,Hillingdon 021E,E09000017,Hillingdon,19.66,0.125,0.067,16.889,-0.393,0.817,31.969,19.324,0.18,0.161,-0.446,0.354,0.051,3.134,-0.358,0.821
E01002400,Hillingdon 024A,E09000017,Hillingdon,26.723,0.178,0.101,27.636,0.094,0.636,31.179,23.592,0.206,0.296,0.154,0.402,-0.183,3.506,-0.55,1.33
E01002401,Hillingdon 024B,E09000017,Hillingdon,26.638,0.185,0.123,25.449,0.028,0.478,28.257,21.325,0.193,0.256,0.133,0.383,-0.987,3.868,-0.201,0.85
E01002402,Hillingdon 024C,E09000017,Hillingdon,24.386,0.153,0.107,22.206,-0.231,0.648,29.156,27.295,0.15,0.232,-0.144,0.382,-0.587,3.734,0.073,1.05
E01002403,Hillingdon 024D,E09000017,Hillingdon,26.617,0.185,0.109,27.593,0.108,0.572,29.494,19.887,0.219,0.288,0.269,0.386,-0.833,3.966,-0.154,0.65
E01002404,Hillingdon 024E,E09000017,Hillingdon,29.688,0.211,0.128,35.028,0.196,0.426,29.525,17.901,0.229,0.339,0.387,0.44,-0.906,4.009,-0.18,0.469
E01002405,Hillingdon 027A,E09000017,Hillingdon,23.452,0.14,0.094,25.027,0.081,0.633,29.053,20.94,0.14,0.305,-0.104,0.406,-0.651,3.779,-0.154,0.758
E01002406,Hillingdon 027B,E09000017,Hillingdon,24.978,0.151,0.119,17.936,-0.429,0.395,38.465,24.931,0.16,0.183,-0.377,0.36,0.072,4.143,0.12,0.77
E01002407,Hillingdon 030A,E09000017,Hillingdon,23.489,0.132,0.074,17.114,-0.71,0.706,42.965,31.407,0.175,0.217,-0.15,0.33,0.357,4.19,0.055,1.405
E01002408,Hillingdon 019A,E09000017,Hillingdon,31.015,0.193,0.124,27.382,0.8,0.268,32.005,26.919,0.193,0.298,0.472,0.356,-0.632,4.161,0.163,0.891
E01002409,Hillingdon 019B,E09000017,Hillingdon,22.359,0.148,0.087,18.479,-0.135,0.416,32.068,26.73,0.177,0.194,-0.016,0.33,-0.186,3.674,0.09,0.978
E01002410,Hillingdon 017A,E09000017,Hillingdon,15.825,0.095,0.077,8.304,-0.482,0.59,27.972,16.459,0.137,0.091,-0.763,0.274,-0.115,2.761,-0.6,0.74
E01002411,Hillingdon 022A,E09000017,Hillingdon,23.999,0.124,0.077,46.055,0.012,0.452,31.737,18.05,0.211,0.144,1.029,0.436,-0.32,3.822,-0.164,0.465
E01002412,Hillingdon 017B,E09000017,Hillingdon,13.287,0.065,0.06,10.976,-0.456,0.533,28.535,14.154,0.098,0.083,-0.333,0.273,-0.254,3.141,-0.878,0.67
E01002413,Hillingdon 022B,E09000017,Hillingdon,30.67,0.187,0.115,32.84,0.459,0.849,31.849,21.388,0.324,0.158,0.519,0.403,-0.237,3.73,0.041,0.523
E01002414,Hillingdon 015A,E09000017,Hillingdon,8.777,0.033,0.013,10.12,-0.451,-0.182,31.611,16.823,0.228,0.162,-0.029,0.206,-0.003,3.202,-0.139,0.293
E01002415,Hillingdon 010A,E09000017,Hillingdon,6.957,0.043,0.031,12.256,-0.871,-0.104,18.275,16.253,0.042,0.087,-0.131,0.265,-0.293,1.073,-0.288,0.422
E01002416,Hillingdon 008A,E09000017,Hillingdon,7.256,0.056,0.034,16.021,-0.99,-0.46,15.6,16.092,0.097,0.065,-0.004,0.299,-0.79,1.217,-0.297,0.415
E01002417,Hillingdon 008B,E09000017,Hillingdon,6.56,0.041,0.034,3.446,-1.134,0.294,19.728,15.09,0.07,0.057,-1.148,0.21,-0.064,0.857,-0.558,0.562
E01002418,Hillingdon 006A,E09000017,Hillingdon,11.922,0.09,0.071,10.521,-0.646,-0.562,26.183,10.408,0.113,0.126,-0.546,0.288,0.259,1.331,-0.844,0.243
E01002419,Hillingdon 006B,E09000017,Hillingdon,5.501,0.047,0.042,4.057,-0.884,-0.316,15.162,12.911,0.066,0.06,-0.829,0.201,-0.496,0.736,-0.674,0.414
E01002420,Hillingdon 008C,E09000017,Hillingdon,13.784,0.11,0.075,9.847,-0.119,-0.335,23.372,10.034,0.14,0.183,-0.365,0.26,-0.151,1.879,-1.358,0.391
E01002421,Hillingdon 008D,E09000017,Hillingdon,8.993,0.07,0.047,6.823,-0.438,0.15,13.278,17.127,0.09,0.092,-0.683,0.243,-1.061,0.897,-0.202,0.412
E01002422,Hillingdon 018A,E09000017,Hillingdon,15.824,0.094,0.076,15.145,-0.418,0.17,20.81,30.704,0.105,0.092,-0.471,0.337,-1.184,2.583,0.603,0.421
E01002423,Hillingdon 018B,E09000017,Hillingdon,13.735,0.08,0.075,13.32,-0.838,0.144,25.0,20.645,0.095,0.071,-1.25,0.351,-0.212,2.362,-0.024,0.545
E01002424,Hillingdon 018C,E09000017,Hillingdon,13.456,0.096,0.064,13.829,-0.813,0.205,21.566,21.44,0.101,0.096,-0.355,0.313,-1.135,2.726,-0.136,0.781
E01002425,Hillingdon 018D,E09000017,Hillingdon,23.941,0.149,0.091,28.199,-0.11,0.527,32.104,21.86,0.176,0.234,0.421,0.372,-0.38,3.949,0.137,0.413
E01002426,Hillingdon 021F,E09000017,Hillingdon,17.74,0.122,0.085,15.623,-0.479,0.054,24.764,27.953,0.156,0.132,-0.358,0.334,-0.838,3.161,0.28,0.799
E01002427,Hillingdon 018E,E09000017,Hillingdon,13.203,0.098,0.046,14.412,-0.633,0.019,26.615,22.338,0.135,0.136,-0.54,0.335,-0.224,2.729,0.057,0.604
E01002428,Hillingdon 018F,E09000017,Hillingdon,12.152,0.075,0.049,17.534,-0.57,0.163,26.07,12.978,0.124,0.104,-0.333,0.352,-0.056,2.214,-0.443,0.225
E01002429,Hillingdon 019C,E09000017,Hillingdon,30.131,0.185,0.118,26.528,0.11,0.322,46.617,18.145,0.237,0.262,0.324,0.369,0.801,3.6,-0.058,0.323
E01002430,Hillingdon 007A,E09000017,Hillingdon,6.105,0.024,0.034,2.566,-1.054,0.012,26.18,12.302,0.034,0.033,-1.334,0.196,0.578,0.093,-0.947,0.507
E01002431,Hillingdon 006C,E09000017,Hillingdon,4.924,0.028,0.03,1.399,-1.403,0.114,18.443,15.554,0.026,0.053,-1.385,0.158,-0.088,0.631,-0.28,0.336
E01002432,Hillingdon 006D,E09000017,Hillingdon,6.636,0.05,0.032,2.807,-1.027,0.342,15.742,16.831,0.08,0.079,-1.502,0.208,-1.084,1.461,-0.146,0.304
E01002433,Hillingdon 004A,E09000017,Hillingdon,16.922,0.111,0.086,14.259,-0.906,-0.007,33.677,15.609,0.182,0.083,0.108,0.253,0.523,2.029,-0.349,0.419
E01002434,Hillingdon 007B,E09000017,Hillingdon,5.524,0.03,0.026,3.058,-1.047,0.262,15.805,18.483,0.041,0.033,-1.159,0.201,-0.187,0.248,-0.427,0.802
E01002435,Hillingdon 007C,E09000017,Hillingdon,4.163,0.028,0.035,2.863,-0.936,-0.658,15.942,16.047,0.036,0.04,-1.154,0.195,-0.18,0.268,-0.572,0.675
E01002436,Hillingdon 004B,E09000017,Hillingdon,10.954,0.075,0.067,5.991,-0.676,0.099,21.746,15.094,0.085,0.092,-0.87,0.243,0.011,1.109,-0.505,0.518
E01002437,Hillingdon 006E,E09000017,Hillingdon,5.755,0.041,0.032,1.734,-1.189,-0.625,26.742,13.999,0.061,0.056,-1.639,0.182,0.482,0.653,-0.535,0.422
E01002438,Hillingdon 003A,E09000017,Hillingdon,12.569,0.068,0.053,13.086,-0.371,-0.899,38.753,7.537,0.092,0.062,-0.135,0.278,1.102,0.906,-0.782,-0.142
E01002439,Hillingdon 003B,E09000017,Hillingdon,17.002,0.113,0.081,17.282,0.298,-0.085,22.496,11.212,0.147,0.143,-0.041,0.319,-0.318,2.038,-0.246,-0.243
E01002440,Hillingdon 003C,E09000017,Hillingdon,20.207,0.115,0.083,28.072,0.282,0.111,29.626,8.485,0.181,0.133,0.301,0.386,0.28,2.004,-0.643,-0.126
E01002441,Hillingdon 003D,E09000017,Hillingdon,23.701,0.151,0.099,23.052,0.284,0.748,26.287,12.422,0.235,0.127,0.598,0.282,-0.111,2.394,-0.439,0.158
E01002442,Hillingdon 003E,E09000017,Hillingdon,23.76,0.143,0.108,32.399,0.089,-0.274,35.204,11.138,0.213,0.142,0.737,0.361,0.572,2.172,-0.283,-0.196
E01002443,Hillingdon 032A,E09000017,Hillingdon,19.901,0.074,0.039,15.9,-0.894,0.833,48.245,30.335,0.095,0.163,0.091,0.282,0.906,3.562,-0.212,1.605
E01002444,Hillingdon 031A,E09000017,Hillingdon,22.563,0.096,0.066,16.185,-0.012,-0.565,53.157,31.326,0.202,0.101,-0.331,0.338,1.07,3.886,0.489,0.752
E01002445,Hillingdon 029A,E09000017,Hillingdon,30.41,0.189,0.112,41.929,0.261,0.686,32.237,19.249,0.259,0.192,1.016,0.402,-0.612,4.181,-0.659,1.037
E01002446,Hillingdon 031B,E09000017,Hillingdon,21.888,0.086,0.064,21.986,-0.194,1.286,32.287,28.307,0.118,0.11,0.171,0.343,0.147,2.949,-0.426,1.619
E01002447,Hillingdon 031C,E09000017,Hillingdon,24.211,0.115,0.059,26.354,-0.652,0.112,46.15,45.231,0.171,0.21,0.532,0.335,0.738,3.737,0.832,1.271
E01002448,Hillingdon 032B,E09000017,Hillingdon,18.249,0.095,0.052,16.65,-0.487,0.662,28.207,38.913,0.13,0.146,-0.021,0.309,-1.107,3.902,0.494,1.394
E01002449,Hillingdon 032C,E09000017,Hillingdon,21.375,0.139,0.075,15.13,-0.252,0.144,41.83,21.962,0.224,0.215,0.014,0.284,0.218,4.322,-0.243,0.955
E01002450,Hillingdon 014A,E09000017,Hillingdon,7.627,0.046,0.034,13.27,-0.866,0.0,18.16,17.04,0.073,0.047,-0.165,0.285,-0.729,1.713,-0.292,0.516
E01002451,Hillingdon 014B,E09000017,Hillingdon,7.125,0.051,0.045,8.891,-0.789,-0.223,17.161,14.461,0.061,0.08,-0.811,0.285,-0.684,1.448,-0.566,0.502
E01002452,Hillingdon 014C,E09000017,Hillingdon,9.387,0.063,0.052,11.126,-0.835,-0.673,18.759,26.297,0.066,0.102,-0.461,0.289,-0.568,1.646,0.36,0.48
E01002453,Hillingdon 014D,E09000017,Hillingdon,11.258,0.081,0.05,11.161,-0.388,-0.377,19.704,26.166,0.127,0.127,-0.519,0.294,-0.731,2.042,0.422,0.337
E01002454,Hillingdon 014E,E09000017,Hillingdon,19.651,0.133,0.11,18.913,-0.114,0.11,22.877,16.269,0.134,0.175,0.006,0.331,-0.957,2.888,-0.382,0.528
E01002455,Hillingdon 019D,E09000017,Hillingdon,20.172,0.113,0.088,18.198,-0.315,0.912,26.383,18.656,0.103,0.171,-0.188,0.346,-0.619,3.264,-0.39,0.784
E01002456,Hillingdon 017C,E09000017,Hillingdon,19.196,0.121,0.077,18.143,0.155,0.122,24.94,27.403,0.148,0.175,0.058,0.315,-0.284,2.486,0.343,0.637
E01002457,Hillingdon 019E,E09000017,Hillingdon,26.837,0.169,0.111,23.665,0.228,0.865,30.028,17.925,0.251,0.149,0.129,0.366,-0.843,4.04,-0.323,0.649
E01002458,Hillingdon 011A,E09000017,Hillingdon,7.08,0.034,0.044,4.554,-1.275,-0.095,26.69,13.815,0.057,0.024,-1.374,0.239,0.565,0.283,-0.656,0.503
E01002459,Hillingdon 011B,E09000017,Hillingdon,3.738,0.019,0.033,3.655,-0.966,-0.757,17.835,11.699,0.024,0.025,-1.116,0.213,-0.027,0.294,-0.863,0.396
E01002460,Hillingdon 011C,E09000017,Hillingdon,6.577,0.058,0.038,3.696,-0.834,-0.327,16.678,18.729,0.067,0.088,-1.112,0.214,-0.568,1.186,-0.363,0.766
E01002461,Hillingdon 013A,E09000017,Hillingdon,10.271,0.048,0.042,4.211,-1.028,-0.371,41.039,12.503,0.066,0.059,-1.275,0.23,1.348,0.468,-1.013,0.557
E01002462,Hillingdon 011D,E09000017,Hillingdon,6.945,0.025,0.023,1.477,-1.391,-0.722,38.686,10.974,0.035,0.039,-1.775,0.176,1.139,0.744,-0.805,0.285
E01002463,Hillingdon 013B,E09000017,Hillingdon,7.321,0.044,0.05,3.341,-1.009,-0.838,29.723,10.789,0.038,0.061,-1.227,0.211,0.611,0.818,-0.951,0.34
E01002464,Hillingdon 011E,E09000017,Hillingdon,6.369,0.059,0.041,7.701,-0.579,-0.684,14.664,11.706,0.089,0.093,-0.492,0.239,-0.556,0.715,-0.695,0.296
E01002465,Hillingdon 009A,E09000017,Hillingdon,10.44,0.074,0.051,9.716,-0.432,-0.264,23.622,15.788,0.123,0.089,-0.247,0.242,-0.079,1.759,-0.392,0.485
E01002466,Hillingdon 010B,E09000017,Hillingdon,7.607,0.055,0.034,7.776,-1.132,-0.28,22.259,20.695,0.097,0.062,-0.731,0.263,0.125,0.878,0.054,0.423
E01002467,Hillingdon 009B,E09000017,Hillingdon,5.772,0.044,0.041,7.922,-0.92,-0.444,16.842,12.029,0.043,0.059,-0.521,0.246,-0.429,1.007,-0.725,0.352
E01002468,Hillingdon 010C,E09000017,Hillingdon,6.832,0.038,0.033,10.287,-0.898,-0.064,17.942,19.147,0.043,0.071,-0.372,0.267,-0.396,1.194,0.044,0.269
E01002469,Hillingdon 010D,E09000017,Hillingdon,7.97,0.039,0.038,9.921,-0.891,-0.044,20.18,24.295,0.049,0.065,-0.462,0.272,-0.174,1.251,0.276,0.419
E01002470,Hillingdon 007D,E09000017,Hillingdon,10.721,0.087,0.048,6.877,-0.764,0.043,20.312,23.759,0.154,0.088,-0.934,0.262,-0.65,2.09,-0.013,0.848
E01002471,Hillingdon 008E,E09000017,Hillingdon,7.311,0.048,0.038,8.201,-0.951,0.111,16.055,19.506,0.077,0.078,-0.262,0.215,-0.597,1.089,-0.213,0.684
E01002472,Hillingdon 002A,E09000017,Hillingdon,8.241,0.081,0.042,4.809,-0.648,-0.485,22.895,10.391,0.108,0.14,-0.437,0.149,-0.218,1.927,-0.466,-0.057
E01002473,Hillingdon 001A,E09000017,Hillingdon,15.968,0.079,0.075,2.106,-0.642,0.11,45.858,10.221,0.042,0.138,-1.076,0.163,1.242,1.935,-0.491,-0.05
E01002474,Hillingdon 002B,E09000017,Hillingdon,10.473,0.088,0.053,4.816,-0.791,-0.087,24.299,16.327,0.106,0.16,-0.519,0.175,-0.014,1.741,0.03,-0.033
E01002475,Hillingdon 001B,E09000017,Hillingdon,17.647,0.118,0.122,7.387,0.085,-0.86,27.853,8.68,0.089,0.152,-0.488,0.233,0.189,1.904,-0.483,-0.28
E01002476,Hillingdon 001C,E09000017,Hillingdon,4.554,0.046,0.03,0.806,-1.272,-0.382,20.79,9.188,0.062,0.054,-1.467,0.125,0.082,0.684,-0.737,0.039
E01002477,Hillingdon 001D,E09000017,Hillingdon,9.978,0.083,0.063,2.749,-0.317,-0.499,23.462,8.477,0.089,0.113,-0.948,0.174,0.016,1.476,-1.449,0.235
E01002478,Hillingdon 002C,E09000017,Hillingdon,7.519,0.066,0.05,4.301,-0.903,-0.358,21.105,10.553,0.078,0.088,-0.609,0.176,-0.403,1.891,-0.46,-0.043
E01002479,Hillingdon 004C,E09000017,Hillingdon,19.628,0.139,0.098,11.596,0.002,0.113,32.159,10.021,0.182,0.184,-0.168,0.261,0.463,1.922,-0.553,-0.012
E01002480,Hillingdon 004D,E09000017,Hillingdon,4.074,0.035,0.029,2.414,-1.405,-0.733,23.132,8.196,0.052,0.056,-1.214,0.186,0.211,0.799,-1.327,0.178
E01002481,Hillingdon 004E,E09000017,Hillingdon,19.065,0.149,0.105,10.393,-0.451,-0.235,34.045,10.206,0.159,0.185,-0.241,0.252,0.46,2.336,-0.951,0.275
E01002482,Hillingdon 001E,E09000017,Hillingdon,3.114,0.026,0.026,0.862,-1.027,-0.641,17.452,10.006,0.025,0.051,-1.525,0.135,-0.013,0.149,-0.727,0.124
E01002483,Hillingdon 002D,E09000017,Hillingdon,9.321,0.065,0.06,3.698,-0.445,-0.413,22.762,14.664,0.062,0.105,-1.263,0.22,-0.235,1.934,-0.207,0.143
E01002484,Hillingdon 002E,E09000017,Hillingdon,21.292,0.141,0.11,9.914,0.241,0.221,25.13,23.935,0.188,0.188,-0.197,0.237,-0.121,2.176,0.15,0.621
E01002485,Hillingdon 002F,E09000017,Hillingdon,15.274,0.101,0.076,7.257,-0.244,0.185,25.708,21.939,0.133,0.128,-0.59,0.242,-0.493,2.984,0.005,0.642
E01002486,Hillingdon 028A,E09000017,Hillingdon,24.901,0.174,0.097,25.068,-0.576,0.276,38.299,24.115,0.205,0.271,0.402,0.342,0.267,3.74,-0.426,1.291
E01002487,Hillingdon 028B,E09000017,Hillingdon,24.08,0.151,0.097,24.886,-0.554,0.137,38.859,27.655,0.177,0.211,0.026,0.39,0.304,3.742,0.218,0.87
E01002488,Hillingdon 030B,E09000017,Hillingdon,18.599,0.107,0.081,18.231,-0.548,0.311,31.368,24.637,0.119,0.187,-0.215,0.349,0.022,3.097,-0.141,1.076
E01002489,Hillingdon 030C,E09000017,Hillingdon,15.991,0.106,0.063,12.28,-0.724,0.429,29.696,22.817,0.121,0.168,-0.613,0.315,-0.59,3.819,-0.181,0.967
E01002490,Hillingdon 030D,E09000017,Hillingdon,21.801,0.127,0.073,23.595,-0.584,0.534,29.948,38.502,0.134,0.2,0.333,0.336,-0.328,3.527,0.433,1.456
E01002491,Hillingdon 032D,E09000017,Hillingdon,26.093,0.176,0.103,28.706,-0.434,0.418,36.152,24.799,0.238,0.187,-0.022,0.43,-0.021,4.0,-0.025,0.96
E01002492,Hillingdon 030E,E09000017,Hillingdon,21.072,0.135,0.082,25.213,-0.485,0.304,28.76,30.028,0.195,0.168,0.263,0.364,-0.335,3.319,-0.026,1.392
E01002493,Hillingdon 032E,E09000017,Hillingdon,31.917,0.201,0.117,36.094,-0.022,0.302,47.883,16.568,0.245,0.237,0.381,0.45,0.573,4.364,-1.13,0.992
E01002494,Hillingdon 009C,E09000017,Hillingdon,11.192,0.085,0.057,9.06,-0.517,-0.611,24.283,19.851,0.097,0.168,-0.562,0.269,-0.2,2.184,-0.011,0.437
E01002495,Hillingdon 010E,E09000017,Hillingdon,10.037,0.071,0.045,11.137,-0.831,-0.367,25.27,19.432,0.12,0.137,-0.093,0.24,0.012,1.874,-0.074,0.488
E01002496,Hillingdon 033A,E09000017,Hillingdon,16.8,0.099,0.067,16.876,-0.301,-0.06,28.655,30.401,0.125,0.167,-0.059,0.316,-0.16,2.997,0.53,0.559
E01002497,Hillingdon 033B,E09000017,Hillingdon,15.001,0.113,0.059,15.757,-0.731,0.275,24.476,22.452,0.176,0.156,-0.163,0.316,-0.747,3.035,0.122,0.507
E01002498,Hillingdon 033C,E09000017,Hillingdon,8.295,0.052,0.04,6.794,-0.826,0.4,15.912,19.62,0.07,0.085,-0.779,0.251,-0.93,1.41,-0.082,0.52
E01002499,Hillingdon 033D,E09000017,Hillingdon,12.74,0.08,0.062,9.415,-0.548,-0.532,32.09,17.849,0.093,0.15,-0.811,0.292,0.302,2.448,-0.356,0.671
E01002501,Hillingdon 026B,E09000017,Hillingdon,21.242,0.134,0.098,19.173,-0.518,0.569,30.395,21.49,0.152,0.219,-0.304,0.367,-0.387,3.707,-0.09,0.729
