LSOA01CD,LA CODE,LA NAME,GOR CODE,GOR NAME,IMD SCORE,RANK OF IMD SCORE (where 1 is most deprived)
E01002340,00AR,Havering,H,London,8.76917,25626
E01002341,00AR,Havering,H,London,10.97857,22752
E01002342,00AR,Havering,H,London,17.29588,16204
E01002343,00AR,Havering,H,London,11.9523,21574
E01002344,00AR,Havering,H,London,14.16746,19048
E01002345,00AR,Havering,H,London,32.59273,7094
E01002346,00AR,Havering,H,London,22.27458,12351
E01002347,00AR,Havering,H,London,14.07127,19165
E01002348,00AR,Havering,H,London,9.815225,24263
E01002349,00AR,Havering,H,London,13.46308,19843
E01002350,00AR,Havering,H,London,28.81326,8746
E01002351,00AR,Havering,H,London,11.96281,21564
E01002352,00AR,Havering,H,London,13.96657,19266
E01002353,00AR,Havering,H,London,15.80658,17513
E01002354,00AR,Havering,H,London,5.776141,29228
E01002355,00AR,Havering,H,London,5.864552,29139
E01002356,00AR,Havering,H,London,39.2016,4809
E01002357,00AR,Havering,H,London,22.95177,11925
E01002358,00AR,Havering,H,London,18.97635,14771
E01002359,00AR,Havering,H,London,8.356909,26152
E01002360,00AR,Havering,H,London,13.6013,19682
E01002361,00AR,Havering,H,London,19.17365,14617
E01002362,00AR,Havering,H,London,7.181869,27579
E01002363,00AR,Havering,H,London,22.10834,12476
E01002364,00AR,Havering,H,London,8.79491,25584
E01002365,00AR,Havering,H,London,13.74585,19543
E01002366,00AR,Havering,H,London,11.74879,21838
E01002367,00AR,Havering,H,London,11.78142,21792
E01002368,00AR,Havering,H,London,45.76774,3047
E01002369,00AR,Havering,H,London,19.86377,14089
E01002370,00AR,Havering,H,London,25.71562,10286
E01002371,00AR,Havering,H,London,18.67739,15028
E01002372,00AR,Havering,H,London,10.96064,22775
E01002373,00AR,Havering,H,London,13.83489,19430
E01002374,00AR,Havering,H,London,16.96976,16495
E01002375,00AR,Havering,H,London,26.59039,9844
E01002376,00AR,Havering,H,London,5.019943,30027
E01002377,00AR,Havering,H,London,10.05586,23951
E01002378,00AR,Havering,H,London,7.542126,27140
E01002379,00AR,Havering,H,London,9.360461,24874
E01002380,00AR,Havering,H,London,19.94401,14039
E01002381,00AR,Havering,H,London,14.08386,19140
E01002382,00AR,Havering,H,London,10.32343,23606
E01002383,00AR,Havering,H,London,10.39668,23507
E01002384,00AR,Havering,H,London,5.650849,29379
E01002385,00AR,Havering,H,London,9.098645,25218
E01002386,00AR,Havering,H,London,8.191037,26360
E01002387,00AR,Havering,H,London,3.764035,31232
E01002388,00AR,Havering,H,London,2.20599,32232
E01002389,00AR,Havering,H,London,4.52498,30514
E01002390,00AR,Havering,H,London,3.032146,31801
E01002391,00AR,Havering,H,London,11.26244,22410
E01002392,00AS,Hillingdon,H,London,38.3459,5068
E01002393,00AS,Hillingdon,H,London,29.05247,8629
E01002394,00AS,Hillingdon,H,London,20.15905,13882
E01002395,00AS,Hillingdon,H,London,17.55727,15968
E01002396,00AS,Hillingdon,H,London,29.82164,8267
E01002397,00AS,Hillingdon,H,London,27.99445,9129
E01002398,00AS,Hillingdon,H,London,21.3521,12989
E01002399,00AS,Hillingdon,H,London,19.44493,14417
E01002400,00AS,Hillingdon,H,London,24.99911,10670
E01002401,00AS,Hillingdon,H,London,30.40926,8025
E01002402,00AS,Hillingdon,H,London,29.07083,8619
E01002403,00AS,Hillingdon,H,London,31.12884,7701
E01002404,00AS,Hillingdon,H,London,32.55182,7108
E01002405,00AS,Hillingdon,H,London,26.03683,10121
E01002406,00AS,Hillingdon,H,London,27.44008,9399
E01002407,00AS,Hillingdon,H,London,27.32386,9466
E01002408,00AS,Hillingdon,H,London,25.63187,10333
E01002409,00AS,Hillingdon,H,London,25.41877,10439
E01002410,00AS,Hillingdon,H,London,16.4084,16999
E01002411,00AS,Hillingdon,H,London,26.11922,10085
E01002412,00AS,Hillingdon,H,London,13.30725,20025
E01002413,00AS,Hillingdon,H,London,30.52936,7960
E01002414,00AS,Hillingdon,H,London,16.61454,16815
E01002415,00AS,Hillingdon,H,London,8.400906,26107
E01002416,00AS,Hillingdon,H,London,7.181428,27580
E01002417,00AS,Hillingdon,H,London,7.079598,27714
E01002418,00AS,Hillingdon,H,London,14.94838,18290
E01002419,00AS,Hillingdon,H,London,8.937438,25420
E01002420,00AS,Hillingdon,H,London,14.10787,19119
E01002421,00AS,Hillingdon,H,London,9.240243,25044
E01002422,00AS,Hillingdon,H,London,16.47116,16949
E01002423,00AS,Hillingdon,H,London,13.56238,19737
E01002424,00AS,Hillingdon,H,London,13.41686,19892
E01002425,00AS,Hillingdon,H,London,24.39724,11034
E01002426,00AS,Hillingdon,H,London,19.05262,14706
E01002427,00AS,Hillingdon,H,London,13.92067,19328
E01002428,00AS,Hillingdon,H,London,14.77802,18459
E01002429,00AS,Hillingdon,H,London,27.83525,9217
E01002430,00AS,Hillingdon,H,London,6.485417,28430
E01002431,00AS,Hillingdon,H,London,4.98984,30059
E01002432,00AS,Hillingdon,H,London,8.659528,25779
E01002433,00AS,Hillingdon,H,London,17.53582,15991
E01002434,00AS,Hillingdon,H,London,7.085608,27708
E01002435,00AS,Hillingdon,H,London,5.365516,29676
E01002436,00AS,Hillingdon,H,London,10.70969,23094
E01002437,00AS,Hillingdon,H,London,6.430478,28486
E01002438,00AS,Hillingdon,H,London,13.09679,20285
E01002439,00AS,Hillingdon,H,London,18.96959,14783
E01002440,00AS,Hillingdon,H,London,21.80823,12664
E01002441,00AS,Hillingdon,H,London,22.42693,12263
E01002442,00AS,Hillingdon,H,London,23.63036,11512
E01002443,00AS,Hillingdon,H,London,20.63806,13515
E01002444,00AS,Hillingdon,H,London,20.54086,13585
E01002445,00AS,Hillingdon,H,London,36.52702,5682
E01002446,00AS,Hillingdon,H,London,21.51328,12860
E01002447,00AS,Hillingdon,H,London,22.45235,12247
E01002448,00AS,Hillingdon,H,London,23.35282,11682
E01002449,00AS,Hillingdon,H,London,24.04428,11252
E01002450,00AS,Hillingdon,H,London,12.06967,21461
E01002451,00AS,Hillingdon,H,London,11.06777,22637
E01002452,00AS,Hillingdon,H,London,9.880946,24186
E01002453,00AS,Hillingdon,H,London,12.23866,21252
E01002454,00AS,Hillingdon,H,London,22.19093,12419
E01002455,00AS,Hillingdon,H,London,24.43337,11017
E01002456,00AS,Hillingdon,H,London,19.85162,14101
E01002457,00AS,Hillingdon,H,London,27.57402,9334
E01002458,00AS,Hillingdon,H,London,4.188522,30871
E01002459,00AS,Hillingdon,H,London,4.200024,30860
E01002460,00AS,Hillingdon,H,London,8.283761,26245
E01002461,00AS,Hillingdon,H,London,10.30899,23622
E01002462,00AS,Hillingdon,H,London,9.549925,24615
E01002463,00AS,Hillingdon,H,London,7.8901,26733
E01002464,00AS,Hillingdon,H,London,8.53178,25927
E01002465,00AS,Hillingdon,H,London,15.02529,18223
E01002466,00AS,Hillingdon,H,London,8.61253,25828
E01002467,00AS,Hillingdon,H,London,7.085725,27707
E01002468,00AS,Hillingdon,H,London,8.37106,26139
E01002469,00AS,Hillingdon,H,London,9.658918,24473
E01002470,00AS,Hillingdon,H,London,14.3703,18828
E01002471,00AS,Hillingdon,H,London,8.232894,26305
E01002472,00AS,Hillingdon,H,London,13.1409,20227
E01002473,00AS,Hillingdon,H,London,14.03828,19195
E01002474,00AS,Hillingdon,H,London,11.32374,22324
E01002475,00AS,Hillingdon,H,London,15.68301,17630
E01002476,00AS,Hillingdon,H,London,5.575185,29458
E01002477,00AS,Hillingdon,H,London,9.324976,24925
E01002478,00AS,Hillingdon,H,London,12.7938,20632
E01002479,00AS,Hillingdon,H,London,19.78079,14142
E01002480,00AS,Hillingdon,H,London,4.927799,30127
E01002481,00AS,Hillingdon,H,London,24.58924,10913
E01002482,00AS,Hillingdon,H,London,4.472311,30576
E01002483,00AS,Hillingdon,H,London,14.31559,18884
E01002484,00AS,Hillingdon,H,London,20.30015,13769
E01002485,00AS,Hillingdon,H,London,16.58713,16838
E01002486,00AS,Hillingdon,H,London,30.99885,7754
E01002487,00AS,Hillingdon,H,London,28.97433,8664
E01002488,00AS,Hillingdon,H,London,20.89635,13315
E01002489,00AS,Hillingdon,H,London,20.96782,13266
E01002490,00AS,Hillingdon,H,London,25.18566,10571
E01002491,00AS,Hillingdon,H,London,30.38602,8036
E01002492,00AS,Hillingdon,H,London,21.55757,12830
E01002493,00AS,Hillingdon,H,London,38.97587,4878
E01002494,00AS,Hillingdon,H,London,18.4569,15215
E01002495,00AS,Hillingdon,H,London,14.13945,19080
E01002496,00AS,Hillingdon,H,London,18.66617,15038
E01002497,00AS,Hillingdon,H,London,19.65833,14245
E01002498,00AS,Hillingdon,H,London,10.79735,22969
E01002499,00AS,Hillingdon,H,London,18.23964,15383
E01002500,00AS,Hillingdon,H,London,15.19636,18071
E01002501,00AS,Hillingdon,H,London,20.86541,13342
E01002502,00AS,Hillingdon,H,London,27.32779,9463
E01002503,00AS,Hillingdon,H,London,32.27246,7232
E01002504,00AS,Hillingdon,H,London,24.22326,11143
E01002505,00AS,Hillingdon,H,London,32.68383,7053
E01002506,00AS,Hillingdon,H,London,41.74339,4040
E01002507,00AS,Hillingdon,H,London,24.27102,11115
E01002508,00AS,Hillingdon,H,London,35.90709,5892
E01002509,00AS,Hillingdon,H,London,8.998396,25347
E01002510,00AS,Hillingdon,H,London,13.20796,20135
E01002511,00AS,Hillingdon,H,London,22.04015,12519
E01002512,00AS,Hillingdon,H,London,7.942152,26668
E01002513,00AS,Hillingdon,H,London,13.01982,20369
E01002514,00AS,Hillingdon,H,London,20.09138,13930
E01002515,00AS,Hillingdon,H,London,19.41862,14435
E01002516,00AS,Hillingdon,H,London,9.620935,24525
E01002517,00AS,Hillingdon,H,London,13.98626,19243
E01002518,00AS,Hillingdon,H,London,9.687526,24436
E01002519,00AS,Hillingdon,H,London,22.66152,12114
E01002520,00AS,Hillingdon,H,London,23.2777,11735
E01002521,00AS,Hillingdon,H,London,38.09595,5153
E01002522,00AS,Hillingdon,H,London,26.61609,9831
E01002523,00AS,Hillingdon,H,London,23.74934,11441
E01002524,00AS,Hillingdon,H,London,16.58973,16834
E01002525,00AS,Hillingdon,H,London,18.08687,15513
E01002526,00AS,Hillingdon,H,London,36.29302,5772
E01002527,00AS,Hillingdon,H,London,27.90764,9173
E01002528,00AS,Hillingdon,H,London,44.9642,3234
E01002529,00AS,Hillingdon,H,London,21.0394,13218
E01002530,00AS,Hillingdon,H,London,42.41302,3854
E01002531,00AS,Hillingdon,H,London,17.41921,16088
E01002532,00AS,Hillingdon,H,London,28.30047,8972
E01002533,00AS,Hillingdon,H,London,16.85284,16610
E01002534,00AS,Hillingdon,H,London,12.43569,21009
E01002535,00AS,Hillingdon,H,London,8.110879,26460
E01002536,00AS,Hillingdon,H,London,11.93637,21595
E01002537,00AS,Hillingdon,H,London,8.491405,25989
E01002538,00AS,Hillingdon,H,London,16.24998,17135
E01002539,00AS,Hillingdon,H,London,7.848901,26771
E01002540,00AS,Hillingdon,H,London,30.74973,7869
E01002541,00AS,Hillingdon,H,London,20.51723,13607
E01002542,00AS,Hillingdon,H,London,35.9992,5867
E01002543,00AS,Hillingdon,H,London,33.7502,6634
E01002544,00AS,Hillingdon,H,London,19.48221,14382
E01002545,00AS,Hillingdon,H,London,41.91301,3993
E01002546,00AS,Hillingdon,H,London,20.35214,13731
E01002547,00AS,Hillingdon,H,London,25.34797,10470
E01002548,00AS,Hillingdon,H,London,30.89842,7807
E01002549,00AS,Hillingdon,H,London,23.19055,11795
E01002550,00AS,Hillingdon,H,London,24.81204,10782
E01002551,00AS,Hillingdon,H,London,25.67357,10308
E01002552,00AS,Hillingdon,H,London,30.58044,7940
E01002553,00AS,Hillingdon,H,London,33.67928,6666
E01002554,00AS,Hillingdon,H,London,28.08923,9078
E01002555,00AT,Hounslow,H,London,15.30946,17978
E01002556,00AT,Hounslow,H,London,18.96214,14790
E01002557,00AT,Hounslow,H,London,26.12023,10084
E01002558,00AT,Hounslow,H,London,25.86432,10210
E01002559,00AT,Hounslow,H,London,28.0078,9122
E01002560,00AT,Hounslow,H,London,29.20985,8546
E01002561,00AT,Hounslow,H,London,31.46517,7570
E01002562,00AT,Hounslow,H,London,29.29557,8513
E01002563,00AT,Hounslow,H,London,14.6052,18613
E01002564,00AT,Hounslow,H,London,28.86123,8724
E01002565,00AT,Hounslow,H,London,14.7001,18531
E01002566,00AT,Hounslow,H,London,33.68458,6662
E01002567,00AT,Hounslow,H,London,18.77666,14942
E01002568,00AT,Hounslow,H,London,40.75176,4346
E01002569,00AT,Hounslow,H,London,12.35798,21109
E01002570,00AT,Hounslow,H,London,13.32313,20006
E01002571,00AT,Hounslow,H,London,6.509937,28403
E01002572,00AT,Hounslow,H,London,31.22345,7666
E01002573,00AT,Hounslow,H,London,10.43921,23465
E01002574,00AT,Hounslow,H,London,13.23952,20111
E01002575,00AT,Hounslow,H,London,11.33101,22310
E01002576,00AT,Hounslow,H,London,20.86418,13346
E01002577,00AT,Hounslow,H,London,13.79699,19483
E01002578,00AT,Hounslow,H,London,12.37859,21084
E01002579,00AT,Hounslow,H,London,12.55106,20895
E01002580,00AT,Hounslow,H,London,29.52586,8399
E01002581,00AT,Hounslow,H,London,13.55457,19745
E01002582,00AT,Hounslow,H,London,10.33629,23589
E01002583,00AT,Hounslow,H,London,23.41689,11633
E01002584,00AT,Hounslow,H,London,24.40333,11031
E01002585,00AT,Hounslow,H,London,29.79734,8282
E01002586,00AT,Hounslow,H,London,19.75915,14156
E01002587,00AT,Hounslow,H,London,26.82928,9713
E01002588,00AT,Hounslow,H,London,44.21951,3400
E01002589,00AT,Hounslow,H,London,24.69959,10848
E01002590,00AT,Hounslow,H,London,28.2023,9018
E01002591,00AT,Hounslow,H,London,22.84861,11989
E01002592,00AT,Hounslow,H,London,26.48027,9899
E01002593,00AT,Hounslow,H,London,25.74961,10271
E01002594,00AT,Hounslow,H,London,19.25392,14558
E01002595,00AT,Hounslow,H,London,31.55353,7538
E01002596,00AT,Hounslow,H,London,19.43009,14426
E01002597,00AT,Hounslow,H,London,31.16036,7685
E01002598,00AT,Hounslow,H,London,29.90794,8235
E01002599,00AT,Hounslow,H,London,26.90725,9667
E01002600,00AT,Hounslow,H,London,24.3513,11065
E01002601,00AT,Hounslow,H,London,19.52034,14350
E01002602,00AT,Hounslow,H,London,16.5261,16890
E01002603,00AT,Hounslow,H,London,23.94983,11310
E01002604,00AT,Hounslow,H,London,41.08721,4235
E01002605,00AT,Hounslow,H,London,34.49113,6393
E01002606,00AT,Hounslow,H,London,43.7421,3507
E01002607,00AT,Hounslow,H,London,24.01732,11264
E01002608,00AT,Hounslow,H,London,37.84813,5231
E01002609,00AT,Hounslow,H,London,18.53073,15153
E01002610,00AT,Hounslow,H,London,32.06845,7313
E01002611,00AT,Hounslow,H,London,23.50976,11578
E01002612,00AT,Hounslow,H,London,27.23465,9514
E01002613,00AT,Hounslow,H,London,20.60281,13542
E01002614,00AT,Hounslow,H,London,15.20504,18060
E01002615,00AT,Hounslow,H,London,40.95433,4273
E01002616,00AT,Hounslow,H,London,20.6707,13491
E01002617,00AT,Hounslow,H,London,15.95046,17366
E01002618,00AT,Hounslow,H,London,13.81575,19456
E01002619,00AT,Hounslow,H,London,20.16714,13870
E01002620,00AT,Hounslow,H,London,28.22853,9009
E01002621,00AT,Hounslow,H,London,24.07652,11227
E01002622,00AT,Hounslow,H,London,21.90932,12588
E01002623,00AT,Hounslow,H,London,27.70966,9275
E01002624,00AT,Hounslow,H,London,23.62073,11523
E01002625,00AT,Hounslow,H,London,23.45129,11614
E01002626,00AT,Hounslow,H,London,18.21344,15403
E01002627,00AT,Hounslow,H,London,27.42372,9410
E01002628,00AT,Hounslow,H,London,14.75814,18480
E01002629,00AT,Hounslow,H,London,17.5342,15993
E01002630,00AT,Hounslow,H,London,12.18768,21315
E01002631,00AT,Hounslow,H,London,20.50073,13619
E01002632,00AT,Hounslow,H,London,16.26559,17121
E01002633,00AT,Hounslow,H,London,37.49013,5346
E01002634,00AT,Hounslow,H,London,36.99434,5510
E01002635,00AT,Hounslow,H,London,23.09118,11846
E01002636,00AT,Hounslow,H,London,16.27131,17118
E01002637,00AT,Hounslow,H,London,29.54298,8388
E01002638,00AT,Hounslow,H,London,31.14472,7695
E01002639,00AT,Hounslow,H,London,9.716558,24400
E01002640,00AT,Hounslow,H,London,12.7998,20621
E01002641,00AT,Hounslow,H,London,19.33006,14505
E01002642,00AT,Hounslow,H,London,13.73925,19549
E01002643,00AT,Hounslow,H,London,20.77925,13415
E01002644,00AT,Hounslow,H,London,18.61854,15086
E01002645,00AT,Hounslow,H,London,22.7228,12072
E01002646,00AT,Hounslow,H,London,26.79461,9730
E01002647,00AT,Hounslow,H,London,19.66853,14235
E01002648,00AT,Hounslow,H,London,22.55075,12173
E01002649,00AT,Hounslow,H,London,23.37119,11673
E01002650,00AT,Hounslow,H,London,25.06081,10640
E01002651,00AT,Hounslow,H,London,18.12364,15482
E01002652,00AT,Hounslow,H,London,17.97144,15604
E01002653,00AT,Hounslow,H,London,11.13512,22544
E01002654,00AT,Hounslow,H,London,12.64735,20791
E01002655,00AT,Hounslow,H,London,13.69792,19588
E01002656,00AT,Hounslow,H,London,12.16589,21345
E01002657,00AT,Hounslow,H,London,10.13437,23837
E01002658,00AT,Hounslow,H,London,10.13176,23842
E01002659,00AT,Hounslow,H,London,12.85961,20548
E01002660,00AT,Hounslow,H,London,21.04985,13205
E01002661,00AT,Hounslow,H,London,24.20047,11156
E01002662,00AT,Hounslow,H,London,17.98825,15591
E01002663,00AT,Hounslow,H,London,23.94672,11313
E01002664,00AT,Hounslow,H,London,26.6227,9826
E01002665,00AT,Hounslow,H,London,23.2316,11766
E01002666,00AT,Hounslow,H,London,17.31459,16180
E01002667,00AT,Hounslow,H,London,23.9548,11307
E01002668,00AT,Hounslow,H,London,15.35837,17922
E01002669,00AT,Hounslow,H,London,34.558,6374
E01002670,00AT,Hounslow,H,London,16.95115,16512
E01002671,00AT,Hounslow,H,London,14.19648,19009
E01002672,00AT,Hounslow,H,London,33.6713,6672
E01002673,00AT,Hounslow,H,London,47.20383,2733
E01002674,00AT,Hounslow,H,London,12.77764,20658
E01002675,00AT,Hounslow,H,London,9.541939,24631
E01002676,00AT,Hounslow,H,London,12.92059,20493
E01002677,00AT,Hounslow,H,London,20.78558,13408
E01002678,00AT,Hounslow,H,London,13.1735,20188
E01002679,00AT,Hounslow,H,London,12.07284,21457
E01002680,00AT,Hounslow,H,London,18.46414,15208
E01002681,00AT,Hounslow,H,London,24.27854,11110
E01002682,00AT,Hounslow,H,London,26.93323,9649
E01002683,00AT,Hounslow,H,London,13.19953,20150
E01002684,00AT,Hounslow,H,London,25.8314,10222
E01002685,00AT,Hounslow,H,London,24.75798,10814
E01002686,00AT,Hounslow,H,London,38.09996,5146
E01002687,00AT,Hounslow,H,London,14.07766,19153
E01002688,00AT,Hounslow,H,London,12.9866,20417
E01002689,00AT,Hounslow,H,London,21.81616,12656
E01002690,00AT,Hounslow,H,London,12.90589,20510
E01002691,00AT,Hounslow,H,London,12.84756,20560
E01002692,00AT,Hounslow,H,London,20.48109,13633
E01002693,00AT,Hounslow,H,London,18.19037,15427
E01002694,00AU,Islington,H,London,53.12626,1672
E01002695,00AU,Islington,H,London,30.43193,8015
E01002696,00AU,Islington,H,London,27.41208,9415
E01002697,00AU,Islington,H,London,37.88183,5220
E01002698,00AU,Islington,H,London,27.35531,9447
E01002699,00AU,Islington,H,London,21.77188,12684
E01002700,00AU,Islington,H,London,19.05589,14702
E01002701,00AU,Islington,H,London,31.63688,7500
E01002702,00AU,Islington,H,London,38.17962,5121
E01002703,00AU,Islington,H,London,34.45711,6405
E01002704,00AU,Islington,H,London,27.87471,9192
E01002705,00AU,Islington,H,London,15.43102,17853
E01002706,00AU,Islington,H,London,34.32299,6444
E01002707,00AU,Islington,H,London,27.74481,9259
E01002708,00AU,Islington,H,London,37.79309,5247
E01002709,00AU,Islington,H,London,35.2823,6117
E01002710,00AU,Islington,H,London,34.37163,6426
E01002711,00AU,Islington,H,London,31.50724,7552
E01002712,00AU,Islington,H,London,37.60402,5314
E01002713,00AU,Islington,H,London,55.17968,1385
E01002714,00AU,Islington,H,London,22.24258,12381
E01002715,00AU,Islington,H,London,59.11226,899
E01002716,00AU,Islington,H,London,48.30105,2518
E01002717,00AU,Islington,H,London,31.76936,7443
E01002718,00AU,Islington,H,London,32.11489,7293
E01002719,00AU,Islington,H,London,27.00153,9615
E01002720,00AU,Islington,H,London,58.05653,1034
E01002721,00AU,Islington,H,London,36.15078,5820
E01002722,00AU,Islington,H,London,42.57893,3810
E01002723,00AU,Islington,H,London,32.53955,7114
E01002724,00AU,Islington,H,London,15.20777,18057
E01002725,00AU,Islington,H,London,28.91538,8692
E01002726,00AU,Islington,H,London,31.6927,7471
E01002727,00AU,Islington,H,London,31.63037,7505
E01002728,00AU,Islington,H,London,27.31315,9474
E01002729,00AU,Islington,H,London,42.0692,3951
E01002730,00AU,Islington,H,London,44.74722,3290
E01002731,00AU,Islington,H,London,37.21405,5446
E01002732,00AU,Islington,H,London,58.80393,938
E01002733,00AU,Islington,H,London,22.40717,12276
E01002734,00AU,Islington,H,London,48.84652,2406
E01002735,00AU,Islington,H,London,34.13803,6507
E01002736,00AU,Islington,H,London,48.87632,2396
E01002737,00AU,Islington,H,London,49.54523,2269
E01002738,00AU,Islington,H,London,38.22768,5106
E01002739,00AU,Islington,H,London,23.65213,11492
E01002740,00AU,Islington,H,London,23.60215,11534
E01002741,00AU,Islington,H,London,44.47306,3348
E01002742,00AU,Islington,H,London,19.07201,14689
E01002743,00AU,Islington,H,London,28.04048,9109
E01002744,00AU,Islington,H,London,29.45119,8436
E01002745,00AU,Islington,H,London,21.15443,13145
E01002746,00AU,Islington,H,London,40.4466,4432
E01002747,00AU,Islington,H,London,26.50563,9885
E01002748,00AU,Islington,H,London,43.64135,3535
E01002749,00AU,Islington,H,London,30.43393,8014
E01002750,00AU,Islington,H,London,21.93107,12579
E01002751,00AU,Islington,H,London,51.9654,1857
E01002752,00AU,Islington,H,London,28.76596,8767
E01002753,00AU,Islington,H,London,33.69729,6659
E01002754,00AU,Islington,H,London,28.24637,8999
E01002755,00AU,Islington,H,London,42.61092,3802
E01002756,00AU,Islington,H,London,31.51287,7549
E01002757,00AU,Islington,H,London,28.80932,8749
E01002758,00AU,Islington,H,London,55.0995,1397
E01002759,00AU,Islington,H,London,26.95614,9635
E01002760,00AU,Islington,H,London,48.06384,2566
E01002761,00AU,Islington,H,London,40.86644,4304
E01002762,00AU,Islington,H,London,38.95136,4885
E01002763,00AU,Islington,H,London,32.88642,6973
E01002764,00AU,Islington,H,London,37.14526,5467
E01002765,00AU,Islington,H,London,44.73133,3293
E01002766,00AU,Islington,H,London,39.75182,4638
E01002767,00AU,Islington,H,London,41.59908,4085
E01002768,00AU,Islington,H,London,33.78882,6620
E01002769,00AU,Islington,H,London,25.22428,10542
E01002770,00AU,Islington,H,London,39.04332,4855
E01002771,00AU,Islington,H,London,33.44094,6761
E01002772,00AU,Islington,H,London,38.35147,5065
E01002773,00AU,Islington,H,London,51.11965,1984
E01002774,00AU,Islington,H,London,41.46204,4129
E01002775,00AU,Islington,H,London,31.5112,7550
E01002776,00AU,Islington,H,London,35.38056,6081
E01002777,00AU,Islington,H,London,33.56695,6718
E01002778,00AU,Islington,H,London,55.30464,1368
E01002779,00AU,Islington,H,London,31.7265,7457
E01002780,00AU,Islington,H,London,37.47739,5349
E01002781,00AU,Islington,H,London,40.69789,4360
E01002782,00AU,Islington,H,London,46.65799,2835
E01002783,00AU,Islington,H,London,47.67316,2638
E01002784,00AU,Islington,H,London,42.04321,3960
E01002785,00AU,Islington,H,London,36.05896,5851
E01002786,00AU,Islington,H,London,42.31904,3884
E01002787,00AU,Islington,H,London,30.64686,7913
E01002788,00AU,Islington,H,London,28.84457,8734
E01002789,00AU,Islington,H,London,24.43775,11012
E01002790,00AU,Islington,H,London,40.81528,4320
E01002791,00AU,Islington,H,London,31.58205,7530
E01002792,00AU,Islington,H,London,22.35089,12316
E01002793,00AU,Islington,H,London,40.42855,4437
E01002794,00AU,Islington,H,London,29.79967,8280
E01002795,00AU,Islington,H,London,41.01046,4256
E01002796,00AU,Islington,H,London,35.57307,6013
E01002797,00AU,Islington,H,London,41.90613,3996
E01002798,00AU,Islington,H,London,21.27511,13041
E01002799,00AU,Islington,H,London,41.62187,4079
E01002800,00AU,Islington,H,London,50.04115,2169
E01002801,00AU,Islington,H,London,25.20454,10558
E01002802,00AU,Islington,H,London,27.55771,9340
E01002803,00AU,Islington,H,London,30.27046,8079
E01002804,00AU,Islington,H,London,47.41512,2688
E01002805,00AU,Islington,H,London,29.0579,8623
E01002806,00AU,Islington,H,London,32.47728,7140
E01002807,00AU,Islington,H,London,42.00826,3967
E01002808,00AU,Islington,H,London,32.1132,7295
E01002809,00AU,Islington,H,London,37.67221,5297
E01002810,00AU,Islington,H,London,47.2167,2728
E01002811,00AU,Islington,H,London,44.40993,3358
E01002812,00AW,Kensington and Chelsea,H,London,13.09174,20291
E01002813,00AW,Kensington and Chelsea,H,London,11.92779,21605
E01002814,00AW,Kensington and Chelsea,H,London,26.88265,9685
E01002815,00AW,Kensington and Chelsea,H,London,19.86061,14092
E01002816,00AW,Kensington and Chelsea,H,London,13.25789,20094
E01002817,00AW,Kensington and Chelsea,H,London,12.0361,21495
E01002818,00AW,Kensington and Chelsea,H,London,12.62762,20809
E01002819,00AW,Kensington and Chelsea,H,London,12.3984,21059
E01002820,00AW,Kensington and Chelsea,H,London,15.0159,18234
E01002821,00AW,Kensington and Chelsea,H,London,13.46752,19834
E01002822,00AW,Kensington and Chelsea,H,London,13.1259,20244
E01002823,00AW,Kensington and Chelsea,H,London,24.50836,10961
E01002824,00AW,Kensington and Chelsea,H,London,12.27794,21211
E01002825,00AW,Kensington and Chelsea,H,London,11.72151,21874
E01002826,00AW,Kensington and Chelsea,H,London,14.30931,18890
E01002827,00AW,Kensington and Chelsea,H,London,11.43183,22200
E01002828,00AW,Kensington and Chelsea,H,London,15.14895,18119
E01002829,00AW,Kensington and Chelsea,H,London,33.85337,6604
E01002830,00AW,Kensington and Chelsea,H,London,37.82764,5238
E01002831,00AW,Kensington and Chelsea,H,London,42.98915,3705
E01002832,00AW,Kensington and Chelsea,H,London,37.41862,5372
E01002833,00AW,Kensington and Chelsea,H,London,22.39541,12286
E01002834,00AW,Kensington and Chelsea,H,London,15.36178,17921
E01002835,00AW,Kensington and Chelsea,H,London,11.03298,22681
E01002836,00AW,Kensington and Chelsea,H,London,15.11596,18152
E01002837,00AW,Kensington and Chelsea,H,London,10.82217,22938
E01002838,00AW,Kensington and Chelsea,H,London,11.25314,22418
E01002839,00AW,Kensington and Chelsea,H,London,23.09743,11837
E01002840,00AW,Kensington and Chelsea,H,London,30.93512,7786
E01002841,00AW,Kensington and Chelsea,H,London,23.96922,11295
E01002842,00AW,Kensington and Chelsea,H,London,44.71644,3296
E01002843,00AW,Kensington and Chelsea,H,London,38.55947,5008
E01002844,00AW,Kensington and Chelsea,H,London,13.04225,20348
E01002845,00AW,Kensington and Chelsea,H,London,27.12539,9568
E01002846,00AW,Kensington and Chelsea,H,London,26.85742,9696
E01002847,00AW,Kensington and Chelsea,H,London,29.23774,8533
E01002848,00AW,Kensington and Chelsea,H,London,29.19155,8559
E01002849,00AW,Kensington and Chelsea,H,London,17.25348,16236
E01002850,00AW,Kensington and Chelsea,H,London,26.40278,9936
E01002851,00AW,Kensington and Chelsea,H,London,37.13362,5473
E01002852,00AW,Kensington and Chelsea,H,London,50.86408,2023
E01002853,00AW,Kensington and Chelsea,H,London,46.27479,2927
