LSOA11CD,Borough,All categories: Age,Age under 1,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 22,Age 23,Age 24,Age 25,Age 26,Age 27,Age 28,Age 29,Age 30,Age 31,Age 32,Age 33,Age 34,Age 35,Age 36,Age 37,Age 38,Age 39,Age 40,Age 41,Age 42,Age 43,Age 44,Age 45,Age 46,Age 47,Age 48,Age 49,Age 50,Age 51,Age 52,Age 53,Age 54,Age 55,Age 56,Age 57,Age 58,Age 59,Age 60,Age 61,Age 62,Age 63,Age 64,Age 65,Age 66,Age 67,Age 68,Age 69,Age 70,Age 71,Age 72,Age 73,Age 74,Age 75,Age 76,Age 77,Age 78,Age 79,Age 80,Age 81,Age 82,Age 83,Age 84,Age 85,Age 86,Age 87,Age 88,Age 89,Age 90,Age 91,Age 92,Age 93,Age 94,Age 95,Age 96,Age 97,Age 98,Age 99,Age 100 and over
E01002393,Hillingdon ,1988,42.0,46.0,34.0,35.0,32.0,34.0,32.0,28.0,31.0,29.0,29.0,29.0,24.0,32.0,22.0,34.0,17.0,23.0,37.0,37.0,34.0,27.0,32.0,29.0,26.0,28.0,31.0,28.0,38.0,33.0,40.0,28.0,37.0,39.0,24.0,25.0,37.0,37.0,29.0,29.0,28.0,30.0,25.0,35.0,32.0,28.0,36.0,24.0,20.0,26.0,29.0,29.0,14.0,20.0,21.0,23.0,18.0,13.0,16.0,22.0,14.0,9.0,20.0,14.0,14.0,6.0,10.0,12.0,6.0,8.0,9.0,9.0,11.0,6.0,9.0,5.0,7.0,4.0,5.0,1.0,6.0,5.0,9.0,3.0,4.0,4.0,12.0,4.0,1.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002394,Hillingdon ,1619,38.0,23.0,34.0,29.0,35.0,29.0,27.0,25.0,24.0,16.0,22.0,26.0,17.0,22.0,19.0,24.0,19.0,26.0,36.0,29.0,17.0,26.0,26.0,18.0,19.0,26.0,31.0,15.0,29.0,26.0,28.0,21.0,21.0,26.0,22.0,26.0,18.0,29.0,18.0,27.0,24.0,26.0,19.0,14.0,20.0,21.0,20.0,16.0,21.0,22.0,18.0,15.0,19.0,15.0,17.0,22.0,13.0,16.0,22.0,8.0,13.0,10.0,7.0,11.0,16.0,14.0,9.0,7.0,5.0,9.0,14.0,13.0,6.0,9.0,11.0,7.0,10.0,11.0,12.0,8.0,8.0,14.0,4.0,11.0,5.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
E01002395,Hillingdon ,1407,17.0,18.0,15.0,20.0,22.0,20.0,13.0,17.0,24.0,20.0,26.0,16.0,17.0,22.0,21.0,23.0,26.0,30.0,27.0,29.0,17.0,28.0,25.0,16.0,24.0,28.0,15.0,16.0,30.0,18.0,29.0,16.0,22.0,20.0,19.0,22.0,31.0,28.0,19.0,26.0,22.0,25.0,15.0,17.0,16.0,29.0,29.0,25.0,19.0,16.0,20.0,21.0,25.0,15.0,14.0,17.0,10.0,22.0,13.0,9.0,13.0,4.0,9.0,9.0,13.0,6.0,8.0,10.0,8.0,13.0,2.0,5.0,9.0,1.0,4.0,9.0,7.0,1.0,3.0,4.0,0.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002396,Hillingdon ,1749,23.0,23.0,24.0,29.0,23.0,31.0,30.0,22.0,22.0,23.0,21.0,25.0,27.0,27.0,24.0,37.0,41.0,40.0,30.0,29.0,17.0,20.0,29.0,24.0,30.0,27.0,41.0,32.0,23.0,30.0,33.0,27.0,35.0,22.0,17.0,20.0,26.0,29.0,25.0,30.0,28.0,24.0,29.0,19.0,19.0,24.0,28.0,20.0,24.0,30.0,16.0,14.0,14.0,16.0,21.0,24.0,13.0,10.0,14.0,15.0,5.0,7.0,12.0,20.0,16.0,6.0,14.0,9.0,11.0,12.0,11.0,11.0,9.0,7.0,12.0,3.0,10.0,6.0,9.0,9.0,17.0,3.0,5.0,5.0,5.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
E01002397,Hillingdon ,1695,30.0,26.0,29.0,27.0,25.0,33.0,22.0,27.0,20.0,14.0,31.0,23.0,26.0,24.0,25.0,21.0,23.0,28.0,28.0,19.0,28.0,28.0,37.0,28.0,28.0,33.0,35.0,39.0,36.0,26.0,30.0,30.0,37.0,19.0,29.0,28.0,35.0,33.0,30.0,28.0,20.0,27.0,16.0,17.0,18.0,19.0,29.0,26.0,31.0,17.0,24.0,26.0,21.0,27.0,18.0,13.0,18.0,13.0,12.0,8.0,9.0,13.0,10.0,8.0,6.0,11.0,8.0,11.0,6.0,7.0,7.0,14.0,8.0,5.0,10.0,9.0,7.0,5.0,4.0,4.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002398,Hillingdon ,1725,15.0,30.0,22.0,22.0,29.0,29.0,17.0,19.0,20.0,9.0,23.0,18.0,20.0,27.0,17.0,23.0,40.0,23.0,33.0,30.0,21.0,33.0,27.0,36.0,33.0,43.0,29.0,31.0,32.0,29.0,38.0,29.0,33.0,38.0,32.0,23.0,19.0,33.0,33.0,17.0,27.0,23.0,23.0,24.0,16.0,24.0,17.0,16.0,28.0,27.0,13.0,10.0,23.0,25.0,27.0,18.0,22.0,23.0,16.0,13.0,13.0,13.0,16.0,14.0,11.0,7.0,11.0,12.0,10.0,10.0,8.0,8.0,10.0,8.0,11.0,11.0,8.0,5.0,6.0,6.0,7.0,1.0,2.0,2.0,6.0,7.0,3.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
E01002399,Hillingdon ,1591,24.0,24.0,15.0,23.0,25.0,24.0,17.0,20.0,24.0,25.0,23.0,29.0,28.0,15.0,19.0,24.0,25.0,27.0,22.0,30.0,24.0,17.0,18.0,30.0,28.0,26.0,34.0,23.0,28.0,22.0,21.0,25.0,27.0,17.0,34.0,18.0,28.0,21.0,24.0,29.0,21.0,23.0,35.0,13.0,20.0,29.0,25.0,19.0,20.0,18.0,25.0,21.0,16.0,23.0,19.0,15.0,23.0,13.0,19.0,17.0,12.0,14.0,14.0,9.0,11.0,12.0,10.0,6.0,25.0,5.0,4.0,11.0,7.0,13.0,7.0,8.0,11.0,7.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01002400,Hillingdon ,1792,30.0,29.0,33.0,27.0,35.0,30.0,26.0,27.0,24.0,25.0,26.0,28.0,14.0,20.0,24.0,30.0,19.0,19.0,39.0,26.0,27.0,28.0,36.0,33.0,21.0,35.0,23.0,33.0,31.0,25.0,30.0,36.0,30.0,36.0,18.0,28.0,29.0,23.0,22.0,20.0,30.0,18.0,22.0,26.0,23.0,21.0,20.0,17.0,22.0,23.0,17.0,22.0,19.0,14.0,16.0,29.0,21.0,21.0,24.0,12.0,16.0,16.0,15.0,10.0,23.0,16.0,12.0,11.0,14.0,10.0,14.0,13.0,13.0,8.0,13.0,7.0,5.0,7.0,2.0,10.0,2.0,4.0,1.0,6.0,3.0,3.0,4.0,0.0,7.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
E01002401,Hillingdon ,1702,30.0,43.0,29.0,32.0,25.0,16.0,31.0,26.0,15.0,16.0,17.0,19.0,24.0,17.0,23.0,20.0,19.0,24.0,19.0,37.0,30.0,26.0,27.0,27.0,27.0,27.0,32.0,33.0,34.0,34.0,42.0,16.0,26.0,32.0,28.0,23.0,27.0,27.0,26.0,24.0,29.0,18.0,24.0,22.0,26.0,18.0,17.0,15.0,20.0,17.0,26.0,16.0,25.0,25.0,17.0,15.0,16.0,12.0,16.0,11.0,26.0,17.0,8.0,16.0,16.0,12.0,10.0,5.0,10.0,6.0,9.0,4.0,10.0,14.0,9.0,7.0,7.0,11.0,5.0,3.0,8.0,4.0,10.0,4.0,3.0,4.0,3.0,3.0,6.0,2.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
E01002402,Hillingdon ,1499,24.0,23.0,18.0,26.0,20.0,23.0,22.0,23.0,22.0,26.0,22.0,27.0,22.0,19.0,18.0,31.0,25.0,25.0,26.0,32.0,32.0,24.0,26.0,23.0,11.0,24.0,16.0,25.0,25.0,15.0,28.0,26.0,27.0,25.0,13.0,21.0,21.0,19.0,26.0,23.0,12.0,22.0,23.0,22.0,22.0,19.0,20.0,22.0,20.0,19.0,19.0,16.0,16.0,16.0,19.0,24.0,14.0,9.0,18.0,13.0,10.0,16.0,18.0,12.0,16.0,8.0,7.0,12.0,9.0,9.0,6.0,10.0,9.0,5.0,5.0,6.0,10.0,4.0,5.0,6.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01002403,Hillingdon ,1795,28.0,32.0,32.0,43.0,24.0,22.0,27.0,28.0,38.0,42.0,23.0,46.0,24.0,29.0,31.0,40.0,45.0,41.0,21.0,27.0,37.0,20.0,22.0,20.0,33.0,32.0,21.0,29.0,27.0,25.0,17.0,32.0,25.0,27.0,25.0,23.0,18.0,24.0,36.0,29.0,25.0,24.0,29.0,27.0,26.0,27.0,23.0,17.0,23.0,18.0,20.0,18.0,17.0,21.0,25.0,16.0,18.0,19.0,12.0,13.0,18.0,9.0,11.0,12.0,11.0,10.0,18.0,10.0,8.0,6.0,7.0,8.0,5.0,9.0,11.0,11.0,7.0,6.0,11.0,3.0,2.0,1.0,2.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
E01002404,Hillingdon ,1838,35.0,41.0,40.0,48.0,36.0,37.0,35.0,21.0,29.0,22.0,39.0,32.0,38.0,17.0,19.0,26.0,23.0,25.0,19.0,15.0,13.0,20.0,32.0,32.0,28.0,38.0,22.0,26.0,34.0,36.0,34.0,44.0,25.0,25.0,27.0,33.0,40.0,32.0,22.0,36.0,26.0,25.0,20.0,31.0,16.0,23.0,27.0,26.0,19.0,17.0,26.0,18.0,23.0,23.0,16.0,15.0,14.0,18.0,21.0,15.0,16.0,18.0,11.0,17.0,8.0,6.0,8.0,19.0,14.0,8.0,3.0,10.0,8.0,7.0,6.0,3.0,7.0,2.0,8.0,1.0,7.0,5.0,5.0,0.0,3.0,5.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01002405,Hillingdon ,1919,30.0,34.0,33.0,36.0,21.0,30.0,20.0,20.0,19.0,29.0,20.0,24.0,27.0,23.0,30.0,29.0,23.0,44.0,47.0,54.0,33.0,41.0,42.0,31.0,25.0,28.0,35.0,33.0,31.0,23.0,26.0,29.0,30.0,38.0,33.0,27.0,27.0,24.0,24.0,23.0,28.0,28.0,27.0,21.0,29.0,31.0,22.0,23.0,17.0,23.0,19.0,28.0,28.0,36.0,17.0,19.0,25.0,13.0,13.0,11.0,15.0,10.0,17.0,21.0,21.0,17.0,9.0,11.0,4.0,7.0,8.0,6.0,8.0,7.0,11.0,5.0,5.0,9.0,6.0,9.0,11.0,6.0,4.0,5.0,1.0,3.0,3.0,9.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
E01002406,Hillingdon ,2135,30.0,37.0,43.0,42.0,23.0,37.0,33.0,35.0,30.0,37.0,37.0,40.0,31.0,34.0,32.0,27.0,32.0,36.0,41.0,29.0,31.0,36.0,31.0,35.0,37.0,32.0,33.0,33.0,41.0,44.0,36.0,33.0,32.0,25.0,27.0,40.0,33.0,32.0,34.0,32.0,36.0,24.0,27.0,28.0,37.0,36.0,29.0,33.0,34.0,29.0,18.0,31.0,24.0,20.0,17.0,14.0,20.0,21.0,19.0,11.0,23.0,22.0,9.0,19.0,12.0,16.0,9.0,7.0,7.0,13.0,5.0,9.0,9.0,12.0,6.0,9.0,8.0,9.0,6.0,5.0,6.0,11.0,2.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
E01002407,Hillingdon ,2354,54.0,51.0,46.0,43.0,50.0,35.0,32.0,28.0,33.0,30.0,37.0,34.0,28.0,28.0,28.0,22.0,31.0,35.0,44.0,37.0,33.0,42.0,35.0,41.0,63.0,43.0,56.0,44.0,68.0,47.0,48.0,66.0,46.0,41.0,41.0,39.0,35.0,50.0,32.0,27.0,39.0,28.0,22.0,22.0,25.0,31.0,35.0,22.0,30.0,16.0,38.0,17.0,20.0,17.0,14.0,15.0,31.0,16.0,21.0,17.0,15.0,18.0,20.0,17.0,9.0,13.0,14.0,13.0,7.0,11.0,12.0,13.0,10.0,3.0,7.0,8.0,7.0,10.0,6.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
E01002408,Hillingdon ,1527,23.0,20.0,14.0,22.0,21.0,16.0,13.0,17.0,16.0,15.0,20.0,22.0,11.0,27.0,16.0,17.0,17.0,19.0,18.0,31.0,45.0,32.0,34.0,29.0,24.0,22.0,27.0,31.0,32.0,31.0,33.0,27.0,24.0,42.0,25.0,18.0,33.0,30.0,20.0,28.0,19.0,15.0,19.0,23.0,18.0,16.0,21.0,12.0,22.0,13.0,16.0,17.0,21.0,14.0,15.0,18.0,12.0,13.0,12.0,9.0,10.0,11.0,15.0,13.0,16.0,9.0,13.0,11.0,14.0,6.0,14.0,8.0,6.0,9.0,7.0,10.0,6.0,2.0,7.0,8.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01002409,Hillingdon ,1773,24.0,27.0,29.0,30.0,24.0,24.0,31.0,23.0,20.0,34.0,16.0,23.0,23.0,19.0,19.0,18.0,22.0,22.0,16.0,37.0,29.0,29.0,35.0,29.0,27.0,31.0,18.0,31.0,28.0,20.0,26.0,39.0,26.0,18.0,18.0,25.0,27.0,23.0,27.0,17.0,27.0,22.0,26.0,24.0,18.0,28.0,30.0,26.0,28.0,22.0,22.0,17.0,18.0,11.0,10.0,17.0,15.0,21.0,6.0,12.0,14.0,20.0,17.0,18.0,19.0,16.0,19.0,13.0,13.0,12.0,12.0,14.0,8.0,21.0,12.0,15.0,13.0,14.0,5.0,13.0,7.0,16.0,7.0,4.0,3.0,6.0,4.0,7.0,7.0,2.0,8.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E01002410,Hillingdon ,1694,21.0,26.0,21.0,24.0,15.0,15.0,14.0,14.0,19.0,11.0,22.0,20.0,21.0,19.0,16.0,25.0,25.0,19.0,23.0,18.0,36.0,31.0,39.0,29.0,21.0,23.0,24.0,32.0,31.0,32.0,20.0,26.0,31.0,23.0,33.0,32.0,18.0,14.0,20.0,24.0,25.0,21.0,23.0,22.0,25.0,18.0,26.0,27.0,15.0,24.0,32.0,21.0,25.0,22.0,25.0,21.0,20.0,18.0,26.0,16.0,19.0,16.0,19.0,21.0,24.0,10.0,21.0,18.0,9.0,11.0,7.0,12.0,16.0,15.0,14.0,9.0,9.0,3.0,3.0,2.0,9.0,6.0,8.0,6.0,5.0,3.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
E01002411,Hillingdon ,1712,28.0,16.0,18.0,34.0,20.0,20.0,12.0,25.0,17.0,14.0,17.0,20.0,24.0,14.0,14.0,16.0,15.0,24.0,26.0,52.0,129.0,80.0,51.0,36.0,28.0,17.0,19.0,26.0,20.0,30.0,28.0,25.0,25.0,31.0,11.0,17.0,18.0,25.0,18.0,16.0,20.0,22.0,19.0,19.0,28.0,14.0,12.0,20.0,23.0,18.0,14.0,18.0,20.0,16.0,19.0,13.0,12.0,15.0,10.0,15.0,14.0,14.0,10.0,17.0,13.0,14.0,6.0,17.0,10.0,11.0,13.0,10.0,11.0,3.0,13.0,5.0,8.0,6.0,11.0,15.0,5.0,8.0,4.0,11.0,5.0,7.0,4.0,4.0,9.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
E01002412,Hillingdon ,2291,25.0,25.0,27.0,34.0,18.0,23.0,16.0,23.0,26.0,21.0,18.0,26.0,20.0,29.0,26.0,21.0,25.0,43.0,34.0,43.0,89.0,46.0,57.0,42.0,47.0,51.0,46.0,37.0,27.0,36.0,44.0,31.0,37.0,37.0,37.0,31.0,28.0,38.0,27.0,35.0,35.0,46.0,40.0,37.0,40.0,28.0,38.0,29.0,35.0,40.0,24.0,30.0,22.0,33.0,23.0,30.0,22.0,19.0,12.0,16.0,14.0,20.0,12.0,13.0,16.0,13.0,12.0,22.0,15.0,18.0,16.0,14.0,13.0,11.0,11.0,15.0,14.0,16.0,12.0,10.0,15.0,6.0,7.0,5.0,11.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
E01002413,Hillingdon ,1530,23.0,23.0,29.0,20.0,27.0,23.0,14.0,21.0,13.0,28.0,16.0,8.0,29.0,18.0,21.0,15.0,9.0,24.0,18.0,22.0,56.0,38.0,24.0,19.0,23.0,29.0,20.0,22.0,33.0,24.0,32.0,18.0,19.0,31.0,28.0,19.0,18.0,21.0,25.0,19.0,25.0,30.0,13.0,23.0,26.0,18.0,16.0,17.0,23.0,11.0,15.0,19.0,19.0,20.0,16.0,12.0,16.0,17.0,7.0,17.0,16.0,11.0,14.0,9.0,8.0,9.0,7.0,10.0,4.0,6.0,13.0,7.0,10.0,8.0,10.0,7.0,14.0,6.0,13.0,4.0,6.0,6.0,9.0,9.0,8.0,4.0,4.0,9.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002414,Hillingdon ,3314,19.0,15.0,8.0,24.0,7.0,11.0,3.0,4.0,14.0,5.0,12.0,5.0,5.0,8.0,14.0,3.0,12.0,30.0,404.0,783.0,420.0,219.0,142.0,85.0,92.0,58.0,64.0,28.0,56.0,38.0,21.0,28.0,26.0,20.0,21.0,23.0,22.0,16.0,16.0,18.0,19.0,15.0,14.0,20.0,9.0,17.0,21.0,14.0,17.0,18.0,24.0,8.0,14.0,10.0,12.0,13.0,10.0,9.0,12.0,18.0,7.0,7.0,13.0,13.0,8.0,9.0,7.0,6.0,9.0,5.0,9.0,6.0,7.0,8.0,8.0,10.0,5.0,5.0,13.0,7.0,7.0,10.0,7.0,2.0,2.0,6.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
E01002415,Hillingdon ,1710,24.0,17.0,19.0,22.0,23.0,18.0,27.0,25.0,18.0,21.0,14.0,20.0,33.0,27.0,20.0,25.0,30.0,26.0,23.0,17.0,15.0,13.0,20.0,14.0,15.0,18.0,16.0,13.0,19.0,19.0,18.0,25.0,19.0,23.0,27.0,28.0,16.0,23.0,31.0,22.0,27.0,21.0,39.0,27.0,34.0,39.0,34.0,36.0,34.0,39.0,28.0,22.0,31.0,19.0,15.0,25.0,22.0,15.0,17.0,17.0,13.0,23.0,12.0,23.0,18.0,21.0,10.0,19.0,15.0,15.0,13.0,11.0,6.0,9.0,17.0,14.0,7.0,8.0,10.0,2.0,9.0,9.0,7.0,3.0,7.0,6.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
E01002416,Hillingdon ,1741,14.0,19.0,30.0,17.0,22.0,19.0,29.0,17.0,29.0,17.0,18.0,29.0,29.0,25.0,24.0,33.0,29.0,28.0,33.0,22.0,22.0,15.0,25.0,20.0,21.0,20.0,18.0,16.0,14.0,22.0,20.0,15.0,19.0,18.0,16.0,14.0,12.0,24.0,20.0,32.0,25.0,28.0,34.0,35.0,40.0,38.0,34.0,35.0,30.0,40.0,28.0,31.0,24.0,14.0,14.0,23.0,18.0,24.0,14.0,19.0,21.0,24.0,19.0,23.0,15.0,13.0,18.0,13.0,16.0,10.0,10.0,13.0,9.0,11.0,9.0,7.0,16.0,6.0,6.0,11.0,8.0,7.0,6.0,7.0,6.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
E01002417,Hillingdon ,1596,19.0,17.0,21.0,22.0,10.0,23.0,24.0,16.0,22.0,16.0,11.0,21.0,20.0,18.0,19.0,16.0,22.0,22.0,9.0,11.0,8.0,12.0,15.0,22.0,24.0,24.0,19.0,15.0,19.0,22.0,12.0,11.0,23.0,14.0,19.0,18.0,21.0,22.0,19.0,16.0,30.0,18.0,23.0,35.0,30.0,20.0,31.0,24.0,31.0,24.0,16.0,9.0,17.0,29.0,20.0,28.0,23.0,19.0,22.0,14.0,20.0,19.0,15.0,21.0,24.0,19.0,18.0,15.0,17.0,10.0,11.0,16.0,14.0,20.0,14.0,16.0,16.0,12.0,18.0,16.0,10.0,12.0,7.0,6.0,9.0,11.0,6.0,8.0,3.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
E01002418,Hillingdon ,1789,20.0,22.0,14.0,28.0,18.0,19.0,37.0,18.0,34.0,27.0,28.0,28.0,27.0,40.0,31.0,29.0,28.0,28.0,22.0,17.0,18.0,19.0,13.0,23.0,10.0,18.0,15.0,17.0,17.0,18.0,14.0,15.0,30.0,19.0,20.0,27.0,29.0,33.0,26.0,24.0,26.0,26.0,22.0,33.0,14.0,42.0,49.0,35.0,28.0,38.0,27.0,22.0,25.0,19.0,14.0,24.0,19.0,21.0,19.0,19.0,11.0,12.0,12.0,17.0,16.0,13.0,14.0,16.0,9.0,19.0,16.0,11.0,11.0,16.0,19.0,13.0,14.0,9.0,10.0,11.0,11.0,9.0,7.0,6.0,8.0,6.0,4.0,6.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002419,Hillingdon ,1531,8.0,18.0,17.0,20.0,17.0,13.0,31.0,11.0,27.0,20.0,24.0,23.0,20.0,19.0,15.0,18.0,11.0,19.0,12.0,9.0,15.0,11.0,27.0,17.0,27.0,17.0,18.0,10.0,20.0,18.0,17.0,16.0,23.0,20.0,20.0,20.0,22.0,16.0,27.0,16.0,23.0,30.0,23.0,27.0,21.0,27.0,25.0,24.0,30.0,30.0,33.0,31.0,14.0,21.0,18.0,17.0,28.0,13.0,22.0,13.0,16.0,14.0,16.0,24.0,27.0,17.0,15.0,9.0,7.0,10.0,12.0,10.0,13.0,7.0,12.0,5.0,9.0,13.0,13.0,12.0,8.0,6.0,13.0,7.0,15.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
E01002420,Hillingdon ,1595,19.0,18.0,22.0,26.0,20.0,27.0,19.0,20.0,19.0,26.0,18.0,19.0,13.0,21.0,22.0,21.0,28.0,25.0,15.0,18.0,13.0,18.0,14.0,15.0,13.0,20.0,19.0,18.0,19.0,24.0,24.0,19.0,16.0,24.0,22.0,30.0,25.0,21.0,30.0,34.0,24.0,32.0,34.0,35.0,28.0,28.0,32.0,22.0,22.0,17.0,25.0,17.0,25.0,30.0,27.0,12.0,15.0,9.0,22.0,9.0,18.0,16.0,15.0,19.0,16.0,8.0,18.0,10.0,9.0,11.0,9.0,10.0,10.0,9.0,6.0,9.0,9.0,10.0,5.0,12.0,7.0,4.0,7.0,11.0,6.0,3.0,4.0,4.0,1.0,2.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
E01002421,Hillingdon ,1696,23.0,21.0,21.0,14.0,21.0,20.0,19.0,18.0,19.0,26.0,25.0,14.0,22.0,19.0,29.0,23.0,21.0,22.0,17.0,14.0,23.0,15.0,13.0,18.0,14.0,14.0,19.0,24.0,12.0,20.0,28.0,24.0,22.0,22.0,14.0,18.0,27.0,23.0,16.0,20.0,22.0,23.0,20.0,29.0,29.0,25.0,26.0,36.0,25.0,32.0,30.0,27.0,20.0,20.0,20.0,27.0,23.0,15.0,17.0,18.0,8.0,16.0,20.0,21.0,27.0,19.0,23.0,21.0,11.0,11.0,12.0,7.0,21.0,15.0,20.0,7.0,17.0,5.0,13.0,6.0,12.0,6.0,10.0,11.0,8.0,11.0,10.0,10.0,7.0,9.0,7.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0
E01002422,Hillingdon ,1436,19.0,14.0,23.0,19.0,24.0,16.0,24.0,18.0,24.0,15.0,16.0,20.0,22.0,25.0,32.0,24.0,19.0,21.0,21.0,16.0,15.0,22.0,22.0,12.0,22.0,16.0,22.0,11.0,18.0,25.0,17.0,23.0,20.0,14.0,18.0,12.0,21.0,21.0,15.0,21.0,19.0,24.0,17.0,21.0,34.0,31.0,16.0,22.0,17.0,21.0,22.0,20.0,14.0,15.0,16.0,8.0,19.0,14.0,16.0,18.0,21.0,11.0,15.0,16.0,13.0,12.0,12.0,12.0,10.0,9.0,9.0,11.0,11.0,8.0,12.0,6.0,14.0,7.0,3.0,5.0,8.0,6.0,4.0,9.0,7.0,3.0,6.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
E01002423,Hillingdon ,1645,15.0,26.0,18.0,16.0,19.0,27.0,20.0,21.0,27.0,16.0,17.0,27.0,19.0,16.0,30.0,26.0,22.0,21.0,29.0,22.0,19.0,24.0,24.0,25.0,21.0,25.0,32.0,22.0,19.0,16.0,18.0,23.0,20.0,24.0,22.0,19.0,16.0,16.0,18.0,18.0,15.0,20.0,24.0,26.0,32.0,37.0,30.0,28.0,21.0,34.0,31.0,25.0,26.0,17.0,26.0,23.0,21.0,16.0,10.0,16.0,13.0,11.0,11.0,19.0,25.0,10.0,14.0,13.0,10.0,10.0,12.0,14.0,11.0,19.0,11.0,7.0,10.0,13.0,9.0,6.0,10.0,12.0,7.0,3.0,3.0,7.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E01002424,Hillingdon ,1574,25.0,23.0,30.0,23.0,17.0,26.0,23.0,21.0,26.0,20.0,22.0,17.0,29.0,16.0,26.0,26.0,39.0,23.0,21.0,24.0,22.0,19.0,27.0,16.0,19.0,29.0,22.0,21.0,18.0,28.0,23.0,21.0,17.0,23.0,17.0,19.0,23.0,23.0,19.0,25.0,23.0,32.0,32.0,29.0,23.0,36.0,19.0,22.0,19.0,20.0,16.0,33.0,25.0,20.0,15.0,11.0,17.0,19.0,16.0,9.0,13.0,10.0,10.0,13.0,13.0,12.0,8.0,10.0,14.0,8.0,11.0,6.0,5.0,9.0,20.0,2.0,7.0,5.0,8.0,8.0,11.0,7.0,4.0,3.0,4.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
