LSOA21CD,All categories: Age_weighted,Age under 1_weighted,Age 1_weighted,Age 2_weighted,Age 3_weighted,Age 4_weighted,Age 5_weighted,Age 6_weighted,Age 7_weighted,Age 8_weighted,Age 9_weighted,Age 10_weighted,Age 11_weighted,Age 12_weighted,Age 13_weighted,Age 14_weighted,Age 15_weighted,Age 16_weighted,Age 17_weighted,Age 18_weighted,Age 19_weighted,Age 20_weighted,Age 21_weighted,Age 22_weighted,Age 23_weighted,Age 24_weighted,Age 25_weighted,Age 26_weighted,Age 27_weighted,Age 28_weighted,Age 29_weighted,Age 30_weighted,Age 31_weighted,Age 32_weighted,Age 33_weighted,Age 34_weighted,Age 35_weighted,Age 36_weighted,Age 37_weighted,Age 38_weighted,Age 39_weighted,Age 40_weighted,Age 41_weighted,Age 42_weighted,Age 43_weighted,Age 44_weighted,Age 45_weighted,Age 46_weighted,Age 47_weighted,Age 48_weighted,Age 49_weighted,Age 50_weighted,Age 51_weighted,Age 52_weighted,Age 53_weighted,Age 54_weighted,Age 55_weighted,Age 56_weighted,Age 57_weighted,Age 58_weighted,Age 59_weighted,Age 60_weighted,Age 61_weighted,Age 62_weighted,Age 63_weighted,Age 64_weighted,Age 65_weighted,Age 66_weighted,Age 67_weighted,Age 68_weighted,Age 69_weighted,Age 70_weighted,Age 71_weighted,Age 72_weighted,Age 73_weighted,Age 74_weighted,Age 75_weighted,Age 76_weighted,Age 77_weighted,Age 78_weighted,Age 79_weighted,Age 80_weighted,Age 81_weighted,Age 82_weighted,Age 83_weighted,Age 84_weighted,Age 85_weighted,Age 86_weighted,Age 87_weighted,Age 88_weighted,Age 89_weighted,Age 90_weighted,Age 91_weighted,Age 92_weighted,Age 93_weighted,Age 94_weighted,Age 95_weighted,Age 96_weighted,Age 97_weighted,Age 98_weighted,Age 99_weighted,Age 100 and over_weighted
E01001883,1485.0,16.0,19.0,4.0,13.0,7.0,6.0,12.0,7.0,7.0,7.0,8.0,7.0,7.0,16.0,7.0,5.0,10.0,9.0,17.0,27.0,43.0,41.0,46.0,41.0,43.0,48.0,42.0,53.0,32.0,51.0,45.0,43.0,37.0,33.0,35.0,29.0,36.0,30.0,22.0,28.0,15.0,19.0,17.0,14.0,18.0,13.0,14.0,11.0,8.0,13.0,17.0,11.0,10.0,10.0,14.0,9.0,9.0,12.0,12.0,6.0,12.0,9.0,15.0,9.0,10.0,12.0,18.0,14.0,9.0,5.0,9.0,7.0,5.0,3.0,11.0,8.0,10.0,6.0,9.0,7.0,8.0,10.0,8.0,8.0,0.0,4.0,4.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
E01001884,1843.0,23.0,21.0,20.0,18.0,14.0,11.0,16.0,13.0,13.0,9.0,16.0,6.0,22.0,8.0,8.0,16.0,13.0,18.0,16.0,21.0,30.0,25.0,23.0,50.0,35.0,52.0,51.0,56.0,65.0,64.0,47.0,50.0,48.0,36.0,46.0,55.0,38.0,33.0,20.0,33.0,18.0,25.0,31.0,20.0,28.0,21.0,26.0,26.0,11.0,14.0,22.0,26.0,21.0,13.0,18.0,13.0,4.0,13.0,10.0,18.0,13.0,11.0,15.0,17.0,13.0,8.0,12.0,12.0,14.0,17.0,10.0,9.0,12.0,9.0,10.0,4.0,8.0,11.0,10.0,7.0,11.0,6.0,9.0,15.0,3.0,10.0,8.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0
E01001885,1319.0,20.0,30.0,21.0,10.0,18.0,19.0,18.0,12.0,16.0,19.0,26.0,16.0,25.0,20.0,19.0,20.0,17.0,18.0,15.0,14.0,19.0,24.0,21.0,21.0,20.0,15.0,24.0,17.0,19.0,20.0,26.0,18.0,17.0,23.0,14.0,17.0,23.0,24.0,21.0,14.0,15.0,16.0,22.0,21.0,25.0,17.0,25.0,23.0,13.0,11.0,14.0,22.0,9.0,14.0,22.0,19.0,12.0,14.0,13.0,10.0,16.0,10.0,18.0,9.0,12.0,9.0,11.0,10.0,7.0,8.0,9.0,14.0,8.0,7.0,8.0,4.0,2.0,7.0,7.0,5.0,7.0,5.0,2.0,2.0,5.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001886,1572.0,28.0,19.0,27.0,18.0,20.0,16.0,12.0,17.0,9.0,12.0,21.0,12.0,15.0,6.0,15.0,18.0,17.0,21.0,16.0,24.0,43.0,45.0,50.0,40.0,36.0,36.0,44.0,24.0,42.0,36.0,40.0,28.0,33.0,26.0,25.0,34.0,40.0,30.0,38.0,15.0,21.0,15.0,12.0,23.0,25.0,15.0,16.0,21.0,23.0,28.0,17.0,15.0,12.0,15.0,13.0,17.0,12.0,15.0,9.0,13.0,6.0,5.0,13.0,12.0,17.0,7.0,13.0,8.0,10.0,9.0,7.0,8.0,10.0,6.0,7.0,6.0,7.0,8.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001887,1519.0,14.0,15.0,5.0,11.0,13.0,6.0,14.0,6.0,14.0,11.0,23.0,9.0,15.0,7.0,14.0,13.0,8.0,12.0,12.0,27.0,32.0,39.0,37.0,41.0,47.0,47.0,67.0,52.0,53.0,37.0,45.0,22.0,29.0,50.0,27.0,11.0,20.0,28.0,19.0,16.0,11.0,20.0,15.0,14.0,20.0,12.0,21.0,20.0,16.0,17.0,10.0,19.0,19.0,20.0,13.0,8.0,14.0,13.0,10.0,11.0,5.0,9.0,24.0,16.0,6.0,9.0,20.0,10.0,11.0,13.0,6.0,10.0,7.0,7.0,14.0,10.0,14.0,8.0,6.0,6.0,3.0,5.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
E01001888,1614.0,22.0,21.0,22.0,16.0,11.0,13.0,20.0,12.0,8.0,13.0,13.0,10.0,11.0,10.0,4.0,6.0,9.0,8.0,12.0,16.0,23.0,32.0,58.0,47.0,46.0,50.0,41.0,40.0,45.0,44.0,43.0,44.0,42.0,23.0,29.0,22.0,26.0,34.0,27.0,27.0,33.0,27.0,28.0,31.0,18.0,18.0,27.0,22.0,18.0,17.0,13.0,16.0,11.0,11.0,14.0,11.0,13.0,18.0,9.0,9.0,16.0,16.0,10.0,13.0,7.0,12.0,14.0,15.0,10.0,8.0,8.0,6.0,10.0,11.0,8.0,10.0,9.0,9.0,6.0,8.0,11.0,3.0,5.0,5.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
E01001889,1390.0,23.0,17.0,14.0,7.0,15.0,13.0,5.0,7.0,10.0,8.0,7.0,3.0,6.0,2.0,15.0,6.0,8.0,8.0,6.0,19.0,37.0,25.0,33.0,45.0,46.0,45.0,47.0,31.0,66.0,57.0,41.0,47.0,32.0,52.0,22.0,21.0,26.0,17.0,27.0,25.0,22.0,17.0,17.0,15.0,27.0,12.0,17.0,14.0,18.0,19.0,15.0,14.0,14.0,13.0,9.0,11.0,14.0,12.0,10.0,6.0,4.0,9.0,8.0,6.0,12.0,6.0,8.0,9.0,12.0,8.0,5.0,9.0,8.0,4.0,6.0,2.0,4.0,1.0,1.0,3.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E01001890,1815.0,33.0,27.0,18.0,18.0,10.0,13.0,11.0,5.0,11.0,7.0,5.0,10.0,6.0,4.0,8.0,6.0,2.0,2.0,6.0,33.0,65.0,57.0,69.0,85.0,71.0,84.0,78.0,65.0,44.0,60.0,44.0,25.0,45.0,55.0,40.0,55.0,47.0,57.0,29.0,53.0,35.0,31.0,15.0,14.0,27.0,17.0,14.0,17.0,17.0,14.0,18.0,16.0,15.0,16.0,13.0,18.0,8.0,11.0,11.0,9.0,11.0,14.0,6.0,11.0,2.0,11.0,5.0,3.0,2.0,0.0,4.0,4.0,6.0,0.0,4.0,2.0,6.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001891,2030.0,31.0,17.0,15.0,17.0,8.0,15.0,16.0,8.0,9.0,5.0,4.0,8.0,5.0,4.0,4.0,7.0,6.0,5.0,9.0,40.0,55.0,46.0,67.0,93.0,97.0,81.0,110.0,84.0,87.0,84.0,77.0,52.0,40.0,49.0,50.0,39.0,39.0,31.0,30.0,40.0,28.0,23.0,16.0,22.0,24.0,17.0,18.0,24.0,14.0,21.0,19.0,11.0,16.0,13.0,20.0,8.0,14.0,14.0,17.0,8.0,9.0,13.0,17.0,11.0,10.0,13.0,9.0,10.0,4.0,4.0,11.0,6.0,8.0,9.0,5.0,5.0,6.0,8.0,5.0,3.0,3.0,5.0,5.0,2.0,7.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001892,1366.0,25.0,18.0,19.0,8.0,16.0,9.0,18.0,14.0,16.0,13.0,14.0,20.0,13.0,7.0,12.0,13.0,13.0,7.0,10.0,28.0,20.0,31.0,27.0,34.0,35.0,48.0,38.0,40.0,36.0,35.0,41.0,31.0,35.0,24.0,29.0,22.0,33.0,17.0,20.0,24.0,19.0,17.0,14.0,25.0,20.0,12.0,16.0,9.0,9.0,10.0,18.0,13.0,21.0,10.0,9.0,14.0,9.0,11.0,12.0,17.0,8.0,4.0,7.0,9.0,15.0,10.0,9.0,6.0,5.0,4.0,1.0,9.0,4.0,6.0,8.0,7.0,8.0,5.0,8.0,4.0,6.0,4.0,2.0,1.0,5.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001893,1244.0,9.0,14.0,17.0,16.0,11.0,14.0,15.0,14.0,18.0,7.0,22.0,13.0,15.0,14.0,15.0,27.0,14.0,20.0,20.0,27.0,29.0,20.0,29.0,27.0,31.0,26.0,28.0,37.0,29.0,32.0,27.0,22.0,20.0,20.0,19.0,17.0,20.0,17.0,16.0,19.0,9.0,19.0,23.0,14.0,16.0,17.0,18.0,16.0,14.0,13.0,16.0,13.0,12.0,16.0,13.0,15.0,13.0,15.0,6.0,12.0,8.0,13.0,4.0,12.0,6.0,4.0,1.0,9.0,7.0,6.0,13.0,5.0,4.0,7.0,6.0,7.0,1.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01001894,1320.0,14.0,12.0,15.0,11.0,9.0,15.0,7.0,9.0,6.0,11.0,9.0,11.0,14.0,13.0,9.0,15.0,11.0,19.0,19.0,19.0,18.0,19.0,23.0,31.0,35.0,30.0,47.0,34.0,37.0,35.0,36.0,21.0,36.0,29.0,25.0,26.0,23.0,24.0,15.0,12.0,19.0,18.0,26.0,22.0,25.0,17.0,24.0,23.0,9.0,16.0,16.0,12.0,17.0,9.0,14.0,16.0,14.0,12.0,14.0,5.0,10.0,10.0,10.0,12.0,11.0,8.0,7.0,6.0,8.0,7.0,9.0,6.0,9.0,3.0,6.0,11.0,5.0,3.0,5.0,7.0,6.0,2.0,2.0,1.0,4.0,5.0,2.0,1.0,6.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001895,1594.0,25.0,27.0,17.0,23.0,17.0,20.0,18.0,18.0,18.0,12.0,19.0,11.0,17.0,11.0,15.0,10.0,11.0,17.0,10.0,14.0,19.0,34.0,47.0,35.0,28.0,44.0,35.0,31.0,44.0,48.0,28.0,32.0,24.0,34.0,37.0,42.0,46.0,23.0,30.0,25.0,31.0,21.0,21.0,20.0,31.0,30.0,24.0,23.0,33.0,27.0,22.0,21.0,23.0,10.0,10.0,12.0,8.0,16.0,11.0,4.0,12.0,10.0,13.0,11.0,14.0,9.0,12.0,9.0,4.0,8.0,7.0,3.0,2.0,5.0,3.0,9.0,7.0,3.0,8.0,5.0,2.0,6.0,2.0,1.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E01001896,1548.0,13.0,17.0,14.0,10.0,14.0,14.0,10.0,16.0,10.0,14.0,16.0,9.0,10.0,7.0,9.0,11.0,8.0,12.0,8.0,12.0,38.0,77.0,79.0,58.0,51.0,38.0,43.0,44.0,34.0,37.0,42.0,39.0,29.0,24.0,33.0,32.0,35.0,21.0,32.0,24.0,31.0,16.0,18.0,18.0,22.0,21.0,22.0,19.0,15.0,12.0,10.0,12.0,18.0,10.0,10.0,12.0,8.0,6.0,14.0,11.0,9.0,9.0,9.0,17.0,8.0,8.0,7.0,5.0,11.0,11.0,12.0,10.0,12.0,5.0,7.0,7.0,5.0,6.0,4.0,7.0,6.0,6.0,2.0,2.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001897,1461.0,31.0,29.0,26.0,22.0,24.0,25.0,16.0,21.0,10.0,22.0,20.0,19.0,15.0,16.0,15.0,11.0,13.0,11.0,6.0,7.0,11.0,7.0,7.0,22.0,22.0,8.0,17.0,32.0,36.0,27.0,37.0,41.0,31.0,27.0,29.0,23.0,32.0,38.0,36.0,29.0,25.0,28.0,17.0,27.0,34.0,24.0,17.0,29.0,24.0,21.0,24.0,19.0,22.0,11.0,9.0,17.0,13.0,11.0,12.0,9.0,19.0,10.0,12.0,12.0,16.0,4.0,7.0,9.0,6.0,7.0,7.0,8.0,11.0,11.0,7.0,3.0,2.0,10.0,1.0,4.0,7.0,6.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E01001898,1591.0,26.0,19.0,10.0,16.0,16.0,13.0,8.0,15.0,6.0,11.0,12.0,14.0,7.0,7.0,16.0,14.0,8.0,13.0,14.0,12.0,14.0,37.0,43.0,27.0,31.0,35.0,70.0,51.0,49.0,49.0,60.0,52.0,45.0,39.0,31.0,43.0,40.0,41.0,35.0,29.0,29.0,15.0,26.0,25.0,21.0,21.0,23.0,13.0,17.0,24.0,14.0,17.0,15.0,18.0,14.0,11.0,8.0,4.0,9.0,8.0,10.0,10.0,11.0,10.0,12.0,11.0,3.0,3.0,8.0,13.0,9.0,3.0,14.0,4.0,1.0,8.0,6.0,7.0,6.0,3.0,7.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
E01001899,1380.0,12.0,12.0,20.0,11.0,11.0,17.0,11.0,20.0,17.0,10.0,8.0,14.0,8.0,11.0,10.0,20.0,12.0,15.0,7.0,13.0,16.0,24.0,32.0,28.0,21.0,17.0,30.0,36.0,47.0,20.0,31.0,22.0,15.0,29.0,16.0,14.0,32.0,24.0,20.0,22.0,18.0,21.0,19.0,13.0,22.0,15.0,16.0,15.0,21.0,13.0,22.0,23.0,15.0,14.0,22.0,19.0,16.0,17.0,17.0,13.0,7.0,14.0,15.0,21.0,18.0,11.0,7.0,7.0,7.0,8.0,13.0,14.0,11.0,10.0,11.0,7.0,15.0,18.0,4.0,4.0,5.0,6.0,7.0,2.0,2.0,7.0,2.0,3.0,3.0,6.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001900,1785.0,22.0,17.0,14.0,11.0,28.0,13.0,13.0,20.0,18.0,19.0,13.0,16.0,16.0,14.0,14.0,18.0,19.0,14.0,18.0,20.0,26.0,29.0,30.0,39.0,42.0,57.0,50.0,72.0,67.0,51.0,46.0,44.0,38.0,27.0,29.0,45.0,16.0,34.0,21.0,29.0,18.0,31.0,16.0,28.0,15.0,19.0,23.0,26.0,22.0,20.0,19.0,12.0,15.0,13.0,14.0,14.0,14.0,14.0,9.0,11.0,12.0,7.0,8.0,15.0,16.0,9.0,14.0,13.0,4.0,6.0,5.0,9.0,9.0,3.0,14.0,13.0,11.0,9.0,5.0,5.0,7.0,7.0,10.0,14.0,12.0,7.0,7.0,4.0,11.0,4.0,10.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,0.0,1.0,2.0
E01001901,1625.0,31.0,46.0,23.0,25.0,31.0,21.0,17.0,15.0,19.0,10.0,20.0,14.0,8.0,10.0,9.0,9.0,9.0,11.0,17.0,21.0,30.0,15.0,16.0,30.0,33.0,42.0,37.0,52.0,47.0,40.0,46.0,46.0,35.0,38.0,56.0,45.0,39.0,30.0,44.0,36.0,28.0,22.0,27.0,23.0,24.0,22.0,23.0,17.0,15.0,23.0,17.0,15.0,13.0,16.0,15.0,3.0,11.0,9.0,13.0,7.0,15.0,3.0,10.0,7.0,9.0,10.0,7.0,11.0,6.0,4.0,5.0,7.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,1.0,6.0,2.0,6.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001902,1699.0,31.0,21.0,8.0,13.0,6.0,13.0,12.0,8.0,9.0,7.0,15.0,8.0,5.0,6.0,5.0,6.0,16.0,3.0,11.0,10.0,34.0,46.0,40.0,52.0,64.0,55.0,71.0,57.0,69.0,66.0,56.0,61.0,58.0,35.0,53.0,48.0,41.0,40.0,24.0,18.0,32.0,28.0,18.0,26.0,13.0,13.0,15.0,17.0,10.0,13.0,6.0,18.0,11.0,9.0,10.0,13.0,9.0,13.0,13.0,8.0,9.0,13.0,7.0,9.0,13.0,14.0,11.0,13.0,8.0,7.0,9.0,10.0,4.0,8.0,8.0,6.0,5.0,2.0,6.0,5.0,5.0,5.0,3.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001903,1649.0,29.0,17.0,32.0,20.0,18.0,13.0,11.0,13.0,10.0,9.0,16.0,17.0,15.0,18.0,21.0,16.0,17.0,21.0,17.0,26.0,33.0,26.0,31.0,57.0,49.0,63.0,56.0,31.0,42.0,42.0,48.0,35.0,32.0,26.0,41.0,31.0,23.0,19.0,21.0,28.0,19.0,20.0,22.0,27.0,22.0,22.0,23.0,24.0,22.0,21.0,7.0,17.0,11.0,19.0,16.0,16.0,11.0,14.0,11.0,7.0,12.0,16.0,11.0,10.0,11.0,5.0,5.0,9.0,9.0,10.0,12.0,10.0,5.0,9.0,13.0,3.0,7.0,5.0,3.0,5.0,7.0,4.0,4.0,3.0,3.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001904,1587.0,39.0,33.0,19.0,20.0,16.0,24.0,11.0,13.0,8.0,12.0,10.0,6.0,5.0,4.0,8.0,5.0,11.0,4.0,7.0,15.0,16.0,18.0,27.0,36.0,42.0,54.0,76.0,45.0,54.0,45.0,57.0,61.0,53.0,43.0,44.0,31.0,43.0,38.0,42.0,41.0,27.0,23.0,30.0,22.0,20.0,15.0,15.0,11.0,10.0,20.0,14.0,8.0,11.0,10.0,9.0,7.0,12.0,8.0,11.0,8.0,7.0,11.0,5.0,8.0,9.0,5.0,10.0,9.0,12.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,6.0,3.0,2.0,2.0,2.0,8.0,1.0,4.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001905,1702.0,32.0,36.0,23.0,23.0,27.0,20.0,19.0,12.0,17.0,10.0,10.0,10.0,4.0,3.0,6.0,7.0,4.0,4.0,9.0,13.0,19.0,19.0,40.0,50.0,53.0,40.0,56.0,49.0,57.0,58.0,51.0,43.0,39.0,50.0,51.0,41.0,44.0,32.0,42.0,28.0,28.0,23.0,15.0,15.0,29.0,17.0,27.0,15.0,23.0,11.0,12.0,13.0,20.0,19.0,8.0,12.0,7.0,8.0,13.0,14.0,9.0,12.0,5.0,10.0,12.0,15.0,8.0,13.0,11.0,8.0,7.0,10.0,4.0,8.0,7.0,2.0,1.0,5.0,2.0,5.0,7.0,9.0,7.0,6.0,4.0,5.0,2.0,6.0,3.0,3.0,4.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
E01001906,1439.0,15.0,19.0,17.0,16.0,13.0,12.0,8.0,6.0,7.0,8.0,2.0,5.0,10.0,4.0,8.0,9.0,3.0,6.0,9.0,4.0,14.0,21.0,34.0,58.0,52.0,58.0,57.0,74.0,44.0,52.0,48.0,68.0,39.0,39.0,39.0,37.0,39.0,34.0,29.0,24.0,32.0,17.0,11.0,15.0,20.0,19.0,18.0,18.0,4.0,12.0,5.0,6.0,14.0,11.0,6.0,16.0,10.0,5.0,7.0,7.0,3.0,10.0,12.0,8.0,10.0,8.0,8.0,8.0,7.0,6.0,6.0,3.0,3.0,5.0,3.0,3.0,4.0,6.0,3.0,5.0,4.0,0.0,4.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
E01001907,1303.0,17.0,23.0,22.0,17.0,24.0,24.0,22.0,17.0,17.0,11.0,11.0,9.0,10.0,7.0,9.0,11.0,8.0,8.0,1.0,3.0,4.0,7.0,12.0,23.0,29.0,39.0,40.0,33.0,50.0,35.0,32.0,41.0,37.0,27.0,37.0,34.0,24.0,24.0,19.0,28.0,24.0,22.0,19.0,18.0,22.0,11.0,15.0,18.0,16.0,25.0,4.0,11.0,11.0,8.0,12.0,7.0,7.0,8.0,16.0,11.0,22.0,12.0,9.0,6.0,15.0,4.0,8.0,8.0,9.0,7.0,8.0,4.0,5.0,3.0,10.0,9.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001908,1636.0,16.0,18.0,14.0,8.0,12.0,14.0,7.0,3.0,5.0,3.0,2.0,5.0,2.0,7.0,5.0,9.0,6.0,2.0,10.0,18.0,37.0,24.0,53.0,58.0,55.0,61.0,66.0,78.0,74.0,58.0,59.0,53.0,66.0,55.0,51.0,42.0,50.0,38.0,26.0,17.0,36.0,22.0,17.0,24.0,25.0,22.0,12.0,17.0,8.0,24.0,6.0,12.0,15.0,16.0,11.0,9.0,15.0,10.0,12.0,13.0,11.0,18.0,8.0,10.0,12.0,7.0,7.0,3.0,4.0,8.0,1.0,4.0,6.0,2.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001909,1822.0,20.0,22.0,19.0,15.0,10.0,11.0,13.0,16.0,15.0,20.0,8.0,22.0,11.0,16.0,11.0,18.0,11.0,14.0,10.0,18.0,38.0,25.0,44.0,58.0,51.0,58.0,62.0,64.0,43.0,59.0,58.0,63.0,59.0,36.0,28.0,34.0,17.0,24.0,30.0,28.0,35.0,21.0,19.0,28.0,32.0,28.0,26.0,16.0,27.0,19.0,17.0,20.0,15.0,18.0,15.0,11.0,13.0,20.0,11.0,13.0,17.0,13.0,19.0,15.0,17.0,12.0,11.0,6.0,7.0,9.0,14.0,9.0,5.0,10.0,7.0,3.0,11.0,10.0,6.0,5.0,7.0,4.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
E01001910,1512.0,16.0,10.0,7.0,7.0,13.0,6.0,6.0,6.0,6.0,7.0,2.0,3.0,10.0,6.0,3.0,9.0,4.0,9.0,7.0,6.0,8.0,13.0,36.0,42.0,42.0,43.0,60.0,66.0,64.0,60.0,74.0,67.0,55.0,38.0,41.0,39.0,41.0,42.0,29.0,30.0,19.0,29.0,19.0,23.0,22.0,25.0,21.0,18.0,18.0,11.0,20.0,9.0,8.0,6.0,13.0,6.0,16.0,7.0,13.0,18.0,14.0,7.0,7.0,12.0,7.0,11.0,6.0,8.0,2.0,6.0,8.0,9.0,7.0,6.0,4.0,3.0,9.0,6.0,5.0,2.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001911,1761.0,27.0,23.0,24.0,24.0,34.0,27.0,17.0,21.0,20.0,18.0,27.0,31.0,13.0,20.0,30.0,30.0,21.0,30.0,21.0,26.0,23.0,20.0,30.0,41.0,37.0,43.0,47.0,36.0,44.0,31.0,29.0,37.0,33.0,29.0,25.0,30.0,26.0,25.0,30.0,10.0,41.0,27.0,24.0,32.0,21.0,26.0,26.0,23.0,33.0,19.0,20.0,23.0,20.0,19.0,14.0,15.0,11.0,20.0,12.0,11.0,15.0,17.0,6.0,12.0,13.0,7.0,4.0,11.0,12.0,8.0,9.0,12.0,10.0,8.0,7.0,10.0,3.0,4.0,10.0,10.0,9.0,1.0,1.0,0.0,2.0,3.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E01001912,1598.0,17.0,19.0,20.0,26.0,16.0,27.0,19.0,21.0,19.0,32.0,21.0,16.0,22.0,22.0,21.0,20.0,23.0,18.0,23.0,34.0,40.0,66.0,54.0,36.0,25.0,17.0,24.0,29.0,22.0,29.0,26.0,47.0,24.0,29.0,31.0,39.0,16.0,27.0,24.0,33.0,27.0,21.0,34.0,22.0,22.0,15.0,15.0,16.0,16.0,18.0,20.0,13.0,14.0,11.0,14.0,26.0,15.0,15.0,9.0,9.0,11.0,14.0,7.0,7.0,9.0,7.0,5.0,8.0,3.0,9.0,9.0,11.0,8.0,3.0,4.0,5.0,9.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,7.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001913,1545.0,23.0,9.0,9.0,9.0,8.0,10.0,6.0,4.0,0.0,3.0,2.0,8.0,1.0,2.0,5.0,4.0,2.0,3.0,1.0,9.0,22.0,14.0,31.0,43.0,63.0,71.0,78.0,92.0,89.0,97.0,87.0,41.0,72.0,55.0,51.0,47.0,32.0,34.0,21.0,20.0,24.0,22.0,24.0,17.0,18.0,15.0,7.0,9.0,17.0,15.0,9.0,5.0,7.0,7.0,7.0,3.0,6.0,14.0,18.0,3.0,5.0,11.0,6.0,6.0,6.0,7.0,5.0,8.0,8.0,5.0,3.0,2.0,6.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
