LSOA21CD,All categories: Economic activity_weighted,Economically active: Total_weighted,Economically active: Employee: Part-time_weighted,Economically active: Employee: Full-time_weighted,Economically active: Self-employed with employees: Part-time_weighted,Economically active: Self-employed with employees: Full-time_weighted,Economically active: Self-employed without employees: Part-time_weighted,Economically active: Self-employed without employees: Full-time_weighted,Economically active: Unemployed_weighted,Economically active: Full-time student_weighted,Economically inactive: Total_weighted,Economically inactive: Retired_weighted,Economically inactive: Student (including full-time students)_weighted,Economically inactive: Looking after home or family_weighted,Economically inactive: Long-term sick or disabled_weighted,Economically inactive: Other_weighted
E01002130,1786.0,1341.0,192.0,746.0,13.0,49.0,42.0,131.0,84.0,84.0,445.0,74.0,140.0,114.0,54.0,63.0
E01002131,1231.0,833.0,141.0,449.0,4.0,18.0,31.0,69.0,64.0,57.0,398.0,111.0,117.0,64.0,67.0,39.0
E01002132,1563.0,1212.0,144.0,745.0,13.0,53.0,63.0,98.0,62.0,34.0,351.0,91.0,110.0,88.0,21.0,41.0
E01002133,1488.0,976.0,180.0,503.0,11.0,30.0,39.0,63.0,80.0,70.0,512.0,145.0,135.0,88.0,93.0,51.0
E01002134,1101.0,815.0,109.0,464.0,6.0,51.0,42.0,86.0,41.0,16.0,286.0,86.0,66.0,60.0,37.0,37.0
E01002135,1321.0,953.0,133.0,495.0,11.0,40.0,52.0,107.0,53.0,62.0,368.0,119.0,65.0,81.0,47.0,56.0
E01002136,1250.0,881.0,160.0,491.0,4.0,15.0,45.0,87.0,52.0,27.0,369.0,131.0,85.0,79.0,37.0,37.0
E01002137,1160.0,656.0,69.0,432.0,5.0,34.0,33.0,46.0,18.0,19.0,504.0,49.0,406.0,31.0,5.0,13.0
E01002138,1130.0,817.0,162.0,399.0,6.0,19.0,39.0,52.0,72.0,68.0,313.0,77.0,102.0,68.0,31.0,35.0
E01002139,998.0,636.0,116.0,304.0,5.0,15.0,13.0,29.0,105.0,49.0,362.0,85.0,102.0,62.0,70.0,43.0
E01002140,1237.0,863.0,156.0,455.0,5.0,27.0,35.0,85.0,67.0,33.0,374.0,153.0,96.0,64.0,33.0,28.0
E01002141,1284.0,892.0,172.0,474.0,9.0,33.0,38.0,97.0,34.0,35.0,392.0,181.0,88.0,62.0,28.0,33.0
E01002142,1316.0,952.0,171.0,495.0,7.0,43.0,49.0,92.0,46.0,49.0,364.0,154.0,90.0,70.0,24.0,26.0
E01002143,1120.0,800.0,148.0,431.0,3.0,21.0,27.0,49.0,77.0,44.0,320.0,87.0,93.0,73.0,33.0,34.0
E01002144,1139.0,805.0,149.0,375.0,14.0,51.0,53.0,93.0,38.0,32.0,334.0,154.0,84.0,46.0,17.0,33.0
E01002145,1087.0,708.0,136.0,364.0,4.0,29.0,43.0,65.0,37.0,30.0,379.0,175.0,64.0,47.0,62.0,31.0
E01002146,1050.0,774.0,133.0,415.0,12.0,53.0,43.0,70.0,22.0,26.0,276.0,147.0,55.0,48.0,10.0,16.0
E01002147,982.0,672.0,118.0,320.0,7.0,55.0,55.0,78.0,21.0,18.0,310.0,172.0,71.0,39.0,7.0,21.0
E01002148,1069.0,747.0,143.0,381.0,3.0,34.0,41.0,70.0,49.0,26.0,322.0,133.0,86.0,55.0,19.0,29.0
E01002149,994.0,729.0,131.0,386.0,4.0,37.0,53.0,75.0,24.0,19.0,265.0,152.0,49.0,41.0,8.0,15.0
E01002150,1305.0,953.0,158.0,527.0,7.0,36.0,47.0,88.0,54.0,36.0,352.0,141.0,68.0,71.0,33.0,39.0
E01002151,1008.0,637.0,124.0,323.0,6.0,3.0,21.0,41.0,82.0,37.0,371.0,106.0,76.0,66.0,81.0,42.0
E01002152,1172.0,882.0,153.0,478.0,4.0,57.0,45.0,81.0,34.0,30.0,290.0,147.0,59.0,60.0,9.0,15.0
E01002153,1271.0,854.0,152.0,470.0,8.0,41.0,44.0,79.0,34.0,26.0,417.0,219.0,84.0,62.0,24.0,28.0
E01002155,1183.0,844.0,140.0,494.0,6.0,33.0,41.0,73.0,34.0,23.0,339.0,155.0,85.0,50.0,26.0,23.0
E01002156,1142.0,819.0,149.0,466.0,11.0,33.0,31.0,62.0,39.0,28.0,323.0,161.0,75.0,43.0,22.0,22.0
E01002157,1299.0,935.0,166.0,510.0,13.0,29.0,44.0,67.0,51.0,55.0,364.0,140.0,119.0,50.0,22.0,33.0
E01002158,1076.0,806.0,134.0,477.0,5.0,31.0,33.0,56.0,30.0,40.0,270.0,125.0,81.0,43.0,13.0,8.0
E01002159,1407.0,991.0,157.0,583.0,4.0,19.0,58.0,69.0,63.0,38.0,416.0,157.0,112.0,50.0,62.0,35.0
E01002160,1489.0,1120.0,161.0,650.0,4.0,35.0,46.0,92.0,43.0,89.0,369.0,98.0,123.0,76.0,29.0,43.0
E01002161,1486.0,1079.0,168.0,601.0,5.0,39.0,46.0,91.0,77.0,52.0,407.0,147.0,101.0,92.0,33.0,34.0
E01002162,1343.0,974.0,157.0,533.0,5.0,27.0,49.0,67.0,80.0,56.0,369.0,102.0,102.0,83.0,43.0,39.0
E01002163,1218.0,851.0,163.0,435.0,3.0,31.0,35.0,79.0,52.0,53.0,367.0,157.0,95.0,53.0,41.0,21.0
E01002164,1315.0,989.0,141.0,594.0,8.0,16.0,53.0,89.0,54.0,34.0,326.0,118.0,80.0,76.0,26.0,26.0
E01002165,1317.0,963.0,182.0,426.0,5.0,41.0,49.0,123.0,75.0,62.0,354.0,108.0,93.0,73.0,37.0,43.0
E01002166,1261.0,894.0,155.0,438.0,6.0,34.0,33.0,90.0,71.0,67.0,367.0,144.0,85.0,66.0,34.0,38.0
E01002167,1226.0,874.0,151.0,438.0,8.0,27.0,28.0,111.0,57.0,54.0,352.0,102.0,102.0,69.0,34.0,45.0
E01002168,1082.0,724.0,145.0,363.0,3.0,16.0,25.0,66.0,53.0,53.0,358.0,82.0,102.0,68.0,61.0,45.0
E01002169,1248.0,841.0,143.0,443.0,8.0,22.0,31.0,83.0,58.0,53.0,407.0,135.0,116.0,75.0,43.0,38.0
E01002170,996.0,670.0,109.0,373.0,6.0,24.0,28.0,65.0,39.0,26.0,326.0,111.0,98.0,50.0,36.0,31.0
E01002171,1282.0,902.0,165.0,464.0,3.0,37.0,27.0,105.0,57.0,44.0,380.0,146.0,97.0,63.0,34.0,40.0
E01002172,1156.0,849.0,174.0,436.0,7.0,15.0,27.0,76.0,66.0,48.0,307.0,106.0,78.0,59.0,25.0,39.0
E01002173,1359.0,964.0,188.0,519.0,8.0,25.0,46.0,79.0,53.0,46.0,395.0,166.0,107.0,55.0,38.0,29.0
E01002174,1192.0,855.0,153.0,462.0,6.0,28.0,40.0,86.0,36.0,44.0,337.0,130.0,87.0,61.0,28.0,31.0
E01002175,1118.0,820.0,132.0,407.0,5.0,40.0,31.0,78.0,57.0,70.0,298.0,109.0,86.0,46.0,22.0,35.0
E01002176,1360.0,974.0,152.0,486.0,8.0,51.0,49.0,83.0,48.0,97.0,386.0,135.0,110.0,56.0,53.0,32.0
E01002177,1069.0,732.0,143.0,374.0,5.0,26.0,23.0,60.0,54.0,47.0,337.0,127.0,98.0,58.0,20.0,34.0
E01002178,1225.0,871.0,158.0,492.0,7.0,21.0,31.0,66.0,51.0,45.0,354.0,152.0,93.0,54.0,25.0,30.0
E01002179,1692.0,1203.0,249.0,547.0,8.0,26.0,45.0,113.0,111.0,104.0,489.0,123.0,125.0,105.0,71.0,65.0
E01002181,1413.0,1080.0,166.0,608.0,5.0,30.0,40.0,89.0,84.0,58.0,333.0,112.0,73.0,66.0,45.0,37.0
E01002182,1558.0,1116.0,175.0,638.0,3.0,31.0,42.0,80.0,81.0,66.0,442.0,132.0,126.0,85.0,47.0,52.0
E01002183,1557.0,1101.0,183.0,570.0,5.0,30.0,40.0,109.0,83.0,81.0,456.0,158.0,126.0,85.0,37.0,50.0
E01002184,1373.0,980.0,182.0,511.0,8.0,25.0,41.0,83.0,80.0,50.0,393.0,138.0,92.0,78.0,45.0,40.0
E01002185,1103.0,731.0,146.0,352.0,7.0,16.0,32.0,63.0,74.0,41.0,372.0,97.0,97.0,64.0,72.0,42.0
E01002186,1221.0,850.0,138.0,493.0,3.0,21.0,40.0,86.0,43.0,26.0,371.0,146.0,45.0,67.0,79.0,34.0
E01002187,1338.0,902.0,151.0,476.0,11.0,44.0,56.0,80.0,50.0,34.0,436.0,208.0,79.0,59.0,46.0,44.0
E01002188,1121.0,801.0,148.0,413.0,9.0,61.0,50.0,82.0,19.0,19.0,320.0,164.0,77.0,59.0,9.0,11.0
E01002189,1204.0,872.0,137.0,494.0,5.0,46.0,53.0,77.0,38.0,22.0,332.0,171.0,69.0,50.0,18.0,24.0
E01002190,1204.0,831.0,136.0,440.0,16.0,55.0,49.0,74.0,33.0,28.0,373.0,202.0,64.0,64.0,9.0,34.0
E01002191,1414.0,1018.0,187.0,562.0,6.0,33.0,35.0,91.0,61.0,43.0,396.0,157.0,108.0,69.0,19.0,43.0
E01002192,1038.0,741.0,132.0,407.0,5.0,42.0,46.0,56.0,28.0,25.0,297.0,166.0,49.0,57.0,11.0,14.0
E01002193,1254.0,949.0,156.0,540.0,13.0,27.0,51.0,83.0,56.0,23.0,305.0,119.0,57.0,64.0,30.0,35.0
E01002194,1223.0,865.0,166.0,463.0,6.0,50.0,47.0,77.0,30.0,26.0,358.0,194.0,71.0,60.0,18.0,15.0
E01002195,1152.0,807.0,160.0,469.0,3.0,19.0,35.0,62.0,37.0,22.0,345.0,156.0,93.0,62.0,16.0,18.0
E01002196,1288.0,943.0,213.0,511.0,7.0,28.0,50.0,77.0,27.0,30.0,345.0,189.0,84.0,44.0,7.0,21.0
E01002197,990.0,694.0,129.0,351.0,6.0,22.0,35.0,77.0,46.0,28.0,296.0,127.0,65.0,49.0,32.0,23.0
E01002198,1361.0,980.0,164.0,482.0,9.0,44.0,44.0,108.0,70.0,59.0,381.0,103.0,107.0,81.0,29.0,61.0
E01002199,1131.0,784.0,140.0,411.0,5.0,25.0,36.0,67.0,53.0,47.0,347.0,123.0,92.0,64.0,29.0,39.0
E01002200,1278.0,880.0,142.0,436.0,6.0,37.0,28.0,104.0,76.0,51.0,398.0,131.0,114.0,72.0,33.0,48.0
E01002201,1316.0,926.0,178.0,473.0,5.0,32.0,40.0,89.0,53.0,56.0,390.0,139.0,119.0,63.0,27.0,42.0
E01002202,1476.0,981.0,195.0,436.0,11.0,29.0,54.0,107.0,82.0,67.0,495.0,119.0,117.0,135.0,55.0,69.0
E01002203,1268.0,873.0,184.0,427.0,6.0,28.0,32.0,104.0,37.0,55.0,395.0,128.0,102.0,84.0,38.0,43.0
E01002204,1275.0,900.0,176.0,461.0,13.0,33.0,32.0,60.0,69.0,56.0,375.0,106.0,97.0,99.0,37.0,36.0
E01002206,1008.0,704.0,147.0,373.0,2.0,28.0,23.0,56.0,29.0,46.0,304.0,79.0,96.0,64.0,31.0,34.0
E01002207,1239.0,868.0,188.0,441.0,4.0,26.0,36.0,74.0,61.0,38.0,371.0,143.0,103.0,70.0,24.0,31.0
E01002208,959.0,654.0,123.0,371.0,6.0,23.0,34.0,39.0,25.0,33.0,305.0,185.0,54.0,32.0,20.0,14.0
E01002209,1217.0,867.0,160.0,459.0,7.0,29.0,38.0,62.0,42.0,70.0,350.0,132.0,94.0,61.0,32.0,31.0
E01002210,1183.0,842.0,178.0,484.0,5.0,23.0,25.0,47.0,43.0,37.0,341.0,119.0,92.0,74.0,27.0,29.0
E01002211,1132.0,733.0,151.0,364.0,5.0,13.0,26.0,54.0,65.0,55.0,399.0,83.0,116.0,82.0,81.0,37.0
E01002212,1256.0,869.0,145.0,485.0,4.0,16.0,39.0,61.0,62.0,57.0,387.0,118.0,87.0,101.0,40.0,41.0
E01002214,1298.0,871.0,172.0,420.0,11.0,28.0,48.0,84.0,64.0,44.0,427.0,99.0,130.0,100.0,51.0,47.0
E01002215,1087.0,702.0,148.0,359.0,0.0,15.0,26.0,43.0,74.0,37.0,385.0,120.0,90.0,76.0,62.0,37.0
E01002216,1178.0,835.0,150.0,444.0,4.0,37.0,33.0,54.0,64.0,49.0,343.0,111.0,78.0,85.0,34.0,35.0
E01002217,1052.0,654.0,131.0,335.0,4.0,18.0,15.0,31.0,72.0,48.0,398.0,69.0,105.0,87.0,90.0,47.0
E01002218,1150.0,824.0,141.0,442.0,10.0,33.0,35.0,50.0,70.0,43.0,326.0,135.0,62.0,68.0,30.0,31.0
E01002219,1282.0,900.0,192.0,460.0,9.0,21.0,37.0,56.0,65.0,60.0,382.0,110.0,101.0,93.0,27.0,51.0
E01002220,1185.0,872.0,167.0,465.0,5.0,22.0,29.0,71.0,65.0,48.0,313.0,103.0,96.0,63.0,21.0,30.0
E01002221,1188.0,822.0,165.0,427.0,5.0,25.0,29.0,51.0,56.0,64.0,366.0,115.0,123.0,61.0,30.0,37.0
E01002222,1156.0,819.0,155.0,440.0,3.0,17.0,35.0,67.0,49.0,53.0,337.0,118.0,101.0,62.0,17.0,39.0
E01002223,1352.0,971.0,199.0,525.0,13.0,29.0,27.0,68.0,54.0,56.0,381.0,127.0,102.0,89.0,28.0,35.0
E01002224,1087.0,744.0,120.0,423.0,6.0,14.0,24.0,40.0,71.0,46.0,343.0,70.0,106.0,72.0,55.0,40.0
E01002225,1056.0,699.0,125.0,308.0,21.0,67.0,65.0,81.0,18.0,14.0,357.0,187.0,56.0,57.0,19.0,38.0
E01002226,1570.0,1112.0,171.0,547.0,15.0,64.0,100.0,124.0,62.0,29.0,458.0,205.0,97.0,81.0,30.0,45.0
E01002227,1300.0,755.0,128.0,375.0,5.0,25.0,33.0,64.0,77.0,48.0,545.0,194.0,140.0,77.0,103.0,31.0
E01002228,1492.0,1039.0,140.0,545.0,16.0,82.0,50.0,105.0,56.0,45.0,453.0,149.0,106.0,123.0,39.0,36.0
E01002229,1214.0,827.0,142.0,424.0,7.0,31.0,49.0,90.0,49.0,35.0,387.0,160.0,63.0,69.0,46.0,49.0
E01002230,1339.0,941.0,154.0,453.0,13.0,58.0,53.0,117.0,58.0,35.0,398.0,186.0,79.0,56.0,26.0,51.0
E01002231,1367.0,925.0,177.0,515.0,7.0,27.0,30.0,57.0,70.0,42.0,442.0,135.0,118.0,84.0,45.0,60.0
E01002232,1386.0,968.0,180.0,522.0,3.0,23.0,41.0,83.0,59.0,57.0,418.0,137.0,122.0,83.0,35.0,41.0
E01002233,1482.0,1005.0,169.0,527.0,2.0,27.0,33.0,66.0,107.0,74.0,477.0,105.0,144.0,91.0,68.0,69.0
E01002234,1265.0,893.0,178.0,468.0,1.0,17.0,33.0,58.0,91.0,47.0,372.0,97.0,107.0,83.0,43.0,42.0
E01002235,1279.0,846.0,162.0,389.0,5.0,19.0,31.0,76.0,99.0,65.0,433.0,131.0,100.0,106.0,49.0,47.0
E01002236,1346.0,965.0,184.0,492.0,4.0,20.0,36.0,87.0,73.0,69.0,381.0,106.0,104.0,92.0,39.0,40.0
E01002237,1283.0,961.0,156.0,550.0,7.0,15.0,44.0,66.0,73.0,50.0,322.0,71.0,117.0,51.0,49.0,34.0
E01002238,1317.0,970.0,133.0,570.0,2.0,23.0,41.0,116.0,40.0,45.0,347.0,104.0,114.0,57.0,40.0,32.0
E01002239,1202.0,852.0,139.0,479.0,4.0,18.0,37.0,85.0,53.0,37.0,350.0,181.0,63.0,45.0,22.0,39.0
E01002240,1268.0,884.0,157.0,489.0,5.0,17.0,42.0,70.0,61.0,43.0,384.0,127.0,94.0,70.0,63.0,30.0
E01002241,1197.0,812.0,140.0,447.0,2.0,30.0,35.0,50.0,59.0,49.0,385.0,131.0,86.0,75.0,56.0,37.0
E01002242,1383.0,1003.0,208.0,574.0,10.0,25.0,23.0,67.0,51.0,45.0,380.0,172.0,100.0,61.0,19.0,28.0
E01002243,1333.0,939.0,150.0,529.0,6.0,22.0,27.0,71.0,85.0,49.0,394.0,126.0,65.0,89.0,84.0,30.0
E01002244,1268.0,965.0,140.0,611.0,1.0,23.0,26.0,71.0,74.0,19.0,303.0,115.0,54.0,54.0,41.0,39.0
E01002245,1075.0,790.0,146.0,448.0,1.0,17.0,24.0,67.0,47.0,40.0,285.0,123.0,52.0,51.0,39.0,20.0
E01002246,1176.0,856.0,179.0,475.0,7.0,11.0,22.0,72.0,49.0,41.0,320.0,165.0,52.0,49.0,31.0,23.0
E01002247,1320.0,1010.0,171.0,569.0,3.0,29.0,28.0,82.0,84.0,44.0,310.0,120.0,58.0,62.0,35.0,35.0
E01002248,983.0,691.0,110.0,394.0,3.0,14.0,31.0,53.0,59.0,27.0,292.0,125.0,46.0,58.0,35.0,28.0
E01002250,1185.0,894.0,149.0,532.0,2.0,27.0,33.0,65.0,62.0,24.0,291.0,112.0,76.0,55.0,24.0,24.0
E01002251,994.0,707.0,122.0,374.0,4.0,12.0,20.0,64.0,70.0,41.0,287.0,107.0,57.0,66.0,30.0,27.0
E01002252,1058.0,738.0,165.0,424.0,6.0,12.0,21.0,51.0,29.0,30.0,320.0,204.0,37.0,37.0,26.0,16.0
E01002253,1069.0,739.0,148.0,442.0,0.0,17.0,25.0,60.0,19.0,28.0,330.0,192.0,60.0,52.0,14.0,12.0
E01002254,1106.0,758.0,155.0,414.0,8.0,25.0,33.0,65.0,16.0,42.0,348.0,210.0,55.0,56.0,7.0,20.0
E01002255,1069.0,785.0,145.0,482.0,5.0,14.0,23.0,56.0,35.0,25.0,284.0,165.0,45.0,35.0,21.0,18.0
E01002256,1020.0,745.0,152.0,435.0,3.0,10.0,33.0,51.0,28.0,33.0,275.0,158.0,36.0,47.0,22.0,12.0
E01002257,1170.0,768.0,134.0,433.0,9.0,36.0,34.0,70.0,22.0,30.0,402.0,199.0,69.0,99.0,15.0,20.0
E01002258,1128.0,779.0,156.0,458.0,1.0,13.0,21.0,56.0,53.0,21.0,349.0,217.0,47.0,46.0,28.0,11.0
E01002259,1045.0,753.0,132.0,437.0,3.0,22.0,27.0,65.0,36.0,31.0,292.0,164.0,44.0,48.0,19.0,17.0
E01002260,1164.0,799.0,164.0,441.0,6.0,14.0,33.0,59.0,53.0,29.0,365.0,199.0,64.0,49.0,19.0,34.0
E01002261,1184.0,885.0,186.0,494.0,3.0,11.0,24.0,77.0,59.0,31.0,299.0,158.0,45.0,55.0,17.0,24.0
E01002262,1143.0,829.0,154.0,474.0,1.0,19.0,24.0,60.0,62.0,35.0,314.0,148.0,69.0,33.0,46.0,18.0
E01002263,1245.0,907.0,148.0,581.0,3.0,15.0,17.0,77.0,35.0,31.0,338.0,203.0,46.0,43.0,18.0,28.0
E01002264,991.0,662.0,130.0,372.0,3.0,11.0,16.0,32.0,73.0,25.0,329.0,144.0,30.0,66.0,56.0,33.0
E01002265,1127.0,832.0,145.0,531.0,2.0,10.0,22.0,59.0,37.0,26.0,295.0,174.0,43.0,40.0,17.0,21.0
E01002266,990.0,703.0,150.0,381.0,2.0,9.0,23.0,74.0,38.0,26.0,287.0,176.0,33.0,34.0,21.0,23.0
E01002267,1131.0,751.0,166.0,406.0,6.0,14.0,10.0,52.0,55.0,42.0,380.0,201.0,59.0,56.0,39.0,25.0
E01002268,947.0,694.0,130.0,401.0,6.0,30.0,23.0,65.0,22.0,17.0,253.0,110.0,53.0,50.0,20.0,20.0
E01002269,1251.0,909.0,181.0,503.0,8.0,26.0,36.0,78.0,42.0,35.0,342.0,193.0,59.0,54.0,16.0,20.0
E01002270,1226.0,855.0,154.0,414.0,22.0,94.0,45.0,69.0,32.0,25.0,371.0,181.0,85.0,60.0,15.0,30.0
E01002271,1125.0,731.0,150.0,351.0,12.0,60.0,42.0,77.0,15.0,24.0,394.0,214.0,74.0,55.0,30.0,21.0
E01002272,995.0,717.0,153.0,383.0,4.0,22.0,32.0,65.0,30.0,28.0,278.0,163.0,37.0,39.0,24.0,15.0
E01002273,1010.0,666.0,129.0,363.0,7.0,30.0,23.0,60.0,26.0,28.0,344.0,182.0,63.0,52.0,30.0,17.0
E01002274,1199.0,839.0,159.0,482.0,8.0,25.0,27.0,73.0,35.0,30.0,360.0,222.0,56.0,56.0,17.0,9.0
E01002275,1024.0,691.0,137.0,327.0,13.0,66.0,27.0,72.0,26.0,23.0,333.0,192.0,47.0,51.0,18.0,25.0
E01002276,1348.0,924.0,171.0,495.0,4.0,24.0,35.0,84.0,77.0,34.0,424.0,141.0,66.0,87.0,95.0,35.0
E01002277,1111.0,770.0,145.0,405.0,4.0,11.0,26.0,60.0,86.0,33.0,341.0,117.0,59.0,61.0,72.0,32.0
E01002278,1065.0,722.0,142.0,367.0,2.0,12.0,30.0,52.0,88.0,29.0,343.0,113.0,56.0,78.0,66.0,30.0
E01002279,1094.0,777.0,170.0,420.0,5.0,11.0,20.0,56.0,65.0,30.0,317.0,111.0,67.0,66.0,52.0,21.0
E01002280,1058.0,694.0,113.0,337.0,6.0,15.0,18.0,40.0,122.0,43.0,364.0,84.0,87.0,80.0,81.0,32.0
E01002281,1141.0,735.0,139.0,395.0,0.0,8.0,28.0,41.0,102.0,22.0,406.0,110.0,43.0,98.0,119.0,36.0
E01002282,1094.0,731.0,141.0,360.0,5.0,13.0,18.0,48.0,118.0,28.0,363.0,72.0,69.0,102.0,87.0,33.0
E01002283,1002.0,676.0,101.0,388.0,6.0,10.0,25.0,54.0,55.0,37.0,326.0,124.0,50.0,70.0,56.0,26.0
E01002284,1258.0,881.0,177.0,478.0,0.0,22.0,16.0,66.0,86.0,36.0,377.0,113.0,74.0,85.0,76.0,29.0
E01002285,929.0,651.0,135.0,369.0,1.0,16.0,16.0,59.0,33.0,22.0,278.0,189.0,28.0,30.0,17.0,14.0
E01002286,1201.0,854.0,199.0,452.0,4.0,19.0,24.0,85.0,35.0,36.0,347.0,208.0,53.0,54.0,15.0,17.0
E01002287,1165.0,849.0,168.0,495.0,1.0,18.0,24.0,70.0,43.0,30.0,316.0,185.0,47.0,49.0,25.0,10.0
E01002288,1188.0,903.0,186.0,535.0,2.0,20.0,28.0,66.0,23.0,43.0,285.0,150.0,41.0,56.0,23.0,15.0
E01002289,1147.0,825.0,170.0,483.0,4.0,17.0,23.0,63.0,35.0,30.0,322.0,163.0,66.0,50.0,20.0,23.0
E01002290,1084.0,737.0,149.0,426.0,7.0,21.0,16.0,51.0,43.0,24.0,347.0,218.0,55.0,45.0,13.0,16.0
E01002291,1238.0,880.0,133.0,566.0,3.0,15.0,22.0,81.0,36.0,24.0,358.0,221.0,43.0,46.0,27.0,21.0
E01002292,1072.0,747.0,147.0,415.0,5.0,12.0,20.0,69.0,57.0,22.0,325.0,158.0,58.0,56.0,30.0,23.0
E01002294,1094.0,754.0,150.0,422.0,3.0,17.0,29.0,73.0,37.0,23.0,340.0,205.0,42.0,37.0,33.0,23.0
E01002295,1186.0,839.0,140.0,512.0,2.0,22.0,27.0,69.0,40.0,27.0,347.0,180.0,58.0,55.0,34.0,20.0
E01002296,1236.0,869.0,181.0,450.0,4.0,24.0,41.0,86.0,49.0,34.0,367.0,226.0,58.0,37.0,24.0,22.0
E01002297,1107.0,742.0,149.0,384.0,4.0,12.0,13.0,50.0,100.0,30.0,365.0,104.0,59.0,72.0,98.0,32.0
E01002298,1118.0,812.0,154.0,465.0,2.0,23.0,20.0,63.0,53.0,32.0,306.0,180.0,42.0,35.0,30.0,19.0
E01002299,1238.0,901.0,149.0,532.0,6.0,20.0,14.0,66.0,80.0,34.0,337.0,119.0,75.0,71.0,46.0,26.0
E01002300,1146.0,778.0,133.0,488.0,1.0,17.0,18.0,56.0,30.0,35.0,368.0,233.0,48.0,51.0,27.0,9.0
E01002301,1184.0,821.0,158.0,444.0,6.0,30.0,40.0,75.0,44.0,24.0,363.0,209.0,54.0,58.0,25.0,17.0
E01002302,1131.0,789.0,157.0,436.0,1.0,17.0,38.0,78.0,38.0,24.0,342.0,171.0,46.0,61.0,36.0,28.0
E01002303,1419.0,967.0,188.0,494.0,6.0,20.0,49.0,84.0,87.0,39.0,452.0,186.0,80.0,86.0,75.0,25.0
E01002304,1025.0,635.0,130.0,302.0,10.0,33.0,33.0,79.0,37.0,11.0,390.0,188.0,62.0,60.0,61.0,19.0
E01002305,1102.0,752.0,151.0,400.0,4.0,19.0,32.0,73.0,47.0,26.0,350.0,188.0,52.0,57.0,33.0,20.0
E01002306,1083.0,776.0,160.0,382.0,5.0,14.0,31.0,64.0,79.0,41.0,307.0,115.0,44.0,80.0,48.0,20.0
E01002307,1184.0,836.0,165.0,465.0,2.0,13.0,26.0,59.0,68.0,38.0,348.0,136.0,48.0,85.0,46.0,33.0
E01002308,1158.0,787.0,146.0,414.0,1.0,19.0,44.0,57.0,66.0,40.0,371.0,164.0,43.0,68.0,64.0,32.0
E01002309,1093.0,723.0,136.0,399.0,4.0,13.0,24.0,50.0,67.0,30.0,370.0,176.0,56.0,63.0,44.0,31.0
E01002310,1176.0,750.0,148.0,406.0,5.0,16.0,23.0,47.0,80.0,25.0,426.0,151.0,58.0,68.0,119.0,30.0
E01002311,1176.0,785.0,146.0,428.0,6.0,16.0,27.0,54.0,76.0,32.0,391.0,165.0,68.0,75.0,59.0,24.0
E01002312,939.0,597.0,115.0,333.0,5.0,6.0,26.0,45.0,52.0,15.0,342.0,191.0,31.0,56.0,45.0,19.0
E01002313,1056.0,680.0,130.0,371.0,4.0,16.0,26.0,46.0,58.0,29.0,376.0,145.0,60.0,73.0,70.0,28.0
E01002314,1104.0,777.0,147.0,418.0,4.0,15.0,20.0,54.0,84.0,35.0,327.0,110.0,72.0,88.0,41.0,16.0
E01002315,1094.0,752.0,132.0,411.0,4.0,11.0,16.0,69.0,73.0,36.0,342.0,125.0,64.0,60.0,68.0,25.0
E01002316,1092.0,686.0,133.0,368.0,0.0,5.0,13.0,42.0,96.0,29.0,406.0,148.0,43.0,75.0,110.0,30.0
E01002317,1134.0,833.0,192.0,443.0,7.0,35.0,34.0,69.0,30.0,23.0,301.0,167.0,64.0,40.0,16.0,14.0
E01002318,1207.0,847.0,185.0,464.0,3.0,20.0,25.0,74.0,40.0,36.0,360.0,222.0,57.0,51.0,19.0,11.0
E01002319,1180.0,859.0,174.0,470.0,1.0,19.0,29.0,66.0,60.0,40.0,321.0,150.0,67.0,47.0,33.0,24.0
E01002320,1127.0,870.0,187.0,484.0,1.0,15.0,27.0,85.0,33.0,38.0,257.0,119.0,53.0,46.0,24.0,15.0
E01002321,1219.0,880.0,177.0,481.0,2.0,19.0,34.0,94.0,45.0,28.0,339.0,170.0,55.0,51.0,30.0,33.0
E01002322,1515.0,1167.0,254.0,673.0,3.0,28.0,33.0,84.0,59.0,33.0,348.0,164.0,83.0,61.0,24.0,16.0
E01002323,1190.0,904.0,163.0,517.0,4.0,20.0,27.0,83.0,49.0,41.0,286.0,129.0,57.0,49.0,31.0,20.0
E01002324,1080.0,728.0,151.0,407.0,1.0,18.0,27.0,54.0,47.0,23.0,352.0,167.0,52.0,58.0,56.0,19.0
E01002325,1161.0,781.0,156.0,410.0,8.0,18.0,28.0,75.0,59.0,27.0,380.0,176.0,55.0,76.0,52.0,21.0
E01002326,1072.0,741.0,142.0,403.0,2.0,16.0,30.0,66.0,58.0,24.0,331.0,153.0,57.0,58.0,36.0,27.0
E01002327,1069.0,752.0,168.0,394.0,5.0,25.0,31.0,61.0,37.0,31.0,317.0,169.0,43.0,51.0,41.0,13.0
E01002328,1239.0,897.0,177.0,497.0,0.0,27.0,28.0,93.0,42.0,33.0,342.0,164.0,63.0,64.0,26.0,25.0
E01002329,1148.0,823.0,175.0,439.0,6.0,14.0,25.0,88.0,43.0,33.0,325.0,149.0,56.0,63.0,18.0,39.0
E01002330,1249.0,908.0,186.0,484.0,10.0,31.0,28.0,77.0,65.0,27.0,341.0,165.0,41.0,69.0,35.0,31.0
