LSOA21CD,All categories: Economic activity_weighted,Economically active: Total_weighted,Economically active: Employee: Part-time_weighted,Economically active: Employee: Full-time_weighted,Economically active: Self-employed with employees: Part-time_weighted,Economically active: Self-employed with employees: Full-time_weighted,Economically active: Self-employed without employees: Part-time_weighted,Economically active: Self-employed without employees: Full-time_weighted,Economically active: Unemployed_weighted,Economically active: Full-time student_weighted,Economically inactive: Total_weighted,Economically inactive: Retired_weighted,Economically inactive: Student (including full-time students)_weighted,Economically inactive: Looking after home or family_weighted,Economically inactive: Long-term sick or disabled_weighted,Economically inactive: Other_weighted
E01004046,1280.0,991.0,109.0,642.0,5.0,20.0,40.0,88.0,52.0,35.0,289.0,84.0,81.0,34.0,51.0,39.0
E01004047,1128.0,740.0,148.0,363.0,1.0,23.0,20.0,35.0,85.0,65.0,388.0,83.0,132.0,65.0,69.0,39.0
E01004048,1214.0,951.0,118.0,595.0,6.0,18.0,39.0,79.0,51.0,45.0,263.0,47.0,101.0,49.0,40.0,26.0
E01004049,1293.0,808.0,117.0,406.0,5.0,13.0,31.0,47.0,63.0,126.0,485.0,36.0,334.0,49.0,40.0,26.0
E01004050,1224.0,988.0,94.0,587.0,7.0,30.0,54.0,125.0,49.0,42.0,236.0,50.0,95.0,38.0,26.0,27.0
E01004051,1095.0,841.0,77.0,564.0,3.0,22.0,46.0,74.0,26.0,29.0,254.0,73.0,116.0,20.0,22.0,23.0
E01004052,1411.0,1115.0,114.0,722.0,3.0,32.0,55.0,117.0,49.0,23.0,296.0,80.0,89.0,41.0,52.0,34.0
E01004053,1614.0,1348.0,113.0,943.0,4.0,44.0,45.0,106.0,41.0,52.0,266.0,72.0,94.0,45.0,16.0,39.0
E01004054,1460.0,1260.0,68.0,935.0,4.0,28.0,45.0,89.0,59.0,32.0,200.0,56.0,80.0,33.0,11.0,20.0
E01004055,978.0,639.0,116.0,343.0,1.0,8.0,14.0,46.0,73.0,38.0,339.0,114.0,62.0,50.0,73.0,40.0
E01004056,1752.0,1363.0,113.0,924.0,4.0,32.0,42.0,95.0,84.0,69.0,389.0,70.0,159.0,65.0,60.0,35.0
E01004057,1253.0,975.0,119.0,635.0,4.0,17.0,28.0,75.0,63.0,34.0,278.0,74.0,74.0,50.0,48.0,32.0
E01004058,1570.0,1373.0,85.0,1014.0,5.0,22.0,49.0,107.0,43.0,48.0,197.0,39.0,95.0,32.0,9.0,22.0
E01004059,1403.0,1159.0,69.0,865.0,3.0,20.0,24.0,81.0,33.0,64.0,244.0,36.0,141.0,19.0,13.0,35.0
E01004060,1434.0,1095.0,130.0,657.0,7.0,17.0,31.0,76.0,87.0,90.0,339.0,83.0,100.0,53.0,60.0,43.0
E01004061,1428.0,1125.0,142.0,644.0,1.0,33.0,65.0,121.0,68.0,51.0,303.0,81.0,93.0,45.0,40.0,44.0
E01004062,1454.0,1050.0,138.0,611.0,13.0,23.0,36.0,78.0,86.0,65.0,404.0,90.0,88.0,73.0,83.0,70.0
E01004063,1570.0,1179.0,126.0,695.0,2.0,34.0,67.0,120.0,73.0,62.0,391.0,96.0,98.0,46.0,91.0,60.0
E01004064,1436.0,997.0,163.0,527.0,4.0,20.0,51.0,72.0,96.0,64.0,439.0,110.0,117.0,55.0,94.0,63.0
E01004065,1198.0,959.0,93.0,605.0,2.0,28.0,42.0,92.0,62.0,35.0,239.0,71.0,67.0,36.0,43.0,22.0
E01004066,1616.0,1171.0,196.0,573.0,4.0,34.0,60.0,110.0,98.0,96.0,445.0,98.0,143.0,63.0,85.0,56.0
E01004067,1641.0,1183.0,204.0,622.0,2.0,14.0,28.0,69.0,139.0,105.0,458.0,100.0,154.0,77.0,44.0,83.0
E01004068,1452.0,950.0,153.0,498.0,9.0,12.0,41.0,67.0,106.0,64.0,502.0,160.0,116.0,53.0,97.0,76.0
E01004069,989.0,732.0,111.0,390.0,11.0,53.0,55.0,78.0,18.0,16.0,257.0,91.0,78.0,56.0,9.0,23.0
E01004070,1438.0,1122.0,180.0,644.0,3.0,47.0,55.0,107.0,52.0,34.0,316.0,96.0,96.0,52.0,39.0,33.0
E01004071,1198.0,908.0,96.0,540.0,7.0,21.0,46.0,94.0,62.0,42.0,290.0,89.0,66.0,45.0,52.0,38.0
E01004072,1277.0,978.0,122.0,592.0,7.0,43.0,56.0,102.0,27.0,29.0,299.0,97.0,94.0,58.0,24.0,26.0
E01004073,1384.0,1119.0,131.0,694.0,3.0,46.0,67.0,110.0,48.0,20.0,265.0,90.0,73.0,60.0,21.0,21.0
E01004074,1291.0,972.0,113.0,527.0,6.0,67.0,91.0,102.0,31.0,35.0,319.0,105.0,110.0,77.0,12.0,15.0
E01004075,1239.0,932.0,142.0,504.0,7.0,81.0,54.0,107.0,24.0,13.0,307.0,130.0,86.0,72.0,6.0,13.0
E01004076,1068.0,818.0,161.0,470.0,1.0,16.0,21.0,68.0,52.0,29.0,250.0,99.0,47.0,50.0,33.0,21.0
E01004077,1136.0,823.0,154.0,461.0,5.0,21.0,30.0,84.0,41.0,27.0,313.0,145.0,61.0,42.0,35.0,30.0
E01004078,1182.0,926.0,154.0,554.0,4.0,18.0,29.0,72.0,67.0,28.0,256.0,90.0,51.0,53.0,40.0,22.0
E01004079,1045.0,781.0,164.0,437.0,3.0,22.0,31.0,76.0,22.0,26.0,264.0,146.0,59.0,32.0,19.0,8.0
E01004080,982.0,737.0,156.0,405.0,5.0,12.0,33.0,73.0,31.0,22.0,245.0,124.0,66.0,31.0,12.0,12.0
E01004081,1070.0,841.0,161.0,503.0,6.0,15.0,30.0,61.0,41.0,24.0,229.0,100.0,41.0,47.0,28.0,13.0
E01004082,1045.0,799.0,151.0,488.0,8.0,15.0,14.0,61.0,32.0,30.0,246.0,123.0,56.0,38.0,13.0,16.0
E01004083,1022.0,660.0,147.0,349.0,9.0,7.0,17.0,34.0,67.0,30.0,362.0,115.0,66.0,70.0,84.0,27.0
E01004084,1091.0,766.0,124.0,404.0,8.0,42.0,36.0,76.0,35.0,41.0,325.0,183.0,56.0,40.0,16.0,30.0
E01004085,1184.0,857.0,162.0,452.0,8.0,39.0,62.0,60.0,39.0,35.0,327.0,176.0,66.0,43.0,16.0,26.0
E01004086,1186.0,860.0,170.0,490.0,3.0,18.0,33.0,66.0,45.0,35.0,326.0,148.0,69.0,49.0,31.0,29.0
E01004087,1106.0,776.0,157.0,392.0,5.0,45.0,40.0,68.0,35.0,34.0,330.0,200.0,51.0,45.0,23.0,11.0
E01004088,1250.0,818.0,163.0,432.0,5.0,6.0,19.0,38.0,113.0,42.0,432.0,104.0,87.0,99.0,89.0,53.0
E01004089,880.0,598.0,111.0,323.0,2.0,7.0,30.0,37.0,56.0,32.0,282.0,69.0,52.0,77.0,55.0,29.0
E01004090,831.0,536.0,98.0,304.0,2.0,4.0,18.0,34.0,59.0,17.0,295.0,86.0,46.0,56.0,76.0,31.0
E01004091,971.0,687.0,140.0,355.0,10.0,30.0,41.0,59.0,23.0,29.0,284.0,178.0,50.0,31.0,14.0,11.0
E01004092,1098.0,769.0,128.0,423.0,9.0,41.0,44.0,61.0,26.0,37.0,329.0,178.0,73.0,46.0,11.0,21.0
E01004093,1105.0,827.0,135.0,510.0,9.0,24.0,36.0,59.0,29.0,25.0,278.0,167.0,44.0,49.0,8.0,10.0
E01004094,1199.0,966.0,173.0,562.0,5.0,20.0,39.0,99.0,25.0,43.0,233.0,105.0,52.0,44.0,17.0,15.0
E01004095,1159.0,857.0,120.0,542.0,7.0,31.0,32.0,65.0,35.0,25.0,302.0,188.0,35.0,39.0,14.0,26.0
E01004096,1102.0,847.0,110.0,575.0,3.0,15.0,22.0,70.0,30.0,22.0,255.0,107.0,38.0,52.0,34.0,24.0
E01004097,1237.0,984.0,164.0,574.0,3.0,19.0,46.0,96.0,39.0,43.0,253.0,110.0,58.0,49.0,19.0,17.0
E01004098,897.0,679.0,115.0,394.0,3.0,11.0,45.0,57.0,29.0,25.0,218.0,98.0,44.0,32.0,32.0,12.0
E01004099,1084.0,862.0,95.0,571.0,6.0,9.0,39.0,78.0,40.0,24.0,222.0,102.0,34.0,41.0,32.0,13.0
E01004100,990.0,736.0,149.0,395.0,8.0,19.0,28.0,72.0,29.0,36.0,254.0,146.0,46.0,36.0,18.0,8.0
E01004101,993.0,728.0,136.0,422.0,0.0,19.0,25.0,64.0,35.0,27.0,265.0,149.0,52.0,34.0,11.0,19.0
E01004102,1000.0,768.0,124.0,446.0,3.0,26.0,38.0,67.0,42.0,22.0,232.0,102.0,37.0,28.0,48.0,17.0
E01004103,1238.0,1012.0,143.0,648.0,6.0,14.0,43.0,70.0,54.0,34.0,226.0,88.0,41.0,47.0,24.0,26.0
E01004104,1084.0,785.0,190.0,408.0,4.0,26.0,37.0,62.0,27.0,31.0,299.0,181.0,48.0,30.0,25.0,15.0
E01004105,1332.0,1019.0,203.0,556.0,5.0,36.0,38.0,92.0,43.0,46.0,313.0,161.0,68.0,60.0,17.0,7.0
E01004106,1155.0,818.0,184.0,394.0,13.0,48.0,48.0,72.0,20.0,39.0,337.0,184.0,77.0,49.0,8.0,19.0
E01004107,1103.0,825.0,159.0,468.0,4.0,27.0,31.0,55.0,41.0,40.0,278.0,117.0,46.0,58.0,38.0,19.0
E01004108,1160.0,880.0,158.0,463.0,9.0,42.0,60.0,86.0,29.0,33.0,280.0,120.0,63.0,58.0,24.0,15.0
E01004109,1170.0,838.0,150.0,472.0,1.0,30.0,31.0,71.0,48.0,35.0,332.0,154.0,53.0,50.0,50.0,25.0
E01004110,1343.0,1027.0,164.0,595.0,5.0,30.0,47.0,97.0,57.0,32.0,316.0,134.0,57.0,59.0,38.0,28.0
E01004111,1027.0,775.0,160.0,441.0,10.0,24.0,21.0,58.0,25.0,36.0,252.0,122.0,42.0,63.0,14.0,11.0
E01004112,1141.0,834.0,168.0,452.0,3.0,47.0,39.0,81.0,19.0,25.0,307.0,173.0,50.0,49.0,7.0,28.0
E01004114,1212.0,799.0,173.0,346.0,9.0,94.0,63.0,72.0,21.0,21.0,413.0,232.0,69.0,66.0,26.0,20.0
E01004115,1239.0,940.0,178.0,540.0,5.0,26.0,40.0,86.0,29.0,36.0,299.0,136.0,61.0,54.0,30.0,18.0
E01004116,1077.0,772.0,151.0,415.0,5.0,30.0,30.0,76.0,31.0,34.0,305.0,176.0,49.0,51.0,14.0,15.0
E01004117,1069.0,835.0,168.0,467.0,4.0,24.0,34.0,84.0,20.0,34.0,234.0,112.0,58.0,43.0,8.0,13.0
E01004118,1226.0,914.0,173.0,516.0,9.0,23.0,35.0,72.0,40.0,46.0,312.0,165.0,51.0,53.0,27.0,16.0
E01004119,1060.0,843.0,180.0,435.0,5.0,23.0,43.0,82.0,33.0,42.0,217.0,107.0,58.0,36.0,7.0,9.0
E01004120,1133.0,844.0,196.0,430.0,1.0,21.0,36.0,87.0,20.0,53.0,289.0,150.0,61.0,53.0,10.0,15.0
E01004121,1153.0,887.0,158.0,508.0,6.0,16.0,38.0,76.0,45.0,40.0,266.0,131.0,35.0,56.0,26.0,18.0
E01004122,1003.0,758.0,141.0,413.0,7.0,24.0,25.0,88.0,32.0,28.0,245.0,140.0,50.0,39.0,10.0,6.0
E01004123,1550.0,1155.0,202.0,622.0,1.0,23.0,37.0,85.0,106.0,79.0,395.0,95.0,105.0,78.0,71.0,46.0
E01004124,1294.0,958.0,182.0,515.0,1.0,22.0,33.0,71.0,89.0,45.0,336.0,101.0,71.0,82.0,50.0,32.0
E01004125,1088.0,765.0,155.0,442.0,1.0,8.0,24.0,42.0,47.0,46.0,323.0,88.0,69.0,68.0,63.0,35.0
E01004126,1024.0,717.0,130.0,431.0,5.0,9.0,14.0,39.0,50.0,39.0,307.0,78.0,64.0,73.0,62.0,30.0
E01004127,1157.0,850.0,168.0,489.0,3.0,17.0,24.0,57.0,49.0,43.0,307.0,106.0,59.0,75.0,44.0,23.0
E01004128,1088.0,806.0,156.0,455.0,4.0,9.0,25.0,60.0,52.0,45.0,282.0,87.0,51.0,61.0,64.0,19.0
E01004129,1243.0,854.0,162.0,472.0,3.0,17.0,21.0,58.0,84.0,37.0,389.0,135.0,64.0,73.0,84.0,33.0
E01004130,1170.0,877.0,204.0,490.0,7.0,14.0,25.0,68.0,44.0,25.0,293.0,163.0,60.0,30.0,21.0,19.0
E01004131,1164.0,867.0,197.0,448.0,3.0,27.0,33.0,76.0,33.0,50.0,297.0,122.0,81.0,46.0,21.0,27.0
E01004132,1073.0,842.0,201.0,452.0,6.0,23.0,32.0,64.0,28.0,36.0,231.0,114.0,46.0,40.0,18.0,13.0
E01004133,1054.0,804.0,195.0,414.0,3.0,19.0,29.0,87.0,20.0,37.0,250.0,117.0,53.0,44.0,20.0,16.0
E01004134,1069.0,814.0,158.0,446.0,8.0,31.0,41.0,65.0,32.0,33.0,255.0,105.0,56.0,49.0,23.0,22.0
E01004135,1081.0,796.0,173.0,419.0,5.0,19.0,36.0,72.0,31.0,41.0,285.0,138.0,59.0,40.0,26.0,22.0
E01004136,1172.0,860.0,167.0,468.0,5.0,26.0,30.0,88.0,19.0,57.0,312.0,159.0,50.0,46.0,40.0,17.0
E01004137,1156.0,945.0,116.0,629.0,3.0,13.0,31.0,78.0,53.0,22.0,211.0,84.0,31.0,49.0,33.0,14.0
E01004138,1195.0,948.0,123.0,590.0,2.0,17.0,41.0,81.0,65.0,29.0,247.0,90.0,45.0,54.0,32.0,26.0
E01004139,1038.0,824.0,118.0,475.0,4.0,23.0,41.0,89.0,48.0,26.0,214.0,81.0,45.0,45.0,20.0,23.0
E01004140,1130.0,806.0,133.0,458.0,5.0,8.0,36.0,63.0,69.0,34.0,324.0,96.0,57.0,46.0,74.0,51.0
E01004141,1137.0,844.0,125.0,502.0,7.0,17.0,30.0,64.0,60.0,39.0,293.0,102.0,58.0,50.0,48.0,35.0
E01004143,1074.0,846.0,149.0,489.0,6.0,13.0,30.0,77.0,58.0,24.0,228.0,102.0,42.0,39.0,34.0,11.0
E01004144,1196.0,895.0,165.0,507.0,5.0,27.0,36.0,70.0,38.0,47.0,301.0,155.0,54.0,49.0,18.0,25.0
E01004145,1543.0,1175.0,214.0,696.0,5.0,27.0,38.0,88.0,54.0,53.0,368.0,155.0,83.0,69.0,32.0,29.0
E01004146,1184.0,883.0,164.0,502.0,4.0,13.0,31.0,89.0,39.0,41.0,301.0,136.0,58.0,56.0,26.0,25.0
E01004147,1127.0,794.0,173.0,449.0,3.0,16.0,27.0,56.0,37.0,33.0,333.0,176.0,58.0,41.0,27.0,31.0
E01004148,1100.0,796.0,180.0,430.0,0.0,19.0,31.0,62.0,51.0,23.0,304.0,109.0,67.0,79.0,32.0,17.0
E01004149,1241.0,893.0,144.0,515.0,4.0,28.0,36.0,77.0,60.0,29.0,348.0,212.0,37.0,54.0,19.0,26.0
E01004150,1137.0,863.0,105.0,598.0,2.0,16.0,22.0,54.0,43.0,23.0,274.0,124.0,34.0,39.0,54.0,23.0
E01004151,1313.0,1030.0,123.0,690.0,7.0,29.0,41.0,67.0,43.0,30.0,283.0,98.0,40.0,47.0,59.0,39.0
E01004152,1137.0,868.0,98.0,577.0,6.0,14.0,36.0,63.0,50.0,24.0,269.0,119.0,40.0,43.0,38.0,29.0
E01004153,1297.0,977.0,106.0,653.0,6.0,16.0,37.0,77.0,52.0,30.0,320.0,128.0,44.0,67.0,43.0,38.0
E01004154,1056.0,744.0,144.0,423.0,6.0,35.0,36.0,51.0,22.0,27.0,312.0,184.0,60.0,38.0,20.0,10.0
E01004155,1212.0,990.0,116.0,679.0,2.0,12.0,28.0,86.0,43.0,24.0,222.0,95.0,32.0,44.0,19.0,32.0
E01004156,1295.0,1011.0,116.0,678.0,7.0,20.0,41.0,76.0,49.0,24.0,284.0,116.0,42.0,53.0,39.0,34.0
E01004157,927.0,685.0,131.0,363.0,2.0,29.0,35.0,71.0,23.0,31.0,242.0,118.0,53.0,42.0,12.0,17.0
E01004158,1124.0,883.0,120.0,554.0,9.0,22.0,37.0,73.0,39.0,29.0,241.0,102.0,46.0,41.0,26.0,26.0
E01004159,1121.0,851.0,169.0,481.0,3.0,21.0,33.0,74.0,33.0,37.0,270.0,143.0,52.0,39.0,24.0,12.0
E01004160,1188.0,958.0,134.0,586.0,4.0,19.0,40.0,93.0,49.0,33.0,230.0,97.0,45.0,51.0,18.0,19.0
E01004161,1076.0,882.0,154.0,524.0,3.0,25.0,36.0,84.0,30.0,26.0,194.0,98.0,23.0,45.0,16.0,12.0
E01004162,1157.0,884.0,116.0,591.0,5.0,14.0,32.0,49.0,50.0,27.0,273.0,115.0,53.0,51.0,33.0,21.0
E01004163,1147.0,864.0,143.0,509.0,9.0,17.0,33.0,82.0,41.0,30.0,283.0,147.0,50.0,42.0,23.0,21.0
E01004164,1136.0,880.0,169.0,533.0,1.0,17.0,20.0,72.0,38.0,30.0,256.0,145.0,33.0,39.0,19.0,20.0
E01004165,1256.0,987.0,163.0,592.0,8.0,18.0,29.0,80.0,55.0,42.0,269.0,99.0,51.0,61.0,42.0,16.0
E01004166,1081.0,871.0,131.0,547.0,2.0,13.0,20.0,77.0,43.0,38.0,210.0,96.0,41.0,30.0,25.0,18.0
E01004167,947.0,669.0,119.0,357.0,3.0,8.0,18.0,69.0,58.0,37.0,278.0,113.0,55.0,61.0,35.0,14.0
E01004168,1167.0,905.0,180.0,488.0,4.0,28.0,38.0,86.0,34.0,47.0,262.0,143.0,51.0,32.0,21.0,15.0
E01004169,820.0,631.0,101.0,374.0,4.0,9.0,20.0,47.0,52.0,24.0,189.0,60.0,34.0,50.0,19.0,26.0
E01004170,1336.0,1042.0,170.0,640.0,13.0,28.0,34.0,69.0,47.0,41.0,294.0,151.0,53.0,44.0,28.0,18.0
E01004171,1064.0,794.0,159.0,431.0,11.0,28.0,34.0,67.0,25.0,39.0,270.0,156.0,52.0,36.0,11.0,15.0
E01004172,1172.0,837.0,142.0,518.0,2.0,8.0,21.0,63.0,60.0,23.0,335.0,127.0,49.0,83.0,43.0,33.0
E01004173,1015.0,768.0,147.0,428.0,0.0,15.0,39.0,63.0,51.0,25.0,247.0,116.0,46.0,41.0,32.0,12.0
E01004174,1060.0,814.0,112.0,514.0,3.0,18.0,39.0,68.0,35.0,25.0,246.0,96.0,51.0,45.0,35.0,19.0
E01004175,1192.0,906.0,174.0,542.0,5.0,18.0,27.0,69.0,44.0,27.0,286.0,122.0,59.0,43.0,48.0,14.0
E01004176,1073.0,857.0,152.0,533.0,3.0,6.0,28.0,66.0,47.0,22.0,216.0,87.0,49.0,45.0,23.0,12.0
E01004177,1123.0,796.0,128.0,463.0,4.0,23.0,33.0,62.0,60.0,23.0,327.0,146.0,45.0,51.0,59.0,26.0
E01004178,1497.0,1139.0,186.0,713.0,3.0,24.0,40.0,83.0,54.0,36.0,358.0,166.0,60.0,55.0,41.0,36.0
E01004179,1164.0,886.0,166.0,495.0,3.0,20.0,41.0,92.0,41.0,28.0,278.0,136.0,59.0,53.0,15.0,15.0
E01004180,1248.0,894.0,186.0,426.0,12.0,32.0,56.0,90.0,36.0,56.0,354.0,202.0,60.0,42.0,30.0,20.0
E01004181,1234.0,908.0,144.0,560.0,3.0,29.0,24.0,80.0,46.0,22.0,326.0,149.0,43.0,43.0,60.0,31.0
E01004182,1077.0,790.0,165.0,411.0,6.0,19.0,24.0,48.0,74.0,43.0,287.0,93.0,49.0,61.0,62.0,22.0
E01004183,1223.0,916.0,179.0,504.0,3.0,15.0,15.0,60.0,81.0,59.0,307.0,90.0,71.0,59.0,61.0,26.0
E01004184,1071.0,751.0,144.0,400.0,5.0,7.0,23.0,61.0,71.0,40.0,320.0,90.0,69.0,80.0,59.0,22.0
E01004185,1047.0,728.0,148.0,379.0,6.0,11.0,17.0,48.0,72.0,47.0,319.0,58.0,66.0,65.0,85.0,45.0
E01004186,1325.0,1111.0,147.0,734.0,4.0,14.0,36.0,79.0,54.0,43.0,214.0,74.0,42.0,54.0,20.0,24.0
E01004187,1124.0,845.0,162.0,456.0,3.0,18.0,29.0,81.0,57.0,39.0,279.0,110.0,54.0,55.0,47.0,13.0
E01004189,1313.0,954.0,191.0,543.0,1.0,15.0,22.0,77.0,70.0,35.0,359.0,110.0,66.0,76.0,81.0,26.0
E01004190,1038.0,755.0,145.0,415.0,6.0,16.0,34.0,75.0,17.0,47.0,283.0,160.0,54.0,43.0,14.0,12.0
E01004191,1182.0,876.0,170.0,498.0,6.0,26.0,32.0,76.0,41.0,27.0,306.0,158.0,49.0,59.0,19.0,21.0
E01004192,1441.0,1150.0,162.0,719.0,5.0,19.0,41.0,113.0,59.0,32.0,291.0,116.0,59.0,74.0,19.0,23.0
E01004193,1625.0,1305.0,210.0,810.0,7.0,32.0,42.0,95.0,67.0,42.0,320.0,99.0,42.0,119.0,19.0,41.0
E01004194,995.0,792.0,149.0,475.0,1.0,16.0,16.0,76.0,35.0,24.0,203.0,118.0,23.0,31.0,16.0,15.0
E01004195,1192.0,899.0,151.0,528.0,4.0,19.0,36.0,88.0,37.0,36.0,293.0,138.0,57.0,47.0,29.0,22.0
E01004196,1076.0,786.0,134.0,457.0,7.0,19.0,20.0,77.0,43.0,29.0,290.0,163.0,49.0,44.0,16.0,18.0
E01004198,1159.0,757.0,130.0,379.0,9.0,10.0,26.0,48.0,103.0,52.0,402.0,92.0,82.0,86.0,83.0,59.0
E01004199,1107.0,656.0,144.0,292.0,10.0,9.0,26.0,37.0,90.0,48.0,451.0,83.0,103.0,116.0,67.0,82.0
E01004200,1380.0,1030.0,92.0,541.0,4.0,15.0,27.0,126.0,54.0,171.0,350.0,25.0,210.0,43.0,41.0,31.0
E01004201,1184.0,842.0,133.0,456.0,3.0,19.0,46.0,58.0,86.0,41.0,342.0,62.0,101.0,70.0,71.0,38.0
E01004202,1406.0,1099.0,119.0,607.0,5.0,31.0,43.0,138.0,78.0,78.0,307.0,53.0,85.0,80.0,47.0,42.0
E01004203,1424.0,1067.0,138.0,640.0,7.0,14.0,31.0,90.0,70.0,77.0,357.0,80.0,106.0,74.0,56.0,41.0
E01004204,1145.0,706.0,100.0,347.0,14.0,3.0,25.0,61.0,97.0,59.0,439.0,88.0,107.0,98.0,87.0,59.0
E01004205,1541.0,930.0,212.0,344.0,8.0,8.0,33.0,47.0,149.0,129.0,611.0,78.0,160.0,181.0,112.0,80.0
E01004206,1131.0,644.0,132.0,290.0,5.0,8.0,19.0,16.0,83.0,91.0,487.0,83.0,133.0,97.0,106.0,68.0
E01004207,1100.0,671.0,122.0,309.0,4.0,12.0,18.0,41.0,62.0,103.0,429.0,57.0,187.0,76.0,72.0,37.0
E01004208,1721.0,1220.0,129.0,719.0,3.0,18.0,42.0,94.0,94.0,121.0,501.0,39.0,284.0,64.0,63.0,51.0
E01004209,951.0,585.0,122.0,268.0,4.0,4.0,18.0,29.0,88.0,52.0,366.0,48.0,84.0,111.0,50.0,73.0
E01004211,1307.0,999.0,111.0,580.0,5.0,24.0,30.0,105.0,82.0,62.0,308.0,37.0,111.0,48.0,55.0,57.0
E01004212,1451.0,830.0,120.0,421.0,4.0,5.0,31.0,76.0,70.0,103.0,621.0,51.0,366.0,84.0,73.0,47.0
E01004214,1163.0,719.0,152.0,303.0,1.0,13.0,35.0,39.0,105.0,71.0,444.0,83.0,84.0,116.0,108.0,53.0
E01004216,1309.0,1020.0,95.0,688.0,3.0,18.0,26.0,79.0,58.0,53.0,289.0,58.0,114.0,62.0,26.0,29.0
E01004217,1347.0,980.0,131.0,618.0,1.0,16.0,37.0,54.0,75.0,48.0,367.0,96.0,77.0,79.0,73.0,42.0
E01004218,1424.0,1075.0,103.0,684.0,4.0,30.0,31.0,100.0,71.0,52.0,349.0,83.0,119.0,71.0,38.0,38.0
E01004219,1722.0,1182.0,191.0,671.0,15.0,10.0,30.0,47.0,149.0,69.0,540.0,75.0,162.0,161.0,59.0,83.0
E01004221,1537.0,1204.0,118.0,788.0,8.0,22.0,33.0,94.0,90.0,51.0,333.0,58.0,114.0,70.0,53.0,38.0
E01004222,1797.0,1121.0,194.0,556.0,9.0,17.0,30.0,76.0,152.0,87.0,676.0,173.0,153.0,147.0,133.0,70.0
E01004223,1537.0,1058.0,165.0,567.0,7.0,23.0,38.0,89.0,109.0,60.0,479.0,127.0,89.0,100.0,100.0,63.0
E01004226,1264.0,891.0,177.0,453.0,5.0,16.0,20.0,40.0,97.0,83.0,373.0,64.0,104.0,92.0,64.0,49.0
E01004228,1493.0,1120.0,123.0,677.0,5.0,25.0,47.0,111.0,84.0,48.0,373.0,120.0,98.0,54.0,71.0,30.0
E01004229,1151.0,800.0,131.0,420.0,3.0,12.0,24.0,41.0,79.0,90.0,351.0,64.0,118.0,88.0,43.0,38.0
E01004230,1600.0,1109.0,139.0,648.0,7.0,26.0,44.0,64.0,111.0,70.0,491.0,97.0,150.0,96.0,90.0,58.0
E01004231,1249.0,799.0,167.0,356.0,5.0,16.0,22.0,48.0,92.0,93.0,450.0,67.0,137.0,115.0,69.0,62.0
E01004232,1419.0,1053.0,99.0,657.0,4.0,27.0,29.0,89.0,63.0,85.0,366.0,61.0,179.0,49.0,35.0,42.0
E01004233,1299.0,843.0,139.0,414.0,15.0,16.0,35.0,62.0,102.0,60.0,456.0,117.0,102.0,111.0,76.0,50.0
E01004234,1780.0,1373.0,165.0,822.0,13.0,30.0,51.0,144.0,65.0,83.0,407.0,97.0,158.0,67.0,50.0,35.0
E01004235,935.0,600.0,152.0,242.0,4.0,7.0,16.0,22.0,85.0,72.0,335.0,55.0,76.0,101.0,50.0,53.0
E01004236,1147.0,680.0,144.0,248.0,4.0,13.0,20.0,43.0,111.0,97.0,467.0,54.0,131.0,146.0,72.0,64.0
E01004237,856.0,603.0,97.0,328.0,6.0,4.0,14.0,38.0,68.0,48.0,253.0,43.0,79.0,65.0,28.0,38.0
E01004239,1152.0,732.0,154.0,316.0,7.0,17.0,22.0,33.0,109.0,74.0,420.0,89.0,103.0,113.0,68.0,47.0
E01004240,1226.0,755.0,156.0,344.0,14.0,10.0,19.0,38.0,97.0,77.0,471.0,70.0,131.0,123.0,85.0,62.0
E01004241,1124.0,676.0,160.0,260.0,14.0,10.0,23.0,18.0,116.0,75.0,448.0,70.0,135.0,117.0,78.0,48.0
E01004243,1212.0,737.0,161.0,290.0,5.0,15.0,30.0,45.0,101.0,90.0,475.0,65.0,96.0,138.0,96.0,80.0
E01004244,1264.0,749.0,167.0,323.0,8.0,10.0,16.0,39.0,137.0,49.0,515.0,104.0,121.0,117.0,104.0,69.0
E01004245,988.0,549.0,117.0,208.0,16.0,6.0,22.0,21.0,100.0,59.0,439.0,37.0,119.0,139.0,68.0,76.0
E01004247,1383.0,871.0,165.0,383.0,6.0,12.0,25.0,45.0,142.0,93.0,512.0,70.0,133.0,147.0,82.0,80.0
E01004248,839.0,495.0,104.0,193.0,5.0,7.0,16.0,25.0,92.0,53.0,344.0,48.0,75.0,109.0,69.0,43.0
E01004249,1429.0,903.0,194.0,371.0,7.0,18.0,42.0,58.0,148.0,65.0,526.0,76.0,117.0,146.0,98.0,89.0
E01004251,1471.0,953.0,184.0,450.0,14.0,15.0,35.0,47.0,123.0,85.0,518.0,87.0,115.0,145.0,88.0,83.0
E01004255,1224.0,812.0,141.0,428.0,12.0,7.0,23.0,45.0,103.0,53.0,412.0,40.0,93.0,116.0,92.0,71.0
E01004256,1224.0,766.0,163.0,363.0,3.0,7.0,24.0,36.0,88.0,82.0,458.0,78.0,96.0,136.0,91.0,57.0
E01004257,1258.0,822.0,183.0,335.0,7.0,13.0,17.0,46.0,138.0,83.0,436.0,59.0,123.0,136.0,61.0,57.0
E01004258,1231.0,942.0,77.0,626.0,2.0,31.0,34.0,88.0,50.0,34.0,289.0,77.0,70.0,68.0,37.0,37.0
