LSOA11CD,Borough,All categories: Distance travelled to work,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Work mainly at or from home,Other,Total distance (km),Average distance (km)
E01001052,Croydon ,494,71.0,30.0,170.0,122.0,29.0,5.0,4.0,10.0,17.0,36.0,5976.1,13.6
E01001053,Croydon ,633,98.0,39.0,201.0,124.0,40.0,13.0,4.0,13.0,35.0,66.0,7542.1,14.2
E01001054,Croydon ,646,69.0,50.0,208.0,142.0,48.0,9.0,8.0,17.0,29.0,66.0,9886.5,17.9
E01001055,Croydon ,631,95.0,55.0,217.0,90.0,30.0,10.0,5.0,18.0,39.0,72.0,7487.1,14.4
E01001056,Croydon ,558,73.0,37.0,196.0,117.0,30.0,10.0,1.0,12.0,25.0,57.0,7065.0,14.8
E01001057,Croydon ,516,61.0,41.0,182.0,99.0,40.0,6.0,9.0,6.0,23.0,49.0,5261.2,11.8
E01001058,Croydon ,660,66.0,65.0,181.0,156.0,49.0,9.0,8.0,12.0,53.0,61.0,7999.5,14.7
E01001059,Croydon ,770,65.0,130.0,173.0,181.0,63.0,14.0,6.0,20.0,50.0,68.0,11351.3,17.4
E01001060,Croydon ,834,73.0,86.0,254.0,189.0,59.0,11.0,7.0,16.0,59.0,80.0,10585.9,15.2
E01001061,Croydon ,776,65.0,149.0,185.0,176.0,44.0,9.0,6.0,8.0,40.0,94.0,7816.0,12.2
E01001062,Croydon ,771,77.0,170.0,90.0,216.0,30.0,10.0,7.0,10.0,94.0,67.0,7818.6,12.8
E01001063,Croydon ,810,69.0,162.0,92.0,250.0,32.0,13.0,9.0,18.0,98.0,67.0,9464.6,14.7
E01001064,Croydon ,748,43.0,123.0,136.0,209.0,35.0,9.0,2.0,11.0,115.0,65.0,8131.7,14.3
E01001065,Croydon ,737,68.0,111.0,174.0,189.0,46.0,10.0,2.0,8.0,62.0,67.0,8357.7,13.7
E01001066,Croydon ,525,49.0,120.0,109.0,99.0,30.0,10.0,3.0,6.0,39.0,60.0,4824.0,11.3
E01001067,Croydon ,829,74.0,66.0,122.0,134.0,166.0,20.0,13.0,15.0,131.0,88.0,11501.2,18.9
E01001068,Croydon ,956,68.0,134.0,156.0,167.0,182.0,14.0,10.0,17.0,104.0,104.0,13082.5,17.5
E01001069,Croydon ,667,64.0,67.0,128.0,117.0,125.0,8.0,4.0,12.0,79.0,63.0,8027.3,15.3
E01001070,Croydon ,754,69.0,80.0,146.0,123.0,141.0,16.0,8.0,8.0,93.0,70.0,8439.9,14.3
E01001071,Croydon ,1019,88.0,168.0,177.0,155.0,189.0,18.0,10.0,12.0,85.0,117.0,12793.1,15.7
E01001072,Croydon ,663,35.0,74.0,108.0,82.0,156.0,8.0,9.0,17.0,111.0,63.0,9124.2,18.7
E01001073,Croydon ,771,76.0,95.0,128.0,160.0,134.0,11.0,9.0,8.0,82.0,68.0,8613.4,13.9
E01001074,Croydon ,1000,105.0,79.0,207.0,212.0,179.0,12.0,11.0,13.0,85.0,97.0,11330.6,13.9
E01001075,Croydon ,781,66.0,77.0,132.0,146.0,180.0,13.0,6.0,7.0,77.0,77.0,9509.5,15.2
E01001076,Croydon ,642,92.0,43.0,185.0,116.0,51.0,6.0,5.0,22.0,45.0,77.0,9819.7,18.9
E01001077,Croydon ,718,79.0,38.0,228.0,135.0,60.0,12.0,4.0,13.0,58.0,91.0,8380.8,14.7
E01001078,Croydon ,594,80.0,47.0,173.0,110.0,41.0,8.0,6.0,19.0,39.0,71.0,8269.9,17.1
E01001079,Croydon ,668,92.0,54.0,193.0,114.0,73.0,11.0,7.0,19.0,35.0,70.0,9103.4,16.2
E01001080,Croydon ,536,49.0,37.0,186.0,101.0,45.0,8.0,7.0,17.0,37.0,49.0,8179.7,18.2
E01001081,Croydon ,546,83.0,39.0,162.0,93.0,49.0,6.0,8.0,8.0,35.0,63.0,6570.0,14.7
E01001082,Croydon ,674,101.0,45.0,215.0,118.0,41.0,11.0,2.0,17.0,39.0,85.0,8590.5,15.6
E01001083,Croydon ,742,82.0,125.0,208.0,142.0,23.0,2.0,3.0,11.0,58.0,88.0,6815.2,11.4
E01001084,Croydon ,868,74.0,120.0,199.0,254.0,18.0,6.0,5.0,13.0,112.0,67.0,8481.9,12.3
E01001085,Croydon ,723,56.0,111.0,166.0,183.0,21.0,4.0,2.0,12.0,64.0,104.0,6967.7,12.6
E01001086,Croydon ,853,76.0,155.0,146.0,234.0,30.0,11.0,8.0,10.0,86.0,97.0,8291.9,12.4
E01001087,Croydon ,1094,94.0,168.0,207.0,323.0,26.0,5.0,5.0,14.0,93.0,159.0,9837.8,11.7
E01001088,Croydon ,802,59.0,164.0,176.0,213.0,20.0,10.0,5.0,5.0,64.0,86.0,7493.8,11.5
E01001089,Croydon ,776,65.0,140.0,157.0,195.0,17.0,7.0,3.0,12.0,46.0,134.0,6841.6,11.5
E01001090,Croydon ,1056,92.0,186.0,188.0,314.0,25.0,4.0,14.0,10.0,88.0,135.0,9042.6,10.9
E01001091,Croydon ,777,61.0,144.0,141.0,215.0,18.0,3.0,6.0,12.0,76.0,101.0,7386.7,12.3
E01001092,Croydon ,736,80.0,90.0,83.0,228.0,59.0,9.0,6.0,12.0,116.0,53.0,9395.1,16.6
E01001093,Croydon ,854,101.0,179.0,84.0,260.0,52.0,17.0,4.0,13.0,71.0,73.0,9528.2,13.4
E01001094,Croydon ,730,46.0,102.0,119.0,177.0,66.0,11.0,7.0,13.0,130.0,59.0,8639.6,16.0
E01001095,Croydon ,812,87.0,124.0,97.0,270.0,61.0,9.0,2.0,14.0,67.0,81.0,9771.8,14.7
E01001096,Croydon ,771,73.0,109.0,96.0,228.0,69.0,15.0,6.0,12.0,108.0,55.0,9501.7,15.6
E01001097,Croydon ,1144,107.0,142.0,132.0,328.0,188.0,16.0,15.0,12.0,103.0,101.0,13993.6,14.9
E01001098,Croydon ,735,59.0,95.0,74.0,202.0,129.0,12.0,6.0,14.0,101.0,43.0,10816.9,18.3
E01001099,Croydon ,732,86.0,94.0,92.0,172.0,129.0,10.0,11.0,8.0,52.0,78.0,8625.8,14.3
E01001100,Croydon ,794,66.0,143.0,60.0,291.0,55.0,8.0,5.0,13.0,79.0,74.0,10073.9,15.7
E01001101,Croydon ,720,80.0,122.0,95.0,151.0,97.0,16.0,9.0,7.0,85.0,58.0,8065.0,14.0
E01001102,Croydon ,657,66.0,109.0,94.0,145.0,68.0,5.0,8.0,8.0,87.0,67.0,6652.5,13.2
E01001103,Croydon ,741,75.0,107.0,151.0,119.0,90.0,4.0,11.0,15.0,96.0,73.0,8262.7,14.4
E01001104,Croydon ,876,83.0,117.0,148.0,158.0,172.0,10.0,16.0,10.0,89.0,73.0,10209.9,14.3
E01001105,Croydon ,800,79.0,115.0,187.0,127.0,88.0,11.0,6.0,10.0,75.0,102.0,8055.8,12.9
E01001106,Croydon ,714,70.0,83.0,157.0,125.0,79.0,19.0,6.0,5.0,87.0,83.0,6693.1,12.3
E01001107,Croydon ,804,68.0,131.0,92.0,284.0,55.0,6.0,6.0,8.0,98.0,56.0,9263.3,14.3
E01001108,Croydon ,837,72.0,147.0,102.0,237.0,73.0,6.0,14.0,10.0,113.0,63.0,9141.3,13.8
E01001109,Croydon ,821,155.0,92.0,125.0,225.0,25.0,6.0,5.0,19.0,75.0,94.0,8700.0,13.3
E01001110,Croydon ,874,205.0,65.0,99.0,276.0,45.0,9.0,3.0,17.0,80.0,75.0,9701.1,13.5
E01001111,Croydon ,760,92.0,101.0,151.0,226.0,35.0,4.0,3.0,14.0,44.0,90.0,7512.8,12.0
E01001112,Croydon ,764,87.0,136.0,128.0,232.0,28.0,5.0,2.0,11.0,39.0,96.0,6894.5,11.0
E01001113,Croydon ,859,110.0,98.0,160.0,263.0,35.0,8.0,10.0,10.0,68.0,97.0,8176.3,11.8
E01001114,Croydon ,567,88.0,84.0,97.0,158.0,13.0,12.0,2.0,8.0,45.0,60.0,5460.8,11.8
E01001115,Croydon ,642,151.0,84.0,101.0,141.0,19.0,7.0,3.0,12.0,65.0,59.0,5464.3,10.5
E01001116,Croydon ,625,119.0,75.0,109.0,174.0,32.0,8.0,3.0,8.0,34.0,63.0,5924.8,11.2
E01001117,Croydon ,1295,283.0,117.0,229.0,335.0,49.0,14.0,14.0,30.0,99.0,125.0,14371.7,13.4
E01001118,Croydon ,753,157.0,88.0,118.0,196.0,30.0,2.0,5.0,10.0,62.0,85.0,6450.4,10.6
E01001119,Croydon ,831,83.0,133.0,180.0,175.0,61.0,10.0,7.0,14.0,87.0,81.0,9816.2,14.8
E01001120,Croydon ,685,58.0,144.0,101.0,165.0,46.0,10.0,8.0,12.0,64.0,77.0,8575.0,15.8
E01001121,Croydon ,685,69.0,83.0,139.0,132.0,61.0,8.0,5.0,10.0,123.0,55.0,7315.8,14.4
E01001122,Croydon ,824,68.0,165.0,81.0,241.0,44.0,10.0,7.0,9.0,129.0,70.0,8230.7,13.2
E01001123,Croydon ,708,50.0,175.0,88.0,200.0,36.0,11.0,5.0,5.0,79.0,59.0,7258.0,12.7
E01001124,Croydon ,772,68.0,136.0,120.0,171.0,64.0,13.0,7.0,9.0,116.0,68.0,8180.8,13.9
E01001125,Croydon ,837,83.0,171.0,129.0,210.0,49.0,16.0,6.0,16.0,81.0,76.0,10092.9,14.8
E01001126,Croydon ,733,65.0,167.0,130.0,155.0,54.0,11.0,4.0,7.0,77.0,63.0,7359.5,12.4
E01001127,Croydon ,833,88.0,156.0,153.0,220.0,36.0,8.0,4.0,20.0,75.0,73.0,9966.0,14.5
E01001128,Croydon ,602,64.0,70.0,161.0,162.0,22.0,2.0,6.0,13.0,39.0,63.0,7073.0,14.1
E01001129,Croydon ,777,79.0,170.0,119.0,215.0,25.0,11.0,4.0,8.0,68.0,78.0,7140.9,11.3
E01001130,Croydon ,558,72.0,54.0,154.0,130.0,35.0,5.0,3.0,12.0,28.0,65.0,6739.2,14.5
E01001131,Croydon ,796,98.0,217.0,83.0,188.0,26.0,11.0,8.0,8.0,64.0,93.0,7328.5,11.5
E01001132,Croydon ,720,81.0,166.0,104.0,178.0,22.0,5.0,11.0,13.0,80.0,60.0,7190.9,12.4
E01001133,Croydon ,672,69.0,112.0,109.0,190.0,19.0,5.0,5.0,4.0,83.0,76.0,5709.9,11.1
E01001134,Croydon ,876,98.0,201.0,117.0,235.0,28.0,9.0,7.0,16.0,82.0,83.0,9849.7,13.9
E01001135,Croydon ,860,93.0,129.0,126.0,236.0,36.0,10.0,7.0,16.0,118.0,89.0,8447.2,12.9
E01001136,Croydon ,900,72.0,122.0,157.0,292.0,27.0,7.0,5.0,14.0,73.0,131.0,9046.5,13.0
E01001137,Croydon ,914,70.0,101.0,189.0,331.0,22.0,4.0,9.0,5.0,96.0,87.0,8199.1,11.2
E01001138,Croydon ,880,51.0,96.0,155.0,373.0,17.0,1.0,6.0,19.0,85.0,77.0,9514.1,13.3
E01001139,Croydon ,805,82.0,141.0,160.0,223.0,28.0,5.0,5.0,7.0,65.0,89.0,7250.9,11.1
E01001140,Croydon ,871,65.0,123.0,150.0,347.0,17.0,4.0,3.0,7.0,59.0,96.0,7856.9,11.0
E01001141,Croydon ,602,57.0,66.0,104.0,197.0,24.0,4.0,2.0,7.0,54.0,87.0,6023.7,13.1
E01001142,Croydon ,746,74.0,112.0,118.0,243.0,21.0,8.0,3.0,14.0,77.0,76.0,6947.5,11.7
E01001143,Croydon ,811,72.0,120.0,161.0,251.0,23.0,16.0,5.0,9.0,67.0,87.0,8273.2,12.6
E01001144,Croydon ,733,70.0,109.0,120.0,251.0,23.0,5.0,9.0,12.0,53.0,81.0,8657.5,14.5
E01001145,Croydon ,711,71.0,111.0,141.0,226.0,17.0,4.0,4.0,12.0,55.0,70.0,7373.3,12.6
E01001146,Croydon ,756,69.0,132.0,178.0,208.0,23.0,11.0,3.0,8.0,51.0,73.0,6664.6,10.5
E01001147,Croydon ,653,80.0,116.0,155.0,143.0,17.0,9.0,5.0,9.0,45.0,74.0,6131.0,11.5
E01001148,Croydon ,780,70.0,145.0,201.0,195.0,19.0,6.0,9.0,14.0,59.0,62.0,8511.2,12.9
E01001149,Croydon ,742,63.0,115.0,151.0,221.0,19.0,6.0,4.0,11.0,60.0,92.0,6791.4,11.5
E01001150,Croydon ,798,75.0,114.0,163.0,248.0,27.0,9.0,2.0,6.0,65.0,89.0,7627.2,11.8
E01001151,Croydon ,666,82.0,113.0,139.0,160.0,17.0,8.0,4.0,7.0,51.0,85.0,5580.7,10.5
E01001152,Croydon ,766,100.0,123.0,141.0,208.0,18.0,5.0,7.0,5.0,61.0,98.0,6912.4,11.4
E01001153,Croydon ,772,84.0,136.0,154.0,217.0,21.0,6.0,7.0,14.0,61.0,72.0,8431.8,13.2
E01001154,Croydon ,857,100.0,150.0,158.0,217.0,24.0,7.0,5.0,13.0,82.0,101.0,8099.7,12.0
E01001155,Croydon ,629,90.0,112.0,116.0,166.0,20.0,0.0,3.0,7.0,53.0,62.0,5166.2,10.1
E01001156,Croydon ,782,56.0,107.0,201.0,213.0,25.0,8.0,6.0,8.0,86.0,72.0,7091.8,11.4
E01001157,Croydon ,824,78.0,166.0,178.0,209.0,22.0,6.0,5.0,13.0,64.0,83.0,8401.1,12.4
E01001158,Croydon ,767,59.0,139.0,164.0,217.0,14.0,7.0,2.0,10.0,64.0,91.0,7074.8,11.6
E01001159,Croydon ,872,59.0,147.0,205.0,211.0,27.0,4.0,8.0,9.0,91.0,111.0,7373.7,11.0
E01001160,Croydon ,889,106.0,154.0,191.0,207.0,19.0,7.0,4.0,14.0,91.0,96.0,7882.1,11.2
E01001161,Croydon ,695,72.0,155.0,130.0,147.0,22.0,4.0,8.0,14.0,55.0,88.0,6744.1,12.2
E01001162,Croydon ,815,81.0,112.0,201.0,210.0,24.0,2.0,8.0,7.0,77.0,93.0,6707.5,10.4
E01001163,Croydon ,1001,90.0,134.0,294.0,249.0,18.0,10.0,6.0,15.0,88.0,97.0,9016.3,11.0
E01001164,Croydon ,1159,83.0,91.0,295.0,349.0,32.0,7.0,4.0,16.0,132.0,150.0,10759.8,12.3
E01001165,Croydon ,909,183.0,91.0,141.0,259.0,30.0,8.0,12.0,12.0,70.0,103.0,10408.2,14.1
E01001166,Croydon ,865,182.0,76.0,114.0,216.0,34.0,15.0,2.0,19.0,87.0,120.0,8450.7,12.8
E01001167,Croydon ,1088,209.0,146.0,144.0,310.0,56.0,15.0,15.0,19.0,68.0,106.0,11755.7,12.9
E01001168,Croydon ,925,185.0,89.0,111.0,278.0,35.0,9.0,4.0,18.0,71.0,125.0,9374.0,12.9
E01001169,Croydon ,700,159.0,125.0,110.0,156.0,29.0,5.0,9.0,11.0,36.0,60.0,7821.3,12.9
E01001170,Croydon ,1045,228.0,101.0,116.0,321.0,57.0,18.0,7.0,26.0,66.0,105.0,14790.6,16.9
E01001171,Croydon ,667,135.0,74.0,87.0,189.0,24.0,5.0,8.0,19.0,66.0,60.0,8827.7,16.3
E01001172,Croydon ,654,118.0,135.0,115.0,97.0,34.0,7.0,3.0,14.0,51.0,80.0,7079.4,13.5
E01001173,Croydon ,1276,186.0,222.0,145.0,365.0,67.0,17.0,9.0,20.0,111.0,134.0,14743.6,14.3
E01001174,Croydon ,705,155.0,130.0,117.0,143.0,19.0,5.0,3.0,13.0,61.0,59.0,6433.2,11.0
E01001175,Croydon ,643,135.0,113.0,98.0,158.0,18.0,5.0,2.0,10.0,35.0,69.0,5521.7,10.2
E01001176,Croydon ,809,123.0,154.0,164.0,167.0,25.0,7.0,2.0,17.0,64.0,86.0,8817.4,13.4
E01001177,Croydon ,684,106.0,146.0,154.0,123.0,28.0,12.0,6.0,19.0,50.0,40.0,8934.1,15.0
E01001178,Croydon ,494,121.0,57.0,78.0,113.0,12.0,4.0,3.0,13.0,38.0,55.0,5367.0,13.4
E01001179,Croydon ,699,175.0,107.0,126.0,144.0,26.0,4.0,7.0,11.0,52.0,47.0,6896.7,11.5
E01001180,Croydon ,777,179.0,115.0,148.0,177.0,27.0,10.0,8.0,8.0,39.0,66.0,7269.5,10.8
E01001181,Croydon ,802,209.0,85.0,141.0,192.0,25.0,6.0,5.0,17.0,56.0,66.0,7549.6,11.1
E01001182,Croydon ,609,94.0,101.0,97.0,162.0,17.0,5.0,6.0,15.0,53.0,59.0,6306.8,12.7
E01001183,Croydon ,714,109.0,136.0,126.0,181.0,26.0,7.0,5.0,8.0,56.0,60.0,6330.4,10.6
E01001184,Croydon ,618,110.0,134.0,102.0,142.0,22.0,5.0,4.0,13.0,40.0,46.0,5903.7,11.1
E01001185,Croydon ,839,96.0,163.0,102.0,253.0,32.0,12.0,5.0,10.0,58.0,108.0,8185.4,12.2
E01001186,Croydon ,790,82.0,162.0,124.0,230.0,28.0,4.0,11.0,12.0,71.0,66.0,8132.9,12.5
E01001187,Croydon ,954,151.0,157.0,127.0,259.0,30.0,7.0,12.0,23.0,82.0,106.0,11101.7,14.5
E01001188,Croydon ,842,83.0,147.0,111.0,265.0,28.0,2.0,6.0,17.0,72.0,111.0,8903.7,13.5
E01001189,Croydon ,605,69.0,126.0,92.0,181.0,19.0,5.0,4.0,10.0,43.0,56.0,6122.1,12.1
E01001190,Croydon ,778,98.0,146.0,123.0,250.0,24.0,6.0,1.0,9.0,58.0,63.0,7111.7,10.8
E01001191,Croydon ,888,61.0,148.0,139.0,306.0,26.0,11.0,10.0,13.0,96.0,78.0,9157.8,12.8
E01001192,Croydon ,739,68.0,129.0,122.0,243.0,24.0,5.0,4.0,6.0,64.0,74.0,6598.9,11.0
E01001193,Croydon ,722,109.0,158.0,118.0,173.0,19.0,4.0,5.0,17.0,55.0,64.0,6894.1,11.4
E01001194,Croydon ,811,75.0,134.0,132.0,282.0,27.0,5.0,2.0,11.0,57.0,86.0,8019.3,12.0
E01001195,Ealing ,810,96.0,126.0,186.0,176.0,19.0,7.0,9.0,10.0,71.0,110.0,6953.0,11.1
E01001196,Ealing ,731,93.0,146.0,182.0,109.0,6.0,2.0,5.0,7.0,66.0,115.0,4852.2,8.8
E01001197,Ealing ,771,91.0,146.0,172.0,160.0,9.0,6.0,11.0,7.0,77.0,92.0,5970.1,9.9
E01001198,Ealing ,796,95.0,151.0,185.0,142.0,10.0,4.0,5.0,8.0,90.0,106.0,5868.0,9.8
E01001199,Ealing ,896,81.0,175.0,187.0,187.0,17.0,6.0,7.0,11.0,97.0,128.0,6856.0,10.2
E01001200,Ealing ,875,99.0,166.0,224.0,135.0,11.0,9.0,7.0,5.0,100.0,119.0,5553.6,8.5
E01001201,Ealing ,891,98.0,172.0,223.0,147.0,20.0,10.0,5.0,8.0,118.0,90.0,7168.8,10.5
E01001202,Ealing ,997,97.0,208.0,209.0,189.0,16.0,12.0,8.0,14.0,94.0,150.0,8755.4,11.6
E01001203,Ealing ,959,99.0,195.0,229.0,166.0,19.0,6.0,6.0,5.0,80.0,154.0,7318.9,10.1
E01001204,Ealing ,796,84.0,122.0,139.0,227.0,19.0,11.0,3.0,14.0,78.0,99.0,8954.1,14.5
E01001205,Ealing ,703,75.0,108.0,125.0,186.0,23.0,5.0,8.0,5.0,61.0,107.0,5540.1,10.4
E01001206,Ealing ,559,68.0,103.0,109.0,131.0,19.0,3.0,3.0,3.0,44.0,76.0,4377.9,10.0
E01001207,Ealing ,960,120.0,121.0,153.0,314.0,27.0,7.0,10.0,9.0,84.0,115.0,9167.4,12.0
E01001208,Ealing ,631,74.0,93.0,92.0,177.0,27.0,5.0,7.0,8.0,101.0,47.0,5512.3,11.4
E01001209,Ealing ,890,114.0,104.0,128.0,271.0,24.0,16.0,10.0,13.0,122.0,88.0,8187.6,12.0
E01001210,Ealing ,599,53.0,132.0,113.0,143.0,18.0,3.0,6.0,6.0,54.0,71.0,5898.6,12.4
E01001211,Ealing ,874,110.0,88.0,146.0,283.0,43.0,12.0,5.0,8.0,103.0,76.0,7734.2,11.1
E01001212,Ealing ,793,92.0,96.0,114.0,264.0,21.0,5.0,5.0,7.0,121.0,68.0,6977.7,11.6
E01001213,Ealing ,785,126.0,107.0,229.0,143.0,35.0,11.0,7.0,17.0,46.0,64.0,9184.4,13.6
E01001214,Ealing ,829,142.0,155.0,203.0,136.0,28.0,14.0,11.0,15.0,54.0,71.0,9059.5,12.9
E01001215,Ealing ,709,130.0,109.0,181.0,136.0,21.0,4.0,3.0,12.0,45.0,68.0,6553.1,11.0
E01001216,Ealing ,690,138.0,139.0,148.0,137.0,20.0,1.0,4.0,11.0,36.0,56.0,7270.1,12.2
E01001217,Ealing ,743,73.0,160.0,185.0,139.0,18.0,5.0,5.0,6.0,57.0,95.0,5999.5,10.2
E01001218,Ealing ,790,93.0,155.0,177.0,149.0,26.0,1.0,4.0,12.0,50.0,123.0,6851.2,11.1
E01001219,Ealing ,689,101.0,113.0,181.0,142.0,18.0,4.0,8.0,10.0,42.0,70.0,6334.7,11.0
E01001220,Ealing ,482,70.0,99.0,113.0,81.0,6.0,5.0,9.0,6.0,37.0,56.0,4010.2,10.3
E01001221,Ealing ,1278,105.0,151.0,256.0,428.0,48.0,10.0,13.0,18.0,125.0,124.0,13373.0,13.0
E01001222,Ealing ,1442,139.0,171.0,256.0,487.0,71.0,10.0,11.0,34.0,117.0,146.0,18580.2,15.8
E01001223,Ealing ,794,86.0,94.0,125.0,261.0,26.0,14.0,6.0,5.0,102.0,75.0,6672.1,10.8
E01001224,Ealing ,831,87.0,79.0,106.0,277.0,33.0,9.0,7.0,6.0,148.0,79.0,7610.2,12.6
E01001225,Ealing ,958,76.0,106.0,170.0,312.0,38.0,13.0,17.0,17.0,122.0,87.0,11461.8,15.3
E01001226,Ealing ,845,64.0,104.0,154.0,276.0,40.0,8.0,3.0,12.0,107.0,77.0,8546.2,12.9
E01001227,Ealing ,800,82.0,81.0,123.0,257.0,29.0,8.0,5.0,13.0,124.0,78.0,8069.6,13.5
E01001228,Ealing ,995,83.0,116.0,148.0,339.0,42.0,2.0,18.0,9.0,135.0,103.0,9713.5,12.8
E01001229,Ealing ,727,96.0,107.0,153.0,175.0,14.0,4.0,6.0,8.0,52.0,112.0,5429.8,9.6
E01001230,Ealing ,857,78.0,83.0,134.0,288.0,25.0,13.0,14.0,12.0,132.0,78.0,9415.6,14.6
E01001231,Ealing ,981,114.0,158.0,145.0,250.0,32.0,16.0,11.0,11.0,121.0,123.0,8932.1,12.1
E01001232,Ealing ,778,82.0,115.0,126.0,229.0,19.0,13.0,9.0,13.0,77.0,95.0,7664.4,12.6
E01001233,Ealing ,778,75.0,104.0,159.0,231.0,27.0,5.0,6.0,10.0,67.0,94.0,8602.7,13.9
E01001234,Ealing ,861,70.0,122.0,169.0,267.0,18.0,14.0,9.0,18.0,84.0,90.0,11025.4,16.0
E01001235,Ealing ,1036,90.0,136.0,153.0,379.0,31.0,16.0,19.0,13.0,104.0,95.0,10453.0,12.5
E01001236,Ealing ,901,91.0,115.0,138.0,332.0,35.0,9.0,10.0,11.0,91.0,69.0,9205.0,12.4
E01001237,Ealing ,940,80.0,112.0,161.0,315.0,23.0,15.0,14.0,10.0,114.0,96.0,9682.3,13.3
E01001238,Ealing ,1621,236.0,261.0,445.0,303.0,36.0,8.0,9.0,14.0,91.0,218.0,12300.6,9.4
E01001239,Ealing ,751,92.0,141.0,182.0,135.0,14.0,3.0,6.0,11.0,54.0,113.0,6883.2,11.8
E01001240,Ealing ,766,71.0,150.0,231.0,107.0,14.0,4.0,4.0,14.0,67.0,104.0,6353.3,10.7
E01001241,Ealing ,752,87.0,137.0,188.0,104.0,12.0,13.0,7.0,9.0,64.0,131.0,6057.9,10.9
E01001242,Ealing ,601,51.0,128.0,133.0,100.0,7.0,2.0,2.0,4.0,82.0,92.0,3657.0,8.6
E01001243,Ealing ,784,135.0,130.0,210.0,99.0,12.0,11.0,6.0,9.0,75.0,97.0,5558.0,9.1
E01001244,Ealing ,1228,150.0,230.0,340.0,212.0,19.0,10.0,15.0,19.0,73.0,160.0,10615.0,10.7
E01001245,Ealing ,1130,160.0,199.0,317.0,184.0,15.0,10.0,7.0,13.0,92.0,133.0,8791.8,9.7
E01001246,Ealing ,677,95.0,132.0,183.0,87.0,13.0,4.0,1.0,6.0,65.0,91.0,5045.9,9.7
E01001247,Ealing ,1126,114.0,195.0,269.0,218.0,28.0,12.0,9.0,5.0,74.0,202.0,7794.3,9.2
E01001248,Ealing ,806,107.0,143.0,149.0,195.0,21.0,7.0,7.0,11.0,56.0,110.0,6941.3,10.8
E01001249,Ealing ,1151,138.0,148.0,210.0,376.0,35.0,6.0,8.0,15.0,81.0,134.0,10665.8,11.4
E01001250,Ealing ,1056,125.0,140.0,200.0,304.0,38.0,13.0,9.0,8.0,79.0,140.0,9576.9,11.4
E01001251,Ealing ,922,111.0,142.0,163.0,287.0,18.0,2.0,7.0,5.0,78.0,109.0,7361.3,10.0
E01001252,Ealing ,1038,126.0,148.0,218.0,227.0,18.0,4.0,5.0,11.0,89.0,192.0,7736.9,10.2
E01001253,Ealing ,896,104.0,167.0,170.0,230.0,26.0,7.0,7.0,9.0,59.0,117.0,7437.6,10.3
E01001254,Ealing ,915,92.0,161.0,150.0,242.0,30.0,6.0,12.0,9.0,92.0,121.0,7997.2,11.4
E01001255,Ealing ,842,101.0,122.0,142.0,268.0,29.0,7.0,8.0,8.0,81.0,76.0,7591.4,11.1
E01001257,Ealing ,642,57.0,105.0,189.0,126.0,24.0,4.0,9.0,10.0,32.0,86.0,5805.4,11.1
E01001258,Ealing ,820,70.0,146.0,210.0,186.0,22.0,6.0,2.0,7.0,57.0,114.0,6810.9,10.5
E01001259,Ealing ,729,86.0,127.0,143.0,132.0,18.0,7.0,4.0,10.0,67.0,135.0,6591.3,12.5
E01001260,Ealing ,936,88.0,171.0,194.0,203.0,24.0,9.0,7.0,9.0,74.0,157.0,8017.7,11.4
E01001261,Ealing ,1087,105.0,189.0,292.0,210.0,28.0,9.0,8.0,10.0,94.0,142.0,9178.4,10.8
E01001262,Ealing ,669,63.0,134.0,165.0,137.0,21.0,7.0,3.0,7.0,54.0,78.0,5631.3,10.5
E01001263,Ealing ,711,64.0,119.0,191.0,165.0,30.0,3.0,4.0,7.0,45.0,83.0,5910.1,10.1
E01001264,Ealing ,702,59.0,126.0,154.0,154.0,24.0,4.0,2.0,10.0,67.0,102.0,5999.9,11.3
E01001265,Ealing ,886,62.0,130.0,180.0,237.0,21.0,7.0,3.0,11.0,72.0,163.0,7833.8,12.0
E01001266,Ealing ,909,99.0,133.0,156.0,244.0,26.0,6.0,2.0,14.0,84.0,145.0,9372.4,13.8
E01001267,Ealing ,847,73.0,135.0,224.0,175.0,20.0,8.0,4.0,18.0,80.0,110.0,8111.1,12.3
E01001268,Ealing ,828,62.0,133.0,167.0,183.0,25.0,7.0,6.0,12.0,88.0,145.0,7802.3,13.1
E01001269,Ealing ,1068,92.0,152.0,216.0,264.0,27.0,2.0,6.0,9.0,78.0,222.0,9374.6,12.2
E01001270,Ealing ,869,75.0,120.0,186.0,255.0,33.0,4.0,7.0,10.0,81.0,98.0,8126.8,11.8
E01001271,Ealing ,913,84.0,127.0,206.0,245.0,21.0,4.0,2.0,9.0,77.0,138.0,7600.7,10.9
E01001272,Ealing ,849,60.0,117.0,185.0,214.0,32.0,10.0,6.0,4.0,76.0,145.0,7018.8,11.2
E01001273,Ealing ,802,63.0,109.0,161.0,227.0,28.0,8.0,6.0,9.0,100.0,91.0,7223.1,11.8
E01001274,Ealing ,689,65.0,97.0,129.0,231.0,25.0,8.0,5.0,8.0,64.0,57.0,6788.5,12.0
E01001275,Ealing ,1058,110.0,130.0,191.0,359.0,54.0,10.0,11.0,18.0,89.0,86.0,11595.8,13.1
