LSOA11CD,Borough,All categories: Economic activity,Economically active: Total,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed with employees: Part-time,Economically active: Self-employed with employees: Full-time,Economically active: Self-employed without employees: Part-time,Economically active: Self-employed without employees: Full-time,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Total,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other
E01000877,Camden ,1296,1033.0,92.0,664.0,4.0,34.0,52.0,108.0,54.0,25.0,263.0,76.0,68.0,48.0,42.0,29.0
E01000878,Camden ,1289,739.0,78.0,381.0,11.0,54.0,38.0,51.0,33.0,93.0,550.0,91.0,319.0,79.0,18.0,43.0
E01000879,Camden ,1119,795.0,66.0,448.0,9.0,45.0,55.0,71.0,36.0,65.0,324.0,83.0,116.0,60.0,19.0,46.0
E01000880,Camden ,1104,819.0,58.0,507.0,9.0,61.0,64.0,80.0,27.0,13.0,285.0,70.0,80.0,92.0,12.0,31.0
E01000881,Camden ,1162,842.0,75.0,496.0,8.0,35.0,45.0,108.0,39.0,36.0,320.0,61.0,142.0,64.0,34.0,19.0
E01000882,Camden ,1198,980.0,86.0,604.0,6.0,55.0,55.0,127.0,25.0,22.0,218.0,68.0,52.0,63.0,8.0,27.0
E01000883,Camden ,1065,761.0,60.0,503.0,4.0,42.0,33.0,64.0,38.0,17.0,304.0,66.0,118.0,60.0,16.0,44.0
E01000884,Camden ,1056,743.0,92.0,362.0,8.0,72.0,78.0,83.0,25.0,23.0,313.0,75.0,95.0,93.0,17.0,33.0
E01000885,Camden ,1018,688.0,79.0,339.0,19.0,54.0,71.0,88.0,21.0,17.0,330.0,131.0,62.0,87.0,12.0,38.0
E01000886,Camden ,1112,841.0,93.0,451.0,8.0,34.0,76.0,118.0,37.0,24.0,271.0,101.0,78.0,35.0,27.0,30.0
E01000887,Camden ,1190,944.0,95.0,579.0,4.0,31.0,46.0,107.0,55.0,27.0,246.0,75.0,72.0,31.0,38.0,30.0
E01000888,Camden ,1204,877.0,104.0,481.0,7.0,23.0,59.0,108.0,58.0,37.0,327.0,83.0,115.0,46.0,51.0,32.0
E01000889,Camden ,1216,764.0,153.0,384.0,2.0,6.0,26.0,53.0,90.0,50.0,452.0,98.0,110.0,95.0,105.0,44.0
E01000890,Camden ,1186,679.0,154.0,301.0,3.0,16.0,31.0,36.0,90.0,48.0,507.0,135.0,103.0,69.0,148.0,52.0
E01000891,Camden ,1138,638.0,125.0,306.0,3.0,11.0,29.0,34.0,88.0,42.0,500.0,103.0,142.0,75.0,119.0,61.0
E01000892,Camden ,1372,998.0,107.0,584.0,6.0,48.0,49.0,124.0,50.0,30.0,374.0,118.0,99.0,62.0,60.0,35.0
E01000893,Camden ,1194,936.0,105.0,458.0,12.0,52.0,107.0,151.0,34.0,17.0,258.0,89.0,75.0,50.0,19.0,25.0
E01000894,Camden ,1034,799.0,68.0,440.0,12.0,62.0,80.0,91.0,29.0,17.0,235.0,90.0,51.0,60.0,13.0,21.0
E01000895,Camden ,1201,925.0,80.0,536.0,5.0,47.0,79.0,125.0,28.0,25.0,276.0,95.0,59.0,72.0,17.0,33.0
E01000896,Camden ,1255,951.0,89.0,544.0,6.0,60.0,80.0,119.0,37.0,16.0,304.0,101.0,70.0,75.0,20.0,38.0
E01000897,Camden ,1161,901.0,70.0,544.0,7.0,54.0,79.0,102.0,30.0,15.0,260.0,87.0,64.0,75.0,10.0,24.0
E01000898,Camden ,1377,1039.0,79.0,725.0,5.0,27.0,35.0,83.0,52.0,33.0,338.0,111.0,82.0,40.0,57.0,48.0
E01000899,Camden ,1201,848.0,76.0,437.0,13.0,90.0,83.0,116.0,21.0,12.0,353.0,131.0,66.0,93.0,15.0,48.0
E01000900,Camden ,1400,985.0,128.0,569.0,6.0,23.0,42.0,94.0,87.0,36.0,415.0,110.0,117.0,75.0,74.0,39.0
E01000901,Camden ,1418,806.0,130.0,406.0,5.0,11.0,37.0,41.0,92.0,84.0,612.0,79.0,264.0,115.0,101.0,53.0
E01000902,Camden ,1026,630.0,124.0,312.0,1.0,20.0,26.0,42.0,67.0,38.0,396.0,74.0,111.0,85.0,87.0,39.0
E01000903,Camden ,1148,832.0,69.0,454.0,9.0,42.0,62.0,105.0,57.0,34.0,316.0,91.0,97.0,39.0,56.0,33.0
E01000904,Camden ,1640,1139.0,154.0,631.0,6.0,25.0,58.0,84.0,100.0,81.0,501.0,137.0,142.0,79.0,97.0,46.0
E01000905,Camden ,1392,804.0,158.0,385.0,3.0,14.0,32.0,54.0,96.0,62.0,588.0,141.0,145.0,117.0,117.0,68.0
E01000906,Camden ,1246,989.0,63.0,638.0,5.0,41.0,61.0,111.0,39.0,31.0,257.0,81.0,83.0,36.0,33.0,24.0
E01000907,Camden ,1062,719.0,111.0,371.0,8.0,28.0,44.0,60.0,71.0,26.0,343.0,80.0,89.0,64.0,80.0,30.0
E01000908,Camden ,1184,833.0,135.0,402.0,11.0,24.0,80.0,86.0,67.0,28.0,351.0,125.0,58.0,55.0,82.0,31.0
E01000909,Camden ,1253,886.0,120.0,437.0,9.0,54.0,82.0,121.0,43.0,20.0,367.0,142.0,89.0,52.0,53.0,31.0
E01000910,Camden ,1133,853.0,98.0,443.0,8.0,34.0,68.0,139.0,33.0,30.0,280.0,111.0,78.0,49.0,22.0,20.0
E01000911,Camden ,1133,814.0,111.0,430.0,5.0,19.0,70.0,107.0,52.0,20.0,319.0,97.0,81.0,52.0,62.0,27.0
E01000912,Camden ,1235,848.0,108.0,440.0,7.0,20.0,56.0,95.0,75.0,47.0,387.0,113.0,111.0,43.0,91.0,29.0
E01000913,Camden ,1286,963.0,125.0,463.0,16.0,94.0,89.0,136.0,20.0,20.0,323.0,135.0,80.0,62.0,16.0,30.0
E01000914,Camden ,1524,1015.0,84.0,568.0,10.0,63.0,46.0,146.0,51.0,47.0,509.0,75.0,308.0,43.0,49.0,34.0
E01000915,Camden ,1158,770.0,103.0,427.0,13.0,25.0,30.0,58.0,79.0,35.0,388.0,94.0,114.0,69.0,69.0,42.0
E01000916,Camden ,1492,1041.0,105.0,646.0,5.0,45.0,31.0,110.0,59.0,40.0,451.0,85.0,224.0,52.0,54.0,36.0
E01000917,Camden ,1415,864.0,161.0,406.0,7.0,19.0,38.0,69.0,121.0,43.0,551.0,111.0,161.0,96.0,130.0,53.0
E01000918,Camden ,1800,1139.0,144.0,574.0,10.0,39.0,60.0,118.0,86.0,108.0,661.0,120.0,296.0,66.0,111.0,68.0
E01000919,Camden ,1797,1080.0,167.0,565.0,2.0,45.0,46.0,107.0,51.0,97.0,717.0,98.0,444.0,55.0,71.0,49.0
E01000920,Camden ,1619,1169.0,116.0,626.0,7.0,63.0,64.0,176.0,67.0,50.0,450.0,98.0,194.0,56.0,62.0,40.0
E01000921,Camden ,1662,1326.0,131.0,822.0,9.0,38.0,66.0,148.0,63.0,49.0,336.0,81.0,114.0,42.0,55.0,44.0
E01000922,Camden ,1260,820.0,89.0,474.0,2.0,31.0,37.0,82.0,49.0,56.0,440.0,74.0,229.0,41.0,61.0,35.0
E01000923,Camden ,1179,863.0,97.0,473.0,3.0,26.0,59.0,109.0,61.0,35.0,316.0,84.0,93.0,40.0,79.0,20.0
E01000924,Camden ,1382,1050.0,119.0,597.0,2.0,28.0,73.0,145.0,52.0,34.0,332.0,103.0,103.0,37.0,51.0,38.0
E01000925,Camden ,1084,679.0,112.0,329.0,3.0,15.0,37.0,61.0,81.0,41.0,405.0,84.0,131.0,81.0,62.0,47.0
E01000926,Camden ,1490,1152.0,109.0,776.0,4.0,23.0,37.0,116.0,45.0,42.0,338.0,56.0,144.0,45.0,50.0,43.0
E01000927,Camden ,1419,1055.0,110.0,606.0,4.0,42.0,74.0,134.0,48.0,37.0,364.0,89.0,109.0,58.0,71.0,37.0
E01000928,Camden ,1264,900.0,130.0,486.0,1.0,39.0,66.0,106.0,51.0,21.0,364.0,109.0,93.0,48.0,81.0,33.0
E01000929,Camden ,1188,738.0,103.0,371.0,7.0,11.0,46.0,67.0,90.0,43.0,450.0,121.0,91.0,95.0,85.0,58.0
E01000930,Camden ,1415,912.0,128.0,507.0,4.0,25.0,41.0,68.0,85.0,54.0,503.0,167.0,122.0,62.0,88.0,64.0
E01000931,Camden ,1494,1022.0,156.0,589.0,5.0,14.0,42.0,59.0,111.0,46.0,472.0,123.0,124.0,65.0,105.0,55.0
E01000932,Camden ,1605,1282.0,118.0,888.0,4.0,30.0,48.0,104.0,54.0,36.0,323.0,87.0,68.0,48.0,80.0,40.0
E01000933,Camden ,1414,1119.0,108.0,693.0,6.0,24.0,52.0,121.0,73.0,42.0,295.0,93.0,77.0,52.0,44.0,29.0
E01000934,Camden ,1178,755.0,136.0,383.0,3.0,7.0,36.0,52.0,85.0,53.0,423.0,109.0,121.0,60.0,84.0,49.0
E01000935,Camden ,1000,676.0,126.0,363.0,4.0,9.0,26.0,40.0,70.0,38.0,324.0,69.0,85.0,62.0,71.0,37.0
E01000936,Camden ,1469,715.0,91.0,311.0,5.0,23.0,41.0,56.0,73.0,115.0,754.0,71.0,546.0,51.0,57.0,29.0
E01000937,Camden ,1322,600.0,56.0,277.0,1.0,10.0,35.0,37.0,44.0,140.0,722.0,32.0,603.0,36.0,24.0,27.0
E01000938,Camden ,1354,904.0,130.0,432.0,3.0,19.0,45.0,45.0,95.0,135.0,450.0,64.0,254.0,49.0,52.0,31.0
E01000939,Camden ,897,475.0,114.0,185.0,5.0,10.0,12.0,21.0,65.0,63.0,422.0,76.0,192.0,65.0,40.0,49.0
E01000940,Camden ,875,467.0,60.0,210.0,3.0,9.0,18.0,39.0,57.0,71.0,408.0,78.0,219.0,38.0,38.0,35.0
E01000941,Camden ,933,553.0,111.0,250.0,6.0,13.0,24.0,44.0,67.0,38.0,380.0,66.0,104.0,54.0,117.0,39.0
E01000942,Camden ,1957,793.0,53.0,368.0,2.0,20.0,33.0,55.0,34.0,228.0,1164.0,62.0,1017.0,21.0,45.0,19.0
E01000943,Camden ,923,554.0,61.0,286.0,6.0,17.0,25.0,57.0,42.0,60.0,369.0,47.0,246.0,22.0,26.0,28.0
E01000944,Camden ,1552,662.0,136.0,300.0,8.0,9.0,21.0,38.0,78.0,72.0,890.0,60.0,632.0,72.0,72.0,54.0
E01000945,Camden ,1509,763.0,128.0,332.0,4.0,18.0,27.0,44.0,52.0,158.0,746.0,73.0,554.0,50.0,42.0,27.0
E01000946,Camden ,1199,798.0,90.0,481.0,9.0,40.0,31.0,75.0,38.0,34.0,401.0,87.0,174.0,62.0,43.0,35.0
E01000947,Camden ,1715,1131.0,115.0,637.0,4.0,39.0,42.0,95.0,89.0,110.0,584.0,56.0,292.0,56.0,122.0,58.0
E01000948,Camden ,1380,955.0,110.0,551.0,8.0,40.0,50.0,114.0,44.0,38.0,425.0,116.0,140.0,57.0,74.0,38.0
E01000949,Camden ,1201,827.0,126.0,541.0,2.0,7.0,18.0,32.0,70.0,31.0,374.0,87.0,146.0,47.0,50.0,44.0
E01000950,Camden ,1041,583.0,116.0,246.0,6.0,8.0,27.0,40.0,78.0,62.0,458.0,52.0,169.0,88.0,85.0,64.0
E01000951,Camden ,1106,593.0,107.0,274.0,2.0,8.0,23.0,33.0,80.0,66.0,513.0,76.0,251.0,70.0,65.0,51.0
E01000952,Camden ,1318,750.0,136.0,357.0,1.0,15.0,28.0,55.0,76.0,82.0,568.0,98.0,268.0,69.0,91.0,42.0
E01000953,Camden ,1256,672.0,123.0,355.0,3.0,6.0,13.0,35.0,61.0,76.0,584.0,135.0,194.0,84.0,117.0,54.0
E01000954,Camden ,1097,626.0,135.0,294.0,2.0,10.0,15.0,37.0,84.0,49.0,471.0,67.0,157.0,109.0,89.0,49.0
E01000955,Camden ,1141,607.0,144.0,273.0,6.0,13.0,13.0,27.0,63.0,68.0,534.0,85.0,242.0,56.0,101.0,50.0
E01000956,Camden ,1150,680.0,109.0,340.0,5.0,13.0,24.0,39.0,74.0,76.0,470.0,47.0,232.0,72.0,69.0,50.0
E01000957,Camden ,1379,927.0,118.0,536.0,10.0,13.0,42.0,72.0,82.0,54.0,452.0,83.0,168.0,66.0,90.0,45.0
E01000958,Camden ,1820,1105.0,136.0,614.0,7.0,20.0,45.0,73.0,93.0,117.0,715.0,58.0,398.0,86.0,98.0,75.0
E01000959,Camden ,1252,685.0,151.0,326.0,5.0,9.0,22.0,26.0,64.0,82.0,567.0,104.0,228.0,78.0,96.0,61.0
E01000960,Camden ,1380,1007.0,105.0,602.0,5.0,28.0,58.0,102.0,67.0,40.0,373.0,102.0,110.0,82.0,35.0,44.0
E01000961,Camden ,1123,707.0,100.0,377.0,8.0,25.0,38.0,45.0,72.0,42.0,416.0,81.0,122.0,99.0,65.0,49.0
E01000962,Camden ,1330,1131.0,74.0,781.0,3.0,36.0,54.0,106.0,50.0,27.0,199.0,56.0,70.0,30.0,22.0,21.0
E01000963,Camden ,1416,896.0,66.0,603.0,4.0,40.0,53.0,71.0,38.0,21.0,520.0,99.0,173.0,158.0,21.0,69.0
E01000964,Camden ,1220,896.0,82.0,576.0,4.0,35.0,42.0,85.0,51.0,21.0,324.0,78.0,101.0,59.0,41.0,45.0
E01000965,Camden ,1243,964.0,88.0,683.0,4.0,27.0,34.0,68.0,29.0,31.0,279.0,78.0,88.0,38.0,45.0,30.0
E01000966,Camden ,1237,1019.0,65.0,685.0,10.0,61.0,57.0,97.0,20.0,24.0,218.0,64.0,63.0,53.0,15.0,23.0
E01000967,Camden ,1031,716.0,75.0,424.0,2.0,50.0,43.0,79.0,25.0,18.0,315.0,90.0,70.0,76.0,27.0,52.0
E01000968,Camden ,1275,1013.0,84.0,729.0,2.0,34.0,38.0,67.0,39.0,20.0,262.0,85.0,55.0,59.0,32.0,31.0
E01000969,Camden ,1720,1430.0,91.0,996.0,9.0,60.0,74.0,117.0,56.0,27.0,290.0,85.0,96.0,54.0,25.0,30.0
E01000970,Camden ,1331,1140.0,65.0,833.0,4.0,28.0,42.0,109.0,39.0,20.0,191.0,53.0,56.0,20.0,35.0,27.0
E01000971,Camden ,1177,945.0,86.0,604.0,2.0,35.0,59.0,91.0,38.0,30.0,232.0,82.0,60.0,39.0,36.0,15.0
E01000972,Camden ,1611,1096.0,111.0,668.0,11.0,29.0,39.0,90.0,90.0,58.0,515.0,109.0,140.0,77.0,123.0,66.0
E01000973,Camden ,1613,1247.0,115.0,825.0,1.0,26.0,45.0,100.0,88.0,47.0,366.0,82.0,126.0,50.0,70.0,38.0
E01000974,Camden ,1414,1033.0,120.0,640.0,3.0,23.0,34.0,79.0,79.0,55.0,381.0,78.0,129.0,43.0,82.0,49.0
E01000975,Croydon ,1287,998.0,107.0,640.0,1.0,22.0,31.0,97.0,54.0,46.0,289.0,82.0,66.0,67.0,41.0,33.0
E01000976,Croydon ,1452,1082.0,137.0,643.0,1.0,32.0,37.0,83.0,82.0,67.0,370.0,124.0,78.0,78.0,45.0,45.0
E01000977,Croydon ,1350,994.0,137.0,617.0,3.0,9.0,31.0,54.0,104.0,39.0,356.0,126.0,45.0,49.0,103.0,33.0
E01000978,Croydon ,1424,1124.0,117.0,783.0,2.0,22.0,22.0,69.0,86.0,23.0,300.0,94.0,72.0,67.0,36.0,31.0
E01000979,Croydon ,1348,1083.0,123.0,733.0,0.0,12.0,35.0,95.0,53.0,32.0,265.0,91.0,49.0,63.0,31.0,31.0
E01000980,Croydon ,1045,783.0,121.0,488.0,4.0,11.0,25.0,52.0,56.0,26.0,262.0,61.0,77.0,58.0,34.0,32.0
E01000981,Croydon ,1187,923.0,146.0,574.0,3.0,11.0,33.0,61.0,57.0,38.0,264.0,87.0,59.0,63.0,33.0,22.0
E01000982,Croydon ,1213,931.0,148.0,567.0,2.0,11.0,25.0,65.0,70.0,43.0,282.0,85.0,56.0,57.0,50.0,34.0
E01000983,Croydon ,1311,1025.0,195.0,602.0,7.0,19.0,24.0,72.0,64.0,42.0,286.0,112.0,74.0,50.0,26.0,24.0
E01000984,Croydon ,1325,955.0,122.0,591.0,5.0,20.0,35.0,48.0,77.0,57.0,370.0,111.0,67.0,70.0,74.0,48.0
E01000985,Croydon ,1085,800.0,146.0,422.0,5.0,31.0,36.0,77.0,43.0,40.0,285.0,155.0,56.0,35.0,16.0,23.0
E01000986,Croydon ,1262,919.0,151.0,536.0,3.0,27.0,32.0,94.0,41.0,35.0,343.0,153.0,71.0,56.0,32.0,31.0
E01000987,Croydon ,1088,820.0,152.0,467.0,4.0,18.0,32.0,79.0,37.0,31.0,268.0,133.0,66.0,32.0,22.0,15.0
E01000989,Croydon ,1235,935.0,203.0,526.0,7.0,24.0,22.0,83.0,29.0,41.0,300.0,151.0,67.0,52.0,16.0,14.0
E01000990,Croydon ,1000,650.0,129.0,329.0,1.0,12.0,17.0,46.0,70.0,46.0,350.0,127.0,83.0,59.0,57.0,24.0
E01000991,Croydon ,1212,902.0,167.0,476.0,5.0,32.0,41.0,93.0,42.0,46.0,310.0,203.0,45.0,24.0,15.0,23.0
E01000992,Croydon ,1370,967.0,191.0,506.0,6.0,30.0,28.0,50.0,98.0,58.0,403.0,92.0,100.0,81.0,90.0,40.0
E01000993,Croydon ,1194,897.0,168.0,500.0,5.0,20.0,37.0,75.0,49.0,43.0,297.0,132.0,73.0,39.0,24.0,29.0
E01000994,Croydon ,1153,803.0,127.0,404.0,5.0,20.0,32.0,63.0,75.0,77.0,350.0,106.0,97.0,66.0,33.0,48.0
E01000995,Croydon ,1137,813.0,146.0,398.0,2.0,19.0,39.0,55.0,81.0,73.0,324.0,90.0,100.0,54.0,28.0,52.0
E01000996,Croydon ,949,691.0,105.0,390.0,3.0,11.0,29.0,46.0,46.0,61.0,258.0,93.0,75.0,35.0,27.0,28.0
E01000997,Croydon ,1005,708.0,122.0,368.0,5.0,14.0,10.0,52.0,71.0,66.0,297.0,86.0,79.0,49.0,49.0,34.0
E01000998,Croydon ,1170,838.0,137.0,448.0,7.0,28.0,22.0,49.0,82.0,65.0,332.0,80.0,90.0,67.0,62.0,33.0
E01000999,Croydon ,1016,708.0,103.0,394.0,5.0,24.0,28.0,53.0,50.0,51.0,308.0,95.0,81.0,49.0,38.0,45.0
E01001000,Croydon ,945,701.0,112.0,370.0,2.0,24.0,29.0,44.0,67.0,53.0,244.0,82.0,72.0,35.0,29.0,26.0
E01001001,Croydon ,861,599.0,105.0,320.0,2.0,12.0,19.0,36.0,74.0,31.0,262.0,68.0,67.0,42.0,39.0,46.0
E01001002,Croydon ,969,689.0,118.0,376.0,6.0,10.0,29.0,42.0,52.0,56.0,280.0,84.0,96.0,41.0,28.0,31.0
E01001003,Croydon ,1081,805.0,128.0,498.0,4.0,17.0,20.0,44.0,57.0,37.0,276.0,80.0,63.0,52.0,42.0,39.0
E01001004,Croydon ,1470,1052.0,190.0,586.0,9.0,8.0,35.0,50.0,89.0,85.0,418.0,55.0,129.0,104.0,53.0,77.0
E01001005,Croydon ,1172,847.0,175.0,413.0,7.0,20.0,24.0,52.0,78.0,78.0,325.0,75.0,86.0,89.0,24.0,51.0
E01001006,Croydon ,1045,773.0,141.0,422.0,5.0,5.0,25.0,54.0,64.0,57.0,272.0,48.0,67.0,80.0,39.0,38.0
E01001007,Croydon ,1396,967.0,206.0,468.0,4.0,17.0,26.0,54.0,90.0,102.0,429.0,100.0,127.0,100.0,48.0,54.0
E01001008,Croydon ,1110,743.0,172.0,366.0,6.0,15.0,17.0,39.0,76.0,52.0,367.0,79.0,111.0,100.0,39.0,38.0
E01001009,Croydon ,1262,899.0,181.0,492.0,8.0,11.0,23.0,21.0,62.0,101.0,363.0,60.0,125.0,88.0,29.0,61.0
E01001010,Croydon ,1040,742.0,160.0,377.0,3.0,3.0,22.0,43.0,75.0,59.0,298.0,74.0,64.0,64.0,75.0,21.0
E01001011,Croydon ,1409,1003.0,190.0,531.0,6.0,6.0,32.0,46.0,93.0,99.0,406.0,80.0,107.0,94.0,72.0,53.0
E01001012,Croydon ,1440,981.0,158.0,493.0,11.0,16.0,27.0,61.0,122.0,93.0,459.0,77.0,112.0,98.0,90.0,82.0
E01001013,Croydon ,1445,901.0,171.0,427.0,3.0,19.0,41.0,36.0,125.0,79.0,544.0,110.0,132.0,115.0,130.0,57.0
E01001014,Croydon ,1952,1478.0,252.0,916.0,7.0,21.0,36.0,73.0,121.0,52.0,474.0,93.0,106.0,111.0,87.0,77.0
E01001015,Croydon ,1036,733.0,117.0,438.0,1.0,19.0,19.0,51.0,57.0,31.0,303.0,130.0,60.0,52.0,39.0,22.0
E01001016,Croydon ,1227,856.0,158.0,483.0,9.0,22.0,28.0,80.0,41.0,35.0,371.0,212.0,64.0,56.0,20.0,19.0
E01001017,Croydon ,1208,867.0,143.0,477.0,2.0,23.0,47.0,99.0,42.0,34.0,341.0,216.0,38.0,44.0,32.0,11.0
E01001018,Croydon ,1113,845.0,145.0,489.0,6.0,18.0,48.0,76.0,42.0,21.0,268.0,168.0,32.0,41.0,18.0,9.0
E01001019,Croydon ,1088,773.0,155.0,412.0,6.0,20.0,37.0,73.0,37.0,33.0,315.0,197.0,53.0,24.0,18.0,23.0
E01001020,Croydon ,1159,831.0,162.0,491.0,5.0,24.0,29.0,64.0,36.0,20.0,328.0,191.0,56.0,35.0,28.0,18.0
E01001021,Croydon ,858,557.0,124.0,267.0,4.0,10.0,23.0,45.0,56.0,28.0,301.0,127.0,56.0,48.0,42.0,28.0
E01001022,Croydon ,1001,676.0,136.0,365.0,4.0,24.0,31.0,56.0,38.0,22.0,325.0,212.0,45.0,34.0,21.0,13.0
E01001023,Croydon ,957,732.0,124.0,404.0,3.0,22.0,20.0,73.0,52.0,34.0,225.0,101.0,43.0,32.0,38.0,11.0
E01001024,Croydon ,1062,788.0,181.0,433.0,3.0,21.0,21.0,50.0,42.0,37.0,274.0,133.0,65.0,39.0,13.0,24.0
E01001025,Croydon ,940,700.0,139.0,398.0,2.0,13.0,27.0,63.0,33.0,25.0,240.0,142.0,41.0,35.0,10.0,12.0
E01001026,Croydon ,1245,942.0,198.0,527.0,3.0,16.0,42.0,76.0,34.0,46.0,303.0,153.0,55.0,45.0,31.0,19.0
E01001027,Croydon ,1140,853.0,162.0,462.0,5.0,20.0,35.0,101.0,34.0,34.0,287.0,140.0,51.0,38.0,32.0,26.0
E01001028,Croydon ,1188,832.0,142.0,408.0,8.0,63.0,49.0,85.0,39.0,38.0,356.0,178.0,80.0,59.0,22.0,17.0
E01001029,Croydon ,1183,835.0,138.0,442.0,11.0,49.0,52.0,79.0,35.0,29.0,348.0,131.0,68.0,47.0,65.0,37.0
E01001030,Croydon ,1020,727.0,133.0,374.0,4.0,48.0,44.0,65.0,20.0,39.0,293.0,117.0,68.0,53.0,22.0,33.0
E01001031,Croydon ,1087,809.0,149.0,444.0,4.0,24.0,30.0,74.0,42.0,42.0,278.0,142.0,61.0,47.0,13.0,15.0
E01001032,Croydon ,968,679.0,145.0,353.0,9.0,31.0,37.0,64.0,18.0,22.0,289.0,186.0,42.0,34.0,15.0,12.0
E01001033,Croydon ,1180,920.0,125.0,572.0,1.0,12.0,28.0,77.0,71.0,34.0,260.0,105.0,60.0,54.0,24.0,17.0
E01001034,Croydon ,1184,944.0,123.0,592.0,5.0,25.0,37.0,86.0,51.0,25.0,240.0,80.0,51.0,49.0,30.0,30.0
E01001035,Croydon ,1399,1127.0,116.0,751.0,5.0,17.0,30.0,93.0,81.0,34.0,272.0,81.0,75.0,42.0,48.0,26.0
E01001036,Croydon ,1114,782.0,124.0,451.0,5.0,34.0,43.0,57.0,40.0,28.0,332.0,153.0,64.0,49.0,48.0,18.0
E01001037,Croydon ,1033,841.0,121.0,539.0,2.0,15.0,28.0,49.0,62.0,25.0,192.0,54.0,43.0,37.0,27.0,31.0
E01001038,Croydon ,1488,1202.0,112.0,841.0,3.0,28.0,29.0,79.0,69.0,41.0,286.0,91.0,47.0,56.0,64.0,28.0
E01001039,Croydon ,1091,811.0,135.0,493.0,5.0,25.0,35.0,68.0,35.0,15.0,280.0,141.0,61.0,42.0,23.0,13.0
E01001040,Croydon ,1287,1033.0,144.0,676.0,2.0,12.0,35.0,71.0,67.0,26.0,254.0,92.0,45.0,59.0,30.0,28.0
E01001041,Croydon ,1203,949.0,143.0,562.0,5.0,39.0,32.0,60.0,77.0,31.0,254.0,75.0,52.0,61.0,36.0,30.0
E01001042,Croydon ,1417,1089.0,157.0,660.0,1.0,17.0,42.0,69.0,98.0,45.0,328.0,58.0,87.0,80.0,65.0,38.0
E01001043,Croydon ,2052,1628.0,191.0,1035.0,4.0,46.0,51.0,102.0,124.0,75.0,424.0,66.0,112.0,103.0,69.0,74.0
E01001044,Croydon ,1392,1025.0,107.0,672.0,7.0,23.0,50.0,77.0,66.0,23.0,367.0,170.0,54.0,90.0,27.0,26.0
E01001045,Croydon ,1457,1135.0,125.0,730.0,3.0,18.0,30.0,81.0,109.0,39.0,322.0,93.0,50.0,61.0,64.0,54.0
E01001046,Croydon ,1310,977.0,105.0,661.0,9.0,24.0,38.0,65.0,49.0,26.0,333.0,139.0,63.0,89.0,15.0,27.0
E01001047,Croydon ,1352,1054.0,113.0,701.0,1.0,22.0,36.0,78.0,61.0,42.0,298.0,102.0,73.0,44.0,52.0,27.0
E01001048,Croydon ,1471,1148.0,175.0,698.0,3.0,15.0,32.0,61.0,101.0,63.0,323.0,74.0,72.0,80.0,43.0,54.0
E01001049,Croydon ,1058,691.0,109.0,368.0,3.0,62.0,43.0,58.0,33.0,15.0,367.0,153.0,95.0,57.0,36.0,26.0
E01001050,Croydon ,1123,776.0,93.0,521.0,8.0,15.0,22.0,47.0,52.0,18.0,347.0,161.0,57.0,64.0,37.0,28.0
E01001051,Croydon ,996,631.0,174.0,288.0,4.0,7.0,14.0,40.0,73.0,31.0,365.0,144.0,58.0,73.0,46.0,44.0
E01001052,Croydon ,918,602.0,146.0,275.0,4.0,7.0,16.0,21.0,84.0,49.0,316.0,91.0,60.0,89.0,45.0,31.0
E01001053,Croydon ,1022,699.0,153.0,385.0,1.0,12.0,11.0,48.0,57.0,32.0,323.0,128.0,52.0,57.0,52.0,34.0
E01001054,Croydon ,1171,751.0,166.0,365.0,2.0,24.0,17.0,43.0,88.0,46.0,420.0,126.0,86.0,93.0,74.0,41.0
E01001055,Croydon ,1098,731.0,146.0,380.0,2.0,10.0,20.0,56.0,83.0,34.0,367.0,132.0,68.0,77.0,59.0,31.0
E01001056,Croydon ,1093,686.0,188.0,289.0,1.0,9.0,13.0,30.0,111.0,45.0,407.0,63.0,95.0,139.0,73.0,37.0
E01001057,Croydon ,1085,665.0,173.0,254.0,5.0,7.0,8.0,29.0,122.0,67.0,420.0,51.0,104.0,133.0,73.0,59.0
E01001058,Croydon ,941,704.0,139.0,402.0,3.0,17.0,26.0,47.0,42.0,28.0,237.0,126.0,38.0,36.0,22.0,15.0
E01001059,Croydon ,1086,811.0,133.0,517.0,3.0,10.0,33.0,53.0,36.0,26.0,275.0,132.0,48.0,44.0,27.0,24.0
E01001060,Croydon ,1152,885.0,157.0,536.0,2.0,23.0,31.0,64.0,46.0,26.0,267.0,116.0,61.0,45.0,27.0,18.0
E01001061,Croydon ,1124,845.0,142.0,504.0,3.0,20.0,23.0,57.0,57.0,39.0,279.0,100.0,56.0,47.0,53.0,23.0
E01001062,Croydon ,1156,802.0,151.0,425.0,6.0,34.0,45.0,76.0,23.0,42.0,354.0,209.0,74.0,30.0,12.0,29.0
E01001063,Croydon ,1167,858.0,153.0,486.0,8.0,27.0,39.0,71.0,41.0,33.0,309.0,159.0,71.0,40.0,24.0,15.0
