LSOA11CD,Borough,All categories: Economic activity,Economically active: Total,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed with employees: Part-time,Economically active: Self-employed with employees: Full-time,Economically active: Self-employed without employees: Part-time,Economically active: Self-employed without employees: Full-time,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Total,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other
E01002933,Kingston upon Thames ,1377,1006.0,162.0,556.0,4.0,23.0,53.0,89.0,60.0,59.0,371.0,122.0,95.0,74.0,57.0,23.0
E01002934,Kingston upon Thames ,1307,1017.0,140.0,628.0,2.0,25.0,62.0,78.0,33.0,49.0,290.0,89.0,87.0,72.0,21.0,21.0
E01002935,Kingston upon Thames ,1450,1126.0,157.0,655.0,3.0,28.0,51.0,78.0,38.0,116.0,324.0,62.0,168.0,51.0,24.0,19.0
E01002937,Kingston upon Thames ,1223,974.0,148.0,576.0,6.0,27.0,50.0,92.0,30.0,45.0,249.0,79.0,77.0,56.0,24.0,13.0
E01002938,Kingston upon Thames ,1357,1030.0,144.0,607.0,7.0,25.0,77.0,101.0,35.0,34.0,327.0,126.0,77.0,65.0,25.0,34.0
E01002939,Kingston upon Thames ,1140,868.0,157.0,509.0,4.0,11.0,37.0,65.0,42.0,43.0,272.0,99.0,59.0,57.0,32.0,25.0
E01002940,Kingston upon Thames ,1104,830.0,188.0,459.0,4.0,19.0,28.0,42.0,44.0,46.0,274.0,128.0,43.0,53.0,27.0,23.0
E01002941,Kingston upon Thames ,1090,787.0,154.0,452.0,7.0,11.0,18.0,75.0,32.0,38.0,303.0,171.0,48.0,43.0,30.0,11.0
E01002942,Kingston upon Thames ,996,750.0,159.0,421.0,2.0,14.0,23.0,67.0,23.0,41.0,246.0,134.0,37.0,35.0,26.0,14.0
E01002943,Kingston upon Thames ,1036,738.0,137.0,409.0,3.0,12.0,29.0,70.0,39.0,39.0,298.0,127.0,58.0,59.0,29.0,25.0
E01002944,Kingston upon Thames ,979,749.0,136.0,462.0,5.0,8.0,27.0,54.0,30.0,27.0,230.0,105.0,44.0,46.0,18.0,17.0
E01002945,Kingston upon Thames ,1154,938.0,149.0,591.0,4.0,17.0,33.0,88.0,30.0,26.0,216.0,112.0,28.0,41.0,16.0,19.0
E01002946,Kingston upon Thames ,1144,875.0,154.0,524.0,3.0,18.0,30.0,68.0,41.0,37.0,269.0,153.0,34.0,33.0,24.0,25.0
E01002947,Kingston upon Thames ,1188,930.0,187.0,540.0,1.0,10.0,36.0,83.0,30.0,43.0,258.0,140.0,47.0,35.0,18.0,18.0
E01002948,Kingston upon Thames ,1492,1113.0,197.0,672.0,4.0,25.0,37.0,81.0,50.0,47.0,379.0,152.0,70.0,74.0,55.0,28.0
E01002949,Kingston upon Thames ,1341,1007.0,192.0,573.0,3.0,18.0,34.0,89.0,44.0,54.0,334.0,148.0,71.0,63.0,27.0,25.0
E01002950,Kingston upon Thames ,1148,858.0,150.0,506.0,7.0,15.0,25.0,72.0,50.0,33.0,290.0,118.0,38.0,61.0,42.0,31.0
E01002951,Kingston upon Thames ,1137,832.0,121.0,459.0,2.0,28.0,44.0,77.0,46.0,55.0,305.0,109.0,85.0,64.0,13.0,34.0
E01002952,Kingston upon Thames ,1094,667.0,88.0,331.0,12.0,61.0,50.0,76.0,18.0,31.0,427.0,128.0,151.0,103.0,23.0,22.0
E01002953,Kingston upon Thames ,947,654.0,92.0,306.0,9.0,66.0,44.0,63.0,19.0,55.0,293.0,88.0,98.0,69.0,10.0,28.0
E01002954,Kingston upon Thames ,930,692.0,85.0,432.0,3.0,20.0,31.0,44.0,32.0,45.0,238.0,85.0,66.0,50.0,20.0,17.0
E01002955,Kingston upon Thames ,1056,723.0,117.0,337.0,8.0,31.0,44.0,81.0,33.0,72.0,333.0,96.0,132.0,56.0,20.0,29.0
E01002956,Kingston upon Thames ,1219,680.0,99.0,260.0,7.0,38.0,38.0,52.0,14.0,172.0,539.0,118.0,292.0,83.0,11.0,35.0
E01002957,Kingston upon Thames ,1258,804.0,128.0,317.0,5.0,19.0,41.0,53.0,56.0,185.0,454.0,73.0,222.0,99.0,22.0,38.0
E01002958,Kingston upon Thames ,1241,985.0,148.0,570.0,1.0,21.0,57.0,106.0,41.0,41.0,256.0,99.0,52.0,58.0,28.0,19.0
E01002959,Kingston upon Thames ,1012,635.0,92.0,347.0,3.0,48.0,37.0,60.0,25.0,23.0,377.0,144.0,101.0,83.0,15.0,34.0
E01002960,Kingston upon Thames ,1159,793.0,139.0,428.0,9.0,27.0,44.0,70.0,24.0,52.0,366.0,118.0,136.0,67.0,23.0,22.0
E01002961,Kingston upon Thames ,1260,889.0,154.0,496.0,6.0,40.0,45.0,73.0,26.0,49.0,371.0,132.0,103.0,99.0,16.0,21.0
E01002962,Kingston upon Thames ,1103,795.0,181.0,374.0,4.0,23.0,33.0,73.0,55.0,52.0,308.0,103.0,78.0,61.0,35.0,31.0
E01002963,Kingston upon Thames ,1281,935.0,131.0,550.0,5.0,36.0,36.0,79.0,45.0,53.0,346.0,128.0,105.0,78.0,16.0,19.0
E01002964,Kingston upon Thames ,1794,1174.0,116.0,648.0,5.0,13.0,37.0,70.0,51.0,234.0,620.0,119.0,351.0,64.0,55.0,31.0
E01002965,Kingston upon Thames ,1927,1348.0,122.0,741.0,9.0,37.0,42.0,95.0,53.0,249.0,579.0,104.0,334.0,60.0,41.0,40.0
E01002966,Kingston upon Thames ,1461,1104.0,153.0,641.0,3.0,19.0,49.0,86.0,50.0,103.0,357.0,77.0,162.0,52.0,41.0,25.0
E01002967,Kingston upon Thames ,1534,1225.0,108.0,843.0,7.0,14.0,52.0,97.0,39.0,65.0,309.0,126.0,93.0,46.0,18.0,26.0
E01002968,Kingston upon Thames ,2276,1444.0,150.0,761.0,9.0,37.0,68.0,104.0,60.0,255.0,832.0,122.0,565.0,61.0,45.0,39.0
E01002969,Kingston upon Thames ,1287,808.0,195.0,363.0,3.0,16.0,19.0,31.0,98.0,83.0,479.0,107.0,116.0,120.0,91.0,45.0
E01002970,Kingston upon Thames ,1196,874.0,150.0,465.0,6.0,11.0,27.0,53.0,67.0,95.0,322.0,75.0,112.0,57.0,44.0,34.0
E01002971,Kingston upon Thames ,1334,1040.0,155.0,594.0,6.0,21.0,44.0,85.0,39.0,96.0,294.0,79.0,129.0,49.0,21.0,16.0
E01002972,Kingston upon Thames ,1488,1103.0,138.0,631.0,3.0,10.0,43.0,72.0,63.0,143.0,385.0,86.0,201.0,48.0,28.0,22.0
E01002973,Kingston upon Thames ,1026,733.0,142.0,341.0,6.0,19.0,27.0,55.0,64.0,79.0,293.0,66.0,92.0,56.0,39.0,40.0
E01002974,Kingston upon Thames ,1437,1031.0,186.0,521.0,8.0,22.0,62.0,75.0,50.0,107.0,406.0,111.0,156.0,65.0,44.0,30.0
E01002975,Kingston upon Thames ,991,683.0,117.0,364.0,5.0,31.0,34.0,65.0,30.0,37.0,308.0,131.0,67.0,73.0,11.0,26.0
E01002976,Kingston upon Thames ,1185,890.0,170.0,527.0,8.0,12.0,47.0,79.0,29.0,18.0,295.0,154.0,58.0,52.0,15.0,16.0
E01002977,Kingston upon Thames ,1168,788.0,150.0,391.0,4.0,27.0,38.0,82.0,56.0,40.0,380.0,147.0,61.0,82.0,47.0,43.0
E01002978,Kingston upon Thames ,1337,982.0,170.0,559.0,6.0,43.0,43.0,74.0,46.0,41.0,355.0,185.0,66.0,62.0,21.0,21.0
E01002979,Kingston upon Thames ,1168,864.0,159.0,516.0,6.0,18.0,32.0,79.0,29.0,25.0,304.0,160.0,52.0,51.0,19.0,22.0
E01002980,Kingston upon Thames ,1049,732.0,142.0,352.0,9.0,38.0,47.0,77.0,31.0,36.0,317.0,141.0,74.0,48.0,28.0,26.0
E01002981,Kingston upon Thames ,1118,753.0,147.0,399.0,12.0,41.0,23.0,64.0,27.0,40.0,365.0,152.0,97.0,58.0,19.0,39.0
E01002982,Kingston upon Thames ,1007,683.0,144.0,325.0,4.0,34.0,39.0,78.0,21.0,38.0,324.0,167.0,64.0,49.0,22.0,22.0
E01002983,Kingston upon Thames ,1210,863.0,169.0,455.0,5.0,35.0,46.0,83.0,32.0,38.0,347.0,166.0,89.0,52.0,14.0,26.0
E01002984,Kingston upon Thames ,965,647.0,107.0,351.0,9.0,30.0,39.0,54.0,28.0,29.0,318.0,121.0,60.0,58.0,50.0,29.0
E01002985,Kingston upon Thames ,1183,853.0,167.0,468.0,7.0,31.0,39.0,49.0,44.0,48.0,330.0,104.0,97.0,71.0,20.0,38.0
E01002986,Kingston upon Thames ,922,641.0,101.0,346.0,3.0,33.0,37.0,55.0,37.0,29.0,281.0,102.0,62.0,59.0,32.0,26.0
E01002987,Kingston upon Thames ,1411,1079.0,99.0,658.0,9.0,23.0,37.0,86.0,82.0,85.0,332.0,86.0,97.0,28.0,80.0,41.0
E01002988,Kingston upon Thames ,1652,1047.0,84.0,509.0,3.0,25.0,35.0,74.0,34.0,283.0,605.0,60.0,477.0,39.0,13.0,16.0
E01002989,Kingston upon Thames ,1535,1306.0,106.0,918.0,8.0,32.0,46.0,134.0,31.0,31.0,229.0,89.0,54.0,50.0,14.0,22.0
E01002990,Kingston upon Thames ,1437,1193.0,101.0,816.0,10.0,20.0,39.0,108.0,50.0,49.0,244.0,88.0,91.0,28.0,21.0,16.0
E01002991,Kingston upon Thames ,1317,1006.0,108.0,617.0,4.0,29.0,36.0,77.0,31.0,104.0,311.0,99.0,150.0,28.0,14.0,20.0
E01002992,Kingston upon Thames ,1548,899.0,88.0,374.0,1.0,12.0,16.0,56.0,24.0,328.0,649.0,61.0,533.0,29.0,14.0,12.0
E01002993,Kingston upon Thames ,1262,1019.0,80.0,734.0,2.0,16.0,45.0,79.0,25.0,38.0,243.0,99.0,70.0,37.0,16.0,21.0
E01002994,Kingston upon Thames ,1079,825.0,104.0,509.0,1.0,18.0,48.0,73.0,34.0,38.0,254.0,129.0,33.0,43.0,26.0,23.0
E01002995,Kingston upon Thames ,1060,791.0,77.0,517.0,4.0,33.0,47.0,64.0,16.0,33.0,269.0,110.0,54.0,59.0,21.0,25.0
E01002996,Kingston upon Thames ,1106,889.0,127.0,542.0,5.0,24.0,32.0,76.0,23.0,60.0,217.0,93.0,52.0,29.0,24.0,19.0
E01002997,Kingston upon Thames ,1114,868.0,121.0,527.0,3.0,24.0,38.0,78.0,30.0,47.0,246.0,90.0,51.0,55.0,34.0,16.0
E01002998,Kingston upon Thames ,1113,820.0,155.0,462.0,4.0,21.0,32.0,56.0,37.0,53.0,293.0,106.0,70.0,62.0,31.0,24.0
E01002999,Kingston upon Thames ,1191,929.0,86.0,614.0,1.0,19.0,27.0,59.0,61.0,62.0,262.0,54.0,108.0,36.0,35.0,29.0
E01003000,Kingston upon Thames ,1153,833.0,185.0,443.0,2.0,18.0,33.0,55.0,43.0,54.0,320.0,127.0,77.0,54.0,36.0,26.0
E01003001,Kingston upon Thames ,1340,1013.0,218.0,533.0,4.0,22.0,43.0,88.0,38.0,67.0,327.0,125.0,88.0,71.0,14.0,29.0
E01003002,Kingston upon Thames ,1320,999.0,164.0,584.0,4.0,19.0,31.0,87.0,58.0,52.0,321.0,122.0,66.0,69.0,36.0,28.0
E01003003,Kingston upon Thames ,1176,894.0,156.0,520.0,6.0,16.0,26.0,62.0,43.0,65.0,282.0,84.0,74.0,45.0,39.0,40.0
E01003004,Kingston upon Thames ,1137,877.0,176.0,482.0,13.0,19.0,29.0,71.0,41.0,46.0,260.0,127.0,54.0,39.0,14.0,26.0
E01003005,Kingston upon Thames ,1090,831.0,154.0,490.0,5.0,17.0,39.0,78.0,25.0,23.0,259.0,133.0,40.0,42.0,23.0,21.0
E01003006,Kingston upon Thames ,1032,765.0,123.0,439.0,7.0,20.0,52.0,73.0,30.0,21.0,267.0,114.0,59.0,57.0,25.0,12.0
E01003007,Kingston upon Thames ,1029,763.0,152.0,399.0,13.0,28.0,39.0,81.0,27.0,24.0,266.0,109.0,69.0,56.0,13.0,19.0
E01003008,Kingston upon Thames ,976,732.0,140.0,417.0,8.0,28.0,41.0,63.0,18.0,17.0,244.0,122.0,51.0,49.0,7.0,15.0
E01003009,Kingston upon Thames ,1333,996.0,174.0,564.0,11.0,23.0,53.0,92.0,40.0,39.0,337.0,127.0,64.0,82.0,30.0,34.0
E01003010,Kingston upon Thames ,1082,815.0,146.0,442.0,3.0,35.0,61.0,72.0,32.0,24.0,267.0,103.0,80.0,55.0,6.0,23.0
E01003011,Kingston upon Thames ,1276,969.0,137.0,550.0,6.0,26.0,50.0,94.0,44.0,62.0,307.0,139.0,70.0,55.0,22.0,21.0
E01003013,Lambeth ,1478,1121.0,57.0,859.0,2.0,30.0,25.0,71.0,28.0,49.0,357.0,55.0,243.0,20.0,15.0,24.0
E01003014,Lambeth ,1281,878.0,97.0,505.0,7.0,20.0,38.0,76.0,58.0,77.0,403.0,113.0,175.0,35.0,47.0,33.0
E01003015,Lambeth ,1244,857.0,123.0,462.0,8.0,23.0,39.0,53.0,98.0,51.0,387.0,84.0,143.0,51.0,62.0,47.0
E01003016,Lambeth ,1251,649.0,60.0,346.0,3.0,22.0,23.0,49.0,43.0,103.0,602.0,59.0,458.0,19.0,29.0,37.0
E01003017,Lambeth ,1389,1035.0,126.0,610.0,8.0,21.0,48.0,106.0,73.0,43.0,354.0,109.0,103.0,39.0,68.0,35.0
E01003018,Lambeth ,1793,1538.0,129.0,1008.0,3.0,34.0,66.0,145.0,87.0,66.0,255.0,62.0,91.0,29.0,32.0,41.0
E01003019,Lambeth ,1796,1510.0,125.0,1104.0,1.0,24.0,39.0,116.0,52.0,49.0,286.0,92.0,81.0,31.0,55.0,27.0
E01003020,Lambeth ,1444,1174.0,120.0,764.0,4.0,17.0,29.0,98.0,83.0,59.0,270.0,63.0,74.0,36.0,50.0,47.0
E01003021,Lambeth ,1492,894.0,116.0,504.0,6.0,18.0,35.0,44.0,124.0,47.0,598.0,105.0,84.0,41.0,89.0,279.0
E01003022,Lambeth ,1428,1151.0,124.0,749.0,7.0,17.0,36.0,102.0,66.0,50.0,277.0,62.0,93.0,37.0,56.0,29.0
E01003023,Lambeth ,1970,1638.0,159.0,1079.0,7.0,26.0,62.0,137.0,96.0,72.0,332.0,70.0,105.0,64.0,39.0,54.0
E01003024,Lambeth ,1322,1009.0,168.0,545.0,1.0,10.0,41.0,55.0,105.0,84.0,313.0,47.0,91.0,64.0,47.0,64.0
E01003025,Lambeth ,1562,1217.0,157.0,684.0,7.0,22.0,66.0,98.0,113.0,70.0,345.0,70.0,105.0,58.0,58.0,54.0
E01003026,Lambeth ,1262,1093.0,47.0,831.0,3.0,32.0,36.0,91.0,23.0,30.0,169.0,47.0,43.0,42.0,25.0,12.0
E01003027,Lambeth ,1040,848.0,63.0,563.0,3.0,43.0,61.0,72.0,30.0,13.0,192.0,52.0,62.0,50.0,6.0,22.0
E01003028,Lambeth ,1144,890.0,73.0,609.0,6.0,27.0,30.0,72.0,42.0,31.0,254.0,69.0,50.0,69.0,37.0,29.0
E01003029,Lambeth ,1503,1249.0,79.0,898.0,4.0,36.0,32.0,100.0,60.0,40.0,254.0,68.0,59.0,38.0,45.0,44.0
E01003030,Lambeth ,1515,1331.0,80.0,983.0,3.0,32.0,51.0,115.0,37.0,30.0,184.0,43.0,49.0,49.0,23.0,20.0
E01003031,Lambeth ,1391,1163.0,111.0,798.0,6.0,19.0,24.0,72.0,87.0,46.0,228.0,52.0,76.0,34.0,38.0,28.0
E01003032,Lambeth ,1417,1059.0,114.0,698.0,5.0,14.0,35.0,80.0,78.0,35.0,358.0,102.0,113.0,46.0,61.0,36.0
E01003033,Lambeth ,1175,957.0,76.0,629.0,11.0,38.0,52.0,79.0,40.0,32.0,218.0,58.0,64.0,52.0,23.0,21.0
E01003034,Lambeth ,1384,1134.0,127.0,737.0,5.0,25.0,39.0,77.0,82.0,42.0,250.0,71.0,60.0,52.0,38.0,29.0
E01003035,Lambeth ,1390,1207.0,76.0,881.0,2.0,22.0,40.0,88.0,62.0,36.0,183.0,45.0,48.0,23.0,47.0,20.0
E01003036,Lambeth ,1311,1036.0,77.0,709.0,1.0,22.0,45.0,101.0,44.0,37.0,275.0,69.0,67.0,48.0,63.0,28.0
E01003037,Lambeth ,1100,840.0,92.0,522.0,7.0,16.0,20.0,50.0,87.0,46.0,260.0,62.0,61.0,39.0,69.0,29.0
E01003038,Lambeth ,1272,1077.0,70.0,780.0,6.0,32.0,38.0,104.0,31.0,16.0,195.0,55.0,72.0,31.0,25.0,12.0
E01003039,Lambeth ,1724,1500.0,98.0,1059.0,7.0,55.0,47.0,152.0,52.0,30.0,224.0,72.0,55.0,54.0,14.0,29.0
E01003040,Lambeth ,1044,863.0,78.0,586.0,5.0,25.0,34.0,63.0,43.0,29.0,181.0,59.0,33.0,37.0,35.0,17.0
E01003041,Lambeth ,1239,956.0,135.0,639.0,2.0,14.0,18.0,38.0,64.0,46.0,283.0,70.0,68.0,39.0,65.0,41.0
E01003042,Lambeth ,877,716.0,61.0,484.0,2.0,12.0,25.0,59.0,57.0,16.0,161.0,51.0,38.0,15.0,36.0,21.0
E01003043,Lambeth ,1345,1105.0,124.0,698.0,3.0,22.0,55.0,95.0,73.0,35.0,240.0,69.0,79.0,24.0,32.0,36.0
E01003044,Lambeth ,961,694.0,129.0,331.0,4.0,7.0,31.0,38.0,102.0,52.0,267.0,50.0,71.0,35.0,72.0,39.0
E01003045,Lambeth ,1410,934.0,163.0,458.0,6.0,25.0,20.0,56.0,125.0,81.0,476.0,87.0,141.0,86.0,82.0,80.0
E01003046,Lambeth ,1233,887.0,185.0,398.0,8.0,14.0,32.0,47.0,127.0,76.0,346.0,70.0,110.0,51.0,63.0,52.0
E01003047,Lambeth ,1310,957.0,133.0,537.0,2.0,18.0,36.0,75.0,95.0,61.0,353.0,78.0,93.0,50.0,74.0,58.0
E01003048,Lambeth ,1232,864.0,163.0,363.0,9.0,8.0,26.0,53.0,145.0,97.0,368.0,63.0,100.0,69.0,72.0,64.0
E01003049,Lambeth ,1220,866.0,158.0,461.0,4.0,6.0,26.0,51.0,100.0,60.0,354.0,72.0,118.0,56.0,51.0,57.0
E01003050,Lambeth ,1417,1145.0,109.0,732.0,5.0,20.0,33.0,116.0,74.0,56.0,272.0,58.0,92.0,27.0,56.0,39.0
E01003051,Lambeth ,1272,907.0,135.0,458.0,2.0,16.0,40.0,71.0,117.0,68.0,365.0,46.0,131.0,53.0,74.0,61.0
E01003052,Lambeth ,1334,924.0,162.0,415.0,5.0,13.0,41.0,59.0,145.0,84.0,410.0,53.0,138.0,57.0,71.0,91.0
E01003053,Lambeth ,1532,1300.0,89.0,958.0,0.0,16.0,29.0,107.0,66.0,35.0,232.0,68.0,73.0,21.0,41.0,29.0
E01003054,Lambeth ,1682,1527.0,80.0,1180.0,4.0,13.0,36.0,106.0,65.0,43.0,155.0,44.0,51.0,16.0,23.0,21.0
E01003055,Lambeth ,1330,1027.0,98.0,667.0,3.0,19.0,42.0,87.0,76.0,35.0,303.0,89.0,52.0,37.0,95.0,30.0
E01003056,Lambeth ,1682,1406.0,110.0,1040.0,3.0,29.0,19.0,80.0,79.0,46.0,276.0,49.0,82.0,40.0,63.0,42.0
E01003057,Lambeth ,1357,1050.0,118.0,676.0,5.0,17.0,23.0,71.0,90.0,50.0,307.0,48.0,85.0,35.0,97.0,42.0
E01003058,Lambeth ,1705,1486.0,125.0,1076.0,5.0,19.0,34.0,98.0,69.0,60.0,219.0,43.0,82.0,21.0,32.0,41.0
E01003059,Lambeth ,1245,886.0,156.0,480.0,1.0,10.0,22.0,59.0,91.0,67.0,359.0,78.0,110.0,54.0,67.0,50.0
E01003060,Lambeth ,1176,798.0,155.0,401.0,2.0,10.0,27.0,48.0,86.0,69.0,378.0,94.0,93.0,60.0,76.0,55.0
E01003061,Lambeth ,1031,814.0,156.0,438.0,0.0,17.0,22.0,54.0,73.0,54.0,217.0,45.0,64.0,27.0,35.0,46.0
E01003062,Lambeth ,1340,1100.0,111.0,680.0,4.0,25.0,57.0,111.0,75.0,37.0,240.0,79.0,53.0,38.0,39.0,31.0
E01003063,Lambeth ,1061,749.0,120.0,414.0,4.0,8.0,31.0,44.0,91.0,37.0,312.0,88.0,72.0,50.0,70.0,32.0
E01003064,Lambeth ,1190,993.0,110.0,610.0,4.0,24.0,49.0,110.0,56.0,30.0,197.0,45.0,55.0,51.0,24.0,22.0
E01003065,Lambeth ,1034,715.0,127.0,349.0,8.0,21.0,27.0,45.0,94.0,44.0,319.0,76.0,70.0,61.0,73.0,39.0
E01003066,Lambeth ,1254,899.0,138.0,514.0,4.0,9.0,38.0,65.0,75.0,56.0,355.0,94.0,98.0,47.0,51.0,65.0
E01003067,Lambeth ,1117,853.0,110.0,488.0,6.0,24.0,45.0,92.0,48.0,40.0,264.0,87.0,64.0,50.0,27.0,36.0
E01003068,Lambeth ,1088,812.0,128.0,444.0,4.0,16.0,44.0,62.0,80.0,34.0,276.0,73.0,54.0,62.0,44.0,43.0
E01003069,Lambeth ,947,679.0,122.0,344.0,5.0,13.0,34.0,56.0,77.0,28.0,268.0,74.0,66.0,44.0,53.0,31.0
E01003070,Lambeth ,1103,782.0,107.0,397.0,4.0,10.0,25.0,59.0,121.0,59.0,321.0,65.0,75.0,57.0,68.0,56.0
E01003071,Lambeth ,1912,1624.0,167.0,1043.0,3.0,28.0,80.0,170.0,80.0,53.0,288.0,74.0,86.0,42.0,55.0,31.0
E01003072,Lambeth ,1336,1024.0,144.0,562.0,9.0,46.0,57.0,131.0,53.0,22.0,312.0,115.0,71.0,64.0,34.0,28.0
E01003073,Lambeth ,1281,955.0,129.0,537.0,4.0,22.0,38.0,83.0,93.0,49.0,326.0,86.0,90.0,50.0,61.0,39.0
E01003074,Lambeth ,1897,1541.0,187.0,874.0,11.0,48.0,73.0,176.0,113.0,59.0,356.0,82.0,79.0,51.0,85.0,59.0
E01003075,Lambeth ,1180,791.0,141.0,391.0,6.0,6.0,26.0,44.0,105.0,72.0,389.0,93.0,104.0,64.0,64.0,64.0
E01003076,Lambeth ,1581,1291.0,169.0,733.0,7.0,23.0,58.0,109.0,84.0,108.0,290.0,47.0,120.0,38.0,39.0,46.0
E01003077,Lambeth ,1466,1163.0,138.0,700.0,4.0,21.0,38.0,95.0,71.0,96.0,303.0,58.0,136.0,36.0,36.0,37.0
E01003078,Lambeth ,1227,955.0,122.0,594.0,5.0,33.0,40.0,95.0,37.0,29.0,272.0,104.0,71.0,41.0,30.0,26.0
E01003079,Lambeth ,1262,929.0,144.0,497.0,8.0,14.0,34.0,91.0,84.0,57.0,333.0,66.0,98.0,56.0,58.0,55.0
E01003080,Lambeth ,1247,999.0,113.0,586.0,2.0,18.0,46.0,110.0,86.0,38.0,248.0,79.0,53.0,52.0,31.0,33.0
E01003081,Lambeth ,1363,1033.0,151.0,543.0,10.0,26.0,51.0,91.0,101.0,60.0,330.0,55.0,100.0,61.0,54.0,60.0
E01003082,Lambeth ,1032,748.0,101.0,396.0,1.0,11.0,35.0,73.0,90.0,41.0,284.0,91.0,60.0,53.0,51.0,29.0
E01003083,Lambeth ,1127,837.0,110.0,487.0,9.0,17.0,42.0,72.0,68.0,32.0,290.0,92.0,65.0,33.0,67.0,33.0
E01003084,Lambeth ,1231,1007.0,161.0,548.0,6.0,28.0,58.0,99.0,82.0,25.0,224.0,67.0,58.0,43.0,20.0,36.0
E01003085,Lambeth ,1253,921.0,144.0,508.0,9.0,27.0,56.0,80.0,56.0,41.0,332.0,123.0,88.0,61.0,31.0,29.0
E01003086,Lambeth ,1108,766.0,135.0,401.0,5.0,13.0,19.0,36.0,115.0,42.0,342.0,65.0,95.0,59.0,73.0,50.0
E01003087,Lambeth ,1075,684.0,141.0,315.0,5.0,17.0,15.0,38.0,107.0,46.0,391.0,64.0,80.0,68.0,133.0,46.0
E01003088,Lambeth ,1473,1186.0,155.0,746.0,3.0,21.0,36.0,61.0,102.0,62.0,287.0,55.0,102.0,38.0,47.0,45.0
E01003089,Lambeth ,1439,1015.0,190.0,532.0,10.0,10.0,34.0,44.0,101.0,94.0,424.0,69.0,173.0,88.0,43.0,51.0
E01003090,Lambeth ,2029,1699.0,95.0,1247.0,5.0,29.0,51.0,125.0,78.0,69.0,330.0,62.0,114.0,44.0,73.0,37.0
E01003091,Lambeth ,1280,972.0,113.0,582.0,2.0,24.0,31.0,81.0,80.0,59.0,308.0,62.0,110.0,62.0,39.0,35.0
E01003092,Lambeth ,1326,930.0,121.0,540.0,5.0,6.0,31.0,69.0,108.0,50.0,396.0,91.0,121.0,57.0,79.0,48.0
E01003093,Lambeth ,1673,1209.0,192.0,673.0,8.0,19.0,30.0,52.0,142.0,93.0,464.0,86.0,139.0,93.0,66.0,80.0
E01003094,Lambeth ,1289,1009.0,113.0,674.0,4.0,14.0,29.0,69.0,67.0,39.0,280.0,89.0,77.0,27.0,54.0,33.0
E01003095,Lambeth ,1487,1207.0,98.0,791.0,7.0,53.0,48.0,103.0,65.0,42.0,280.0,66.0,87.0,52.0,33.0,42.0
E01003096,Lambeth ,1875,1614.0,113.0,1168.0,8.0,31.0,49.0,103.0,85.0,57.0,261.0,73.0,98.0,23.0,41.0,26.0
E01003097,Lambeth ,1319,900.0,124.0,527.0,0.0,17.0,20.0,64.0,80.0,68.0,419.0,122.0,133.0,38.0,85.0,41.0
E01003098,Lambeth ,1219,915.0,108.0,551.0,5.0,30.0,36.0,69.0,69.0,47.0,304.0,83.0,96.0,47.0,48.0,30.0
E01003099,Lambeth ,1271,1002.0,139.0,587.0,0.0,17.0,47.0,87.0,60.0,65.0,269.0,50.0,105.0,39.0,36.0,39.0
E01003100,Lambeth ,1770,1548.0,104.0,1148.0,4.0,16.0,59.0,112.0,48.0,57.0,222.0,36.0,96.0,26.0,35.0,29.0
E01003101,Lambeth ,1245,992.0,118.0,624.0,3.0,15.0,34.0,67.0,62.0,69.0,253.0,45.0,84.0,37.0,49.0,38.0
E01003102,Lambeth ,1467,1199.0,113.0,788.0,8.0,21.0,48.0,89.0,86.0,46.0,268.0,63.0,85.0,35.0,40.0,45.0
E01003104,Lambeth ,1370,1087.0,107.0,758.0,3.0,16.0,28.0,67.0,51.0,57.0,283.0,64.0,113.0,27.0,33.0,46.0
E01003105,Lambeth ,1267,920.0,136.0,546.0,5.0,23.0,31.0,43.0,75.0,61.0,347.0,97.0,106.0,38.0,65.0,41.0
E01003106,Lambeth ,1535,1229.0,154.0,755.0,3.0,29.0,38.0,108.0,87.0,55.0,306.0,96.0,93.0,43.0,47.0,27.0
E01003107,Lambeth ,1603,1326.0,126.0,873.0,5.0,39.0,57.0,120.0,67.0,39.0,277.0,72.0,114.0,26.0,34.0,31.0
E01003108,Lambeth ,1174,838.0,117.0,485.0,4.0,14.0,27.0,69.0,87.0,35.0,336.0,107.0,78.0,51.0,59.0,41.0
E01003109,Lambeth ,1792,1324.0,166.0,793.0,4.0,26.0,59.0,96.0,114.0,66.0,468.0,89.0,174.0,72.0,78.0,55.0
E01003110,Lambeth ,1548,1195.0,114.0,773.0,8.0,31.0,52.0,111.0,52.0,54.0,353.0,115.0,101.0,46.0,60.0,31.0
E01003111,Lambeth ,1125,746.0,161.0,360.0,2.0,10.0,16.0,50.0,110.0,37.0,379.0,111.0,99.0,52.0,60.0,57.0
E01003112,Lambeth ,1220,817.0,128.0,461.0,5.0,21.0,24.0,56.0,72.0,50.0,403.0,92.0,138.0,43.0,83.0,47.0
E01003113,Lambeth ,1588,1237.0,153.0,747.0,4.0,24.0,67.0,126.0,76.0,40.0,351.0,74.0,105.0,57.0,66.0,49.0
