LSOA21CD,All categories: Highest level of qualification_weighted,Highest level of qualification: Level 4 qualifications and above_weighted
E01002082,1102.0,186.0
E01002083,1254.0,411.0
E01002084,1343.0,476.0
E01002085,1742.0,662.0
E01002086,1323.0,376.0
E01002087,1353.0,471.0
E01002088,1527.0,524.0
E01002089,1088.0,173.0
E01002090,1218.0,234.0
E01002091,1343.0,217.0
E01002092,1242.0,309.0
E01002093,1315.0,218.0
E01002094,1122.0,255.0
E01002095,1165.0,260.0
E01002096,1198.0,265.0
E01002097,1147.0,260.0
E01002098,1143.0,541.0
E01002099,1581.0,375.0
E01002100,1482.0,412.0
E01002101,1583.0,487.0
E01002102,1568.0,602.0
E01002103,1503.0,464.0
E01002104,1152.0,379.0
E01002105,1717.0,602.0
E01002106,1637.0,525.0
E01002107,1358.0,522.0
E01002108,1409.0,520.0
E01002109,1471.0,651.0
E01002110,1389.0,511.0
E01002111,1669.0,527.0
E01002112,1553.0,680.0
E01002113,1253.0,533.0
E01002114,1693.0,610.0
E01002115,1219.0,509.0
E01002116,1427.0,647.0
E01002118,1442.0,507.0
E01002119,1350.0,433.0
E01002120,1036.0,265.0
E01002121,1394.0,454.0
E01002122,1380.0,423.0
E01002123,1428.0,394.0
E01002124,1334.0,368.0
E01002125,1367.0,393.0
E01002127,1438.0,710.0
E01002128,1695.0,721.0
E01002129,1701.0,868.0
E01002130,1829.0,751.0
E01002131,1311.0,429.0
E01002132,1658.0,928.0
E01002133,1640.0,504.0
E01002134,1203.0,655.0
E01002135,1463.0,515.0
E01002136,1358.0,534.0
E01002137,1208.0,540.0
E01002138,1186.0,385.0
E01002139,1079.0,233.0
E01002140,1355.0,408.0
E01002141,1463.0,484.0
E01002142,1454.0,565.0
E01002143,1188.0,340.0
E01002144,1301.0,470.0
E01002145,1290.0,446.0
E01002146,1174.0,541.0
E01002147,1195.0,524.0
E01002148,1177.0,463.0
E01002149,1108.0,571.0
E01002150,1549.0,595.0
E01002151,1142.0,286.0
E01002152,1350.0,653.0
E01002153,1428.0,656.0
E01002155,1353.0,630.0
E01002156,1261.0,576.0
E01002157,1405.0,630.0
E01002158,1187.0,530.0
E01002159,1534.0,658.0
E01002160,1551.0,667.0
E01002161,1596.0,675.0
E01002162,1458.0,577.0
E01002163,1321.0,508.0
E01002164,1407.0,730.0
E01002165,1403.0,423.0
E01002166,1347.0,366.0
E01002167,1327.0,334.0
E01002168,1168.0,251.0
E01002169,1350.0,366.0
E01002170,1075.0,300.0
E01002171,1381.0,459.0
E01002172,1231.0,333.0
E01002173,1452.0,508.0
E01002174,1311.0,461.0
E01002175,1212.0,463.0
E01002176,1486.0,564.0
E01002177,1152.0,366.0
E01002178,1328.0,431.0
E01002179,1773.0,622.0
E01002181,1516.0,631.0
E01002182,1657.0,709.0
E01002183,1696.0,533.0
E01002184,1464.0,404.0
E01002185,1178.0,307.0
E01002186,1368.0,566.0
E01002187,1527.0,644.0
E01002188,1358.0,736.0
E01002189,1371.0,722.0
E01002190,1408.0,664.0
E01002191,1507.0,655.0
E01002192,1251.0,646.0
E01002193,1380.0,646.0
E01002194,1390.0,738.0
E01002195,1284.0,523.0
E01002196,1396.0,689.0
E01002197,1134.0,343.0
E01002198,1424.0,401.0
E01002199,1210.0,387.0
E01002200,1364.0,402.0
E01002201,1421.0,490.0
E01002202,1560.0,458.0
E01002203,1331.0,395.0
E01002204,1375.0,475.0
E01002206,1107.0,377.0
E01002207,1327.0,453.0
E01002208,1093.0,503.0
E01002209,1331.0,561.0
E01002210,1289.0,499.0
E01002211,1185.0,324.0
E01002212,1345.0,405.0
E01002214,1384.0,386.0
E01002215,1196.0,228.0
E01002216,1267.0,428.0
E01002217,1098.0,258.0
E01002218,1288.0,412.0
E01002219,1402.0,429.0
E01002220,1245.0,354.0
E01002221,1264.0,378.0
E01002222,1239.0,358.0
E01002223,1418.0,373.0
E01002224,1143.0,294.0
E01002225,1386.0,516.0
E01002226,1877.0,758.0
E01002227,1456.0,346.0
E01002228,1605.0,610.0
E01002229,1454.0,497.0
E01002230,1503.0,545.0
E01002231,1449.0,373.0
E01002232,1562.0,476.0
E01002233,1581.0,469.0
E01002234,1326.0,356.0
E01002235,1410.0,316.0
E01002236,1397.0,381.0
E01002237,1330.0,597.0
E01002238,1410.0,596.0
E01002239,1355.0,515.0
E01002240,1412.0,540.0
E01002241,1250.0,456.0
E01002242,1510.0,664.0
E01002243,1459.0,365.0
E01002244,1344.0,306.0
E01002245,1265.0,235.0
E01002246,1382.0,255.0
E01002247,1399.0,325.0
E01002248,1101.0,193.0
E01002250,1249.0,246.0
E01002251,1100.0,170.0
E01002252,1261.0,196.0
E01002253,1305.0,345.0
E01002254,1331.0,355.0
E01002255,1232.0,293.0
E01002256,1236.0,251.0
E01002257,1388.0,470.0
E01002258,1389.0,273.0
E01002259,1227.0,230.0
E01002260,1266.0,257.0
E01002261,1313.0,234.0
E01002262,1319.0,225.0
E01002263,1338.0,268.0
E01002264,1185.0,162.0
E01002265,1236.0,216.0
E01002266,1230.0,154.0
E01002267,1345.0,168.0
E01002268,1098.0,222.0
E01002269,1444.0,257.0
E01002270,1434.0,456.0
E01002271,1266.0,388.0
E01002272,1101.0,237.0
E01002273,1165.0,273.0
E01002274,1347.0,297.0
E01002275,1169.0,310.0
E01002276,1546.0,235.0
E01002277,1213.0,174.0
E01002278,1193.0,121.0
E01002279,1205.0,172.0
E01002280,1136.0,136.0
E01002281,1233.0,139.0
E01002282,1181.0,141.0
E01002283,1155.0,168.0
E01002284,1416.0,208.0
E01002285,1080.0,155.0
E01002286,1334.0,235.0
E01002287,1303.0,218.0
E01002288,1277.0,246.0
E01002289,1294.0,244.0
E01002290,1296.0,236.0
E01002291,1399.0,295.0
E01002292,1245.0,198.0
E01002294,1274.0,280.0
E01002295,1304.0,318.0
E01002296,1408.0,295.0
E01002297,1177.0,158.0
E01002298,1273.0,271.0
E01002299,1336.0,193.0
E01002300,1357.0,321.0
E01002301,1315.0,202.0
E01002302,1240.0,210.0
E01002303,1570.0,231.0
E01002304,1178.0,202.0
E01002305,1214.0,201.0
E01002306,1155.0,148.0
E01002307,1274.0,187.0
E01002308,1289.0,185.0
E01002309,1246.0,210.0
E01002310,1352.0,191.0
E01002311,1282.0,163.0
E01002312,1124.0,134.0
E01002313,1183.0,145.0
E01002314,1235.0,169.0
E01002315,1184.0,173.0
E01002316,1208.0,158.0
E01002317,1265.0,286.0
E01002318,1338.0,260.0
E01002319,1314.0,253.0
E01002320,1207.0,239.0
E01002321,1355.0,298.0
E01002322,1601.0,284.0
E01002323,1352.0,237.0
E01002324,1236.0,192.0
E01002325,1358.0,171.0
E01002326,1204.0,181.0
E01002327,1197.0,201.0
E01002328,1345.0,247.0
E01002329,1284.0,238.0
E01002330,1377.0,271.0
E01002331,1315.0,163.0
E01002332,1327.0,228.0
E01002333,1103.0,174.0
E01002334,1419.0,286.0
E01002335,1219.0,178.0
E01002336,1233.0,202.0
E01002337,1106.0,309.0
E01002338,1093.0,214.0
E01002339,1309.0,316.0
E01002340,1087.0,252.0
E01002341,1181.0,206.0
E01002342,1257.0,184.0
E01002343,1412.0,183.0
E01002344,1261.0,205.0
E01002345,1257.0,225.0
E01002346,1182.0,171.0
E01002347,1137.0,184.0
E01002348,1309.0,185.0
E01002349,1296.0,167.0
E01002350,1282.0,315.0
E01002351,1270.0,315.0
E01002352,1341.0,349.0
E01002353,1655.0,468.0
E01002354,1132.0,317.0
E01002355,1173.0,277.0
E01002356,1724.0,394.0
E01002358,1452.0,402.0
E01002359,1084.0,202.0
E01002360,1257.0,215.0
E01002361,1439.0,274.0
E01002362,1266.0,291.0
E01002363,1312.0,204.0
E01002364,1216.0,240.0
E01002365,1098.0,202.0
E01002366,1179.0,203.0
E01002367,1296.0,274.0
E01002368,1199.0,173.0
E01002369,1511.0,236.0
E01002370,1557.0,215.0
E01002371,1329.0,191.0
E01002372,1290.0,167.0
E01002373,1277.0,176.0
E01002374,1225.0,166.0
E01002375,1307.0,176.0
E01002376,1172.0,339.0
E01002377,1325.0,263.0
E01002378,1326.0,242.0
E01002379,1243.0,354.0
E01002380,1731.0,443.0
E01002381,1275.0,276.0
E01002382,1467.0,389.0
E01002383,1311.0,333.0
E01002384,1276.0,367.0
E01002385,1313.0,326.0
E01002386,1533.0,473.0
E01002387,1313.0,383.0
E01002388,1377.0,417.0
E01002389,1315.0,361.0
E01002390,1170.0,380.0
E01002391,1383.0,273.0
E01002392,1151.0,198.0
E01002393,1475.0,311.0
E01002394,1209.0,266.0
E01002395,1096.0,258.0
E01002396,1338.0,316.0
E01002397,1292.0,293.0
E01002398,1385.0,331.0
E01002399,1232.0,306.0
E01002400,1364.0,281.0
E01002401,1319.0,300.0
E01002402,1133.0,212.0
E01002403,1286.0,265.0
E01002404,1323.0,231.0
E01002405,1494.0,297.0
E01002408,1237.0,295.0
E01002409,1389.0,289.0
E01002410,1391.0,394.0
E01002411,1403.0,265.0
E01002412,1913.0,700.0
E01002413,1202.0,232.0
E01002414,3157.0,583.0
E01002415,1357.0,356.0
E01002416,1370.0,333.0
E01002417,1301.0,486.0
E01002418,1369.0,379.0
E01002419,1230.0,451.0
E01002420,1265.0,379.0
E01002421,1362.0,384.0
E01002422,1101.0,219.0
E01002423,1305.0,290.0
E01002424,1204.0,280.0
E01002425,1410.0,268.0
E01002426,1296.0,286.0
E01002427,1220.0,278.0
E01002428,1155.0,224.0
E01002429,1053.0,208.0
E01002430,1214.0,505.0
E01002431,1127.0,494.0
E01002432,1328.0,508.0
E01002433,1479.0,520.0
E01002434,1098.0,420.0
E01002435,1179.0,454.0
E01002436,1298.0,427.0
E01002437,1260.0,473.0
E01002438,1066.0,327.0
E01002439,1260.0,367.0
E01002440,1163.0,235.0
E01002441,1268.0,319.0
E01002442,1218.0,245.0
E01002443,1269.0,384.0
E01002444,1600.0,369.0
E01002445,1119.0,200.0
E01002446,1280.0,277.0
E01002447,1376.0,349.0
E01002448,1567.0,366.0
E01002449,1448.0,397.0
E01002450,1079.0,240.0
E01002451,1164.0,313.0
E01002452,1211.0,351.0
E01002453,1324.0,359.0
E01002454,1301.0,270.0
E01002455,1371.0,343.0
E01002456,1275.0,261.0
E01002457,1198.0,265.0
E01002458,1189.0,409.0
E01002459,1329.0,463.0
E01002460,1124.0,423.0
E01002461,1206.0,468.0
E01002462,1116.0,440.0
E01002463,1262.0,433.0
E01002464,1225.0,409.0
E01002465,1224.0,370.0
E01002466,1308.0,350.0
E01002467,1238.0,335.0
E01002468,1344.0,369.0
E01002469,1331.0,359.0
E01002470,1397.0,448.0
E01002471,1284.0,469.0
E01002472,1366.0,595.0
E01002473,1329.0,638.0
E01002474,1228.0,523.0
E01002475,1257.0,478.0
E01002476,1309.0,725.0
E01002477,1057.0,512.0
E01002478,1266.0,621.0
E01002479,1359.0,421.0
E01002480,1444.0,583.0
E01002481,1287.0,398.0
E01002482,1330.0,672.0
E01002483,1405.0,523.0
E01002484,1169.0,392.0
E01002485,1400.0,495.0
E01002486,1567.0,336.0
E01002487,1373.0,317.0
E01002488,1300.0,321.0
E01002489,1387.0,378.0
E01002490,1568.0,367.0
E01002491,1192.0,255.0
E01002492,1220.0,264.0
E01002493,1271.0,237.0
E01002494,1341.0,384.0
E01002495,1851.0,535.0
E01002496,1436.0,362.0
E01002497,1433.0,376.0
E01002498,1135.0,323.0
E01002499,1361.0,364.0
E01002501,1309.0,346.0
E01002502,1239.0,205.0
E01002503,1305.0,297.0
E01002505,1277.0,299.0
E01002506,1363.0,339.0
E01002507,1270.0,310.0
E01002508,1471.0,264.0
E01002509,1175.0,364.0
E01002511,1203.0,312.0
E01002512,1479.0,590.0
E01002513,1158.0,400.0
E01002514,1575.0,638.0
E01002516,1184.0,470.0
E01002518,1145.0,321.0
E01002519,1276.0,320.0
E01002520,1240.0,366.0
E01002521,1448.0,499.0
E01002523,1348.0,422.0
E01002525,1350.0,366.0
E01002526,1397.0,300.0
E01002527,1234.0,336.0
E01002528,1300.0,188.0
E01002529,1604.0,514.0
E01002530,1161.0,201.0
E01002531,1353.0,339.0
E01002533,1121.0,312.0
E01002534,1173.0,393.0
E01002535,1538.0,636.0
E01002536,1151.0,424.0
E01002537,1147.0,419.0
E01002538,1331.0,376.0
E01002539,1255.0,397.0
E01002540,1247.0,286.0
E01002541,1516.0,473.0
E01002542,1383.0,344.0
E01002543,1240.0,284.0
E01002544,1288.0,421.0
E01002545,1033.0,190.0
E01002546,1197.0,310.0
E01002547,1175.0,316.0
E01002548,1248.0,205.0
E01002549,1410.0,345.0
E01002550,1436.0,394.0
E01002551,1505.0,298.0
E01002552,1197.0,226.0
E01002553,1289.0,231.0
E01002555,1524.0,381.0
E01002556,1297.0,287.0
E01002557,1458.0,273.0
E01002558,1488.0,283.0
E01002559,1733.0,400.0
E01002560,1403.0,212.0
E01002561,974.0,156.0
E01002562,1141.0,322.0
E01002563,1391.0,535.0
E01002564,1468.0,469.0
E01002565,2522.0,921.0
E01002567,1462.0,685.0
E01002569,1501.0,863.0
E01002570,1427.0,806.0
E01002571,1086.0,662.0
E01002572,1277.0,374.0
E01002573,1305.0,838.0
E01002574,1274.0,774.0
E01002575,1396.0,844.0
E01002576,1355.0,673.0
E01002577,1318.0,810.0
E01002578,1205.0,654.0
E01002579,1466.0,842.0
E01002580,1152.0,588.0
E01002581,1562.0,931.0
E01002582,1320.0,758.0
E01002583,1338.0,419.0
E01002584,1328.0,371.0
E01002585,1323.0,325.0
E01002586,1379.0,372.0
E01002587,1547.0,494.0
E01002588,1272.0,207.0
E01002589,1507.0,348.0
E01002590,1469.0,336.0
E01002591,1387.0,222.0
E01002592,1577.0,327.0
E01002593,1783.0,398.0
E01002594,1522.0,383.0
E01002595,1516.0,284.0
E01002596,1528.0,367.0
E01002598,1391.0,248.0
E01002599,1194.0,226.0
E01002600,1154.0,185.0
E01002601,1249.0,304.0
E01002602,1162.0,244.0
E01002603,1400.0,365.0
E01002604,1199.0,205.0
E01002605,1414.0,278.0
E01002606,1247.0,173.0
E01002607,1462.0,332.0
E01002608,1293.0,260.0
E01002609,1401.0,318.0
E01002610,1197.0,201.0
E01002611,1401.0,297.0
E01002612,1324.0,307.0
E01002613,1392.0,278.0
E01002614,1415.0,376.0
E01002615,1144.0,219.0
E01002616,1099.0,202.0
E01002617,1298.0,334.0
E01002618,1438.0,466.0
E01002619,1591.0,494.0
E01002620,1363.0,416.0
E01002621,1438.0,444.0
E01002622,1395.0,449.0
E01002623,1301.0,413.0
E01002624,1201.0,433.0
E01002625,1358.0,384.0
E01002626,1341.0,414.0
E01002627,1283.0,356.0
E01002628,1578.0,575.0
E01002629,1644.0,628.0
E01002630,1360.0,582.0
E01002631,1244.0,338.0
E01002632,1450.0,474.0
E01002633,1238.0,242.0
E01002634,1212.0,213.0
E01002635,1411.0,463.0
E01002636,1615.0,437.0
E01002637,1289.0,254.0
E01002638,1366.0,253.0
E01002639,1426.0,588.0
E01002640,1515.0,713.0
E01002641,1577.0,588.0
E01002643,1861.0,665.0
E01002645,1697.0,598.0
E01002646,1498.0,464.0
E01002647,1611.0,498.0
E01002649,1489.0,572.0
E01002650,1737.0,615.0
E01002651,1427.0,519.0
E01002652,1437.0,457.0
E01002653,1480.0,455.0
E01002654,1436.0,448.0
E01002655,1527.0,520.0
E01002656,1083.0,339.0
E01002657,1475.0,545.0
E01002658,1082.0,434.0
E01002659,1122.0,284.0
E01002660,1455.0,502.0
E01002661,1572.0,527.0
E01002662,1717.0,708.0
E01002663,1670.0,495.0
E01002665,1289.0,356.0
E01002666,1301.0,399.0
E01002667,1286.0,501.0
E01002668,1638.0,735.0
E01002669,1361.0,351.0
E01002670,1406.0,473.0
E01002671,1323.0,502.0
E01002672,1268.0,403.0
E01002673,1141.0,217.0
E01002674,1393.0,676.0
E01002675,1931.0,880.0
E01002676,1456.0,696.0
E01002677,1280.0,541.0
E01002678,1525.0,716.0
E01002679,1472.0,626.0
E01002680,1605.0,759.0
E01002681,1600.0,541.0
E01002682,1839.0,708.0
E01002686,1416.0,285.0
E01002687,1479.0,925.0
E01002689,1298.0,642.0
E01002690,1192.0,699.0
E01002691,1339.0,652.0
E01002692,1521.0,798.0
E01002693,1477.0,793.0
E01002694,1180.0,358.0
E01002695,1472.0,774.0
E01002696,1596.0,978.0
E01002697,1758.0,516.0
E01002698,1785.0,1089.0
E01002699,1335.0,779.0
E01002700,1259.0,850.0
E01002701,1353.0,542.0
E01002702,1616.0,641.0
E01002703,1362.0,498.0
E01002704,1873.0,766.0
E01002706,1636.0,667.0
E01002707,1552.0,821.0
E01002708,1702.0,643.0
E01002709,1492.0,513.0
E01002710,1327.0,451.0
E01002711,1727.0,902.0
E01002712,1597.0,480.0
E01002713,1302.0,313.0
E01002714,1457.0,956.0
E01002715,1173.0,346.0
E01002716,1856.0,746.0
E01002717,1088.0,592.0
E01002718,1483.0,922.0
E01002719,1276.0,782.0
E01002720,1753.0,561.0
E01002721,1422.0,701.0
E01002722,1101.0,418.0
E01002723,1284.0,483.0
E01002724,1840.0,1062.0
E01002725,1229.0,438.0
E01002726,1426.0,729.0
E01002727,1432.0,772.0
E01002728,1491.0,654.0
E01002729,1382.0,691.0
E01002730,1575.0,757.0
E01002732,1512.0,527.0
E01002733,1222.0,740.0
E01002734,1214.0,343.0
E01002735,1396.0,673.0
E01002736,1200.0,269.0
E01002737,1432.0,427.0
E01002738,1484.0,850.0
E01002739,1539.0,969.0
E01002740,1516.0,1075.0
E01002741,1194.0,417.0
E01002742,1323.0,895.0
E01002743,1352.0,728.0
E01002744,1246.0,742.0
E01002745,1258.0,744.0
E01002747,1393.0,807.0
E01002748,1185.0,532.0
E01002749,1009.0,487.0
E01002751,1446.0,483.0
E01002752,1220.0,613.0
E01002753,1198.0,470.0
E01002754,1227.0,691.0
E01002755,1072.0,393.0
E01002756,1123.0,612.0
E01002757,1113.0,519.0
E01002758,1215.0,398.0
E01002759,1385.0,732.0
E01002760,1191.0,345.0
E01002762,1736.0,991.0
E01002763,1280.0,480.0
E01002764,1455.0,620.0
E01002765,2035.0,730.0
E01002766,1472.0,413.0
E01002767,1728.0,640.0
E01002768,1368.0,623.0
E01002769,1769.0,908.0
E01002770,1332.0,704.0
E01002771,1208.0,586.0
E01002772,1559.0,775.0
E01002773,1147.0,320.0
E01002774,1791.0,853.0
E01002775,1266.0,787.0
E01002776,1341.0,665.0
E01002777,1449.0,785.0
E01002778,1307.0,419.0
E01002779,1610.0,994.0
E01002780,1366.0,710.0
E01002781,1103.0,452.0
E01002782,1117.0,341.0
E01002783,1273.0,462.0
E01002784,1450.0,532.0
E01002785,1577.0,863.0
E01002786,1461.0,622.0
E01002787,1423.0,476.0
E01002788,1614.0,983.0
E01002789,1590.0,1080.0
E01002790,1209.0,441.0
E01002791,1352.0,781.0
E01002792,1602.0,1005.0
E01002793,1635.0,814.0
E01002794,1553.0,976.0
E01002795,1694.0,893.0
E01002796,929.0,519.0
E01002797,1610.0,720.0
E01002798,1726.0,1029.0
E01002799,1476.0,572.0
E01002800,792.0,200.0
E01002801,1376.0,893.0
E01002802,1274.0,831.0
E01002804,1338.0,528.0
E01002805,1383.0,765.0
E01002806,1341.0,711.0
E01002807,1424.0,525.0
E01002808,1617.0,777.0
E01002809,1342.0,592.0
E01002810,1313.0,546.0
E01002811,1194.0,501.0
E01002812,1627.0,921.0
E01002813,1465.0,977.0
E01002814,1624.0,794.0
E01002815,1235.0,715.0
E01002816,1184.0,754.0
E01002817,1329.0,852.0
E01002818,1784.0,1008.0
E01002819,1384.0,826.0
E01002821,1222.0,736.0
E01002823,1142.0,446.0
E01002824,1251.0,787.0
E01002825,1597.0,905.0
E01002826,1362.0,849.0
E01002827,1546.0,1054.0
E01002828,1147.0,714.0
E01002829,1288.0,598.0
E01002830,1534.0,669.0
E01002831,1678.0,753.0
E01002832,1441.0,659.0
E01002833,1255.0,816.0
E01002834,1193.0,714.0
E01002835,1325.0,893.0
E01002836,1224.0,778.0
E01002837,1174.0,760.0
E01002839,1418.0,826.0
E01002840,1158.0,393.0
E01002841,1185.0,488.0
E01002842,971.0,237.0
E01002843,1016.0,344.0
E01002844,1197.0,682.0
E01002845,1196.0,629.0
E01002846,1190.0,621.0
E01002847,1427.0,861.0
E01002848,1386.0,758.0
E01002849,1309.0,780.0
E01002850,1267.0,640.0
E01002851,1481.0,633.0
E01002852,1494.0,448.0
E01002853,889.0,216.0
E01002854,870.0,231.0
E01002855,1431.0,466.0
E01002856,1532.0,752.0
E01002857,1053.0,222.0
E01002858,1121.0,502.0
E01002859,1400.0,867.0
E01002860,1294.0,820.0
E01002861,1238.0,731.0
E01002862,1368.0,596.0
E01002863,1264.0,719.0
E01002864,1164.0,681.0
E01002865,1077.0,621.0
E01002866,1451.0,806.0
E01002867,1651.0,934.0
E01002868,1373.0,861.0
E01002869,1272.0,794.0
E01002870,1151.0,326.0
E01002871,1371.0,856.0
E01002872,1192.0,424.0
E01002873,1099.0,631.0
E01002874,1170.0,694.0
E01002875,1176.0,733.0
E01002876,1403.0,709.0
E01002877,1292.0,381.0
E01002878,1403.0,703.0
E01002879,1225.0,418.0
E01002880,1203.0,306.0
E01002881,1087.0,314.0
E01002882,1115.0,654.0
E01002883,1571.0,960.0
E01002884,1261.0,720.0
E01002885,1391.0,891.0
E01002886,1301.0,812.0
E01002887,1250.0,848.0
E01002888,1889.0,1210.0
E01002889,1116.0,610.0
E01002890,1384.0,853.0
E01002891,1215.0,730.0
E01002892,1578.0,949.0
E01002893,1571.0,869.0
E01002894,1235.0,811.0
E01002896,1489.0,978.0
E01002897,1162.0,657.0
E01002898,1291.0,743.0
E01002899,1194.0,565.0
E01002900,1216.0,726.0
E01002901,1164.0,541.0
E01002902,1525.0,887.0
E01002903,1256.0,837.0
E01002904,926.0,194.0
E01002905,1248.0,369.0
E01002906,1388.0,453.0
E01002907,991.0,207.0
E01002908,1140.0,510.0
E01002909,1870.0,955.0
E01002910,1204.0,616.0
E01002911,1357.0,816.0
E01002912,1485.0,863.0
E01002913,1598.0,845.0
E01002914,1349.0,781.0
E01002915,1095.0,340.0
E01002916,1190.0,412.0
E01002917,1123.0,400.0
E01002918,1306.0,328.0
E01002919,1351.0,377.0
E01002920,1252.0,537.0
E01002921,1394.0,770.0
E01002922,1362.0,732.0
E01002923,1344.0,360.0
E01002924,1187.0,633.0
E01002925,1374.0,786.0
E01002926,1179.0,516.0
E01002927,1262.0,457.0
E01002928,1327.0,559.0
E01002929,1305.0,686.0
E01002930,1391.0,569.0
E01002931,1415.0,681.0
E01002932,1320.0,391.0
E01002933,1524.0,652.0
E01002934,1364.0,788.0
E01002935,1509.0,810.0
E01002937,1284.0,743.0
E01002938,1457.0,829.0
E01002939,1226.0,306.0
E01002940,1211.0,258.0
E01002941,1255.0,325.0
E01002942,1108.0,266.0
E01002943,1102.0,208.0
E01002944,1037.0,222.0
E01002945,1248.0,310.0
E01002946,1229.0,301.0
E01002947,1293.0,299.0
E01002948,1645.0,452.0
E01002949,1442.0,413.0
E01002950,1259.0,279.0
E01002951,1229.0,689.0
E01002952,1212.0,654.0
E01002953,1058.0,531.0
E01002954,1085.0,570.0
E01002955,1149.0,433.0
E01002956,1362.0,471.0
E01002957,1313.0,395.0
E01002958,1305.0,610.0
E01002959,1125.0,652.0
E01002960,1282.0,625.0
E01002961,1373.0,719.0
E01002962,1184.0,376.0
E01002963,1410.0,659.0
E01002964,1935.0,703.0
E01002965,2083.0,902.0
E01002966,1540.0,761.0
E01002967,1642.0,990.0
E01002968,2346.0,1129.0
E01002969,1368.0,253.0
E01002970,1269.0,356.0
E01002971,1410.0,692.0
E01002972,1577.0,689.0
E01002973,1065.0,263.0
E01002974,1521.0,683.0
E01002975,1091.0,423.0
E01002976,1287.0,394.0
E01002977,1295.0,333.0
E01002978,1485.0,581.0
E01002979,1250.0,487.0
E01002980,1149.0,383.0
E01002981,1235.0,468.0
E01002982,1196.0,396.0
E01002983,1345.0,535.0
E01002984,1141.0,486.0
E01002985,1284.0,465.0
E01002986,1033.0,397.0
E01002987,1551.0,744.0
E01002988,1700.0,638.0
E01002989,1572.0,1025.0
E01002990,1526.0,898.0
E01002991,1384.0,748.0
E01002992,1589.0,451.0
E01002993,1369.0,808.0
E01002994,1279.0,683.0
E01002995,1248.0,740.0
E01002996,1187.0,584.0
E01002997,1192.0,641.0
E01002998,1175.0,460.0
E01002999,1262.0,636.0
E01003000,1243.0,287.0
E01003001,1447.0,422.0
E01003002,1463.0,557.0
E01003003,1263.0,404.0
E01003004,1234.0,384.0
E01003005,1171.0,293.0
E01003006,1177.0,592.0
E01003007,1137.0,502.0
E01003008,1045.0,526.0
E01003009,1459.0,706.0
E01003010,1166.0,653.0
E01003011,1397.0,804.0
E01003013,1512.0,1006.0
E01003014,1365.0,599.0
E01003015,1301.0,485.0
E01003016,1274.0,501.0
E01003017,1457.0,639.0
E01003018,1839.0,1181.0
E01003019,1855.0,1156.0
E01003020,1496.0,819.0
E01003021,1627.0,474.0
E01003022,1482.0,788.0
E01003023,2038.0,1079.0
E01003024,1376.0,463.0
E01003025,1641.0,663.0
E01003026,1303.0,959.0
E01003027,1078.0,780.0
E01003028,1182.0,735.0
E01003029,1594.0,984.0
E01003030,1558.0,1140.0
E01003031,1420.0,789.0
E01003032,1498.0,709.0
E01003033,1213.0,772.0
E01003034,1434.0,797.0
E01003035,1425.0,925.0
E01003036,1354.0,768.0
E01003037,1154.0,526.0
E01003038,1311.0,946.0
E01003039,1764.0,1275.0
E01003040,1089.0,679.0
E01003041,1331.0,639.0
E01003042,920.0,478.0
E01003043,1422.0,842.0
E01003044,981.0,301.0
E01003045,1472.0,402.0
E01003046,1265.0,361.0
E01003047,1353.0,519.0
E01003048,1279.0,322.0
E01003049,1272.0,404.0
E01003050,1460.0,848.0
E01003051,1291.0,476.0
E01003052,1370.0,365.0
E01003053,1583.0,1062.0
E01003054,1704.0,1234.0
E01003055,1381.0,761.0
E01003056,1737.0,1071.0
E01003057,1405.0,661.0
E01003058,1762.0,1136.0
E01003059,1294.0,357.0
E01003060,1226.0,281.0
E01003061,1052.0,391.0
E01003062,1384.0,697.0
E01003063,1107.0,383.0
E01003064,1226.0,743.0
E01003065,1107.0,286.0
E01003066,1327.0,449.0
E01003067,1172.0,554.0
E01003068,1156.0,382.0
E01003069,1000.0,346.0
E01003070,1149.0,342.0
E01003071,1953.0,1291.0
E01003072,1462.0,885.0
E01003073,1326.0,565.0
E01003074,1940.0,1114.0
E01003075,1218.0,280.0
E01003076,1614.0,798.0
E01003077,1510.0,743.0
E01003078,1309.0,738.0
E01003079,1389.0,521.0
E01003080,1279.0,623.0
E01003081,1404.0,560.0
E01003082,1129.0,386.0
E01003083,1213.0,498.0
E01003084,1264.0,635.0
E01003085,1356.0,522.0
E01003086,1156.0,307.0
E01003087,1141.0,278.0
E01003088,1512.0,777.0
E01003089,1457.0,447.0
E01003090,2071.0,1254.0
E01003091,1313.0,588.0
E01003092,1425.0,483.0
E01003093,1760.0,556.0
E01003094,1358.0,694.0
E01003095,1540.0,927.0
E01003096,1935.0,1247.0
E01003097,1400.0,435.0
E01003098,1275.0,642.0
E01003099,1307.0,645.0
E01003100,1798.0,1248.0
E01003101,1275.0,619.0
E01003102,1579.0,893.0
E01003104,1417.0,739.0
E01003105,1368.0,558.0
E01003106,1613.0,883.0
E01003107,1669.0,1049.0
E01003108,1244.0,487.0
E01003110,1620.0,952.0
E01003111,1207.0,292.0
E01003112,1273.0,472.0
E01003113,1632.0,768.0
E01003114,1500.0,717.0
E01003115,1293.0,577.0
E01003116,1305.0,613.0
E01003117,1637.0,804.0
E01003118,1462.0,719.0
E01003119,1573.0,743.0
E01003120,1669.0,651.0
E01003121,1238.0,302.0
