LSOA11CD,Borough,All categories: Occupation,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations
E01004256,Tower Hamlets ,665,42.0,86.0,82.0,68.0,81.0,66.0,94.0,37.0,109.0
E01004257,Tower Hamlets ,663,47.0,81.0,68.0,77.0,86.0,67.0,81.0,33.0,123.0
E01004258,Tower Hamlets ,884,163.0,277.0,197.0,81.0,31.0,36.0,31.0,23.0,45.0
E01004259,Tower Hamlets ,1014,92.0,275.0,253.0,108.0,63.0,47.0,54.0,22.0,100.0
E01004260,Tower Hamlets ,743,41.0,159.0,149.0,70.0,57.0,65.0,68.0,33.0,101.0
E01004261,Tower Hamlets ,620,27.0,87.0,61.0,51.0,36.0,70.0,118.0,25.0,145.0
E01004262,Tower Hamlets ,591,35.0,104.0,85.0,50.0,45.0,48.0,81.0,26.0,117.0
E01004263,Tower Hamlets ,543,34.0,80.0,86.0,67.0,48.0,59.0,39.0,42.0,88.0
E01004264,Tower Hamlets ,495,32.0,84.0,59.0,40.0,53.0,50.0,60.0,34.0,83.0
E01004266,Tower Hamlets ,772,68.0,195.0,159.0,92.0,36.0,48.0,68.0,32.0,74.0
E01004267,Tower Hamlets ,912,100.0,252.0,178.0,85.0,63.0,46.0,84.0,23.0,81.0
E01004268,Tower Hamlets ,656,33.0,127.0,103.0,57.0,68.0,54.0,73.0,43.0,98.0
E01004269,Tower Hamlets ,799,49.0,168.0,106.0,73.0,69.0,74.0,91.0,39.0,130.0
E01004270,Tower Hamlets ,1149,87.0,315.0,236.0,108.0,72.0,58.0,103.0,35.0,135.0
E01004271,Tower Hamlets ,542,37.0,77.0,69.0,62.0,56.0,56.0,66.0,37.0,82.0
E01004272,Tower Hamlets ,657,34.0,81.0,74.0,61.0,71.0,73.0,84.0,45.0,134.0
E01004273,Tower Hamlets ,611,34.0,102.0,78.0,53.0,49.0,61.0,95.0,46.0,93.0
E01004274,Tower Hamlets ,844,111.0,191.0,166.0,89.0,48.0,46.0,66.0,32.0,95.0
E01004275,Tower Hamlets ,1057,124.0,304.0,210.0,113.0,74.0,57.0,49.0,34.0,92.0
E01004276,Tower Hamlets ,1549,282.0,588.0,384.0,134.0,35.0,31.0,47.0,13.0,35.0
E01004277,Tower Hamlets ,1189,339.0,403.0,279.0,107.0,9.0,9.0,20.0,4.0,19.0
E01004280,Tower Hamlets ,934,133.0,238.0,191.0,100.0,41.0,58.0,63.0,42.0,68.0
E01004281,Tower Hamlets ,1166,144.0,440.0,253.0,136.0,36.0,35.0,49.0,18.0,55.0
E01004283,Tower Hamlets ,850,65.0,141.0,123.0,102.0,73.0,78.0,103.0,35.0,130.0
E01004284,Tower Hamlets ,1032,87.0,355.0,176.0,120.0,68.0,64.0,74.0,31.0,57.0
E01004285,Tower Hamlets ,696,46.0,94.0,89.0,87.0,69.0,64.0,88.0,58.0,101.0
E01004286,Tower Hamlets ,860,72.0,169.0,151.0,96.0,67.0,61.0,92.0,53.0,99.0
E01004287,Tower Hamlets ,829,54.0,154.0,123.0,97.0,59.0,64.0,95.0,58.0,125.0
E01004288,Tower Hamlets ,533,37.0,104.0,57.0,64.0,43.0,62.0,52.0,45.0,69.0
E01004289,Tower Hamlets ,718,64.0,133.0,119.0,82.0,49.0,79.0,70.0,33.0,89.0
E01004290,Tower Hamlets ,662,62.0,178.0,129.0,72.0,46.0,40.0,56.0,19.0,60.0
E01004291,Tower Hamlets ,1281,260.0,421.0,329.0,118.0,36.0,29.0,33.0,17.0,38.0
E01004292,Tower Hamlets ,1285,180.0,505.0,341.0,123.0,32.0,23.0,37.0,18.0,26.0
E01004293,Tower Hamlets ,1468,263.0,545.0,356.0,128.0,29.0,29.0,38.0,18.0,62.0
E01004294,Tower Hamlets ,1093,172.0,325.0,270.0,94.0,42.0,46.0,61.0,29.0,54.0
E01004295,Tower Hamlets ,515,35.0,88.0,73.0,60.0,42.0,42.0,63.0,30.0,82.0
E01004296,Tower Hamlets ,803,86.0,234.0,146.0,79.0,54.0,46.0,63.0,37.0,58.0
E01004297,Tower Hamlets ,1280,223.0,447.0,324.0,100.0,39.0,41.0,48.0,18.0,40.0
E01004298,Tower Hamlets ,656,57.0,141.0,117.0,66.0,52.0,36.0,77.0,34.0,76.0
E01004300,Tower Hamlets ,497,43.0,90.0,67.0,50.0,50.0,55.0,52.0,30.0,60.0
E01004301,Tower Hamlets ,497,38.0,99.0,91.0,43.0,33.0,34.0,56.0,36.0,67.0
E01004302,Tower Hamlets ,730,49.0,150.0,117.0,77.0,60.0,46.0,93.0,41.0,97.0
E01004303,Tower Hamlets ,1068,152.0,273.0,199.0,92.0,68.0,67.0,96.0,38.0,83.0
E01004304,Tower Hamlets ,672,61.0,134.0,107.0,65.0,62.0,42.0,70.0,40.0,91.0
E01004305,Tower Hamlets ,715,60.0,115.0,104.0,82.0,69.0,50.0,88.0,38.0,109.0
E01004306,Tower Hamlets ,967,124.0,251.0,251.0,91.0,49.0,35.0,64.0,24.0,78.0
E01004307,Tower Hamlets ,1367,229.0,421.0,389.0,129.0,28.0,37.0,51.0,17.0,66.0
E01004308,Tower Hamlets ,678,54.0,146.0,174.0,72.0,37.0,41.0,74.0,19.0,61.0
E01004309,Tower Hamlets ,1137,85.0,227.0,250.0,103.0,81.0,75.0,130.0,36.0,150.0
E01004310,Tower Hamlets ,949,93.0,232.0,198.0,111.0,59.0,49.0,84.0,31.0,92.0
E01004311,Tower Hamlets ,651,57.0,144.0,133.0,57.0,46.0,55.0,58.0,33.0,68.0
E01004312,Tower Hamlets ,680,37.0,138.0,119.0,78.0,45.0,46.0,95.0,30.0,92.0
E01004313,Tower Hamlets ,933,83.0,219.0,227.0,91.0,65.0,56.0,55.0,33.0,104.0
E01004314,Tower Hamlets ,670,103.0,217.0,205.0,34.0,37.0,19.0,22.0,11.0,22.0
E01004315,Tower Hamlets ,887,83.0,221.0,213.0,69.0,45.0,69.0,67.0,29.0,91.0
E01004316,Tower Hamlets ,565,48.0,148.0,154.0,38.0,28.0,30.0,45.0,24.0,50.0
E01004317,Tower Hamlets ,1702,223.0,546.0,494.0,132.0,65.0,44.0,85.0,30.0,83.0
E01004318,Tower Hamlets ,666,46.0,130.0,163.0,62.0,50.0,45.0,61.0,29.0,80.0
E01004319,Tower Hamlets ,720,63.0,136.0,124.0,65.0,46.0,49.0,108.0,31.0,98.0
E01004321,Tower Hamlets ,784,64.0,228.0,127.0,72.0,46.0,46.0,85.0,31.0,85.0
E01004322,Tower Hamlets ,502,37.0,103.0,99.0,49.0,44.0,39.0,52.0,19.0,60.0
E01004323,Tower Hamlets ,685,48.0,157.0,150.0,72.0,36.0,52.0,65.0,30.0,75.0
E01004324,Tower Hamlets ,600,56.0,89.0,85.0,67.0,42.0,47.0,99.0,37.0,78.0
E01004325,Tower Hamlets ,1564,188.0,509.0,441.0,122.0,44.0,52.0,95.0,25.0,88.0
E01004326,Tower Hamlets ,694,53.0,182.0,128.0,66.0,39.0,36.0,76.0,22.0,92.0
E01004327,Waltham Forest ,547,30.0,84.0,66.0,67.0,75.0,46.0,59.0,45.0,75.0
E01004328,Waltham Forest ,945,76.0,160.0,100.0,94.0,144.0,73.0,79.0,47.0,172.0
E01004329,Waltham Forest ,902,69.0,167.0,75.0,93.0,105.0,84.0,92.0,73.0,144.0
E01004330,Waltham Forest ,924,65.0,149.0,103.0,82.0,111.0,86.0,101.0,73.0,154.0
E01004331,Waltham Forest ,851,62.0,125.0,100.0,84.0,84.0,88.0,91.0,68.0,149.0
E01004332,Waltham Forest ,890,73.0,114.0,82.0,91.0,111.0,92.0,88.0,66.0,173.0
E01004333,Waltham Forest ,778,47.0,146.0,136.0,72.0,111.0,61.0,60.0,44.0,101.0
E01004334,Waltham Forest ,511,24.0,68.0,50.0,49.0,69.0,50.0,52.0,44.0,105.0
E01004335,Waltham Forest ,599,30.0,68.0,61.0,55.0,63.0,76.0,73.0,52.0,121.0
E01004336,Waltham Forest ,950,57.0,133.0,76.0,80.0,102.0,77.0,108.0,71.0,246.0
E01004337,Waltham Forest ,868,50.0,89.0,84.0,70.0,114.0,108.0,84.0,82.0,187.0
E01004338,Waltham Forest ,969,56.0,155.0,123.0,94.0,100.0,97.0,93.0,54.0,197.0
E01004339,Waltham Forest ,911,61.0,154.0,112.0,109.0,113.0,117.0,68.0,65.0,112.0
E01004340,Waltham Forest ,785,55.0,105.0,77.0,75.0,87.0,80.0,88.0,60.0,158.0
E01004341,Waltham Forest ,709,55.0,92.0,61.0,75.0,82.0,80.0,57.0,61.0,146.0
E01004342,Waltham Forest ,897,60.0,158.0,107.0,89.0,120.0,106.0,80.0,57.0,120.0
E01004343,Waltham Forest ,926,83.0,169.0,116.0,147.0,106.0,89.0,65.0,59.0,92.0
E01004344,Waltham Forest ,800,63.0,106.0,100.0,102.0,107.0,77.0,79.0,59.0,107.0
E01004345,Waltham Forest ,889,76.0,135.0,92.0,108.0,105.0,81.0,96.0,61.0,135.0
E01004346,Waltham Forest ,775,69.0,141.0,106.0,101.0,92.0,76.0,64.0,49.0,77.0
E01004347,Waltham Forest ,1062,96.0,238.0,156.0,152.0,112.0,73.0,69.0,40.0,126.0
E01004348,Waltham Forest ,1331,105.0,270.0,163.0,148.0,149.0,105.0,109.0,91.0,191.0
E01004349,Waltham Forest ,600,61.0,72.0,72.0,93.0,68.0,79.0,55.0,43.0,57.0
E01004350,Waltham Forest ,635,67.0,93.0,73.0,95.0,95.0,65.0,43.0,48.0,56.0
E01004351,Waltham Forest ,760,65.0,128.0,114.0,135.0,94.0,65.0,46.0,54.0,59.0
E01004352,Waltham Forest ,976,163.0,240.0,172.0,159.0,67.0,50.0,45.0,44.0,36.0
E01004353,Waltham Forest ,873,144.0,179.0,128.0,149.0,79.0,54.0,47.0,55.0,38.0
E01004354,Waltham Forest ,901,101.0,216.0,143.0,149.0,85.0,66.0,49.0,47.0,45.0
E01004355,Waltham Forest ,744,78.0,115.0,105.0,130.0,76.0,66.0,72.0,51.0,51.0
E01004356,Waltham Forest ,701,72.0,122.0,85.0,101.0,106.0,61.0,54.0,51.0,49.0
E01004357,Waltham Forest ,686,90.0,117.0,77.0,114.0,83.0,61.0,38.0,49.0,57.0
E01004358,Waltham Forest ,781,105.0,147.0,131.0,125.0,69.0,66.0,48.0,39.0,51.0
E01004359,Waltham Forest ,823,93.0,145.0,125.0,157.0,86.0,57.0,53.0,46.0,61.0
E01004360,Waltham Forest ,631,58.0,103.0,100.0,99.0,68.0,81.0,35.0,42.0,45.0
E01004361,Waltham Forest ,685,92.0,100.0,77.0,122.0,79.0,64.0,42.0,47.0,62.0
E01004362,Waltham Forest ,848,95.0,243.0,129.0,99.0,77.0,59.0,36.0,28.0,82.0
E01004363,Waltham Forest ,795,75.0,152.0,88.0,93.0,86.0,70.0,67.0,48.0,116.0
E01004364,Waltham Forest ,693,45.0,129.0,81.0,67.0,71.0,73.0,75.0,61.0,91.0
E01004365,Waltham Forest ,1095,72.0,98.0,64.0,123.0,185.0,67.0,87.0,113.0,286.0
E01004366,Waltham Forest ,833,70.0,185.0,122.0,116.0,80.0,67.0,64.0,44.0,85.0
E01004367,Waltham Forest ,713,72.0,119.0,68.0,71.0,97.0,57.0,77.0,49.0,103.0
E01004368,Waltham Forest ,974,102.0,223.0,123.0,110.0,102.0,71.0,73.0,60.0,110.0
E01004369,Waltham Forest ,915,61.0,174.0,115.0,91.0,120.0,69.0,73.0,51.0,161.0
E01004370,Waltham Forest ,948,71.0,174.0,122.0,101.0,104.0,81.0,85.0,67.0,143.0
E01004371,Waltham Forest ,888,82.0,205.0,107.0,118.0,93.0,69.0,48.0,45.0,121.0
E01004372,Waltham Forest ,1018,89.0,219.0,138.0,106.0,106.0,71.0,61.0,58.0,170.0
E01004373,Waltham Forest ,872,71.0,96.0,82.0,74.0,127.0,73.0,98.0,77.0,174.0
E01004374,Waltham Forest ,1019,88.0,192.0,144.0,110.0,108.0,82.0,86.0,53.0,156.0
E01004375,Waltham Forest ,932,63.0,153.0,98.0,97.0,114.0,83.0,92.0,69.0,163.0
E01004376,Waltham Forest ,1092,81.0,145.0,131.0,119.0,121.0,81.0,126.0,72.0,216.0
E01004377,Waltham Forest ,851,96.0,195.0,113.0,105.0,87.0,76.0,59.0,57.0,63.0
E01004378,Waltham Forest ,857,70.0,174.0,133.0,112.0,97.0,63.0,59.0,54.0,95.0
E01004379,Waltham Forest ,763,71.0,159.0,123.0,118.0,80.0,68.0,56.0,30.0,58.0
E01004380,Waltham Forest ,747,105.0,154.0,109.0,108.0,55.0,69.0,37.0,50.0,60.0
E01004381,Waltham Forest ,957,88.0,235.0,157.0,134.0,93.0,82.0,57.0,52.0,59.0
E01004382,Waltham Forest ,496,38.0,78.0,57.0,73.0,60.0,44.0,53.0,31.0,62.0
E01004383,Waltham Forest ,780,70.0,164.0,99.0,121.0,76.0,69.0,52.0,63.0,66.0
E01004384,Waltham Forest ,735,69.0,83.0,84.0,108.0,98.0,75.0,64.0,67.0,87.0
E01004385,Waltham Forest ,591,74.0,121.0,88.0,81.0,57.0,42.0,49.0,28.0,51.0
E01004386,Waltham Forest ,850,110.0,156.0,113.0,155.0,100.0,68.0,33.0,57.0,58.0
E01004387,Waltham Forest ,804,105.0,184.0,107.0,148.0,75.0,53.0,42.0,38.0,52.0
E01004388,Waltham Forest ,743,77.0,173.0,128.0,102.0,81.0,53.0,35.0,37.0,57.0
E01004389,Waltham Forest ,686,65.0,78.0,97.0,92.0,94.0,63.0,64.0,66.0,67.0
E01004390,Waltham Forest ,683,61.0,79.0,68.0,106.0,109.0,61.0,50.0,67.0,82.0
E01004391,Waltham Forest ,986,92.0,191.0,166.0,130.0,81.0,77.0,67.0,48.0,134.0
E01004392,Waltham Forest ,1180,88.0,261.0,167.0,109.0,119.0,78.0,100.0,63.0,195.0
E01004393,Waltham Forest ,1258,133.0,163.0,182.0,178.0,122.0,93.0,121.0,31.0,235.0
E01004394,Waltham Forest ,797,71.0,139.0,103.0,107.0,87.0,69.0,74.0,46.0,101.0
E01004395,Waltham Forest ,819,71.0,183.0,110.0,90.0,105.0,62.0,57.0,50.0,91.0
E01004396,Waltham Forest ,884,67.0,150.0,104.0,84.0,106.0,70.0,91.0,62.0,150.0
E01004397,Waltham Forest ,1297,97.0,302.0,175.0,147.0,107.0,94.0,137.0,52.0,186.0
E01004398,Waltham Forest ,740,51.0,88.0,78.0,79.0,75.0,92.0,97.0,62.0,118.0
E01004399,Waltham Forest ,611,48.0,67.0,56.0,69.0,72.0,73.0,70.0,64.0,92.0
E01004400,Waltham Forest ,782,75.0,111.0,73.0,78.0,98.0,87.0,73.0,67.0,120.0
E01004401,Waltham Forest ,1067,68.0,189.0,128.0,123.0,152.0,92.0,102.0,61.0,152.0
E01004402,Waltham Forest ,721,69.0,109.0,80.0,79.0,94.0,63.0,67.0,58.0,102.0
E01004403,Waltham Forest ,731,66.0,118.0,97.0,75.0,83.0,63.0,84.0,49.0,96.0
E01004404,Waltham Forest ,1010,73.0,167.0,112.0,108.0,137.0,102.0,99.0,63.0,149.0
E01004405,Waltham Forest ,759,72.0,137.0,103.0,73.0,74.0,73.0,53.0,57.0,117.0
E01004406,Waltham Forest ,956,75.0,188.0,122.0,99.0,115.0,68.0,97.0,51.0,141.0
E01004407,Waltham Forest ,479,17.0,45.0,58.0,45.0,54.0,32.0,96.0,58.0,74.0
E01004408,Waltham Forest ,860,82.0,234.0,111.0,82.0,90.0,67.0,73.0,33.0,88.0
E01004409,Waltham Forest ,812,79.0,198.0,144.0,87.0,70.0,52.0,36.0,44.0,102.0
E01004410,Waltham Forest ,814,76.0,163.0,142.0,83.0,70.0,76.0,59.0,47.0,98.0
E01004411,Waltham Forest ,937,91.0,187.0,124.0,95.0,99.0,78.0,86.0,35.0,142.0
E01004412,Waltham Forest ,929,108.0,236.0,152.0,103.0,79.0,48.0,57.0,46.0,100.0
E01004413,Waltham Forest ,654,54.0,88.0,71.0,108.0,80.0,57.0,53.0,57.0,86.0
E01004414,Waltham Forest ,736,72.0,92.0,99.0,119.0,101.0,69.0,60.0,63.0,61.0
E01004415,Waltham Forest ,691,69.0,110.0,70.0,119.0,88.0,72.0,45.0,53.0,65.0
E01004416,Waltham Forest ,831,86.0,153.0,96.0,152.0,108.0,65.0,60.0,56.0,55.0
E01004417,Waltham Forest ,778,67.0,110.0,75.0,128.0,110.0,77.0,68.0,70.0,73.0
E01004418,Waltham Forest ,765,59.0,103.0,100.0,125.0,95.0,78.0,63.0,68.0,74.0
E01004419,Waltham Forest ,770,65.0,135.0,91.0,123.0,74.0,63.0,66.0,71.0,82.0
E01004420,Waltham Forest ,922,62.0,132.0,69.0,97.0,116.0,83.0,102.0,96.0,165.0
E01004421,Waltham Forest ,809,62.0,123.0,70.0,105.0,79.0,58.0,92.0,90.0,130.0
E01004422,Waltham Forest ,714,55.0,107.0,75.0,81.0,88.0,70.0,59.0,57.0,122.0
E01004423,Waltham Forest ,773,62.0,96.0,74.0,65.0,102.0,56.0,113.0,48.0,157.0
E01004424,Waltham Forest ,741,44.0,103.0,67.0,80.0,101.0,81.0,79.0,62.0,124.0
E01004425,Waltham Forest ,1017,75.0,167.0,119.0,132.0,100.0,100.0,96.0,70.0,158.0
E01004426,Waltham Forest ,752,47.0,94.0,79.0,90.0,97.0,64.0,92.0,73.0,116.0
E01004427,Waltham Forest ,1053,84.0,138.0,131.0,105.0,139.0,104.0,61.0,120.0,171.0
E01004428,Waltham Forest ,600,40.0,66.0,57.0,88.0,63.0,82.0,60.0,43.0,101.0
E01004429,Waltham Forest ,820,57.0,117.0,97.0,105.0,86.0,80.0,76.0,54.0,148.0
E01004430,Waltham Forest ,1220,99.0,195.0,142.0,122.0,147.0,101.0,124.0,90.0,200.0
E01004432,Waltham Forest ,784,40.0,134.0,96.0,102.0,94.0,62.0,77.0,56.0,123.0
E01004434,Waltham Forest ,851,66.0,118.0,88.0,97.0,109.0,80.0,77.0,67.0,149.0
E01004435,Waltham Forest ,893,61.0,150.0,79.0,82.0,122.0,123.0,63.0,59.0,154.0
E01004436,Waltham Forest ,836,69.0,210.0,131.0,102.0,89.0,47.0,66.0,41.0,81.0
E01004437,Waltham Forest ,944,75.0,221.0,130.0,87.0,101.0,64.0,73.0,51.0,142.0
E01004438,Waltham Forest ,1226,118.0,338.0,151.0,139.0,96.0,66.0,94.0,71.0,153.0
E01004439,Waltham Forest ,844,75.0,202.0,135.0,110.0,78.0,57.0,58.0,31.0,98.0
E01004440,Waltham Forest ,1213,92.0,264.0,239.0,146.0,116.0,79.0,94.0,56.0,127.0
E01004441,Waltham Forest ,931,97.0,254.0,130.0,88.0,107.0,63.0,58.0,31.0,103.0
E01004442,Waltham Forest ,985,91.0,307.0,163.0,105.0,82.0,67.0,65.0,38.0,67.0
E01004443,Waltham Forest ,828,57.0,172.0,102.0,101.0,76.0,63.0,74.0,66.0,117.0
E01004444,Waltham Forest ,1102,80.0,183.0,108.0,137.0,138.0,114.0,97.0,72.0,173.0
E01004445,Waltham Forest ,854,60.0,149.0,112.0,86.0,100.0,75.0,68.0,60.0,144.0
E01004446,Waltham Forest ,881,59.0,160.0,108.0,124.0,126.0,64.0,74.0,46.0,120.0
E01004447,Waltham Forest ,954,91.0,179.0,146.0,116.0,100.0,64.0,92.0,49.0,117.0
E01004448,Waltham Forest ,896,62.0,157.0,120.0,87.0,136.0,103.0,49.0,62.0,120.0
E01004449,Waltham Forest ,603,56.0,60.0,52.0,68.0,69.0,68.0,85.0,48.0,97.0
E01004450,Waltham Forest ,820,83.0,112.0,88.0,141.0,129.0,76.0,83.0,48.0,60.0
E01004451,Waltham Forest ,866,82.0,113.0,108.0,158.0,111.0,81.0,67.0,73.0,73.0
E01004452,Waltham Forest ,752,74.0,92.0,97.0,107.0,100.0,86.0,63.0,50.0,83.0
E01004453,Waltham Forest ,794,93.0,99.0,101.0,111.0,104.0,77.0,94.0,41.0,74.0
E01004454,Waltham Forest ,743,73.0,105.0,83.0,129.0,91.0,64.0,73.0,57.0,68.0
E01004455,Waltham Forest ,653,54.0,86.0,72.0,97.0,76.0,70.0,61.0,58.0,79.0
E01004456,Waltham Forest ,586,35.0,68.0,52.0,78.0,60.0,59.0,85.0,43.0,106.0
E01004457,Waltham Forest ,959,95.0,198.0,149.0,118.0,86.0,71.0,74.0,50.0,118.0
E01004458,Waltham Forest ,906,77.0,156.0,106.0,106.0,120.0,65.0,82.0,60.0,134.0
E01004459,Waltham Forest ,476,28.0,51.0,63.0,51.0,51.0,57.0,64.0,32.0,79.0
E01004460,Waltham Forest ,865,71.0,161.0,119.0,101.0,100.0,62.0,87.0,28.0,136.0
E01004461,Waltham Forest ,1155,99.0,194.0,144.0,143.0,173.0,82.0,120.0,51.0,149.0
E01004462,Waltham Forest ,889,79.0,180.0,116.0,109.0,94.0,49.0,80.0,48.0,134.0
E01004463,Waltham Forest ,1133,120.0,292.0,188.0,141.0,111.0,74.0,60.0,45.0,102.0
E01004464,Waltham Forest ,604,60.0,72.0,63.0,64.0,73.0,66.0,55.0,51.0,100.0
E01004465,Waltham Forest ,744,85.0,189.0,108.0,89.0,53.0,57.0,46.0,46.0,71.0
E01004466,Waltham Forest ,907,95.0,270.0,165.0,88.0,73.0,67.0,43.0,43.0,63.0
E01004467,Waltham Forest ,985,85.0,154.0,103.0,110.0,90.0,122.0,78.0,88.0,155.0
E01004468,Waltham Forest ,847,77.0,237.0,133.0,107.0,76.0,60.0,42.0,38.0,77.0
E01004469,Waltham Forest ,601,56.0,106.0,62.0,82.0,67.0,49.0,53.0,48.0,78.0
E01004470,Waltham Forest ,688,57.0,126.0,78.0,90.0,83.0,50.0,64.0,42.0,98.0
E01004471,Waltham Forest ,693,78.0,133.0,69.0,70.0,74.0,57.0,49.0,49.0,114.0
E01004472,Wandsworth ,1125,178.0,405.0,290.0,107.0,32.0,31.0,39.0,12.0,31.0
E01004473,Wandsworth ,1140,195.0,377.0,289.0,111.0,38.0,47.0,33.0,15.0,35.0
E01004474,Wandsworth ,1394,192.0,447.0,366.0,134.0,46.0,69.0,61.0,17.0,62.0
E01004475,Wandsworth ,947,125.0,323.0,243.0,108.0,22.0,46.0,36.0,17.0,27.0
E01004476,Wandsworth ,1136,164.0,384.0,305.0,102.0,30.0,37.0,59.0,11.0,44.0
E01004477,Wandsworth ,900,215.0,304.0,236.0,63.0,18.0,28.0,11.0,5.0,20.0
E01004478,Wandsworth ,813,159.0,288.0,214.0,61.0,16.0,37.0,21.0,7.0,10.0
E01004479,Wandsworth ,870,187.0,274.0,207.0,86.0,28.0,35.0,24.0,15.0,14.0
E01004480,Wandsworth ,1201,188.0,431.0,356.0,91.0,28.0,42.0,26.0,13.0,26.0
E01004481,Wandsworth ,1161,146.0,368.0,292.0,125.0,38.0,59.0,61.0,16.0,56.0
E01004482,Wandsworth ,926,123.0,283.0,189.0,122.0,47.0,50.0,38.0,24.0,50.0
E01004483,Wandsworth ,1461,157.0,502.0,372.0,156.0,68.0,65.0,53.0,17.0,71.0
E01004484,Wandsworth ,1026,124.0,381.0,251.0,102.0,29.0,49.0,36.0,15.0,39.0
E01004485,Wandsworth ,1018,134.0,319.0,249.0,107.0,56.0,53.0,41.0,17.0,42.0
E01004486,Wandsworth ,995,139.0,340.0,265.0,109.0,41.0,36.0,29.0,9.0,27.0
E01004487,Wandsworth ,934,146.0,304.0,204.0,121.0,31.0,43.0,42.0,13.0,30.0
E01004488,Wandsworth ,830,113.0,289.0,200.0,71.0,34.0,37.0,34.0,12.0,40.0
E01004489,Wandsworth ,830,130.0,231.0,189.0,97.0,33.0,61.0,37.0,21.0,31.0
E01004490,Wandsworth ,977,170.0,298.0,255.0,96.0,32.0,40.0,39.0,15.0,32.0
E01004491,Wandsworth ,1151,77.0,490.0,150.0,102.0,54.0,122.0,50.0,42.0,64.0
E01004492,Wandsworth ,1076,146.0,294.0,237.0,122.0,65.0,69.0,57.0,27.0,59.0
E01004493,Wandsworth ,1174,182.0,330.0,269.0,121.0,55.0,62.0,44.0,56.0,55.0
E01004494,Wandsworth ,1044,158.0,280.0,236.0,122.0,59.0,46.0,59.0,28.0,56.0
E01004495,Wandsworth ,780,92.0,202.0,129.0,73.0,45.0,73.0,55.0,36.0,75.0
E01004496,Wandsworth ,1468,247.0,463.0,357.0,141.0,56.0,65.0,65.0,24.0,50.0
E01004497,Wandsworth ,776,114.0,193.0,173.0,94.0,44.0,53.0,33.0,29.0,43.0
E01004498,Wandsworth ,1218,196.0,381.0,320.0,125.0,51.0,41.0,51.0,14.0,39.0
E01004499,Wandsworth ,1050,165.0,368.0,241.0,100.0,39.0,43.0,54.0,13.0,27.0
E01004500,Wandsworth ,1065,137.0,370.0,274.0,106.0,37.0,41.0,54.0,6.0,40.0
E01004501,Wandsworth ,927,119.0,275.0,212.0,112.0,32.0,54.0,30.0,24.0,69.0
E01004502,Wandsworth ,1012,191.0,342.0,218.0,90.0,45.0,47.0,36.0,12.0,31.0
E01004503,Wandsworth ,1000,164.0,313.0,234.0,98.0,35.0,52.0,34.0,27.0,43.0
E01004504,Wandsworth ,843,178.0,261.0,173.0,74.0,29.0,35.0,30.0,26.0,37.0
E01004505,Wandsworth ,1035,161.0,345.0,272.0,111.0,36.0,37.0,32.0,16.0,25.0
E01004506,Wandsworth ,1290,217.0,459.0,341.0,116.0,41.0,38.0,39.0,13.0,26.0
E01004507,Wandsworth ,1282,198.0,466.0,298.0,117.0,45.0,59.0,49.0,13.0,37.0
E01004508,Wandsworth ,1432,258.0,476.0,369.0,135.0,50.0,50.0,44.0,12.0,38.0
E01004509,Wandsworth ,1639,266.0,519.0,417.0,164.0,68.0,68.0,65.0,22.0,50.0
E01004510,Wandsworth ,1426,226.0,370.0,429.0,187.0,54.0,67.0,36.0,15.0,42.0
E01004511,Wandsworth ,1222,178.0,427.0,324.0,106.0,50.0,47.0,46.0,14.0,30.0
E01004512,Wandsworth ,860,167.0,260.0,212.0,70.0,31.0,48.0,31.0,17.0,24.0
E01004513,Wandsworth ,1107,134.0,301.0,203.0,145.0,61.0,79.0,61.0,31.0,92.0
E01004514,Wandsworth ,1185,212.0,362.0,340.0,87.0,42.0,55.0,35.0,10.0,42.0
E01004515,Wandsworth ,1137,133.0,369.0,280.0,113.0,41.0,75.0,54.0,26.0,46.0
E01004516,Wandsworth ,836,113.0,238.0,139.0,84.0,52.0,64.0,63.0,30.0,53.0
E01004517,Wandsworth ,1060,113.0,220.0,176.0,122.0,108.0,107.0,68.0,28.0,118.0
E01004518,Wandsworth ,895,107.0,262.0,150.0,92.0,63.0,62.0,57.0,35.0,67.0
E01004519,Wandsworth ,852,97.0,206.0,110.0,96.0,92.0,70.0,62.0,42.0,77.0
E01004520,Wandsworth ,615,59.0,132.0,79.0,83.0,51.0,57.0,75.0,25.0,54.0
E01004521,Wandsworth ,992,114.0,239.0,193.0,113.0,75.0,82.0,57.0,51.0,68.0
E01004522,Wandsworth ,833,85.0,169.0,135.0,82.0,105.0,68.0,75.0,31.0,83.0
E01004523,Wandsworth ,808,99.0,213.0,158.0,88.0,65.0,66.0,49.0,28.0,42.0
E01004524,Wandsworth ,689,63.0,115.0,91.0,87.0,75.0,66.0,58.0,41.0,93.0
E01004525,Wandsworth ,1005,97.0,213.0,181.0,95.0,111.0,67.0,82.0,43.0,116.0
E01004526,Wandsworth ,930,94.0,229.0,164.0,82.0,95.0,69.0,75.0,48.0,74.0
E01004527,Wandsworth ,854,97.0,205.0,148.0,90.0,80.0,70.0,52.0,36.0,76.0
E01004528,Wandsworth ,731,75.0,190.0,111.0,68.0,59.0,77.0,45.0,37.0,69.0
