LSOA11CD,Borough,All categories: Occupation,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations
E01002620,Hounslow ,742,59.0,132.0,62.0,72.0,61.0,76.0,93.0,78.0,109.0
E01002621,Hounslow ,858,95.0,144.0,105.0,97.0,83.0,73.0,85.0,52.0,124.0
E01002622,Hounslow ,888,59.0,139.0,90.0,115.0,68.0,81.0,110.0,85.0,141.0
E01002623,Hounslow ,734,74.0,99.0,73.0,89.0,62.0,67.0,99.0,48.0,123.0
E01002624,Hounslow ,745,55.0,139.0,65.0,101.0,56.0,54.0,73.0,46.0,156.0
E01002625,Hounslow ,818,68.0,105.0,84.0,103.0,83.0,63.0,98.0,85.0,129.0
E01002626,Hounslow ,788,82.0,105.0,81.0,114.0,69.0,59.0,91.0,78.0,109.0
E01002627,Hounslow ,699,53.0,94.0,62.0,81.0,77.0,62.0,93.0,66.0,111.0
E01002628,Hounslow ,978,87.0,156.0,119.0,135.0,95.0,73.0,117.0,63.0,133.0
E01002629,Hounslow ,961,95.0,206.0,116.0,120.0,72.0,85.0,93.0,63.0,111.0
E01002630,Hounslow ,861,84.0,176.0,95.0,112.0,82.0,65.0,93.0,51.0,103.0
E01002631,Hounslow ,755,64.0,97.0,91.0,83.0,70.0,74.0,84.0,79.0,113.0
E01002632,Hounslow ,898,72.0,139.0,110.0,117.0,72.0,82.0,101.0,81.0,124.0
E01002633,Hounslow ,626,37.0,53.0,48.0,65.0,62.0,56.0,76.0,85.0,144.0
E01002634,Hounslow ,586,43.0,47.0,48.0,72.0,47.0,61.0,79.0,65.0,124.0
E01002635,Hounslow ,838,62.0,125.0,106.0,115.0,79.0,53.0,73.0,75.0,150.0
E01002636,Hounslow ,941,78.0,121.0,101.0,117.0,86.0,77.0,110.0,100.0,151.0
E01002637,Hounslow ,655,47.0,51.0,71.0,72.0,45.0,60.0,68.0,97.0,144.0
E01002638,Hounslow ,708,61.0,63.0,62.0,95.0,54.0,69.0,111.0,77.0,116.0
E01002639,Hounslow ,930,49.0,159.0,102.0,118.0,107.0,50.0,102.0,46.0,197.0
E01002640,Hounslow ,973,69.0,194.0,101.0,86.0,100.0,72.0,138.0,39.0,174.0
E01002641,Hounslow ,977,70.0,186.0,99.0,126.0,106.0,89.0,86.0,55.0,160.0
E01002642,Hounslow ,1026,87.0,213.0,93.0,106.0,84.0,87.0,105.0,48.0,203.0
E01002643,Hounslow ,1082,101.0,230.0,132.0,124.0,98.0,102.0,103.0,63.0,129.0
E01002645,Hounslow ,1035,63.0,168.0,111.0,91.0,145.0,107.0,132.0,66.0,152.0
E01002646,Hounslow ,823,61.0,131.0,76.0,94.0,77.0,79.0,103.0,52.0,150.0
E01002647,Hounslow ,953,73.0,162.0,94.0,102.0,69.0,96.0,124.0,85.0,148.0
E01002648,Hounslow ,1355,118.0,222.0,122.0,141.0,121.0,108.0,190.0,100.0,233.0
E01002649,Hounslow ,1006,75.0,164.0,102.0,105.0,102.0,81.0,130.0,64.0,183.0
E01002650,Hounslow ,1087,94.0,209.0,127.0,135.0,81.0,86.0,107.0,75.0,173.0
E01002651,Hounslow ,901,58.0,144.0,90.0,104.0,83.0,72.0,117.0,68.0,165.0
E01002652,Hounslow ,859,67.0,140.0,78.0,109.0,89.0,61.0,102.0,84.0,129.0
E01002653,Hounslow ,888,72.0,165.0,111.0,117.0,87.0,60.0,93.0,68.0,115.0
E01002654,Hounslow ,967,77.0,168.0,126.0,134.0,106.0,90.0,79.0,74.0,113.0
E01002655,Hounslow ,979,72.0,190.0,114.0,126.0,109.0,88.0,79.0,73.0,128.0
E01002656,Hounslow ,672,57.0,131.0,102.0,96.0,58.0,65.0,47.0,47.0,69.0
E01002657,Hounslow ,970,93.0,222.0,138.0,122.0,86.0,75.0,92.0,38.0,104.0
E01002658,Hounslow ,725,84.0,181.0,116.0,70.0,72.0,65.0,57.0,31.0,49.0
E01002659,Hounslow ,685,77.0,108.0,85.0,89.0,59.0,70.0,68.0,48.0,81.0
E01002660,Hounslow ,910,65.0,123.0,89.0,100.0,78.0,75.0,110.0,61.0,209.0
E01002661,Hounslow ,950,89.0,116.0,90.0,82.0,86.0,69.0,111.0,83.0,224.0
E01002662,Hounslow ,1128,103.0,203.0,116.0,126.0,109.0,88.0,133.0,57.0,193.0
E01002663,Hounslow ,957,89.0,102.0,91.0,104.0,73.0,103.0,118.0,76.0,201.0
E01002664,Hounslow ,896,67.0,154.0,86.0,94.0,63.0,88.0,92.0,72.0,180.0
E01002665,Hounslow ,750,54.0,82.0,65.0,78.0,67.0,53.0,104.0,77.0,170.0
E01002666,Hounslow ,808,50.0,75.0,229.0,83.0,59.0,45.0,78.0,57.0,132.0
E01002667,Hounslow ,812,108.0,191.0,154.0,77.0,49.0,58.0,69.0,37.0,69.0
E01002668,Hounslow ,1123,126.0,289.0,213.0,147.0,75.0,107.0,53.0,48.0,65.0
E01002669,Hounslow ,848,67.0,142.0,118.0,104.0,91.0,83.0,80.0,57.0,106.0
E01002670,Hounslow ,925,105.0,181.0,139.0,103.0,91.0,82.0,83.0,58.0,83.0
E01002671,Hounslow ,847,95.0,197.0,167.0,97.0,72.0,59.0,52.0,33.0,75.0
E01002672,Hounslow ,796,72.0,160.0,112.0,75.0,63.0,77.0,78.0,50.0,109.0
E01002673,Hounslow ,588,36.0,56.0,50.0,54.0,41.0,88.0,93.0,70.0,100.0
E01002674,Hounslow ,916,108.0,261.0,126.0,103.0,69.0,55.0,56.0,54.0,84.0
E01002675,Hounslow ,1315,160.0,337.0,242.0,143.0,98.0,98.0,78.0,58.0,101.0
E01002676,Hounslow ,865,125.0,232.0,142.0,101.0,42.0,70.0,61.0,37.0,55.0
E01002677,Hounslow ,865,108.0,194.0,132.0,95.0,77.0,79.0,64.0,39.0,77.0
E01002678,Hounslow ,1061,146.0,254.0,162.0,137.0,76.0,66.0,78.0,63.0,79.0
E01002679,Hounslow ,989,110.0,248.0,133.0,100.0,106.0,86.0,69.0,54.0,83.0
E01002680,Hounslow ,1034,129.0,259.0,139.0,134.0,87.0,78.0,54.0,57.0,97.0
E01002681,Hounslow ,1047,107.0,224.0,144.0,117.0,105.0,101.0,74.0,65.0,110.0
E01002682,Hounslow ,1235,113.0,311.0,203.0,127.0,116.0,119.0,70.0,67.0,109.0
E01002683,Hounslow ,1406,168.0,399.0,257.0,144.0,126.0,102.0,60.0,57.0,93.0
E01002684,Hounslow ,1335,202.0,317.0,262.0,139.0,79.0,103.0,71.0,61.0,101.0
E01002686,Hounslow ,789,71.0,83.0,64.0,111.0,109.0,91.0,67.0,58.0,135.0
E01002687,Hounslow ,1074,187.0,332.0,257.0,99.0,42.0,46.0,41.0,26.0,44.0
E01002689,Hounslow ,803,158.0,233.0,167.0,75.0,41.0,42.0,30.0,29.0,28.0
E01002690,Hounslow ,764,167.0,245.0,156.0,59.0,37.0,35.0,29.0,10.0,26.0
E01002691,Hounslow ,886,119.0,219.0,125.0,122.0,91.0,61.0,51.0,22.0,76.0
E01002692,Hounslow ,1070,162.0,302.0,274.0,96.0,53.0,44.0,64.0,34.0,41.0
E01002693,Hounslow ,919,177.0,262.0,201.0,79.0,46.0,56.0,38.0,17.0,43.0
E01002694,Islington ,598,61.0,135.0,97.0,53.0,36.0,59.0,60.0,23.0,74.0
E01002695,Islington ,964,108.0,329.0,205.0,100.0,33.0,49.0,57.0,29.0,54.0
E01002696,Islington ,1138,181.0,431.0,267.0,87.0,38.0,33.0,41.0,21.0,39.0
E01002697,Islington ,665,57.0,157.0,115.0,74.0,37.0,39.0,61.0,44.0,81.0
E01002698,Islington ,1291,189.0,494.0,303.0,100.0,53.0,48.0,51.0,14.0,39.0
E01002699,Islington ,920,121.0,363.0,205.0,68.0,27.0,32.0,38.0,26.0,40.0
E01002700,Islington ,855,143.0,346.0,219.0,48.0,30.0,23.0,22.0,8.0,16.0
E01002701,Islington ,701,84.0,160.0,160.0,70.0,35.0,37.0,54.0,33.0,68.0
E01002702,Islington ,818,98.0,206.0,166.0,89.0,37.0,61.0,55.0,33.0,73.0
E01002703,Islington ,743,76.0,185.0,160.0,76.0,40.0,47.0,58.0,26.0,75.0
E01002704,Islington ,1059,159.0,275.0,242.0,88.0,42.0,56.0,56.0,35.0,106.0
E01002706,Islington ,980,100.0,275.0,198.0,102.0,50.0,72.0,52.0,45.0,86.0
E01002707,Islington ,964,134.0,312.0,232.0,87.0,56.0,28.0,40.0,28.0,47.0
E01002708,Islington ,924,94.0,239.0,188.0,112.0,58.0,65.0,62.0,26.0,80.0
E01002709,Islington ,804,48.0,203.0,173.0,87.0,58.0,56.0,71.0,34.0,74.0
E01002710,Islington ,715,66.0,171.0,130.0,93.0,53.0,51.0,51.0,44.0,56.0
E01002711,Islington ,1168,152.0,382.0,252.0,117.0,44.0,60.0,66.0,29.0,66.0
E01002712,Islington ,730,69.0,200.0,140.0,58.0,63.0,34.0,52.0,20.0,94.0
E01002713,Islington ,624,48.0,122.0,106.0,87.0,41.0,65.0,42.0,27.0,86.0
E01002714,Islington ,1072,136.0,415.0,251.0,80.0,39.0,53.0,39.0,10.0,49.0
E01002715,Islington ,567,36.0,111.0,85.0,65.0,50.0,49.0,53.0,27.0,91.0
E01002716,Islington ,1062,111.0,294.0,231.0,117.0,45.0,86.0,69.0,29.0,80.0
E01002717,Islington ,705,85.0,261.0,158.0,54.0,28.0,34.0,34.0,19.0,32.0
E01002718,Islington ,1097,156.0,431.0,250.0,82.0,42.0,37.0,41.0,13.0,45.0
E01002719,Islington ,856,149.0,301.0,186.0,69.0,21.0,42.0,33.0,17.0,38.0
E01002720,Islington ,934,77.0,203.0,172.0,115.0,57.0,98.0,68.0,41.0,103.0
E01002721,Islington ,931,127.0,298.0,199.0,73.0,38.0,61.0,54.0,27.0,54.0
E01002722,Islington ,622,65.0,175.0,142.0,63.0,30.0,49.0,32.0,19.0,47.0
E01002723,Islington ,708,75.0,184.0,148.0,65.0,42.0,46.0,54.0,29.0,65.0
E01002724,Islington ,1237,240.0,454.0,313.0,59.0,41.0,37.0,38.0,17.0,38.0
E01002725,Islington ,636,63.0,167.0,109.0,73.0,32.0,48.0,38.0,29.0,77.0
E01002726,Islington ,905,99.0,330.0,211.0,61.0,41.0,50.0,47.0,21.0,45.0
E01002727,Islington ,950,132.0,327.0,241.0,80.0,30.0,36.0,35.0,25.0,44.0
E01002728,Islington ,559,58.0,190.0,108.0,34.0,26.0,33.0,42.0,15.0,53.0
E01002729,Islington ,848,123.0,292.0,174.0,78.0,46.0,39.0,34.0,22.0,40.0
E01002730,Islington ,980,81.0,252.0,247.0,116.0,57.0,57.0,65.0,24.0,81.0
E01002731,Islington ,1512,159.0,442.0,391.0,111.0,75.0,71.0,93.0,25.0,145.0
E01002732,Islington ,787,56.0,194.0,133.0,89.0,69.0,74.0,66.0,32.0,74.0
E01002733,Islington ,868,90.0,301.0,208.0,78.0,40.0,40.0,52.0,13.0,46.0
E01002734,Islington ,629,45.0,102.0,83.0,68.0,64.0,64.0,73.0,25.0,105.0
E01002735,Islington ,936,74.0,255.0,199.0,108.0,69.0,59.0,73.0,25.0,74.0
E01002736,Islington ,515,36.0,78.0,90.0,56.0,50.0,48.0,53.0,35.0,69.0
E01002737,Islington ,729,66.0,165.0,130.0,72.0,57.0,63.0,60.0,33.0,83.0
E01002738,Islington ,934,123.0,314.0,235.0,74.0,29.0,42.0,41.0,13.0,63.0
E01002739,Islington ,1086,146.0,417.0,282.0,93.0,33.0,39.0,37.0,9.0,30.0
E01002740,Islington ,1145,219.0,437.0,266.0,84.0,30.0,30.0,33.0,9.0,37.0
E01002741,Islington ,642,58.0,153.0,124.0,70.0,36.0,55.0,58.0,31.0,57.0
E01002742,Islington ,994,118.0,436.0,228.0,72.0,26.0,41.0,25.0,23.0,25.0
E01002743,Islington ,836,102.0,301.0,222.0,51.0,26.0,30.0,46.0,11.0,47.0
E01002744,Islington ,882,97.0,345.0,205.0,59.0,33.0,55.0,34.0,19.0,35.0
E01002745,Islington ,887,119.0,343.0,197.0,51.0,34.0,49.0,39.0,20.0,35.0
E01002747,Islington ,951,94.0,329.0,244.0,92.0,44.0,42.0,36.0,12.0,58.0
E01002748,Islington ,695,70.0,195.0,158.0,71.0,36.0,36.0,45.0,24.0,60.0
E01002749,Islington ,636,66.0,206.0,129.0,54.0,37.0,43.0,44.0,16.0,41.0
E01002751,Islington ,827,70.0,175.0,161.0,87.0,61.0,69.0,63.0,42.0,99.0
E01002752,Islington ,779,103.0,263.0,168.0,65.0,31.0,48.0,50.0,12.0,39.0
E01002753,Islington ,726,71.0,184.0,133.0,80.0,58.0,56.0,51.0,23.0,70.0
E01002754,Islington ,825,118.0,259.0,193.0,74.0,42.0,47.0,34.0,12.0,46.0
E01002755,Islington ,563,65.0,126.0,94.0,72.0,47.0,52.0,32.0,27.0,48.0
E01002756,Islington ,745,76.0,243.0,182.0,73.0,51.0,40.0,31.0,14.0,35.0
E01002757,Islington ,678,87.0,211.0,130.0,81.0,36.0,35.0,41.0,14.0,43.0
E01002758,Islington ,638,39.0,134.0,126.0,73.0,66.0,63.0,36.0,30.0,71.0
E01002759,Islington ,918,104.0,310.0,213.0,84.0,56.0,53.0,39.0,16.0,43.0
E01002760,Islington ,585,41.0,118.0,83.0,72.0,49.0,63.0,67.0,30.0,62.0
E01002762,Islington ,1203,138.0,440.0,268.0,102.0,52.0,65.0,50.0,23.0,65.0
E01002763,Islington ,697,61.0,175.0,107.0,78.0,57.0,50.0,61.0,25.0,83.0
E01002764,Islington ,880,91.0,223.0,161.0,86.0,75.0,81.0,56.0,31.0,76.0
E01002765,Islington ,990,106.0,218.0,172.0,119.0,67.0,68.0,90.0,46.0,104.0
E01002766,Islington ,669,60.0,115.0,98.0,86.0,55.0,64.0,64.0,37.0,90.0
E01002767,Islington ,1001,88.0,233.0,179.0,130.0,78.0,87.0,80.0,38.0,88.0
E01002768,Islington ,872,83.0,266.0,171.0,105.0,56.0,57.0,53.0,26.0,55.0
E01002769,Islington ,1002,112.0,350.0,228.0,87.0,48.0,51.0,56.0,24.0,46.0
E01002770,Islington ,870,108.0,277.0,181.0,83.0,41.0,44.0,57.0,18.0,61.0
E01002771,Islington ,783,79.0,223.0,187.0,75.0,40.0,61.0,47.0,20.0,51.0
E01002772,Islington ,1013,89.0,315.0,213.0,121.0,70.0,52.0,43.0,34.0,76.0
E01002773,Islington ,560,50.0,111.0,86.0,62.0,42.0,59.0,46.0,29.0,75.0
E01002774,Islington ,1138,86.0,340.0,269.0,123.0,58.0,97.0,62.0,27.0,76.0
E01002775,Islington ,946,134.0,335.0,260.0,60.0,44.0,31.0,23.0,13.0,46.0
E01002776,Islington ,861,92.0,272.0,180.0,72.0,52.0,57.0,47.0,26.0,63.0
E01002777,Islington ,1015,103.0,360.0,263.0,93.0,43.0,46.0,45.0,21.0,41.0
E01002778,Islington ,646,55.0,143.0,131.0,58.0,47.0,54.0,55.0,26.0,77.0
E01002779,Islington ,1049,111.0,386.0,242.0,86.0,52.0,47.0,60.0,25.0,40.0
E01002780,Islington ,927,120.0,295.0,230.0,84.0,42.0,38.0,41.0,25.0,52.0
E01002781,Islington ,637,67.0,190.0,140.0,49.0,37.0,41.0,40.0,23.0,50.0
E01002782,Islington ,574,42.0,138.0,93.0,60.0,38.0,58.0,50.0,28.0,67.0
E01002783,Islington ,700,73.0,184.0,128.0,80.0,52.0,38.0,49.0,25.0,71.0
E01002784,Islington ,802,62.0,191.0,176.0,74.0,42.0,63.0,73.0,40.0,81.0
E01002785,Islington ,1033,132.0,378.0,239.0,78.0,50.0,49.0,27.0,21.0,59.0
E01002786,Islington ,886,83.0,222.0,191.0,96.0,59.0,60.0,64.0,31.0,80.0
E01002787,Islington ,734,79.0,124.0,131.0,81.0,64.0,50.0,52.0,28.0,125.0
E01002788,Islington ,1143,116.0,438.0,284.0,88.0,49.0,52.0,45.0,21.0,50.0
E01002789,Islington ,1155,150.0,451.0,304.0,86.0,41.0,46.0,31.0,16.0,30.0
E01002790,Islington ,673,56.0,164.0,150.0,78.0,32.0,54.0,61.0,27.0,51.0
E01002791,Islington ,921,145.0,331.0,227.0,74.0,30.0,34.0,41.0,15.0,24.0
E01002792,Islington ,1171,172.0,416.0,306.0,82.0,37.0,52.0,44.0,27.0,35.0
E01002793,Islington ,1027,134.0,308.0,246.0,90.0,35.0,59.0,60.0,19.0,76.0
E01002794,Islington ,1079,175.0,365.0,299.0,70.0,37.0,31.0,46.0,20.0,36.0
E01002795,Islington ,1142,109.0,418.0,257.0,97.0,39.0,54.0,71.0,25.0,72.0
E01002796,Islington ,610,70.0,240.0,133.0,41.0,28.0,35.0,15.0,11.0,37.0
E01002797,Islington ,1012,124.0,290.0,230.0,108.0,39.0,52.0,66.0,38.0,65.0
E01002798,Islington ,1190,174.0,436.0,290.0,94.0,42.0,52.0,25.0,21.0,56.0
E01002799,Islington ,836,79.0,243.0,183.0,76.0,47.0,64.0,43.0,31.0,70.0
E01002800,Islington ,359,31.0,80.0,43.0,30.0,31.0,35.0,38.0,14.0,57.0
E01002801,Islington ,980,134.0,384.0,259.0,61.0,33.0,29.0,26.0,16.0,38.0
E01002802,Islington ,916,161.0,325.0,231.0,68.0,33.0,36.0,33.0,9.0,20.0
E01002803,Islington ,1117,174.0,360.0,271.0,85.0,41.0,47.0,49.0,19.0,71.0
E01002804,Islington ,751,71.0,182.0,143.0,60.0,58.0,57.0,69.0,27.0,84.0
E01002805,Islington ,996,80.0,277.0,265.0,105.0,75.0,48.0,59.0,21.0,66.0
E01002806,Islington ,893,118.0,258.0,216.0,90.0,33.0,62.0,56.0,18.0,42.0
E01002807,Islington ,861,68.0,223.0,159.0,85.0,63.0,66.0,61.0,42.0,94.0
E01002808,Islington ,1055,114.0,317.0,242.0,87.0,76.0,67.0,66.0,22.0,64.0
E01002809,Islington ,829,70.0,252.0,169.0,89.0,38.0,49.0,66.0,34.0,62.0
E01002810,Islington ,800,70.0,216.0,174.0,77.0,49.0,60.0,60.0,24.0,70.0
E01002811,Islington ,689,60.0,173.0,131.0,80.0,54.0,57.0,49.0,23.0,62.0
E01002812,Kensington and Chelsea ,950,247.0,233.0,234.0,94.0,23.0,43.0,27.0,14.0,35.0
E01002813,Kensington and Chelsea ,973,293.0,257.0,263.0,57.0,13.0,48.0,18.0,6.0,18.0
E01002814,Kensington and Chelsea ,910,161.0,225.0,154.0,82.0,42.0,71.0,73.0,31.0,71.0
E01002815,Kensington and Chelsea ,719,159.0,222.0,167.0,56.0,20.0,26.0,30.0,13.0,26.0
E01002816,Kensington and Chelsea ,714,190.0,186.0,188.0,51.0,18.0,33.0,25.0,5.0,18.0
E01002817,Kensington and Chelsea ,776,253.0,189.0,181.0,45.0,13.0,44.0,20.0,8.0,23.0
E01002818,Kensington and Chelsea ,1137,342.0,230.0,303.0,70.0,27.0,90.0,27.0,13.0,35.0
E01002819,Kensington and Chelsea ,854,273.0,180.0,234.0,47.0,18.0,54.0,24.0,4.0,20.0
E01002820,Kensington and Chelsea ,722,211.0,162.0,195.0,52.0,16.0,29.0,25.0,3.0,29.0
E01002821,Kensington and Chelsea ,758,220.0,182.0,210.0,38.0,19.0,41.0,22.0,7.0,19.0
E01002822,Kensington and Chelsea ,646,214.0,166.0,157.0,33.0,9.0,48.0,7.0,2.0,10.0
E01002823,Kensington and Chelsea ,614,130.0,96.0,147.0,51.0,32.0,61.0,37.0,18.0,42.0
E01002824,Kensington and Chelsea ,844,243.0,194.0,222.0,45.0,27.0,44.0,33.0,7.0,29.0
E01002825,Kensington and Chelsea ,918,289.0,215.0,199.0,62.0,23.0,59.0,35.0,7.0,29.0
E01002826,Kensington and Chelsea ,891,213.0,234.0,237.0,70.0,26.0,33.0,31.0,7.0,40.0
E01002827,Kensington and Chelsea ,1066,326.0,282.0,303.0,53.0,19.0,37.0,19.0,2.0,25.0
E01002828,Kensington and Chelsea ,738,173.0,233.0,198.0,55.0,14.0,22.0,14.0,10.0,19.0
E01002829,Kensington and Chelsea ,838,153.0,184.0,206.0,59.0,43.0,46.0,56.0,26.0,65.0
E01002830,Kensington and Chelsea ,922,129.0,219.0,207.0,91.0,56.0,54.0,65.0,37.0,64.0
E01002831,Kensington and Chelsea ,1040,166.0,217.0,277.0,99.0,54.0,62.0,69.0,32.0,64.0
E01002832,Kensington and Chelsea ,916,161.0,205.0,228.0,83.0,50.0,65.0,42.0,21.0,61.0
E01002833,Kensington and Chelsea ,881,213.0,245.0,245.0,57.0,24.0,35.0,24.0,8.0,30.0
E01002834,Kensington and Chelsea ,752,194.0,174.0,243.0,61.0,12.0,25.0,18.0,3.0,22.0
E01002835,Kensington and Chelsea ,831,255.0,200.0,255.0,48.0,17.0,23.0,16.0,3.0,14.0
E01002836,Kensington and Chelsea ,821,235.0,204.0,257.0,38.0,15.0,33.0,19.0,3.0,17.0
E01002837,Kensington and Chelsea ,782,266.0,171.0,232.0,39.0,14.0,18.0,13.0,6.0,23.0
E01002838,Kensington and Chelsea ,675,209.0,153.0,177.0,44.0,15.0,32.0,19.0,2.0,24.0
E01002839,Kensington and Chelsea ,825,198.0,236.0,222.0,56.0,20.0,16.0,35.0,13.0,29.0
E01002840,Kensington and Chelsea ,539,83.0,99.0,107.0,39.0,25.0,63.0,43.0,22.0,58.0
E01002841,Kensington and Chelsea ,762,158.0,140.0,196.0,86.0,40.0,37.0,52.0,20.0,33.0
E01002842,Kensington and Chelsea ,418,37.0,61.0,48.0,51.0,28.0,55.0,60.0,34.0,44.0
E01002843,Kensington and Chelsea ,521,55.0,100.0,92.0,58.0,31.0,60.0,52.0,27.0,46.0
E01002844,Kensington and Chelsea ,721,213.0,148.0,168.0,65.0,18.0,44.0,23.0,11.0,31.0
E01002845,Kensington and Chelsea ,678,134.0,163.0,197.0,53.0,16.0,41.0,19.0,8.0,47.0
E01002846,Kensington and Chelsea ,808,153.0,211.0,181.0,65.0,45.0,53.0,35.0,22.0,43.0
E01002847,Kensington and Chelsea ,1008,219.0,258.0,272.0,74.0,33.0,45.0,24.0,17.0,66.0
E01002848,Kensington and Chelsea ,899,147.0,222.0,239.0,73.0,37.0,57.0,59.0,17.0,48.0
E01002849,Kensington and Chelsea ,878,192.0,247.0,237.0,65.0,21.0,34.0,34.0,13.0,35.0
E01002850,Kensington and Chelsea ,726,135.0,183.0,201.0,41.0,31.0,47.0,28.0,18.0,42.0
E01002851,Kensington and Chelsea ,784,137.0,183.0,174.0,67.0,38.0,55.0,58.0,24.0,48.0
E01002852,Kensington and Chelsea ,810,76.0,120.0,136.0,95.0,53.0,108.0,65.0,43.0,114.0
E01002853,Kensington and Chelsea ,420,43.0,82.0,74.0,31.0,45.0,41.0,32.0,23.0,49.0
E01002854,Kensington and Chelsea ,413,27.0,59.0,77.0,42.0,23.0,58.0,51.0,21.0,55.0
E01002855,Kensington and Chelsea ,720,89.0,134.0,157.0,65.0,44.0,66.0,62.0,40.0,63.0
E01002856,Kensington and Chelsea ,995,125.0,222.0,277.0,103.0,55.0,54.0,47.0,24.0,88.0
E01002857,Kensington and Chelsea ,493,27.0,54.0,70.0,46.0,39.0,75.0,45.0,35.0,102.0
E01002858,Kensington and Chelsea ,563,98.0,134.0,138.0,57.0,19.0,23.0,37.0,13.0,44.0
E01002859,Kensington and Chelsea ,940,280.0,179.0,264.0,62.0,28.0,68.0,21.0,8.0,30.0
E01002860,Kensington and Chelsea ,839,257.0,220.0,235.0,50.0,6.0,31.0,21.0,4.0,15.0
E01002861,Kensington and Chelsea ,738,193.0,174.0,204.0,60.0,26.0,36.0,17.0,7.0,21.0
E01002862,Kensington and Chelsea ,776,153.0,141.0,165.0,108.0,30.0,62.0,52.0,26.0,39.0
E01002863,Kensington and Chelsea ,811,266.0,143.0,225.0,42.0,12.0,68.0,21.0,6.0,28.0
E01002864,Kensington and Chelsea ,609,190.0,131.0,138.0,37.0,12.0,55.0,19.0,5.0,22.0
E01002865,Kensington and Chelsea ,566,230.0,109.0,110.0,39.0,8.0,24.0,12.0,4.0,30.0
E01002866,Kensington and Chelsea ,976,184.0,257.0,242.0,72.0,48.0,64.0,39.0,16.0,54.0
E01002867,Kensington and Chelsea ,1036,184.0,266.0,251.0,85.0,48.0,54.0,62.0,22.0,64.0
E01002868,Kensington and Chelsea ,827,271.0,186.0,196.0,50.0,17.0,48.0,19.0,11.0,29.0
E01002869,Kensington and Chelsea ,802,173.0,241.0,193.0,77.0,27.0,26.0,29.0,9.0,27.0
E01002870,Kensington and Chelsea ,553,51.0,95.0,79.0,69.0,52.0,62.0,40.0,30.0,75.0
E01002871,Kensington and Chelsea ,898,262.0,238.0,239.0,56.0,22.0,31.0,22.0,7.0,21.0
E01002872,Kensington and Chelsea ,561,94.0,106.0,105.0,47.0,29.0,45.0,38.0,36.0,61.0
E01002873,Kensington and Chelsea ,695,168.0,183.0,158.0,56.0,22.0,41.0,25.0,8.0,34.0
E01002874,Kensington and Chelsea ,765,152.0,189.0,220.0,50.0,31.0,40.0,27.0,14.0,42.0
E01002875,Kensington and Chelsea ,726,205.0,167.0,201.0,43.0,25.0,50.0,12.0,5.0,18.0
E01002876,Kensington and Chelsea ,850,143.0,223.0,224.0,67.0,51.0,48.0,39.0,15.0,40.0
E01002877,Kensington and Chelsea ,657,69.0,104.0,123.0,87.0,53.0,67.0,43.0,24.0,87.0
E01002878,Kensington and Chelsea ,893,132.0,212.0,233.0,93.0,42.0,58.0,44.0,17.0,62.0
E01002879,Kensington and Chelsea ,646,60.0,132.0,108.0,68.0,42.0,80.0,54.0,29.0,73.0
E01002880,Kensington and Chelsea ,559,55.0,80.0,74.0,56.0,52.0,55.0,53.0,37.0,97.0
E01002881,Kensington and Chelsea ,570,63.0,91.0,104.0,62.0,42.0,59.0,47.0,27.0,75.0
E01002882,Kensington and Chelsea ,718,191.0,160.0,200.0,45.0,16.0,48.0,23.0,9.0,26.0
E01002883,Kensington and Chelsea ,945,237.0,261.0,248.0,67.0,23.0,39.0,19.0,5.0,46.0
E01002884,Kensington and Chelsea ,841,177.0,215.0,226.0,65.0,27.0,39.0,42.0,6.0,44.0
E01002885,Kensington and Chelsea ,1039,210.0,295.0,244.0,87.0,34.0,52.0,50.0,7.0,60.0
E01002886,Kensington and Chelsea ,894,254.0,217.0,250.0,55.0,19.0,44.0,20.0,13.0,22.0
E01002887,Kensington and Chelsea ,831,213.0,242.0,232.0,52.0,16.0,37.0,20.0,5.0,14.0
E01002888,Kensington and Chelsea ,1131,300.0,287.0,329.0,100.0,15.0,33.0,30.0,4.0,33.0
E01002889,Kensington and Chelsea ,654,226.0,160.0,122.0,43.0,13.0,35.0,24.0,4.0,27.0
E01002890,Kensington and Chelsea ,787,244.0,180.0,213.0,45.0,14.0,49.0,13.0,1.0,28.0
E01002891,Kensington and Chelsea ,751,224.0,175.0,207.0,34.0,9.0,46.0,21.0,10.0,25.0
E01002892,Kensington and Chelsea ,1000,280.0,246.0,274.0,86.0,24.0,39.0,28.0,4.0,19.0
E01002893,Kensington and Chelsea ,1035,227.0,254.0,298.0,97.0,36.0,50.0,33.0,13.0,27.0
E01002894,Kensington and Chelsea ,887,234.0,217.0,255.0,72.0,17.0,29.0,25.0,11.0,27.0
E01002895,Kensington and Chelsea ,714,223.0,178.0,194.0,33.0,11.0,40.0,17.0,1.0,17.0
E01002896,Kensington and Chelsea ,1078,314.0,276.0,277.0,87.0,20.0,47.0,31.0,7.0,19.0
E01002897,Kensington and Chelsea ,806,167.0,208.0,239.0,62.0,22.0,27.0,37.0,18.0,26.0
