LSOA21CD,All categories: Distance travelled to work_weighted,Less than 2km_weighted,2km to less than 5km_weighted,5km to less than 10km_weighted,10km to less than 20km_weighted,20km to less than 30km_weighted,30km to less than 40km_weighted,40km to less than 60km_weighted,60km and over_weighted,Work mainly at or from home_weighted,Other_weighted,Total distance (km)_weighted,Average distance (km)_weighted
E01002345,769.0,83.0,53.0,183.0,191.0,79.0,14.0,2.0,15.0,54.0,95.0,9680.0,16.0
E01002346,745.0,69.0,72.0,202.0,161.0,101.0,10.0,5.0,10.0,55.0,60.0,8706.0,14.0
E01002347,669.0,53.0,52.0,177.0,114.0,110.0,12.0,7.0,15.0,48.0,81.0,9250.0,17.0
E01002348,737.0,50.0,91.0,160.0,109.0,135.0,8.0,5.0,13.0,49.0,117.0,8922.0,16.0
E01002349,761.0,69.0,80.0,176.0,118.0,132.0,16.0,6.0,12.0,47.0,105.0,8574.0,14.0
E01002350,726.0,145.0,81.0,68.0,136.0,122.0,13.0,12.0,14.0,55.0,80.0,8705.0,15.0
E01002351,860.0,161.0,92.0,93.0,152.0,171.0,21.0,10.0,16.0,59.0,85.0,10922.0,15.0
E01002352,879.0,178.0,121.0,74.0,117.0,204.0,14.0,7.0,6.0,60.0,98.0,9271.0,13.0
E01002353,971.0,151.0,101.0,110.0,179.0,186.0,14.0,6.0,19.0,90.0,115.0,11676.0,15.0
E01002354,675.0,90.0,75.0,72.0,105.0,176.0,8.0,13.0,8.0,64.0,64.0,8644.0,16.0
E01002355,758.0,117.0,84.0,102.0,95.0,197.0,9.0,5.0,9.0,52.0,88.0,9070.0,15.0
E01002356,1034.0,219.0,110.0,111.0,235.0,127.0,24.0,8.0,27.0,71.0,102.0,14820.0,17.0
E01002358,1014.0,180.0,87.0,125.0,177.0,220.0,18.0,18.0,20.0,62.0,107.0,13542.0,16.0
E01002359,662.0,61.0,111.0,71.0,122.0,149.0,13.0,5.0,6.0,48.0,76.0,8148.0,15.0
E01002360,620.0,57.0,115.0,80.0,90.0,128.0,7.0,6.0,7.0,59.0,71.0,7866.0,16.0
E01002361,862.0,104.0,137.0,96.0,125.0,199.0,13.0,8.0,13.0,66.0,101.0,10621.0,15.0
E01002362,764.0,63.0,91.0,97.0,99.0,209.0,14.0,9.0,10.0,76.0,96.0,10040.0,17.0
E01002363,732.0,95.0,150.0,91.0,100.0,120.0,18.0,2.0,6.0,60.0,90.0,7134.0,12.0
E01002364,666.0,64.0,124.0,96.0,102.0,137.0,11.0,6.0,6.0,52.0,68.0,7215.0,13.0
E01002365,659.0,54.0,144.0,89.0,113.0,117.0,9.0,10.0,8.0,38.0,77.0,8259.0,15.0
E01002366,768.0,80.0,128.0,99.0,119.0,167.0,14.0,5.0,9.0,42.0,105.0,9247.0,15.0
E01002367,822.0,83.0,162.0,79.0,116.0,194.0,14.0,13.0,13.0,62.0,86.0,10237.0,15.0
E01002368,661.0,67.0,85.0,157.0,142.0,34.0,13.0,8.0,13.0,47.0,95.0,7540.0,15.0
E01002369,856.0,81.0,114.0,197.0,182.0,88.0,17.0,8.0,11.0,64.0,94.0,9218.0,13.0
E01002370,914.0,98.0,111.0,202.0,188.0,112.0,13.0,3.0,16.0,60.0,111.0,11237.0,15.0
E01002371,742.0,58.0,106.0,197.0,137.0,81.0,12.0,6.0,8.0,50.0,87.0,8373.0,14.0
E01002372,777.0,66.0,158.0,142.0,145.0,104.0,7.0,6.0,6.0,53.0,90.0,8005.0,13.0
E01002373,742.0,57.0,117.0,163.0,135.0,86.0,12.0,3.0,14.0,52.0,103.0,8286.0,14.0
E01002374,737.0,53.0,84.0,171.0,144.0,101.0,10.0,11.0,12.0,45.0,106.0,9232.0,16.0
E01002375,680.0,49.0,160.0,146.0,113.0,65.0,9.0,4.0,7.0,45.0,82.0,6618.0,12.0
E01002376,766.0,75.0,91.0,82.0,112.0,212.0,21.0,7.0,8.0,71.0,87.0,9541.0,16.0
E01002377,856.0,75.0,145.0,92.0,150.0,200.0,14.0,11.0,9.0,65.0,95.0,10444.0,15.0
E01002378,872.0,74.0,151.0,91.0,154.0,183.0,17.0,9.0,13.0,84.0,96.0,10961.0,16.0
E01002379,748.0,100.0,85.0,66.0,113.0,197.0,7.0,9.0,7.0,91.0,73.0,9126.0,16.0
E01002380,1138.0,117.0,143.0,111.0,201.0,340.0,31.0,12.0,11.0,71.0,101.0,15968.0,16.0
E01002381,773.0,90.0,128.0,79.0,129.0,171.0,6.0,4.0,7.0,63.0,96.0,8418.0,14.0
E01002382,953.0,143.0,96.0,108.0,135.0,263.0,15.0,6.0,6.0,72.0,109.0,11083.0,14.0
E01002383,818.0,74.0,124.0,90.0,131.0,210.0,21.0,10.0,12.0,62.0,84.0,10765.0,16.0
E01002384,750.0,76.0,47.0,129.0,91.0,227.0,22.0,3.0,8.0,82.0,65.0,10244.0,17.0
E01002385,787.0,46.0,75.0,151.0,106.0,196.0,10.0,4.0,9.0,113.0,77.0,10722.0,18.0
E01002386,981.0,93.0,79.0,129.0,157.0,320.0,22.0,9.0,20.0,84.0,68.0,16076.0,19.0
E01002387,768.0,59.0,39.0,142.0,96.0,250.0,13.0,10.0,7.0,82.0,70.0,11294.0,18.0
E01002388,802.0,61.0,60.0,136.0,111.0,222.0,19.0,6.0,10.0,95.0,82.0,10766.0,17.0
E01002389,691.0,75.0,59.0,108.0,92.0,184.0,11.0,9.0,9.0,85.0,59.0,9575.0,18.0
E01002390,695.0,64.0,63.0,111.0,102.0,201.0,11.0,3.0,9.0,74.0,57.0,9510.0,17.0
E01002391,714.0,55.0,69.0,152.0,75.0,175.0,18.0,5.0,14.0,95.0,56.0,11440.0,20.0
E01002392,634.0,69.0,128.0,168.0,109.0,32.0,9.0,10.0,12.0,39.0,58.0,6617.0,12.0
E01002393,865.0,78.0,167.0,266.0,133.0,53.0,3.0,9.0,12.0,62.0,82.0,9079.0,13.0
E01002394,655.0,62.0,119.0,237.0,79.0,42.0,4.0,7.0,10.0,47.0,48.0,6371.0,11.0
E01002395,656.0,56.0,147.0,187.0,104.0,40.0,9.0,5.0,12.0,39.0,57.0,7152.0,13.0
E01002396,734.0,95.0,142.0,247.0,90.0,35.0,4.0,7.0,10.0,40.0,64.0,6715.0,11.0
E01002397,739.0,84.0,164.0,196.0,105.0,37.0,9.0,8.0,9.0,62.0,65.0,6719.0,11.0
E01002398,843.0,101.0,178.0,206.0,119.0,56.0,13.0,5.0,11.0,60.0,94.0,7226.0,10.0
E01002399,751.0,90.0,148.0,235.0,97.0,25.0,10.0,13.0,10.0,45.0,78.0,7354.0,12.0
E01002400,785.0,87.0,194.0,154.0,104.0,50.0,23.0,8.0,12.0,63.0,90.0,7242.0,12.0
E01002401,753.0,93.0,173.0,168.0,111.0,64.0,9.0,7.0,5.0,54.0,69.0,6365.0,10.0
E01002402,637.0,98.0,150.0,140.0,85.0,53.0,6.0,4.0,9.0,27.0,65.0,5748.0,11.0
E01002403,724.0,84.0,166.0,163.0,98.0,61.0,8.0,4.0,8.0,52.0,80.0,6207.0,11.0
E01002404,771.0,115.0,204.0,159.0,116.0,68.0,3.0,4.0,8.0,41.0,53.0,6802.0,10.0
E01002405,861.0,136.0,185.0,185.0,109.0,51.0,6.0,5.0,12.0,69.0,103.0,6822.0,10.0
E01002408,731.0,96.0,167.0,143.0,94.0,47.0,15.0,4.0,17.0,58.0,90.0,6954.0,12.0
E01002409,747.0,94.0,198.0,150.0,119.0,60.0,8.0,5.0,10.0,44.0,59.0,7145.0,11.0
E01002410,868.0,113.0,193.0,171.0,120.0,76.0,13.0,9.0,8.0,64.0,101.0,7789.0,11.0
E01002411,728.0,144.0,162.0,103.0,83.0,57.0,20.0,10.0,19.0,53.0,77.0,8018.0,13.0
E01002412,1164.0,294.0,184.0,188.0,153.0,90.0,21.0,7.0,18.0,110.0,99.0,10287.0,11.0
E01002413,688.0,103.0,146.0,120.0,101.0,55.0,12.0,6.0,11.0,64.0,70.0,6331.0,11.0
E01002414,1069.0,206.0,84.0,116.0,157.0,153.0,55.0,40.0,40.0,119.0,99.0,16036.0,19.0
E01002415,925.0,103.0,96.0,198.0,238.0,86.0,19.0,9.0,8.0,67.0,101.0,9473.0,13.0
E01002416,908.0,115.0,104.0,226.0,190.0,66.0,11.0,3.0,13.0,76.0,104.0,9204.0,13.0
E01002417,788.0,72.0,87.0,165.0,168.0,115.0,9.0,6.0,9.0,90.0,67.0,8441.0,13.0
E01002418,861.0,101.0,103.0,190.0,183.0,79.0,8.0,13.0,12.0,65.0,107.0,9737.0,14.0
E01002419,795.0,85.0,99.0,163.0,183.0,92.0,9.0,1.0,16.0,67.0,80.0,8690.0,13.0
E01002420,815.0,89.0,88.0,199.0,153.0,124.0,7.0,3.0,6.0,63.0,83.0,8386.0,13.0
E01002421,833.0,79.0,112.0,163.0,195.0,77.0,14.0,8.0,7.0,91.0,87.0,8129.0,12.0
E01002422,668.0,65.0,176.0,156.0,100.0,37.0,15.0,4.0,12.0,59.0,44.0,6175.0,11.0
E01002423,823.0,83.0,199.0,195.0,109.0,68.0,11.0,7.0,5.0,68.0,78.0,6555.0,10.0
E01002424,755.0,70.0,182.0,190.0,120.0,56.0,5.0,9.0,10.0,50.0,63.0,7171.0,11.0
E01002425,759.0,68.0,204.0,178.0,95.0,64.0,12.0,2.0,16.0,47.0,73.0,6991.0,11.0
E01002426,789.0,70.0,180.0,222.0,133.0,37.0,13.0,7.0,10.0,50.0,67.0,7242.0,11.0
E01002427,760.0,78.0,174.0,206.0,108.0,40.0,11.0,5.0,16.0,42.0,80.0,7436.0,12.0
E01002428,749.0,62.0,209.0,168.0,101.0,55.0,8.0,5.0,6.0,54.0,81.0,6198.0,10.0
E01002429,615.0,56.0,162.0,154.0,87.0,39.0,9.0,4.0,10.0,29.0,65.0,6276.0,12.0
E01002430,748.0,75.0,65.0,176.0,137.0,116.0,11.0,13.0,12.0,87.0,56.0,8800.0,15.0
E01002431,688.0,72.0,84.0,125.0,159.0,84.0,4.0,6.0,8.0,78.0,68.0,7073.0,13.0
E01002432,839.0,62.0,102.0,187.0,165.0,124.0,7.0,6.0,10.0,86.0,90.0,8790.0,13.0
E01002433,899.0,75.0,93.0,193.0,182.0,152.0,11.0,5.0,14.0,86.0,88.0,11192.0,15.0
E01002434,662.0,58.0,78.0,135.0,117.0,98.0,7.0,5.0,6.0,100.0,58.0,6605.0,13.0
E01002435,731.0,95.0,72.0,129.0,148.0,99.0,16.0,13.0,6.0,68.0,85.0,7475.0,13.0
E01002436,818.0,92.0,77.0,167.0,150.0,124.0,7.0,13.0,8.0,98.0,82.0,8572.0,13.0
E01002437,665.0,67.0,86.0,114.0,123.0,97.0,15.0,2.0,8.0,96.0,57.0,7114.0,14.0
E01002438,671.0,66.0,73.0,126.0,145.0,81.0,23.0,8.0,11.0,84.0,54.0,8325.0,16.0
E01002439,803.0,138.0,64.0,141.0,144.0,60.0,14.0,6.0,4.0,148.0,84.0,6116.0,11.0
E01002440,677.0,102.0,99.0,125.0,129.0,53.0,13.0,11.0,5.0,71.0,69.0,6366.0,12.0
E01002441,769.0,95.0,79.0,149.0,157.0,70.0,16.0,9.0,7.0,106.0,81.0,7949.0,14.0
E01002442,775.0,90.0,105.0,175.0,167.0,57.0,14.0,3.0,8.0,73.0,83.0,7844.0,13.0
E01002443,848.0,125.0,302.0,119.0,108.0,50.0,2.0,2.0,9.0,60.0,71.0,6338.0,9.0
E01002444,939.0,179.0,202.0,173.0,108.0,58.0,20.0,10.0,13.0,96.0,80.0,8074.0,11.0
E01002445,651.0,91.0,166.0,132.0,86.0,47.0,12.0,4.0,5.0,35.0,73.0,5260.0,10.0
E01002446,834.0,132.0,203.0,157.0,99.0,48.0,10.0,7.0,10.0,93.0,75.0,6158.0,9.0
E01002447,971.0,218.0,271.0,149.0,84.0,48.0,20.0,5.0,19.0,46.0,111.0,9048.0,11.0
E01002448,977.0,119.0,289.0,161.0,117.0,68.0,12.0,14.0,26.0,75.0,96.0,9699.0,12.0
E01002449,1000.0,220.0,286.0,138.0,111.0,64.0,9.0,9.0,13.0,59.0,91.0,8064.0,9.0
E01002450,747.0,60.0,196.0,149.0,121.0,60.0,6.0,9.0,10.0,54.0,82.0,7038.0,11.0
E01002451,772.0,71.0,209.0,159.0,114.0,91.0,14.0,8.0,8.0,49.0,49.0,7341.0,11.0
E01002452,827.0,81.0,207.0,144.0,132.0,98.0,15.0,9.0,10.0,60.0,71.0,7946.0,11.0
E01002453,872.0,65.0,242.0,160.0,146.0,82.0,18.0,5.0,10.0,61.0,83.0,8588.0,12.0
E01002454,787.0,56.0,204.0,150.0,123.0,52.0,7.0,3.0,19.0,71.0,102.0,9491.0,15.0
E01002455,775.0,83.0,168.0,172.0,111.0,61.0,13.0,7.0,9.0,66.0,85.0,7278.0,12.0
E01002456,735.0,106.0,161.0,140.0,128.0,70.0,11.0,5.0,7.0,60.0,47.0,7253.0,12.0
E01002457,702.0,109.0,175.0,114.0,77.0,59.0,10.0,12.0,11.0,58.0,77.0,6687.0,12.0
E01002458,678.0,71.0,107.0,125.0,100.0,100.0,21.0,5.0,7.0,74.0,68.0,6975.0,13.0
E01002459,739.0,71.0,141.0,119.0,122.0,110.0,8.0,5.0,7.0,93.0,63.0,7094.0,12.0
E01002460,646.0,54.0,113.0,117.0,119.0,81.0,21.0,9.0,10.0,57.0,65.0,7034.0,13.0
E01002461,720.0,72.0,86.0,121.0,126.0,117.0,21.0,8.0,11.0,98.0,60.0,8702.0,16.0
E01002462,717.0,59.0,146.0,141.0,109.0,95.0,15.0,10.0,10.0,82.0,50.0,7480.0,13.0
E01002463,771.0,68.0,122.0,129.0,113.0,121.0,26.0,10.0,9.0,90.0,83.0,8895.0,15.0
E01002464,803.0,66.0,133.0,137.0,169.0,118.0,12.0,4.0,6.0,74.0,84.0,7845.0,12.0
E01002465,831.0,109.0,117.0,158.0,164.0,113.0,10.0,10.0,7.0,67.0,76.0,8145.0,12.0
E01002466,883.0,131.0,83.0,181.0,184.0,115.0,12.0,8.0,9.0,76.0,84.0,9211.0,13.0
E01002467,699.0,87.0,80.0,144.0,134.0,97.0,7.0,8.0,3.0,71.0,68.0,6610.0,12.0
E01002468,957.0,111.0,74.0,244.0,212.0,119.0,12.0,11.0,5.0,68.0,101.0,9440.0,12.0
E01002469,926.0,108.0,92.0,178.0,219.0,119.0,10.0,10.0,14.0,65.0,111.0,9909.0,13.0
E01002470,868.0,95.0,81.0,176.0,159.0,129.0,7.0,12.0,15.0,98.0,96.0,9640.0,14.0
E01002471,891.0,95.0,96.0,190.0,192.0,128.0,8.0,7.0,14.0,83.0,78.0,10631.0,15.0
E01002472,752.0,61.0,62.0,120.0,103.0,195.0,19.0,17.0,14.0,99.0,62.0,10840.0,18.0
E01002473,766.0,38.0,75.0,114.0,136.0,156.0,22.0,6.0,10.0,145.0,64.0,8997.0,16.0
E01002474,758.0,56.0,69.0,142.0,132.0,142.0,17.0,4.0,15.0,99.0,82.0,9642.0,17.0
E01002475,707.0,67.0,68.0,108.0,127.0,142.0,17.0,6.0,9.0,111.0,52.0,8194.0,15.0
E01002476,757.0,71.0,61.0,103.0,108.0,192.0,24.0,11.0,13.0,121.0,53.0,10989.0,19.0
E01002477,614.0,73.0,62.0,86.0,87.0,159.0,20.0,4.0,13.0,75.0,35.0,9102.0,18.0
E01002478,780.0,89.0,61.0,118.0,104.0,191.0,19.0,12.0,11.0,97.0,78.0,10030.0,17.0
E01002479,811.0,74.0,119.0,158.0,135.0,151.0,11.0,11.0,9.0,57.0,86.0,9638.0,14.0
E01002480,888.0,69.0,142.0,147.0,165.0,153.0,12.0,3.0,13.0,111.0,73.0,9823.0,14.0
E01002481,776.0,100.0,73.0,159.0,142.0,130.0,13.0,9.0,4.0,68.0,78.0,7883.0,12.0
E01002482,751.0,61.0,65.0,124.0,100.0,168.0,14.0,2.0,10.0,143.0,64.0,8895.0,16.0
E01002483,844.0,109.0,79.0,156.0,133.0,147.0,14.0,3.0,12.0,95.0,96.0,9531.0,15.0
E01002484,736.0,92.0,82.0,121.0,117.0,138.0,19.0,5.0,7.0,67.0,88.0,8181.0,14.0
E01002485,871.0,81.0,109.0,155.0,163.0,150.0,11.0,6.0,11.0,78.0,107.0,9617.0,14.0
E01002486,937.0,110.0,214.0,193.0,143.0,77.0,17.0,8.0,22.0,64.0,89.0,10321.0,13.0
E01002487,830.0,92.0,183.0,168.0,115.0,79.0,19.0,3.0,14.0,68.0,89.0,8308.0,12.0
E01002488,789.0,111.0,197.0,158.0,98.0,70.0,16.0,6.0,7.0,53.0,73.0,6849.0,10.0
E01002489,854.0,108.0,205.0,187.0,122.0,59.0,11.0,7.0,8.0,50.0,97.0,7705.0,11.0
E01002490,990.0,123.0,242.0,207.0,118.0,88.0,17.0,12.0,18.0,62.0,103.0,10735.0,13.0
E01002491,664.0,93.0,178.0,146.0,94.0,29.0,10.0,6.0,12.0,47.0,49.0,6257.0,11.0
E01002492,732.0,92.0,172.0,166.0,112.0,34.0,9.0,5.0,16.0,48.0,78.0,7742.0,13.0
E01002493,727.0,116.0,180.0,162.0,99.0,53.0,10.0,3.0,10.0,42.0,52.0,6599.0,10.0
E01002494,921.0,92.0,114.0,168.0,206.0,123.0,9.0,8.0,8.0,86.0,107.0,9468.0,13.0
E01002495,1392.0,519.0,89.0,200.0,240.0,110.0,9.0,15.0,19.0,103.0,88.0,12349.0,10.0
E01002496,945.0,73.0,142.0,221.0,222.0,70.0,8.0,6.0,5.0,66.0,132.0,8345.0,11.0
E01002497,912.0,60.0,121.0,198.0,223.0,95.0,8.0,6.0,10.0,69.0,122.0,9431.0,13.0
E01002498,713.0,84.0,93.0,153.0,166.0,67.0,1.0,4.0,10.0,54.0,81.0,7582.0,13.0
E01002499,864.0,63.0,105.0,225.0,206.0,86.0,11.0,6.0,8.0,61.0,93.0,9664.0,14.0
E01002501,748.0,88.0,123.0,213.0,120.0,47.0,9.0,4.0,14.0,61.0,69.0,7379.0,12.0
E01002502,721.0,115.0,109.0,193.0,104.0,37.0,9.0,9.0,16.0,49.0,80.0,7453.0,13.0
E01002503,734.0,101.0,119.0,186.0,110.0,46.0,12.0,5.0,10.0,74.0,71.0,6429.0,11.0
E01002505,743.0,108.0,138.0,204.0,108.0,42.0,19.0,3.0,13.0,47.0,61.0,7560.0,12.0
E01002506,733.0,106.0,130.0,172.0,116.0,45.0,11.0,6.0,13.0,54.0,80.0,7786.0,13.0
E01002507,736.0,105.0,144.0,198.0,108.0,47.0,11.0,4.0,9.0,42.0,68.0,6538.0,10.0
E01002508,739.0,103.0,148.0,210.0,111.0,37.0,16.0,6.0,10.0,45.0,53.0,6634.0,10.0
E01002509,720.0,157.0,108.0,120.0,99.0,75.0,18.0,4.0,14.0,69.0,56.0,7352.0,12.0
E01002511,706.0,128.0,113.0,127.0,110.0,65.0,12.0,4.0,9.0,59.0,79.0,6123.0,11.0
E01002512,885.0,143.0,77.0,150.0,163.0,106.0,19.0,9.0,13.0,125.0,80.0,8946.0,13.0
E01002513,684.0,102.0,105.0,132.0,99.0,82.0,17.0,10.0,9.0,71.0,57.0,7059.0,13.0
E01002514,1042.0,192.0,110.0,179.0,160.0,170.0,32.0,13.0,7.0,108.0,71.0,11669.0,14.0
E01002516,740.0,89.0,109.0,131.0,115.0,79.0,18.0,9.0,21.0,110.0,59.0,8811.0,15.0
E01002518,651.0,148.0,98.0,108.0,76.0,62.0,20.0,10.0,10.0,57.0,62.0,6696.0,13.0
E01002519,745.0,107.0,202.0,138.0,95.0,67.0,10.0,7.0,13.0,58.0,48.0,7800.0,12.0
E01002520,756.0,177.0,85.0,116.0,121.0,80.0,19.0,8.0,14.0,69.0,67.0,7989.0,13.0
E01002521,822.0,195.0,99.0,130.0,109.0,106.0,21.0,6.0,12.0,52.0,92.0,8067.0,12.0
E01002523,771.0,195.0,76.0,124.0,124.0,96.0,18.0,8.0,20.0,51.0,59.0,10108.0,15.0
E01002525,840.0,115.0,216.0,123.0,102.0,88.0,16.0,6.0,12.0,69.0,93.0,8287.0,12.0
E01002526,831.0,119.0,238.0,133.0,91.0,73.0,10.0,5.0,12.0,65.0,85.0,7702.0,11.0
E01002527,687.0,71.0,157.0,129.0,90.0,86.0,8.0,2.0,15.0,47.0,82.0,7553.0,14.0
E01002528,722.0,113.0,173.0,124.0,104.0,42.0,8.0,7.0,10.0,60.0,81.0,6233.0,11.0
E01002529,1070.0,125.0,275.0,138.0,139.0,129.0,22.0,9.0,18.0,85.0,130.0,11191.0,13.0
E01002530,606.0,92.0,163.0,119.0,69.0,41.0,12.0,3.0,13.0,32.0,62.0,6405.0,13.0
E01002531,837.0,122.0,229.0,112.0,109.0,80.0,13.0,10.0,12.0,84.0,66.0,7904.0,12.0
E01002533,738.0,68.0,135.0,152.0,124.0,88.0,17.0,2.0,3.0,61.0,88.0,6430.0,11.0
E01002534,693.0,73.0,89.0,138.0,101.0,127.0,14.0,7.0,1.0,70.0,73.0,6677.0,12.0
E01002535,989.0,87.0,103.0,181.0,185.0,192.0,16.0,16.0,8.0,102.0,99.0,11516.0,15.0
E01002536,801.0,98.0,154.0,118.0,132.0,137.0,14.0,10.0,14.0,67.0,57.0,9358.0,14.0
E01002537,793.0,54.0,166.0,120.0,142.0,146.0,22.0,3.0,6.0,65.0,69.0,8476.0,13.0
E01002538,837.0,87.0,113.0,159.0,176.0,90.0,9.0,4.0,11.0,89.0,99.0,7868.0,12.0
E01002539,743.0,84.0,91.0,138.0,135.0,112.0,16.0,9.0,10.0,77.0,71.0,8469.0,14.0
E01002540,780.0,53.0,164.0,252.0,119.0,45.0,9.0,9.0,9.0,48.0,72.0,7208.0,11.0
E01002541,1046.0,66.0,175.0,305.0,227.0,58.0,9.0,10.0,12.0,71.0,113.0,9924.0,12.0
E01002542,778.0,60.0,148.0,242.0,99.0,46.0,10.0,5.0,11.0,69.0,88.0,7281.0,12.0
E01002543,723.0,78.0,141.0,218.0,112.0,35.0,7.0,4.0,10.0,56.0,62.0,6796.0,11.0
E01002544,811.0,67.0,135.0,255.0,126.0,60.0,6.0,8.0,12.0,64.0,78.0,8932.0,13.0
E01002545,542.0,65.0,106.0,168.0,88.0,23.0,3.0,3.0,6.0,35.0,45.0,4730.0,10.0
E01002546,754.0,110.0,133.0,238.0,106.0,39.0,8.0,4.0,11.0,51.0,54.0,7555.0,12.0
E01002547,670.0,99.0,99.0,201.0,110.0,24.0,15.0,3.0,7.0,49.0,63.0,5938.0,11.0
E01002548,674.0,123.0,170.0,91.0,106.0,43.0,13.0,6.0,7.0,49.0,66.0,5530.0,10.0
E01002549,893.0,139.0,207.0,162.0,133.0,72.0,17.0,8.0,8.0,61.0,86.0,8035.0,11.0
E01002550,938.0,178.0,208.0,194.0,131.0,72.0,11.0,7.0,16.0,49.0,72.0,9158.0,11.0
E01002551,873.0,159.0,159.0,180.0,132.0,71.0,19.0,7.0,9.0,67.0,70.0,7919.0,11.0
E01002552,723.0,134.0,165.0,108.0,96.0,57.0,19.0,6.0,8.0,60.0,70.0,6794.0,11.0
E01002553,747.0,157.0,200.0,126.0,84.0,50.0,16.0,6.0,11.0,41.0,56.0,5998.0,9.0
E01002555,1019.0,107.0,280.0,210.0,130.0,76.0,17.0,6.0,15.0,75.0,103.0,9251.0,11.0
E01002556,815.0,119.0,202.0,174.0,93.0,65.0,6.0,2.0,14.0,56.0,84.0,7776.0,11.0
E01002557,904.0,103.0,226.0,193.0,121.0,62.0,18.0,3.0,12.0,71.0,95.0,7887.0,11.0
E01002558,899.0,121.0,234.0,188.0,132.0,60.0,9.0,1.0,20.0,43.0,91.0,8608.0,11.0
E01002559,1165.0,131.0,319.0,278.0,152.0,71.0,11.0,4.0,11.0,66.0,122.0,9135.0,9.0
E01002560,785.0,120.0,197.0,151.0,105.0,45.0,9.0,9.0,13.0,47.0,89.0,7382.0,11.0
E01002561,637.0,87.0,138.0,186.0,101.0,26.0,9.0,3.0,7.0,29.0,51.0,5535.0,10.0
E01002562,653.0,81.0,120.0,113.0,138.0,8.0,6.0,3.0,3.0,73.0,108.0,4851.0,10.0
E01002563,911.0,98.0,153.0,174.0,225.0,22.0,12.0,3.0,10.0,108.0,106.0,6966.0,10.0
E01002564,894.0,112.0,162.0,173.0,219.0,17.0,12.0,5.0,4.0,63.0,127.0,6356.0,9.0
E01002565,1412.0,171.0,238.0,286.0,327.0,38.0,11.0,9.0,25.0,129.0,178.0,12743.0,11.0
E01002567,1082.0,118.0,178.0,216.0,283.0,20.0,10.0,8.0,16.0,118.0,115.0,9004.0,11.0
E01002569,1051.0,118.0,130.0,287.0,218.0,28.0,13.0,8.0,9.0,151.0,89.0,8581.0,11.0
E01002570,1021.0,115.0,165.0,280.0,193.0,20.0,13.0,5.0,8.0,139.0,83.0,7613.0,10.0
E01002571,771.0,74.0,111.0,169.0,138.0,19.0,14.0,12.0,11.0,146.0,77.0,6363.0,12.0
E01002572,745.0,106.0,132.0,207.0,132.0,7.0,8.0,1.0,10.0,63.0,79.0,6601.0,11.0
E01002573,876.0,92.0,105.0,228.0,179.0,21.0,9.0,6.0,6.0,166.0,64.0,6643.0,10.0
E01002574,881.0,98.0,104.0,246.0,174.0,23.0,6.0,2.0,10.0,151.0,67.0,6817.0,10.0
E01002575,942.0,106.0,117.0,267.0,179.0,21.0,7.0,5.0,7.0,152.0,81.0,6610.0,9.0
E01002576,862.0,98.0,139.0,172.0,219.0,17.0,14.0,5.0,15.0,106.0,77.0,9506.0,14.0
E01002577,947.0,138.0,110.0,175.0,235.0,28.0,10.0,7.0,18.0,150.0,76.0,9420.0,13.0
E01002578,770.0,82.0,108.0,161.0,181.0,12.0,14.0,4.0,4.0,134.0,70.0,5745.0,10.0
E01002579,943.0,67.0,119.0,165.0,273.0,16.0,5.0,7.0,19.0,172.0,100.0,9970.0,15.0
E01002580,774.0,83.0,109.0,139.0,232.0,13.0,13.0,4.0,6.0,87.0,88.0,6479.0,11.0
E01002581,1179.0,114.0,183.0,199.0,368.0,20.0,14.0,14.0,22.0,149.0,96.0,11479.0,12.0
E01002582,948.0,111.0,137.0,143.0,256.0,18.0,6.0,9.0,13.0,176.0,79.0,8800.0,13.0
E01002583,813.0,75.0,245.0,151.0,119.0,52.0,13.0,6.0,13.0,60.0,79.0,7139.0,11.0
E01002584,812.0,88.0,225.0,161.0,104.0,61.0,8.0,6.0,12.0,58.0,89.0,7210.0,11.0
E01002585,765.0,85.0,195.0,157.0,102.0,52.0,10.0,6.0,16.0,55.0,87.0,7271.0,12.0
E01002586,845.0,125.0,231.0,171.0,112.0,37.0,9.0,3.0,19.0,34.0,104.0,8616.0,12.0
E01002587,885.0,94.0,198.0,184.0,145.0,55.0,9.0,2.0,13.0,68.0,117.0,8578.0,12.0
E01002588,641.0,99.0,143.0,155.0,98.0,24.0,13.0,1.0,11.0,33.0,64.0,6676.0,12.0
E01002589,866.0,119.0,185.0,186.0,133.0,59.0,20.0,6.0,13.0,62.0,83.0,8897.0,12.0
E01002590,923.0,166.0,187.0,209.0,117.0,60.0,15.0,3.0,15.0,53.0,98.0,7964.0,10.0
E01002591,854.0,165.0,175.0,194.0,110.0,43.0,11.0,5.0,10.0,62.0,79.0,7095.0,10.0
E01002592,937.0,132.0,217.0,211.0,134.0,66.0,5.0,6.0,12.0,57.0,97.0,8594.0,11.0
E01002593,1038.0,156.0,233.0,242.0,128.0,71.0,8.0,7.0,18.0,82.0,93.0,9084.0,10.0
E01002594,924.0,153.0,199.0,199.0,122.0,69.0,13.0,5.0,6.0,59.0,99.0,7228.0,9.0
E01002595,943.0,187.0,195.0,195.0,127.0,65.0,12.0,5.0,15.0,53.0,89.0,8702.0,11.0
E01002596,997.0,129.0,166.0,252.0,161.0,86.0,15.0,7.0,17.0,63.0,101.0,10252.0,12.0
