LSOA21CD,All categories: Distance travelled to work_weighted,Less than 2km_weighted,2km to less than 5km_weighted,5km to less than 10km_weighted,10km to less than 20km_weighted,20km to less than 30km_weighted,30km to less than 40km_weighted,40km to less than 60km_weighted,60km and over_weighted,Work mainly at or from home_weighted,Other_weighted,Total distance (km)_weighted,Average distance (km)_weighted
E01004194,755.0,87.0,157.0,151.0,177.0,29.0,9.0,4.0,13.0,51.0,77.0,7330.0,12.0
E01004195,854.0,93.0,119.0,157.0,256.0,31.0,14.0,2.0,6.0,61.0,115.0,7628.0,11.0
E01004196,735.0,70.0,156.0,165.0,158.0,32.0,11.0,4.0,5.0,64.0,70.0,6325.0,11.0
E01004198,641.0,119.0,172.0,163.0,44.0,14.0,2.0,4.0,8.0,48.0,67.0,3985.0,8.0
E01004199,553.0,104.0,152.0,110.0,56.0,8.0,8.0,4.0,6.0,42.0,63.0,3504.0,8.0
E01004200,925.0,158.0,262.0,224.0,70.0,5.0,10.0,11.0,21.0,73.0,91.0,9161.0,12.0
E01004201,743.0,111.0,235.0,178.0,61.0,10.0,4.0,1.0,8.0,74.0,61.0,5222.0,9.0
E01004202,1004.0,177.0,317.0,214.0,73.0,8.0,3.0,9.0,12.0,84.0,107.0,6223.0,8.0
E01004203,973.0,178.0,303.0,231.0,57.0,12.0,2.0,4.0,10.0,85.0,91.0,5088.0,6.0
E01004204,594.0,133.0,148.0,105.0,41.0,13.0,3.0,7.0,4.0,66.0,74.0,3293.0,7.0
E01004205,741.0,184.0,167.0,156.0,44.0,11.0,8.0,11.0,20.0,75.0,65.0,6368.0,11.0
E01004206,533.0,107.0,138.0,128.0,40.0,10.0,3.0,5.0,17.0,27.0,58.0,5802.0,13.0
E01004207,562.0,103.0,153.0,130.0,37.0,17.0,8.0,1.0,9.0,45.0,59.0,3619.0,8.0
E01004208,1085.0,172.0,344.0,271.0,87.0,16.0,3.0,13.0,13.0,80.0,86.0,6668.0,7.0
E01004209,478.0,98.0,127.0,122.0,37.0,5.0,6.0,7.0,8.0,34.0,34.0,3429.0,8.0
E01004211,903.0,131.0,251.0,231.0,79.0,15.0,6.0,7.0,18.0,84.0,81.0,8745.0,12.0
E01004212,717.0,136.0,188.0,164.0,59.0,16.0,6.0,3.0,7.0,70.0,68.0,4436.0,8.0
E01004214,582.0,95.0,102.0,158.0,68.0,16.0,7.0,10.0,14.0,42.0,70.0,5560.0,12.0
E01004216,952.0,241.0,82.0,334.0,91.0,18.0,9.0,5.0,19.0,63.0,90.0,8723.0,11.0
E01004217,893.0,146.0,149.0,331.0,88.0,13.0,8.0,3.0,11.0,64.0,80.0,6947.0,9.0
E01004218,989.0,131.0,140.0,383.0,121.0,19.0,11.0,7.0,13.0,70.0,94.0,8123.0,10.0
E01004219,1009.0,199.0,145.0,354.0,110.0,12.0,5.0,7.0,16.0,71.0,90.0,8038.0,9.0
E01004221,1108.0,264.0,98.0,414.0,107.0,9.0,10.0,11.0,14.0,90.0,91.0,8579.0,9.0
E01004222,931.0,113.0,241.0,284.0,86.0,21.0,6.0,10.0,14.0,64.0,92.0,8899.0,11.0
E01004223,936.0,126.0,278.0,266.0,79.0,13.0,10.0,3.0,14.0,70.0,77.0,7116.0,9.0
E01004226,775.0,104.0,219.0,237.0,72.0,9.0,4.0,13.0,8.0,43.0,66.0,6021.0,9.0
E01004228,1024.0,94.0,282.0,335.0,91.0,13.0,5.0,1.0,17.0,82.0,104.0,8682.0,10.0
E01004229,697.0,81.0,197.0,206.0,68.0,6.0,5.0,9.0,5.0,52.0,68.0,4858.0,8.0
E01004230,979.0,117.0,287.0,291.0,88.0,11.0,7.0,2.0,13.0,62.0,101.0,7120.0,9.0
E01004231,685.0,81.0,169.0,213.0,73.0,11.0,2.0,9.0,4.0,45.0,78.0,4616.0,8.0
E01004232,979.0,89.0,269.0,319.0,110.0,10.0,2.0,5.0,19.0,92.0,64.0,7555.0,9.0
E01004233,719.0,98.0,207.0,186.0,58.0,15.0,5.0,9.0,11.0,48.0,82.0,6119.0,10.0
E01004234,1281.0,141.0,395.0,372.0,108.0,16.0,6.0,9.0,18.0,107.0,109.0,8797.0,8.0
E01004235,501.0,66.0,150.0,126.0,59.0,8.0,5.0,9.0,7.0,25.0,46.0,3913.0,9.0
E01004236,528.0,69.0,140.0,136.0,56.0,10.0,4.0,9.0,9.0,48.0,47.0,4286.0,10.0
E01004237,521.0,43.0,124.0,184.0,60.0,9.0,4.0,3.0,5.0,38.0,51.0,3891.0,9.0
E01004239,595.0,116.0,135.0,130.0,47.0,18.0,4.0,9.0,13.0,55.0,68.0,5879.0,12.0
E01004240,630.0,86.0,139.0,184.0,72.0,9.0,6.0,2.0,11.0,47.0,74.0,6002.0,12.0
E01004241,533.0,110.0,125.0,130.0,52.0,6.0,10.0,7.0,6.0,46.0,41.0,4586.0,10.0
E01004243,607.0,115.0,119.0,143.0,84.0,6.0,5.0,8.0,12.0,48.0,67.0,4762.0,10.0
E01004244,593.0,123.0,151.0,150.0,48.0,5.0,3.0,2.0,7.0,42.0,62.0,3878.0,8.0
E01004245,417.0,70.0,106.0,95.0,48.0,5.0,6.0,5.0,3.0,28.0,51.0,2868.0,8.0
E01004247,700.0,155.0,139.0,191.0,46.0,14.0,6.0,6.0,11.0,40.0,92.0,5592.0,10.0
E01004248,386.0,61.0,81.0,92.0,57.0,5.0,2.0,2.0,8.0,32.0,46.0,3137.0,10.0
E01004249,727.0,121.0,135.0,196.0,76.0,13.0,9.0,9.0,15.0,64.0,89.0,6728.0,12.0
E01004251,808.0,183.0,207.0,187.0,68.0,10.0,16.0,7.0,11.0,36.0,83.0,6699.0,10.0
E01004255,692.0,171.0,170.0,148.0,58.0,15.0,4.0,9.0,8.0,50.0,59.0,4883.0,8.0
E01004256,665.0,139.0,153.0,148.0,61.0,10.0,10.0,4.0,18.0,33.0,89.0,5969.0,11.0
E01004257,663.0,112.0,137.0,186.0,51.0,16.0,8.0,10.0,14.0,36.0,93.0,5447.0,10.0
E01004258,884.0,234.0,241.0,181.0,43.0,7.0,5.0,6.0,9.0,84.0,74.0,5159.0,7.0
E01004259,1014.0,105.0,330.0,281.0,76.0,19.0,5.0,8.0,14.0,96.0,80.0,7611.0,9.0
E01004260,743.0,100.0,256.0,194.0,59.0,6.0,4.0,7.0,11.0,53.0,53.0,5684.0,9.0
E01004263,543.0,110.0,151.0,119.0,54.0,6.0,4.0,1.0,4.0,38.0,56.0,3027.0,7.0
E01004264,495.0,83.0,156.0,118.0,36.0,11.0,4.0,5.0,11.0,21.0,50.0,3709.0,9.0
E01004266,772.0,116.0,236.0,202.0,67.0,7.0,6.0,9.0,9.0,59.0,61.0,5315.0,8.0
E01004267,912.0,71.0,249.0,304.0,118.0,5.0,14.0,8.0,11.0,46.0,86.0,7449.0,10.0
E01004268,656.0,87.0,162.0,194.0,56.0,16.0,9.0,5.0,18.0,34.0,75.0,6679.0,12.0
E01004270,1149.0,133.0,292.0,379.0,121.0,19.0,7.0,5.0,21.0,86.0,86.0,10817.0,11.0
E01004271,542.0,75.0,120.0,143.0,54.0,18.0,4.0,7.0,16.0,51.0,54.0,5941.0,14.0
E01004272,657.0,127.0,162.0,163.0,65.0,9.0,6.0,10.0,16.0,40.0,59.0,6252.0,11.0
E01004274,844.0,175.0,155.0,294.0,60.0,7.0,7.0,6.0,11.0,53.0,76.0,5821.0,8.0
E01004275,1057.0,198.0,136.0,392.0,92.0,14.0,13.0,4.0,16.0,92.0,100.0,10092.0,12.0
E01004276,1549.0,159.0,280.0,717.0,128.0,15.0,12.0,7.0,14.0,133.0,84.0,11618.0,9.0
E01004277,1189.0,397.0,290.0,260.0,51.0,7.0,5.0,12.0,8.0,97.0,62.0,6755.0,7.0
E01004280,934.0,253.0,164.0,277.0,52.0,13.0,4.0,13.0,14.0,60.0,84.0,7343.0,9.0
E01004281,1166.0,271.0,124.0,470.0,102.0,20.0,7.0,9.0,16.0,69.0,78.0,8975.0,9.0
E01004283,850.0,165.0,243.0,209.0,54.0,11.0,5.0,4.0,12.0,56.0,91.0,4918.0,7.0
E01004286,860.0,173.0,234.0,224.0,61.0,11.0,6.0,7.0,10.0,55.0,79.0,5941.0,8.0
E01004287,829.0,180.0,232.0,180.0,53.0,17.0,5.0,5.0,9.0,48.0,100.0,5563.0,8.0
E01004288,533.0,108.0,149.0,109.0,43.0,7.0,4.0,5.0,4.0,29.0,75.0,2948.0,7.0
E01004289,718.0,123.0,233.0,145.0,57.0,6.0,5.0,4.0,10.0,59.0,76.0,4979.0,9.0
E01004290,662.0,92.0,220.0,163.0,48.0,6.0,2.0,5.0,5.0,54.0,67.0,4237.0,8.0
E01004291,1281.0,204.0,595.0,191.0,55.0,9.0,12.0,8.0,11.0,129.0,67.0,7557.0,7.0
E01004292,1285.0,334.0,534.0,167.0,37.0,12.0,9.0,12.0,16.0,82.0,82.0,8139.0,7.0
E01004293,1468.0,448.0,532.0,150.0,48.0,15.0,9.0,14.0,21.0,148.0,83.0,8727.0,7.0
E01004295,515.0,134.0,138.0,96.0,29.0,11.0,4.0,3.0,10.0,43.0,47.0,3955.0,9.0
E01004296,803.0,181.0,294.0,139.0,34.0,12.0,5.0,8.0,14.0,53.0,63.0,5531.0,8.0
E01004297,1280.0,157.0,609.0,246.0,55.0,17.0,9.0,5.0,11.0,90.0,81.0,7052.0,6.0
E01004298,656.0,146.0,198.0,129.0,49.0,9.0,5.0,8.0,8.0,36.0,68.0,3994.0,7.0
E01004300,497.0,109.0,146.0,92.0,34.0,8.0,6.0,3.0,8.0,42.0,49.0,3909.0,10.0
E01004301,497.0,103.0,165.0,98.0,35.0,4.0,2.0,7.0,13.0,26.0,44.0,4722.0,11.0
E01004302,730.0,156.0,222.0,131.0,50.0,17.0,7.0,14.0,16.0,53.0,64.0,6427.0,10.0
E01004303,1068.0,189.0,370.0,233.0,60.0,9.0,8.0,11.0,21.0,84.0,83.0,9018.0,10.0
E01004304,672.0,150.0,180.0,143.0,64.0,12.0,4.0,7.0,7.0,46.0,59.0,4432.0,8.0
E01004305,715.0,128.0,230.0,152.0,46.0,10.0,6.0,5.0,11.0,50.0,77.0,5374.0,9.0
E01004306,967.0,289.0,278.0,126.0,60.0,8.0,7.0,5.0,18.0,103.0,73.0,6261.0,8.0
E01004307,1367.0,545.0,351.0,134.0,46.0,6.0,6.0,14.0,29.0,133.0,103.0,10179.0,9.0
E01004308,678.0,215.0,186.0,108.0,34.0,11.0,3.0,8.0,9.0,52.0,52.0,3880.0,7.0
E01004309,1137.0,324.0,314.0,196.0,68.0,14.0,4.0,5.0,22.0,98.0,92.0,7136.0,7.0
E01004310,949.0,338.0,250.0,100.0,52.0,16.0,4.0,7.0,9.0,82.0,91.0,4510.0,6.0
E01004311,651.0,165.0,201.0,101.0,41.0,8.0,2.0,3.0,6.0,60.0,64.0,3477.0,7.0
E01004312,680.0,179.0,202.0,100.0,60.0,9.0,3.0,8.0,11.0,49.0,59.0,4913.0,9.0
E01004313,933.0,208.0,285.0,179.0,62.0,10.0,2.0,9.0,7.0,81.0,90.0,4737.0,6.0
E01004315,887.0,233.0,273.0,132.0,57.0,3.0,3.0,8.0,8.0,86.0,84.0,5057.0,7.0
E01004316,565.0,150.0,154.0,83.0,29.0,5.0,3.0,1.0,6.0,63.0,71.0,2547.0,6.0
E01004319,720.0,229.0,171.0,127.0,41.0,3.0,4.0,8.0,9.0,48.0,80.0,5072.0,9.0
E01004321,784.0,239.0,222.0,136.0,48.0,6.0,5.0,2.0,17.0,49.0,60.0,6583.0,10.0
E01004322,502.0,130.0,134.0,83.0,34.0,10.0,2.0,3.0,10.0,37.0,59.0,3452.0,8.0
E01004323,685.0,154.0,209.0,137.0,42.0,8.0,6.0,3.0,13.0,51.0,62.0,5592.0,10.0
E01004324,600.0,140.0,173.0,127.0,35.0,10.0,3.0,3.0,7.0,32.0,70.0,3842.0,8.0
E01004326,694.0,155.0,197.0,162.0,46.0,9.0,5.0,2.0,14.0,56.0,48.0,5352.0,9.0
E01004327,547.0,51.0,90.0,136.0,109.0,12.0,5.0,4.0,9.0,31.0,100.0,4844.0,12.0
E01004328,945.0,59.0,116.0,281.0,189.0,13.0,5.0,4.0,6.0,55.0,217.0,6160.0,9.0
E01004329,902.0,54.0,118.0,254.0,178.0,20.0,8.0,8.0,8.0,85.0,169.0,7149.0,11.0
E01004330,924.0,65.0,111.0,217.0,197.0,19.0,12.0,7.0,14.0,70.0,212.0,8058.0,13.0
E01004331,851.0,55.0,115.0,217.0,191.0,26.0,12.0,6.0,11.0,70.0,148.0,7301.0,11.0
E01004332,890.0,73.0,101.0,224.0,204.0,24.0,5.0,6.0,13.0,64.0,176.0,8008.0,12.0
E01004333,778.0,62.0,101.0,217.0,170.0,20.0,10.0,3.0,4.0,51.0,140.0,5736.0,10.0
E01004334,511.0,47.0,87.0,123.0,106.0,11.0,6.0,5.0,8.0,43.0,75.0,4359.0,11.0
E01004335,599.0,59.0,111.0,134.0,118.0,12.0,16.0,3.0,15.0,41.0,90.0,6613.0,14.0
E01004336,950.0,77.0,110.0,296.0,204.0,15.0,2.0,6.0,9.0,50.0,181.0,7013.0,10.0
E01004337,868.0,69.0,98.0,235.0,128.0,17.0,25.0,7.0,10.0,46.0,233.0,6365.0,11.0
E01004338,969.0,49.0,107.0,290.0,196.0,24.0,7.0,4.0,14.0,61.0,217.0,8021.0,12.0
E01004339,911.0,101.0,103.0,232.0,219.0,16.0,7.0,12.0,5.0,58.0,158.0,6882.0,10.0
E01004340,785.0,75.0,118.0,212.0,163.0,18.0,7.0,6.0,13.0,44.0,129.0,6654.0,11.0
E01004341,709.0,72.0,90.0,179.0,151.0,18.0,14.0,9.0,8.0,45.0,123.0,6470.0,12.0
E01004342,897.0,98.0,102.0,165.0,258.0,24.0,3.0,4.0,8.0,70.0,165.0,7030.0,11.0
E01004343,926.0,106.0,136.0,155.0,283.0,27.0,9.0,12.0,7.0,70.0,121.0,8498.0,12.0
E01004344,800.0,93.0,121.0,131.0,223.0,23.0,4.0,8.0,8.0,75.0,114.0,6904.0,11.0
E01004345,889.0,86.0,151.0,166.0,257.0,16.0,8.0,6.0,7.0,64.0,128.0,7150.0,10.0
E01004346,775.0,124.0,91.0,136.0,200.0,27.0,8.0,5.0,7.0,72.0,105.0,6148.0,10.0
E01004347,1062.0,117.0,103.0,175.0,363.0,34.0,5.0,8.0,10.0,80.0,167.0,9187.0,11.0
E01004348,1331.0,170.0,138.0,251.0,382.0,31.0,8.0,7.0,20.0,106.0,218.0,12277.0,12.0
E01004349,600.0,41.0,89.0,120.0,185.0,27.0,11.0,5.0,5.0,44.0,73.0,5878.0,12.0
E01004350,635.0,48.0,94.0,121.0,154.0,20.0,3.0,6.0,7.0,79.0,103.0,5356.0,12.0
E01004351,760.0,64.0,82.0,139.0,258.0,21.0,6.0,6.0,9.0,81.0,94.0,7254.0,12.0
E01004352,976.0,73.0,118.0,112.0,388.0,38.0,7.0,2.0,26.0,116.0,96.0,12576.0,17.0
E01004353,873.0,70.0,106.0,112.0,331.0,24.0,10.0,8.0,13.0,110.0,89.0,9416.0,14.0
E01004354,901.0,69.0,106.0,143.0,341.0,32.0,9.0,9.0,5.0,85.0,102.0,8956.0,12.0
E01004355,744.0,70.0,111.0,126.0,249.0,25.0,6.0,2.0,6.0,62.0,87.0,7294.0,12.0
E01004356,701.0,67.0,111.0,132.0,179.0,19.0,14.0,4.0,10.0,73.0,92.0,6738.0,13.0
E01004357,686.0,46.0,95.0,101.0,211.0,26.0,9.0,3.0,6.0,90.0,99.0,6265.0,13.0
E01004358,781.0,72.0,102.0,109.0,291.0,32.0,10.0,5.0,10.0,64.0,86.0,8544.0,13.0
E01004359,823.0,91.0,131.0,116.0,277.0,18.0,10.0,2.0,10.0,71.0,97.0,7969.0,12.0
E01004360,631.0,79.0,101.0,75.0,197.0,23.0,5.0,6.0,5.0,65.0,75.0,5246.0,11.0
E01004361,685.0,53.0,109.0,119.0,215.0,15.0,3.0,2.0,5.0,56.0,108.0,5407.0,10.0
E01004362,848.0,80.0,93.0,219.0,217.0,29.0,10.0,4.0,15.0,60.0,121.0,8399.0,13.0
E01004363,795.0,137.0,82.0,195.0,160.0,19.0,12.0,2.0,11.0,67.0,110.0,6763.0,11.0
E01004364,693.0,130.0,74.0,178.0,137.0,17.0,5.0,5.0,16.0,45.0,86.0,7345.0,13.0
E01004365,1095.0,98.0,94.0,207.0,244.0,49.0,12.0,2.0,5.0,56.0,328.0,7603.0,11.0
E01004366,833.0,106.0,93.0,227.0,203.0,22.0,6.0,4.0,9.0,63.0,100.0,7201.0,11.0
E01004367,713.0,86.0,79.0,164.0,151.0,21.0,3.0,3.0,10.0,62.0,134.0,6292.0,12.0
E01004368,974.0,140.0,88.0,263.0,226.0,23.0,11.0,8.0,9.0,71.0,135.0,7886.0,10.0
E01004369,915.0,74.0,83.0,267.0,212.0,23.0,9.0,2.0,10.0,50.0,185.0,7809.0,12.0
E01004370,948.0,82.0,110.0,267.0,217.0,25.0,5.0,4.0,9.0,61.0,168.0,7761.0,11.0
E01004371,888.0,70.0,91.0,285.0,236.0,15.0,4.0,7.0,8.0,68.0,104.0,7737.0,11.0
E01004372,1018.0,115.0,88.0,276.0,271.0,21.0,8.0,8.0,11.0,67.0,153.0,8468.0,11.0
E01004373,872.0,75.0,80.0,256.0,179.0,19.0,8.0,1.0,14.0,45.0,195.0,7791.0,12.0
E01004374,1019.0,84.0,95.0,299.0,267.0,27.0,11.0,5.0,8.0,55.0,168.0,8456.0,11.0
E01004375,932.0,79.0,116.0,260.0,199.0,16.0,11.0,11.0,14.0,61.0,165.0,8613.0,12.0
E01004376,1092.0,114.0,114.0,329.0,195.0,31.0,5.0,10.0,13.0,64.0,217.0,8886.0,11.0
E01004377,851.0,89.0,129.0,136.0,243.0,28.0,11.0,8.0,6.0,78.0,123.0,6978.0,11.0
E01004378,857.0,112.0,102.0,152.0,249.0,32.0,11.0,3.0,8.0,57.0,131.0,7526.0,11.0
E01004379,763.0,80.0,101.0,101.0,295.0,22.0,8.0,1.0,9.0,61.0,85.0,7269.0,12.0
E01004380,747.0,73.0,126.0,118.0,232.0,18.0,7.0,10.0,6.0,76.0,81.0,6458.0,11.0
E01004381,957.0,105.0,129.0,122.0,353.0,20.0,8.0,5.0,6.0,107.0,102.0,7601.0,10.0
E01004382,496.0,57.0,81.0,75.0,159.0,13.0,4.0,4.0,7.0,29.0,67.0,4788.0,12.0
E01004383,780.0,102.0,104.0,97.0,257.0,19.0,6.0,7.0,11.0,65.0,112.0,6860.0,11.0
E01004384,735.0,99.0,131.0,125.0,188.0,29.0,4.0,8.0,9.0,48.0,94.0,6932.0,12.0
E01004385,591.0,44.0,98.0,93.0,218.0,10.0,5.0,3.0,5.0,55.0,60.0,5649.0,12.0
E01004386,850.0,70.0,126.0,122.0,292.0,32.0,10.0,4.0,9.0,79.0,106.0,7658.0,12.0
E01004387,804.0,92.0,150.0,101.0,279.0,29.0,4.0,5.0,6.0,60.0,78.0,7021.0,11.0
E01004388,743.0,67.0,96.0,119.0,270.0,18.0,8.0,5.0,6.0,75.0,79.0,6440.0,11.0
E01004389,686.0,59.0,91.0,130.0,222.0,20.0,7.0,2.0,14.0,45.0,96.0,8116.0,15.0
E01004390,683.0,67.0,102.0,122.0,209.0,23.0,4.0,2.0,6.0,41.0,107.0,6112.0,11.0
E01004391,986.0,72.0,109.0,296.0,231.0,17.0,9.0,8.0,11.0,76.0,157.0,8215.0,11.0
E01004392,1180.0,123.0,120.0,342.0,257.0,29.0,6.0,7.0,14.0,96.0,186.0,9704.0,11.0
E01004393,1258.0,76.0,111.0,354.0,381.0,42.0,6.0,2.0,33.0,77.0,176.0,16137.0,16.0
E01004394,797.0,66.0,87.0,257.0,181.0,17.0,6.0,1.0,4.0,56.0,122.0,6275.0,10.0
E01004395,819.0,62.0,121.0,261.0,139.0,10.0,2.0,7.0,8.0,84.0,125.0,6782.0,11.0
E01004396,884.0,69.0,76.0,221.0,218.0,15.0,11.0,4.0,14.0,74.0,182.0,7533.0,12.0
E01004397,1297.0,149.0,105.0,332.0,361.0,39.0,8.0,3.0,14.0,94.0,192.0,11691.0,12.0
E01004398,740.0,83.0,119.0,143.0,183.0,13.0,10.0,8.0,9.0,49.0,123.0,6195.0,11.0
E01004399,611.0,74.0,116.0,124.0,139.0,15.0,3.0,5.0,9.0,36.0,90.0,5369.0,11.0
E01004400,782.0,72.0,109.0,171.0,217.0,14.0,3.0,5.0,9.0,58.0,124.0,6735.0,11.0
E01004401,1067.0,93.0,121.0,269.0,266.0,18.0,4.0,8.0,14.0,55.0,219.0,9072.0,11.0
E01004402,721.0,89.0,84.0,162.0,180.0,24.0,2.0,6.0,5.0,56.0,113.0,5359.0,10.0
E01004403,731.0,89.0,118.0,127.0,197.0,25.0,5.0,4.0,12.0,51.0,103.0,6614.0,12.0
E01004404,1010.0,107.0,116.0,229.0,268.0,20.0,8.0,11.0,18.0,77.0,156.0,9765.0,13.0
E01004405,759.0,94.0,76.0,185.0,189.0,18.0,1.0,5.0,5.0,66.0,120.0,5631.0,10.0
E01004406,956.0,84.0,100.0,252.0,237.0,21.0,4.0,9.0,15.0,62.0,172.0,8384.0,12.0
E01004407,479.0,56.0,46.0,107.0,119.0,13.0,1.0,2.0,13.0,59.0,63.0,5587.0,16.0
E01004408,860.0,86.0,73.0,195.0,278.0,22.0,4.0,1.0,5.0,78.0,118.0,6771.0,10.0
E01004409,812.0,80.0,54.0,179.0,259.0,18.0,7.0,1.0,13.0,84.0,117.0,7499.0,12.0
E01004410,814.0,115.0,71.0,174.0,235.0,8.0,4.0,3.0,12.0,87.0,105.0,7040.0,11.0
E01004411,937.0,91.0,65.0,214.0,300.0,22.0,9.0,3.0,21.0,78.0,134.0,10114.0,14.0
E01004412,929.0,94.0,88.0,221.0,289.0,21.0,6.0,8.0,12.0,82.0,108.0,9386.0,13.0
E01004413,654.0,71.0,117.0,113.0,200.0,19.0,5.0,5.0,2.0,51.0,71.0,5332.0,10.0
E01004414,736.0,83.0,116.0,131.0,201.0,23.0,4.0,3.0,6.0,68.0,101.0,6024.0,11.0
E01004415,691.0,73.0,112.0,137.0,186.0,16.0,3.0,5.0,8.0,68.0,83.0,6236.0,11.0
E01004416,831.0,80.0,137.0,118.0,278.0,19.0,11.0,6.0,3.0,77.0,102.0,6843.0,10.0
E01004417,778.0,77.0,136.0,135.0,211.0,20.0,8.0,6.0,10.0,57.0,118.0,6749.0,11.0
E01004418,765.0,76.0,151.0,111.0,228.0,25.0,10.0,1.0,9.0,58.0,96.0,7082.0,12.0
E01004419,770.0,105.0,136.0,108.0,245.0,22.0,5.0,5.0,4.0,41.0,99.0,6154.0,10.0
E01004420,922.0,125.0,105.0,232.0,177.0,28.0,6.0,3.0,15.0,52.0,179.0,8110.0,12.0
E01004421,809.0,141.0,117.0,223.0,139.0,20.0,8.0,8.0,5.0,44.0,104.0,5871.0,9.0
E01004422,714.0,83.0,130.0,229.0,92.0,11.0,3.0,7.0,9.0,55.0,95.0,5416.0,10.0
E01004423,773.0,110.0,79.0,231.0,136.0,17.0,2.0,4.0,11.0,48.0,135.0,6175.0,11.0
E01004424,741.0,91.0,101.0,220.0,119.0,13.0,5.0,5.0,12.0,48.0,127.0,5670.0,10.0
E01004425,1017.0,74.0,152.0,337.0,198.0,17.0,3.0,10.0,15.0,62.0,149.0,9973.0,12.0
E01004426,752.0,106.0,112.0,218.0,129.0,10.0,2.0,1.0,14.0,49.0,111.0,7130.0,12.0
E01004427,1053.0,113.0,173.0,339.0,118.0,17.0,4.0,5.0,13.0,71.0,200.0,7526.0,10.0
E01004428,600.0,87.0,110.0,177.0,93.0,15.0,4.0,2.0,7.0,26.0,79.0,4888.0,10.0
E01004429,820.0,82.0,114.0,266.0,148.0,14.0,4.0,6.0,7.0,44.0,135.0,6144.0,10.0
E01004430,1220.0,108.0,136.0,404.0,215.0,27.0,11.0,7.0,12.0,75.0,225.0,10458.0,11.0
E01004432,784.0,93.0,79.0,268.0,144.0,21.0,6.0,4.0,8.0,57.0,104.0,7021.0,11.0
E01004434,851.0,80.0,129.0,256.0,139.0,19.0,5.0,4.0,15.0,71.0,133.0,8296.0,13.0
E01004435,893.0,84.0,150.0,234.0,158.0,17.0,8.0,4.0,5.0,49.0,184.0,6168.0,9.0
E01004436,836.0,63.0,102.0,205.0,241.0,26.0,7.0,9.0,6.0,65.0,112.0,8562.0,13.0
E01004437,944.0,79.0,74.0,260.0,258.0,22.0,7.0,2.0,13.0,71.0,158.0,8447.0,12.0
E01004438,1226.0,110.0,128.0,281.0,366.0,34.0,13.0,6.0,17.0,108.0,163.0,11702.0,12.0
E01004439,844.0,59.0,94.0,231.0,232.0,20.0,5.0,9.0,3.0,70.0,121.0,6552.0,10.0
E01004440,1213.0,96.0,120.0,317.0,375.0,16.0,6.0,3.0,16.0,89.0,175.0,11820.0,13.0
E01004441,931.0,58.0,107.0,216.0,251.0,22.0,8.0,4.0,11.0,80.0,174.0,7868.0,12.0
E01004442,985.0,72.0,111.0,261.0,304.0,18.0,16.0,4.0,15.0,61.0,123.0,10745.0,13.0
E01004443,828.0,109.0,74.0,207.0,200.0,33.0,9.0,1.0,5.0,52.0,138.0,6520.0,10.0
E01004444,1102.0,134.0,117.0,312.0,232.0,26.0,2.0,5.0,15.0,70.0,189.0,9261.0,11.0
E01004445,854.0,111.0,81.0,240.0,162.0,17.0,5.0,8.0,8.0,61.0,161.0,6325.0,10.0
E01004446,881.0,84.0,112.0,273.0,172.0,18.0,3.0,4.0,10.0,63.0,142.0,7775.0,11.0
E01004447,954.0,109.0,104.0,260.0,208.0,15.0,7.0,3.0,15.0,73.0,160.0,9382.0,13.0
E01004448,896.0,74.0,140.0,269.0,147.0,17.0,3.0,3.0,13.0,64.0,166.0,7137.0,11.0
E01004449,603.0,102.0,97.0,156.0,107.0,13.0,5.0,2.0,8.0,28.0,85.0,4670.0,10.0
E01004450,820.0,74.0,156.0,148.0,244.0,17.0,5.0,3.0,10.0,67.0,96.0,7069.0,11.0
E01004451,866.0,80.0,150.0,168.0,271.0,19.0,17.0,8.0,4.0,49.0,100.0,7302.0,10.0
E01004452,752.0,87.0,129.0,150.0,189.0,14.0,11.0,5.0,6.0,60.0,101.0,5762.0,10.0
E01004453,794.0,73.0,140.0,144.0,228.0,26.0,12.0,3.0,8.0,57.0,103.0,6923.0,11.0
E01004454,743.0,76.0,126.0,138.0,215.0,19.0,11.0,0.0,6.0,62.0,90.0,6123.0,10.0
E01004455,653.0,75.0,118.0,115.0,162.0,17.0,4.0,1.0,11.0,60.0,90.0,6929.0,14.0
E01004456,586.0,87.0,137.0,107.0,128.0,8.0,3.0,1.0,7.0,43.0,65.0,4991.0,10.0
E01004457,959.0,106.0,98.0,221.0,287.0,21.0,2.0,3.0,18.0,72.0,131.0,9975.0,13.0
E01004458,906.0,90.0,118.0,214.0,221.0,15.0,5.0,2.0,14.0,64.0,163.0,9050.0,13.0
E01004459,476.0,70.0,85.0,107.0,89.0,7.0,1.0,9.0,11.0,39.0,58.0,5259.0,14.0
E01004460,865.0,92.0,77.0,195.0,248.0,31.0,8.0,5.0,14.0,61.0,134.0,8632.0,13.0
E01004462,889.0,117.0,94.0,208.0,212.0,20.0,5.0,5.0,15.0,70.0,143.0,7470.0,11.0
E01004463,1133.0,95.0,92.0,278.0,398.0,26.0,5.0,8.0,13.0,69.0,149.0,9872.0,11.0
E01004464,604.0,77.0,64.0,125.0,175.0,19.0,4.0,5.0,7.0,50.0,78.0,5452.0,11.0
E01004465,744.0,107.0,82.0,169.0,196.0,21.0,3.0,7.0,11.0,61.0,87.0,6556.0,11.0
