LSOA21CD,Borough,Total: All households,1 room,2 rooms,3 rooms,4 rooms,5 rooms,6 rooms,7 rooms,8 rooms,9 or more rooms
E01001675,Greenwich ,700,14.0,63.0,119.0,224.0,195.0,63.0,12.0,4.0,6.0
E01001677,Greenwich ,728,7.0,71.0,168.0,190.0,172.0,75.0,21.0,23.0,1.0
E01001631,Greenwich ,789,15.0,212.0,332.0,160.0,40.0,24.0,3.0,1.0,2.0
E01001632,Greenwich ,669,16.0,48.0,106.0,183.0,208.0,85.0,18.0,2.0,3.0
E01001635,Greenwich ,640,9.0,18.0,93.0,264.0,190.0,53.0,8.0,4.0,1.0
E01001636,Greenwich ,601,21.0,88.0,78.0,123.0,145.0,110.0,29.0,6.0,1.0
E01033742,Greenwich ,566,1.0,122.0,335.0,20.0,82.0,3.0,1.0,2.0,0.0
E01033744,Greenwich ,659,11.0,127.0,251.0,154.0,110.0,3.0,3.0,0.0,0.0
E01001571,Greenwich ,630,0.0,22.0,79.0,214.0,251.0,45.0,14.0,1.0,4.0
E01001572,Greenwich ,652,3.0,30.0,91.0,165.0,293.0,48.0,17.0,3.0,2.0
E01001573,Greenwich ,524,2.0,33.0,35.0,114.0,314.0,13.0,7.0,3.0,3.0
E01001574,Greenwich ,749,12.0,182.0,367.0,79.0,84.0,14.0,7.0,2.0,2.0
E01001629,Greenwich ,838,0.0,209.0,380.0,200.0,39.0,3.0,3.0,1.0,3.0
E01001633,Greenwich ,774,6.0,226.0,259.0,111.0,122.0,32.0,13.0,2.0,3.0
E01001634,Greenwich ,656,0.0,191.0,258.0,184.0,19.0,3.0,1.0,0.0,0.0
E01001637,Greenwich ,689,2.0,125.0,150.0,131.0,155.0,107.0,14.0,4.0,1.0
E01001695,Greenwich ,563,15.0,133.0,198.0,61.0,113.0,37.0,5.0,1.0,0.0
E01001696,Greenwich ,1143,19.0,370.0,459.0,245.0,39.0,7.0,2.0,0.0,2.0
E01001697,Greenwich ,936,30.0,246.0,191.0,146.0,197.0,66.0,41.0,13.0,6.0
E01001700,Greenwich ,797,14.0,156.0,237.0,191.0,148.0,30.0,10.0,8.0,3.0
E01001703,Greenwich ,764,8.0,234.0,287.0,175.0,41.0,13.0,2.0,1.0,3.0
E01001704,Greenwich ,619,7.0,71.0,134.0,114.0,118.0,119.0,41.0,10.0,5.0
E01001588,Greenwich ,640,10.0,136.0,132.0,153.0,144.0,27.0,13.0,18.0,7.0
E01001589,Greenwich ,677,7.0,121.0,110.0,174.0,187.0,49.0,20.0,4.0,5.0
E01001591,Greenwich ,808,9.0,204.0,242.0,170.0,121.0,46.0,9.0,6.0,1.0
E01001595,Greenwich ,731,1.0,60.0,211.0,255.0,178.0,16.0,7.0,0.0,3.0
E01001590,Greenwich ,716,6.0,116.0,162.0,80.0,108.0,183.0,49.0,10.0,2.0
E01001592,Greenwich ,736,0.0,78.0,139.0,224.0,233.0,35.0,13.0,2.0,12.0
E01001593,Greenwich ,763,2.0,75.0,135.0,218.0,227.0,91.0,13.0,2.0,0.0
E01001594,Greenwich ,834,14.0,100.0,304.0,319.0,50.0,6.0,3.0,1.0,37.0
E01001698,Greenwich ,753,32.0,163.0,240.0,199.0,75.0,29.0,11.0,1.0,3.0
E01001699,Greenwich ,664,4.0,265.0,195.0,74.0,102.0,20.0,1.0,1.0,2.0
E01001701,Greenwich ,778,7.0,239.0,215.0,96.0,126.0,75.0,13.0,5.0,2.0
E01001702,Greenwich ,441,0.0,52.0,60.0,133.0,102.0,92.0,2.0,0.0,0.0
E01001581,Greenwich ,729,31.0,165.0,250.0,87.0,63.0,60.0,31.0,28.0,14.0
E01001585,Greenwich ,606,13.0,74.0,109.0,114.0,96.0,102.0,60.0,16.0,22.0
E01001586,Greenwich ,662,19.0,149.0,234.0,103.0,49.0,47.0,13.0,26.0,22.0
E01001587,Greenwich ,952,34.0,239.0,350.0,105.0,59.0,53.0,45.0,29.0,38.0
E01001678,Greenwich ,645,7.0,41.0,49.0,79.0,423.0,33.0,9.0,1.0,3.0
E01001683,Greenwich ,600,38.0,76.0,101.0,55.0,115.0,167.0,31.0,13.0,4.0
E01001684,Greenwich ,566,4.0,12.0,94.0,161.0,266.0,25.0,4.0,0.0,0.0
E01001685,Greenwich ,654,21.0,39.0,106.0,189.0,278.0,13.0,6.0,0.0,2.0
E01001646,Greenwich ,1129,48.0,151.0,552.0,191.0,109.0,75.0,1.0,2.0,0.0
E01001650,Greenwich ,611,8.0,18.0,25.0,317.0,215.0,20.0,8.0,0.0,0.0
E01001651,Greenwich ,741,18.0,102.0,259.0,224.0,118.0,13.0,5.0,2.0,0.0
E01001652,Greenwich ,707,36.0,131.0,106.0,113.0,229.0,39.0,32.0,13.0,8.0
E01001679,Greenwich ,551,15.0,35.0,49.0,166.0,259.0,19.0,4.0,3.0,1.0
E01001680,Greenwich ,617,7.0,31.0,59.0,35.0,366.0,79.0,27.0,11.0,2.0
E01001681,Greenwich ,526,1.0,42.0,75.0,58.0,211.0,120.0,12.0,4.0,3.0
E01001682,Greenwich ,550,7.0,29.0,70.0,136.0,246.0,37.0,17.0,4.0,4.0
E01001686,Greenwich ,754,9.0,182.0,276.0,91.0,95.0,57.0,26.0,11.0,7.0
E01001580,Greenwich ,792,16.0,162.0,326.0,106.0,73.0,49.0,30.0,14.0,16.0
E01001582,Greenwich ,664,20.0,140.0,163.0,92.0,106.0,87.0,29.0,13.0,14.0
E01001583,Greenwich ,766,37.0,194.0,260.0,84.0,55.0,35.0,42.0,22.0,37.0
E01001584,Greenwich ,666,13.0,139.0,162.0,97.0,130.0,52.0,29.0,18.0,26.0
E01001645,Greenwich ,706,6.0,60.0,118.0,334.0,160.0,19.0,3.0,2.0,4.0
E01001647,Greenwich ,567,6.0,9.0,67.0,136.0,274.0,51.0,12.0,8.0,4.0
E01001648,Greenwich ,694,0.0,102.0,156.0,179.0,174.0,62.0,12.0,7.0,2.0
E01001649,Greenwich ,574,13.0,26.0,218.0,146.0,139.0,19.0,6.0,4.0,3.0
E01001605,Greenwich ,568,0.0,1.0,11.0,46.0,442.0,41.0,19.0,7.0,1.0
E01001606,Greenwich ,608,0.0,20.0,22.0,84.0,383.0,53.0,43.0,3.0,0.0
E01001610,Greenwich ,704,2.0,22.0,123.0,101.0,406.0,37.0,9.0,0.0,4.0
E01001611,Greenwich ,711,1.0,94.0,116.0,136.0,328.0,30.0,6.0,0.0,0.0
E01001620,Greenwich ,504,0.0,13.0,16.0,234.0,209.0,26.0,5.0,0.0,1.0
E01001621,Greenwich ,665,0.0,115.0,175.0,112.0,170.0,33.0,55.0,4.0,1.0
E01001623,Greenwich ,668,0.0,33.0,230.0,293.0,100.0,8.0,3.0,0.0,1.0
E01001624,Greenwich ,625,0.0,36.0,71.0,289.0,187.0,37.0,3.0,1.0,1.0
E01001625,Greenwich ,619,0.0,21.0,80.0,349.0,153.0,12.0,2.0,1.0,1.0
E01001604,Greenwich ,600,28.0,22.0,106.0,75.0,222.0,101.0,36.0,8.0,2.0
E01001607,Greenwich ,669,0.0,43.0,120.0,164.0,270.0,48.0,20.0,3.0,1.0
E01001608,Greenwich ,583,12.0,81.0,66.0,27.0,71.0,71.0,172.0,36.0,47.0
E01001609,Greenwich ,742,14.0,183.0,125.0,82.0,139.0,97.0,71.0,18.0,13.0
E01001613,Greenwich ,796,2.0,159.0,288.0,149.0,113.0,53.0,23.0,2.0,7.0
E01001614,Greenwich ,548,1.0,5.0,29.0,35.0,324.0,103.0,30.0,15.0,6.0
E01001615,Greenwich ,940,10.0,292.0,282.0,215.0,37.0,41.0,23.0,16.0,24.0
E01001617,Greenwich ,729,4.0,56.0,171.0,136.0,306.0,33.0,19.0,4.0,0.0
E01001653,Greenwich ,598,2.0,37.0,174.0,339.0,35.0,5.0,2.0,4.0,0.0
E01001654,Greenwich ,571,3.0,45.0,171.0,179.0,131.0,29.0,7.0,3.0,3.0
E01001655,Greenwich ,630,1.0,121.0,208.0,264.0,24.0,6.0,2.0,4.0,0.0
E01001660,Greenwich ,563,1.0,27.0,99.0,185.0,218.0,27.0,2.0,2.0,2.0
E01001661,Greenwich ,578,3.0,4.0,175.0,210.0,141.0,30.0,10.0,4.0,1.0
E01001618,Greenwich ,757,19.0,76.0,142.0,185.0,234.0,81.0,16.0,3.0,1.0
E01001619,Greenwich ,828,4.0,71.0,214.0,188.0,311.0,16.0,12.0,8.0,4.0
E01033729,Greenwich ,759,11.0,185.0,226.0,155.0,142.0,16.0,19.0,4.0,1.0
E01001597,Greenwich ,632,17.0,97.0,79.0,76.0,226.0,81.0,25.0,3.0,28.0
E01001598,Greenwich ,607,0.0,26.0,41.0,37.0,303.0,153.0,28.0,10.0,9.0
E01001602,Greenwich ,715,3.0,44.0,94.0,22.0,485.0,63.0,3.0,0.0,1.0
E01001603,Greenwich ,741,34.0,132.0,272.0,40.0,251.0,10.0,0.0,1.0,1.0
E01001596,Greenwich ,638,1.0,18.0,93.0,65.0,358.0,73.0,22.0,3.0,5.0
E01001599,Greenwich ,603,0.0,42.0,40.0,10.0,408.0,78.0,23.0,2.0,0.0
E01001600,Greenwich ,636,11.0,99.0,137.0,54.0,239.0,66.0,22.0,0.0,8.0
E01001601,Greenwich ,568,27.0,27.0,61.0,24.0,326.0,74.0,23.0,4.0,2.0
E01001669,Greenwich ,917,19.0,109.0,219.0,161.0,294.0,94.0,18.0,2.0,1.0
E01001671,Greenwich ,683,17.0,44.0,119.0,326.0,150.0,26.0,1.0,0.0,0.0
E01001676,Greenwich ,673,12.0,96.0,223.0,127.0,132.0,58.0,22.0,1.0,2.0
E01032567,Greenwich ,603,11.0,46.0,45.0,52.0,412.0,25.0,10.0,1.0,1.0
E01001656,Greenwich ,583,9.0,53.0,158.0,205.0,82.0,33.0,20.0,9.0,14.0
E01001657,Greenwich ,704,23.0,110.0,181.0,141.0,65.0,78.0,43.0,30.0,33.0
E01001658,Greenwich ,730,4.0,79.0,334.0,172.0,106.0,23.0,7.0,1.0,4.0
E01001659,Greenwich ,552,0.0,35.0,24.0,80.0,343.0,47.0,10.0,8.0,5.0
E01034174,Greenwich ,602,1.0,129.0,276.0,97.0,62.0,21.0,15.0,1.0,0.0
E01034175,Greenwich ,657,2.0,222.0,343.0,82.0,4.0,4.0,0.0,0.0,0.0
E01034176,Greenwich ,604,3.0,13.0,41.0,369.0,143.0,27.0,4.0,3.0,1.0
E01034177,Greenwich ,653,4.0,197.0,226.0,110.0,97.0,18.0,1.0,0.0,0.0
E01033727,Greenwich ,966,12.0,252.0,408.0,236.0,51.0,6.0,1.0,0.0,0.0
E01033728,Greenwich ,867,5.0,201.0,476.0,127.0,34.0,19.0,3.0,1.0,1.0
E01034178,Greenwich ,861,1.0,325.0,393.0,139.0,2.0,0.0,0.0,0.0,1.0
E01034179,Greenwich ,555,3.0,117.0,261.0,128.0,34.0,3.0,7.0,0.0,2.0
E01034180,Greenwich ,537,6.0,88.0,292.0,138.0,12.0,0.0,1.0,0.0,0.0
E01034181,Greenwich ,751,0.0,244.0,372.0,127.0,4.0,3.0,0.0,0.0,1.0
E01034182,Greenwich ,725,42.0,237.0,354.0,64.0,13.0,4.0,6.0,2.0,3.0
E01001664,Greenwich ,881,12.0,175.0,213.0,192.0,177.0,77.0,28.0,6.0,1.0
E01001665,Greenwich ,773,20.0,109.0,153.0,119.0,239.0,100.0,26.0,5.0,2.0
E01033738,Greenwich ,745,10.0,144.0,197.0,131.0,130.0,96.0,31.0,1.0,5.0
E01034183,Greenwich ,689,2.0,201.0,211.0,163.0,91.0,18.0,1.0,1.0,1.0
E01034184,Greenwich ,573,8.0,180.0,191.0,110.0,67.0,16.0,0.0,0.0,1.0
E01034185,Greenwich ,559,10.0,98.0,180.0,144.0,79.0,41.0,3.0,2.0,2.0
E01001638,Greenwich ,679,3.0,138.0,258.0,196.0,61.0,8.0,13.0,1.0,1.0
E01001641,Greenwich ,816,18.0,169.0,284.0,172.0,83.0,37.0,33.0,7.0,13.0
E01001642,Greenwich ,757,4.0,59.0,182.0,186.0,154.0,69.0,39.0,38.0,26.0
E01001644,Greenwich ,1181,26.0,320.0,416.0,165.0,132.0,58.0,31.0,18.0,15.0
E01033746,Greenwich ,705,36.0,141.0,173.0,147.0,117.0,56.0,18.0,10.0,7.0
E01033734,Greenwich ,632,2.0,121.0,331.0,57.0,100.0,21.0,0.0,0.0,0.0
E01033736,Greenwich ,1169,30.0,301.0,683.0,140.0,11.0,3.0,1.0,0.0,0.0
E01034186,Greenwich ,736,11.0,319.0,300.0,101.0,5.0,0.0,0.0,0.0,0.0
E01034187,Greenwich ,698,3.0,343.0,287.0,50.0,8.0,1.0,3.0,0.0,3.0
E01034188,Greenwich ,667,23.0,243.0,281.0,115.0,4.0,1.0,0.0,0.0,0.0
E01034189,Greenwich ,564,0.0,147.0,284.0,82.0,31.0,18.0,1.0,1.0,0.0
E01034190,Greenwich ,724,4.0,175.0,282.0,157.0,92.0,11.0,2.0,1.0,0.0
E01034191,Greenwich ,757,10.0,189.0,349.0,167.0,39.0,3.0,0.0,0.0,0.0
E01034192,Greenwich ,1061,0.0,191.0,415.0,250.0,149.0,35.0,15.0,4.0,2.0
E01001666,Greenwich ,745,3.0,118.0,192.0,202.0,151.0,48.0,26.0,1.0,4.0
E01033732,Greenwich ,456,2.0,116.0,209.0,108.0,18.0,2.0,1.0,0.0,0.0
E01034193,Greenwich ,737,21.0,297.0,301.0,105.0,8.0,4.0,1.0,0.0,0.0
E01034194,Greenwich ,606,1.0,190.0,301.0,96.0,10.0,7.0,1.0,0.0,0.0
E01034195,Greenwich ,511,13.0,170.0,256.0,46.0,21.0,5.0,0.0,0.0,0.0
E01034196,Greenwich ,576,0.0,180.0,278.0,95.0,19.0,0.0,2.0,1.0,1.0
E01001712,Greenwich ,911,55.0,256.0,440.0,97.0,38.0,22.0,2.0,1.0,0.0
E01033735,Greenwich ,589,9.0,252.0,277.0,37.0,11.0,3.0,0.0,0.0,0.0
E01033737,Greenwich ,813,30.0,235.0,304.0,162.0,69.0,10.0,2.0,0.0,1.0
E01034198,Greenwich ,967,60.0,281.0,329.0,123.0,104.0,59.0,7.0,0.0,4.0
E01001808,Hackney ,544,62.0,110.0,172.0,62.0,23.0,23.0,33.0,26.0,33.0
E01001809,Hackney ,570,45.0,123.0,133.0,71.0,54.0,58.0,42.0,25.0,19.0
E01001814,Hackney ,554,29.0,84.0,180.0,107.0,79.0,48.0,11.0,4.0,12.0
E01001823,Hackney ,521,9.0,127.0,114.0,102.0,111.0,29.0,15.0,9.0,5.0
E01001825,Hackney ,401,25.0,52.0,76.0,41.0,90.0,50.0,49.0,8.0,10.0
E01001714,Hackney ,855,25.0,205.0,372.0,212.0,33.0,5.0,0.0,1.0,2.0
E01001811,Hackney ,670,15.0,176.0,251.0,182.0,42.0,2.0,0.0,2.0,0.0
E01001813,Hackney ,794,89.0,178.0,277.0,177.0,40.0,19.0,3.0,2.0,9.0
E01035638,Hackney ,846,21.0,265.0,348.0,182.0,17.0,11.0,1.0,0.0,1.0
E01035639,Hackney ,806,14.0,286.0,292.0,173.0,22.0,6.0,4.0,3.0,6.0
E01001799,Hackney ,451,13.0,71.0,129.0,115.0,54.0,30.0,28.0,5.0,6.0
E01001802,Hackney ,457,21.0,62.0,224.0,82.0,18.0,19.0,16.0,5.0,10.0
E01001804,Hackney ,458,13.0,66.0,158.0,85.0,21.0,41.0,46.0,18.0,10.0
E01001807,Hackney ,653,32.0,157.0,245.0,108.0,16.0,20.0,57.0,5.0,13.0
E01001812,Hackney ,565,18.0,144.0,169.0,107.0,28.0,58.0,22.0,15.0,4.0
E01001725,Hackney ,567,17.0,95.0,179.0,94.0,62.0,68.0,38.0,8.0,6.0
E01001726,Hackney ,464,3.0,30.0,237.0,132.0,29.0,25.0,2.0,5.0,1.0
E01001800,Hackney ,662,31.0,215.0,259.0,102.0,35.0,9.0,8.0,1.0,2.0
E01001824,Hackney ,505,30.0,80.0,197.0,102.0,45.0,26.0,14.0,4.0,7.0
E01001826,Hackney ,527,36.0,100.0,153.0,97.0,98.0,21.0,13.0,5.0,4.0
E01001723,Hackney ,678,36.0,132.0,193.0,126.0,57.0,56.0,31.0,32.0,15.0
E01001724,Hackney ,1070,54.0,296.0,389.0,176.0,55.0,33.0,14.0,47.0,6.0
E01001727,Hackney ,561,12.0,114.0,141.0,90.0,43.0,66.0,51.0,25.0,19.0
E01001768,Hackney ,751,18.0,185.0,214.0,109.0,60.0,65.0,54.0,38.0,8.0
E01001769,Hackney ,636,25.0,185.0,166.0,124.0,43.0,57.0,23.0,11.0,2.0
E01001715,Hackney ,657,111.0,164.0,250.0,78.0,26.0,10.0,2.0,5.0,11.0
E01001716,Hackney ,840,163.0,210.0,275.0,126.0,30.0,9.0,6.0,3.0,18.0
E01001717,Hackney ,428,2.0,70.0,169.0,129.0,42.0,7.0,6.0,1.0,2.0
E01001718,Hackney ,828,97.0,230.0,262.0,119.0,25.0,24.0,39.0,6.0,26.0
E01001719,Hackney ,697,3.0,169.0,287.0,199.0,39.0,0.0,0.0,0.0,0.0
E01001720,Hackney ,790,39.0,221.0,305.0,120.0,44.0,21.0,13.0,13.0,14.0
E01001742,Hackney ,781,26.0,180.0,343.0,164.0,34.0,22.0,4.0,6.0,2.0
E01001801,Hackney ,546,17.0,105.0,186.0,97.0,93.0,25.0,12.0,8.0,3.0
E01001803,Hackney ,686,13.0,108.0,231.0,143.0,61.0,56.0,26.0,17.0,31.0
E01001806,Hackney ,673,32.0,153.0,254.0,126.0,59.0,28.0,14.0,3.0,4.0
E01001741,Hackney ,576,18.0,79.0,120.0,200.0,93.0,51.0,8.0,2.0,5.0
E01001805,Hackney ,507,36.0,118.0,151.0,82.0,64.0,38.0,12.0,2.0,4.0
E01001829,Hackney ,662,24.0,90.0,118.0,123.0,170.0,99.0,32.0,4.0,2.0
E01001831,Hackney ,785,48.0,235.0,207.0,178.0,68.0,41.0,3.0,3.0,2.0
E01001832,Hackney ,624,12.0,138.0,172.0,111.0,89.0,62.0,25.0,10.0,5.0
E01001764,Hackney ,670,20.0,158.0,264.0,116.0,75.0,18.0,11.0,6.0,2.0
E01001765,Hackney ,752,97.0,202.0,202.0,149.0,83.0,7.0,8.0,2.0,2.0
E01001767,Hackney ,631,27.0,131.0,195.0,122.0,72.0,41.0,30.0,10.0,3.0
E01001770,Hackney ,771,26.0,249.0,237.0,185.0,22.0,34.0,10.0,3.0,5.0
E01033703,Hackney ,558,25.0,133.0,185.0,141.0,34.0,15.0,8.0,14.0,3.0
E01033713,Hackney ,609,32.0,203.0,204.0,98.0,32.0,15.0,11.0,10.0,4.0
E01001792,Hackney ,715,47.0,100.0,152.0,103.0,174.0,92.0,40.0,5.0,2.0
E01001793,Hackney ,608,34.0,86.0,131.0,112.0,119.0,99.0,23.0,2.0,2.0
E01001794,Hackney ,644,16.0,117.0,125.0,91.0,120.0,79.0,67.0,14.0,15.0
E01001795,Hackney ,517,23.0,94.0,104.0,112.0,66.0,85.0,21.0,7.0,5.0
E01001796,Hackney ,635,38.0,189.0,167.0,87.0,60.0,66.0,17.0,7.0,4.0
E01001736,Hackney ,679,21.0,180.0,191.0,128.0,82.0,59.0,6.0,8.0,4.0
E01001737,Hackney ,708,35.0,116.0,219.0,170.0,37.0,57.0,49.0,17.0,8.0
E01001738,Hackney ,791,30.0,239.0,275.0,90.0,69.0,57.0,21.0,9.0,1.0
E01001739,Hackney ,886,14.0,235.0,225.0,196.0,149.0,39.0,12.0,15.0,1.0
E01001786,Hackney ,839,12.0,162.0,310.0,256.0,89.0,9.0,0.0,1.0,0.0
E01001787,Hackney ,648,26.0,147.0,166.0,262.0,33.0,12.0,1.0,0.0,1.0
E01001788,Hackney ,647,10.0,266.0,76.0,195.0,72.0,25.0,1.0,1.0,1.0
E01001790,Hackney ,584,7.0,99.0,217.0,216.0,42.0,1.0,2.0,0.0,0.0
E01001740,Hackney ,625,28.0,99.0,247.0,181.0,60.0,4.0,2.0,4.0,0.0
E01001747,Hackney ,1080,30.0,305.0,330.0,310.0,42.0,33.0,18.0,7.0,5.0
E01001830,Hackney ,895,38.0,303.0,295.0,177.0,47.0,24.0,6.0,2.0,3.0
E01001833,Hackney ,922,44.0,231.0,297.0,204.0,79.0,42.0,8.0,8.0,9.0
E01001834,Hackney ,806,39.0,202.0,279.0,139.0,60.0,65.0,19.0,3.0,0.0
E01001835,Hackney ,490,33.0,70.0,86.0,82.0,99.0,76.0,22.0,19.0,3.0
E01001733,Hackney ,735,43.0,138.0,146.0,180.0,161.0,49.0,9.0,4.0,5.0
E01001785,Hackney ,585,20.0,106.0,96.0,138.0,125.0,87.0,8.0,2.0,3.0
E01001789,Hackney ,624,7.0,79.0,112.0,235.0,110.0,67.0,9.0,4.0,1.0
E01001791,Hackney ,493,11.0,31.0,42.0,257.0,62.0,73.0,12.0,4.0,1.0
E01001745,Hackney ,916,31.0,227.0,433.0,157.0,44.0,12.0,4.0,4.0,4.0
E01001746,Hackney ,600,4.0,44.0,313.0,220.0,17.0,1.0,1.0,0.0,0.0
E01001757,Hackney ,608,13.0,83.0,282.0,134.0,89.0,7.0,0.0,0.0,0.0
E01001758,Hackney ,1080,20.0,329.0,420.0,190.0,102.0,9.0,8.0,0.0,2.0
E01001759,Hackney ,724,18.0,195.0,202.0,233.0,40.0,27.0,7.0,1.0,1.0
E01001761,Hackney ,923,78.0,329.0,293.0,136.0,50.0,15.0,15.0,3.0,4.0
E01001731,Hackney ,1155,68.0,297.0,430.0,233.0,77.0,29.0,13.0,3.0,5.0
E01001734,Hackney ,852,78.0,264.0,281.0,151.0,46.0,19.0,8.0,0.0,5.0
E01001760,Hackney ,871,44.0,260.0,235.0,171.0,121.0,21.0,16.0,1.0,2.0
E01001762,Hackney ,799,30.0,272.0,297.0,118.0,39.0,25.0,14.0,1.0,3.0
E01001846,Hackney ,536,11.0,119.0,182.0,152.0,48.0,14.0,7.0,0.0,3.0
E01001847,Hackney ,556,14.0,147.0,150.0,180.0,41.0,17.0,2.0,3.0,2.0
E01001848,Hackney ,696,16.0,150.0,176.0,223.0,88.0,29.0,7.0,4.0,3.0
E01001849,Hackney ,1016,29.0,262.0,428.0,182.0,79.0,21.0,7.0,2.0,6.0
E01001729,Hackney ,502,19.0,149.0,168.0,124.0,34.0,5.0,2.0,0.0,1.0
E01001730,Hackney ,1132,28.0,311.0,468.0,253.0,56.0,11.0,4.0,0.0,1.0
E01001732,Hackney ,756,14.0,138.0,409.0,138.0,50.0,5.0,0.0,0.0,2.0
E01001735,Hackney ,650,18.0,122.0,163.0,242.0,62.0,20.0,11.0,2.0,10.0
E01001838,Hackney ,695,16.0,149.0,333.0,133.0,52.0,9.0,1.0,2.0,0.0
E01001850,Hackney ,707,8.0,110.0,330.0,237.0,18.0,3.0,0.0,1.0,0.0
E01001749,Hackney ,672,8.0,182.0,196.0,148.0,73.0,41.0,16.0,7.0,1.0
E01001763,Hackney ,816,53.0,232.0,255.0,168.0,54.0,34.0,11.0,7.0,2.0
E01001816,Hackney ,620,21.0,66.0,176.0,172.0,130.0,33.0,13.0,6.0,3.0
E01001819,Hackney ,747,59.0,198.0,138.0,134.0,96.0,74.0,37.0,9.0,2.0
E01035640,Hackney ,634,20.0,214.0,158.0,135.0,52.0,26.0,15.0,9.0,5.0
E01035641,Hackney ,613,39.0,193.0,194.0,144.0,29.0,1.0,4.0,1.0,8.0
E01001836,Hackney ,813,35.0,206.0,284.0,188.0,61.0,24.0,8.0,4.0,3.0
E01001840,Hackney ,660,17.0,154.0,249.0,141.0,71.0,20.0,6.0,1.0,1.0
E01001841,Hackney ,631,11.0,179.0,161.0,136.0,59.0,43.0,21.0,10.0,11.0
E01001844,Hackney ,709,12.0,157.0,168.0,134.0,142.0,70.0,22.0,4.0,0.0
E01001845,Hackney ,725,46.0,188.0,194.0,178.0,108.0,9.0,1.0,0.0,1.0
E01001837,Hackney ,633,11.0,136.0,279.0,100.0,69.0,24.0,5.0,1.0,8.0
E01001839,Hackney ,1039,70.0,250.0,478.0,186.0,29.0,14.0,8.0,3.0,1.0
E01001842,Hackney ,643,10.0,130.0,288.0,162.0,34.0,9.0,6.0,2.0,2.0
E01001843,Hackney ,475,3.0,67.0,168.0,122.0,63.0,36.0,13.0,2.0,1.0
E01033704,Hackney ,1105,55.0,331.0,441.0,204.0,43.0,13.0,11.0,1.0,6.0
E01033712,Hackney ,694,37.0,174.0,254.0,142.0,33.0,46.0,3.0,5.0,0.0
E01001772,Hackney ,763,10.0,180.0,356.0,166.0,45.0,5.0,0.0,0.0,1.0
E01001774,Hackney ,855,18.0,230.0,372.0,187.0,32.0,13.0,1.0,1.0,1.0
E01001775,Hackney ,702,22.0,183.0,282.0,165.0,42.0,6.0,1.0,0.0,1.0
E01001815,Hackney ,666,13.0,149.0,152.0,210.0,91.0,28.0,16.0,7.0,0.0
E01001820,Hackney ,575,3.0,160.0,84.0,239.0,58.0,22.0,4.0,4.0,1.0
E01001821,Hackney ,585,18.0,176.0,174.0,149.0,50.0,14.0,1.0,1.0,2.0
E01001753,Hackney ,625,11.0,111.0,394.0,83.0,14.0,8.0,3.0,1.0,0.0
E01001755,Hackney ,692,39.0,158.0,264.0,201.0,21.0,5.0,2.0,0.0,2.0
E01001773,Hackney ,1041,46.0,261.0,437.0,176.0,103.0,11.0,5.0,0.0,2.0
E01001776,Hackney ,752,8.0,229.0,184.0,260.0,56.0,10.0,4.0,1.0,0.0
E01035642,Hackney ,857,11.0,337.0,304.0,159.0,41.0,4.0,1.0,0.0,0.0
E01035643,Hackney ,743,16.0,166.0,332.0,164.0,40.0,17.0,8.0,0.0,0.0
E01035644,Hackney ,606,18.0,206.0,288.0,82.0,11.0,0.0,1.0,0.0,0.0
E01035645,Hackney ,615,13.0,151.0,316.0,109.0,19.0,4.0,1.0,1.0,1.0
E01001781,Hackney ,680,14.0,194.0,272.0,137.0,55.0,6.0,2.0,0.0,0.0
E01001783,Hackney ,669,17.0,186.0,272.0,162.0,26.0,4.0,0.0,2.0,0.0
E01035646,Hackney ,667,10.0,178.0,250.0,165.0,38.0,21.0,5.0,0.0,0.0
E01035647,Hackney ,597,24.0,197.0,296.0,68.0,9.0,2.0,0.0,1.0,0.0
E01035648,Hackney ,706,34.0,262.0,211.0,156.0,30.0,3.0,2.0,2.0,6.0
E01035649,Hackney ,667,15.0,183.0,302.0,131.0,30.0,2.0,2.0,2.0,0.0
E01001798,Hackney ,726,61.0,147.0,139.0,207.0,92.0,42.0,21.0,5.0,12.0
E01001828,Hackney ,815,22.0,205.0,281.0,209.0,74.0,15.0,4.0,4.0,1.0
E01033702,Hackney ,564,20.0,173.0,209.0,108.0,42.0,7.0,5.0,0.0,0.0
E01033705,Hackney ,552,8.0,133.0,183.0,177.0,34.0,14.0,2.0,1.0,0.0
E01033710,Hackney ,511,2.0,200.0,219.0,77.0,9.0,1.0,3.0,0.0,0.0
E01001722,Hackney ,924,26.0,268.0,351.0,163.0,50.0,49.0,10.0,6.0,1.0
E01001728,Hackney ,584,2.0,59.0,346.0,81.0,30.0,30.0,20.0,10.0,6.0
E01001822,Hackney ,674,34.0,148.0,248.0,137.0,49.0,45.0,11.0,1.0,1.0
E01001827,Hackney ,596,39.0,171.0,135.0,104.0,77.0,32.0,18.0,12.0,8.0
E01001756,Hackney ,959,59.0,245.0,305.0,163.0,105.0,58.0,16.0,8.0,0.0
E01033699,Hackney ,714,49.0,297.0,196.0,111.0,26.0,21.0,7.0,3.0,4.0
E01033700,Hackney ,1135,52.0,327.0,436.0,270.0,31.0,4.0,7.0,1.0,7.0
E01001744,Hackney ,819,11.0,211.0,234.0,212.0,72.0,41.0,27.0,7.0,4.0
E01001750,Hackney ,923,66.0,189.0,304.0,251.0,73.0,24.0,4.0,10.0,2.0
