LSOA21CD,Borough,Total: All usual residents aged 16 years and over in employment the week before the census,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Works mainly from home,"Works mainly at an offshore installation, in no fixed place, or outside the UK"
E01001382,Ealing ,755,40.0,51.0,54.0,53.0,8.0,4.0,2.0,3.0,472.0,68.0
E01001384,Ealing ,1015,58.0,87.0,118.0,123.0,9.0,0.0,5.0,0.0,497.0,118.0
E01001385,Ealing ,921,54.0,80.0,82.0,90.0,6.0,3.0,4.0,3.0,504.0,95.0
E01001387,Ealing ,895,39.0,79.0,75.0,80.0,11.0,2.0,4.0,5.0,508.0,92.0
E01001353,Ealing ,781,28.0,97.0,108.0,61.0,7.0,6.0,1.0,7.0,347.0,119.0
E01001355,Ealing ,1130,67.0,137.0,145.0,83.0,10.0,1.0,3.0,6.0,527.0,151.0
E01001356,Ealing ,537,43.0,91.0,91.0,57.0,8.0,2.0,2.0,3.0,142.0,98.0
E01001357,Ealing ,1531,101.0,161.0,220.0,123.0,6.0,4.0,10.0,12.0,751.0,143.0
E01001358,Ealing ,1083,42.0,105.0,155.0,101.0,5.0,4.0,4.0,9.0,544.0,114.0
E01001375,Ealing ,929,36.0,49.0,82.0,50.0,5.0,2.0,3.0,2.0,646.0,54.0
E01001377,Ealing ,819,28.0,48.0,61.0,48.0,3.0,1.0,4.0,1.0,575.0,50.0
E01001379,Ealing ,938,43.0,57.0,76.0,50.0,6.0,1.0,2.0,4.0,644.0,55.0
E01001381,Ealing ,1043,61.0,105.0,132.0,70.0,11.0,6.0,3.0,6.0,535.0,114.0
E01001248,Ealing ,762,65.0,80.0,79.0,72.0,7.0,1.0,3.0,4.0,327.0,124.0
E01001299,Ealing ,851,59.0,94.0,68.0,74.0,12.0,3.0,2.0,2.0,454.0,83.0
E01001305,Ealing ,875,63.0,79.0,64.0,69.0,10.0,1.0,2.0,3.0,476.0,108.0
E01001306,Ealing ,863,44.0,52.0,68.0,88.0,8.0,2.0,2.0,5.0,500.0,94.0
E01001333,Ealing ,975,175.0,155.0,213.0,119.0,19.0,4.0,5.0,8.0,147.0,130.0
E01001335,Ealing ,811,78.0,129.0,116.0,58.0,26.0,8.0,3.0,13.0,286.0,94.0
E01001336,Ealing ,799,87.0,134.0,171.0,68.0,17.0,21.0,6.0,12.0,183.0,100.0
E01001369,Ealing ,802,141.0,123.0,187.0,68.0,22.0,5.0,8.0,12.0,105.0,131.0
E01001300,Ealing ,838,38.0,62.0,68.0,83.0,7.0,3.0,4.0,5.0,492.0,76.0
E01001301,Ealing ,1043,78.0,100.0,131.0,130.0,11.0,4.0,3.0,6.0,441.0,139.0
E01001302,Ealing ,870,30.0,90.0,86.0,96.0,1.0,1.0,2.0,3.0,471.0,90.0
E01001304,Ealing ,915,34.0,86.0,84.0,113.0,9.0,2.0,6.0,4.0,470.0,107.0
E01001374,Ealing ,1155,70.0,79.0,109.0,63.0,7.0,7.0,8.0,3.0,707.0,102.0
E01001376,Ealing ,889,68.0,105.0,112.0,59.0,11.0,1.0,1.0,3.0,419.0,110.0
E01001380,Ealing ,1378,72.0,108.0,132.0,85.0,7.0,6.0,8.0,2.0,877.0,81.0
E01032572,Ealing ,944,64.0,81.0,85.0,50.0,7.0,1.0,0.0,2.0,568.0,86.0
E01001223,Ealing ,745,33.0,56.0,61.0,85.0,7.0,5.0,7.0,5.0,411.0,75.0
E01001225,Ealing ,953,51.0,76.0,88.0,95.0,22.0,3.0,6.0,7.0,529.0,76.0
E01001273,Ealing ,801,41.0,58.0,100.0,85.0,4.0,1.0,3.0,2.0,438.0,69.0
E01001274,Ealing ,702,41.0,51.0,79.0,63.0,1.0,3.0,3.0,7.0,385.0,69.0
E01001275,Ealing ,998,54.0,78.0,121.0,88.0,7.0,3.0,0.0,4.0,545.0,98.0
E01001235,Ealing ,1083,51.0,75.0,96.0,102.0,8.0,5.0,2.0,4.0,607.0,133.0
E01001236,Ealing ,815,52.0,63.0,73.0,71.0,4.0,0.0,1.0,5.0,481.0,65.0
E01034030,Ealing ,1083,62.0,94.0,132.0,110.0,6.0,3.0,5.0,3.0,564.0,104.0
E01034031,Ealing ,712,19.0,64.0,48.0,68.0,6.0,0.0,0.0,5.0,458.0,44.0
E01001367,Ealing ,1089,187.0,135.0,279.0,112.0,32.0,4.0,5.0,16.0,148.0,171.0
E01001372,Ealing ,1065,195.0,152.0,236.0,106.0,24.0,5.0,4.0,15.0,156.0,172.0
E01001373,Ealing ,871,132.0,121.0,207.0,83.0,26.0,4.0,6.0,12.0,144.0,136.0
E01001366,Ealing ,771,106.0,134.0,168.0,62.0,21.0,5.0,4.0,14.0,109.0,148.0
E01001368,Ealing ,722,101.0,123.0,144.0,63.0,20.0,5.0,2.0,13.0,128.0,123.0
E01001370,Ealing ,952,143.0,141.0,196.0,79.0,17.0,7.0,5.0,8.0,155.0,201.0
E01001371,Ealing ,859,148.0,140.0,176.0,62.0,15.0,7.0,2.0,10.0,143.0,156.0
E01001444,Enfield ,736,54.0,88.0,94.0,145.0,30.0,6.0,4.0,10.0,174.0,131.0
E01001446,Enfield ,787,71.0,120.0,83.0,139.0,20.0,12.0,3.0,6.0,184.0,149.0
E01001546,Enfield ,743,58.0,124.0,98.0,137.0,19.0,8.0,4.0,2.0,166.0,127.0
E01001552,Enfield ,827,64.0,133.0,101.0,138.0,31.0,9.0,5.0,7.0,190.0,149.0
E01001442,Enfield ,584,77.0,90.0,72.0,108.0,21.0,14.0,3.0,9.0,75.0,115.0
E01001545,Enfield ,691,56.0,116.0,96.0,125.0,23.0,1.0,3.0,8.0,117.0,146.0
E01001547,Enfield ,842,80.0,91.0,107.0,153.0,38.0,9.0,8.0,7.0,194.0,155.0
E01001548,Enfield ,719,60.0,112.0,89.0,132.0,32.0,8.0,8.0,3.0,147.0,128.0
E01001551,Enfield ,691,52.0,114.0,78.0,107.0,32.0,4.0,3.0,8.0,160.0,133.0
E01001445,Enfield ,1256,110.0,127.0,127.0,242.0,54.0,13.0,5.0,9.0,355.0,214.0
E01001447,Enfield ,741,77.0,87.0,90.0,137.0,32.0,12.0,7.0,7.0,141.0,151.0
E01001448,Enfield ,806,95.0,81.0,92.0,163.0,26.0,4.0,4.0,11.0,185.0,145.0
E01001449,Enfield ,688,64.0,87.0,78.0,121.0,23.0,12.0,1.0,3.0,169.0,130.0
E01033148,Enfield ,963,66.0,82.0,122.0,165.0,64.0,9.0,4.0,8.0,250.0,193.0
E01033150,Enfield ,679,58.0,59.0,87.0,147.0,27.0,12.0,5.0,3.0,188.0,93.0
E01001408,Enfield ,863,79.0,84.0,90.0,114.0,14.0,4.0,0.0,1.0,358.0,119.0
E01001411,Enfield ,870,77.0,90.0,81.0,113.0,15.0,5.0,6.0,5.0,358.0,120.0
E01001412,Enfield ,818,39.0,111.0,112.0,116.0,21.0,2.0,1.0,5.0,255.0,156.0
E01001413,Enfield ,781,65.0,77.0,70.0,91.0,20.0,2.0,3.0,5.0,344.0,104.0
E01001414,Enfield ,627,83.0,101.0,80.0,97.0,15.0,9.0,4.0,8.0,120.0,110.0
E01001407,Enfield ,759,52.0,111.0,74.0,112.0,24.0,1.0,2.0,5.0,246.0,132.0
E01001409,Enfield ,917,100.0,135.0,101.0,123.0,44.0,9.0,4.0,8.0,226.0,167.0
E01001410,Enfield ,815,73.0,101.0,114.0,145.0,31.0,6.0,4.0,6.0,192.0,143.0
E01001516,Enfield ,903,90.0,112.0,119.0,104.0,22.0,7.0,4.0,10.0,236.0,199.0
E01001537,Enfield ,843,95.0,115.0,90.0,112.0,18.0,6.0,4.0,3.0,257.0,143.0
E01001439,Enfield ,797,81.0,116.0,127.0,129.0,31.0,3.0,1.0,8.0,148.0,153.0
E01001441,Enfield ,579,60.0,79.0,71.0,109.0,29.0,4.0,5.0,2.0,123.0,97.0
E01001517,Enfield ,641,85.0,109.0,73.0,106.0,15.0,6.0,6.0,6.0,108.0,127.0
E01001549,Enfield ,722,83.0,111.0,110.0,139.0,18.0,5.0,6.0,8.0,119.0,123.0
E01001550,Enfield ,733,81.0,104.0,104.0,129.0,27.0,15.0,4.0,12.0,132.0,125.0
E01001433,Enfield ,705,77.0,108.0,91.0,143.0,19.0,8.0,2.0,10.0,118.0,129.0
E01001434,Enfield ,713,86.0,75.0,67.0,141.0,30.0,11.0,4.0,7.0,142.0,150.0
E01001435,Enfield ,626,66.0,95.0,86.0,97.0,18.0,7.0,6.0,2.0,140.0,109.0
E01001436,Enfield ,766,58.0,109.0,100.0,132.0,33.0,4.0,1.0,9.0,165.0,155.0
E01001438,Enfield ,679,73.0,90.0,99.0,121.0,12.0,7.0,3.0,9.0,130.0,135.0
E01001469,Enfield ,853,70.0,86.0,94.0,103.0,18.0,6.0,0.0,3.0,327.0,146.0
E01001536,Enfield ,952,79.0,77.0,71.0,138.0,17.0,7.0,3.0,2.0,420.0,138.0
E01001540,Enfield ,920,76.0,79.0,82.0,127.0,27.0,11.0,0.0,5.0,381.0,132.0
E01001541,Enfield ,787,58.0,67.0,60.0,96.0,14.0,1.0,1.0,1.0,402.0,87.0
E01001542,Enfield ,726,79.0,87.0,64.0,91.0,10.0,9.0,3.0,6.0,249.0,128.0
E01001538,Enfield ,821,99.0,90.0,83.0,110.0,14.0,3.0,4.0,4.0,287.0,127.0
E01001539,Enfield ,811,84.0,98.0,75.0,111.0,6.0,3.0,5.0,3.0,304.0,122.0
E01001543,Enfield ,781,89.0,86.0,78.0,89.0,12.0,0.0,4.0,8.0,299.0,116.0
E01001544,Enfield ,809,83.0,98.0,64.0,111.0,16.0,4.0,2.0,3.0,318.0,110.0
E01001457,Enfield ,896,62.0,66.0,82.0,105.0,15.0,4.0,1.0,4.0,443.0,114.0
E01001468,Enfield ,684,51.0,55.0,110.0,77.0,17.0,5.0,3.0,6.0,295.0,65.0
E01001471,Enfield ,894,69.0,86.0,107.0,132.0,15.0,7.0,4.0,4.0,344.0,126.0
E01001472,Enfield ,839,68.0,92.0,75.0,98.0,9.0,1.0,4.0,3.0,373.0,116.0
E01001474,Enfield ,882,59.0,85.0,79.0,108.0,23.0,7.0,3.0,4.0,418.0,96.0
E01001415,Enfield ,1000,52.0,72.0,116.0,118.0,11.0,4.0,3.0,8.0,469.0,147.0
E01001417,Enfield ,898,9.0,50.0,112.0,131.0,34.0,10.0,1.0,12.0,482.0,57.0
E01001418,Enfield ,765,53.0,72.0,87.0,104.0,11.0,5.0,2.0,1.0,314.0,116.0
E01001422,Enfield ,762,8.0,41.0,99.0,125.0,17.0,8.0,8.0,5.0,391.0,60.0
E01001440,Enfield ,653,83.0,92.0,72.0,112.0,11.0,4.0,4.0,6.0,154.0,115.0
E01001504,Enfield ,759,83.0,114.0,68.0,124.0,17.0,7.0,21.0,5.0,159.0,161.0
E01001505,Enfield ,827,130.0,132.0,104.0,103.0,8.0,8.0,3.0,10.0,200.0,129.0
E01001507,Enfield ,903,87.0,126.0,84.0,219.0,26.0,9.0,6.0,15.0,140.0,191.0
E01001508,Enfield ,941,90.0,176.0,116.0,130.0,17.0,9.0,3.0,8.0,203.0,189.0
E01001513,Enfield ,803,89.0,138.0,97.0,87.0,21.0,9.0,5.0,10.0,190.0,157.0
E01001416,Enfield ,860,42.0,96.0,75.0,98.0,13.0,8.0,7.0,0.0,421.0,100.0
E01001470,Enfield ,755,55.0,100.0,81.0,93.0,8.0,0.0,2.0,6.0,328.0,82.0
E01001473,Enfield ,712,31.0,101.0,81.0,96.0,11.0,0.0,4.0,9.0,272.0,107.0
E01001475,Enfield ,877,44.0,89.0,92.0,123.0,20.0,2.0,7.0,3.0,396.0,101.0
E01001437,Enfield ,856,100.0,124.0,128.0,144.0,27.0,16.0,4.0,8.0,154.0,151.0
E01001509,Enfield ,676,70.0,119.0,99.0,102.0,20.0,7.0,6.0,7.0,111.0,135.0
E01033926,Enfield ,1005,102.0,146.0,116.0,181.0,17.0,8.0,3.0,7.0,235.0,190.0
E01001405,Enfield ,715,44.0,84.0,52.0,113.0,15.0,6.0,0.0,6.0,274.0,121.0
E01001406,Enfield ,788,79.0,87.0,69.0,122.0,16.0,4.0,3.0,4.0,277.0,127.0
E01001450,Enfield ,1148,106.0,138.0,112.0,162.0,17.0,7.0,4.0,4.0,420.0,178.0
E01001512,Enfield ,1154,105.0,126.0,106.0,159.0,15.0,7.0,2.0,0.0,469.0,165.0
E01001515,Enfield ,809,81.0,116.0,81.0,107.0,22.0,8.0,3.0,7.0,194.0,190.0
E01001401,Enfield ,642,63.0,72.0,60.0,78.0,12.0,2.0,2.0,5.0,246.0,102.0
E01001478,Enfield ,731,75.0,111.0,65.0,116.0,12.0,6.0,2.0,7.0,191.0,146.0
E01001484,Enfield ,576,57.0,108.0,51.0,95.0,16.0,6.0,4.0,4.0,129.0,106.0
E01001511,Enfield ,870,94.0,89.0,80.0,117.0,11.0,8.0,2.0,5.0,312.0,152.0
E01001514,Enfield ,837,80.0,114.0,66.0,108.0,17.0,8.0,2.0,8.0,291.0,143.0
E01001518,Enfield ,819,95.0,102.0,73.0,103.0,19.0,3.0,5.0,3.0,306.0,110.0
E01001451,Enfield ,795,52.0,85.0,64.0,83.0,12.0,4.0,1.0,1.0,370.0,123.0
E01001452,Enfield ,634,51.0,65.0,53.0,69.0,5.0,5.0,3.0,0.0,315.0,68.0
E01001453,Enfield ,752,35.0,80.0,69.0,94.0,7.0,6.0,3.0,2.0,375.0,81.0
E01001454,Enfield ,731,39.0,73.0,61.0,95.0,21.0,6.0,2.0,4.0,331.0,99.0
E01001476,Enfield ,680,68.0,131.0,83.0,114.0,16.0,2.0,5.0,8.0,144.0,109.0
E01001477,Enfield ,749,73.0,116.0,110.0,123.0,21.0,5.0,6.0,10.0,144.0,141.0
E01001481,Enfield ,693,68.0,131.0,97.0,131.0,27.0,4.0,2.0,7.0,105.0,121.0
E01001502,Enfield ,805,67.0,132.0,95.0,127.0,17.0,9.0,2.0,9.0,176.0,171.0
E01001503,Enfield ,744,68.0,128.0,99.0,116.0,15.0,6.0,0.0,11.0,163.0,138.0
E01001520,Enfield ,799,53.0,92.0,68.0,100.0,11.0,6.0,5.0,6.0,319.0,139.0
E01001522,Enfield ,849,54.0,104.0,64.0,107.0,12.0,4.0,0.0,4.0,379.0,121.0
E01001523,Enfield ,808,51.0,94.0,56.0,95.0,12.0,6.0,3.0,0.0,360.0,131.0
E01001524,Enfield ,749,53.0,69.0,96.0,89.0,6.0,2.0,5.0,15.0,305.0,109.0
E01001526,Enfield ,771,35.0,66.0,94.0,90.0,5.0,6.0,1.0,4.0,341.0,129.0
E01001419,Enfield ,872,39.0,84.0,98.0,121.0,21.0,12.0,3.0,3.0,357.0,134.0
E01001420,Enfield ,761,67.0,70.0,105.0,113.0,14.0,6.0,2.0,6.0,248.0,130.0
E01001421,Enfield ,755,38.0,69.0,97.0,115.0,15.0,3.0,3.0,5.0,255.0,155.0
E01001525,Enfield ,896,45.0,82.0,96.0,118.0,16.0,4.0,5.0,7.0,382.0,141.0
E01033927,Enfield ,811,55.0,70.0,91.0,97.0,16.0,4.0,1.0,2.0,271.0,204.0
E01033928,Enfield ,684,45.0,54.0,67.0,91.0,5.0,4.0,7.0,1.0,268.0,142.0
E01001398,Enfield ,657,50.0,83.0,42.0,81.0,9.0,3.0,0.0,1.0,299.0,89.0
E01001399,Enfield ,739,48.0,90.0,80.0,139.0,10.0,12.0,3.0,12.0,237.0,108.0
E01001400,Enfield ,692,60.0,114.0,58.0,83.0,6.0,0.0,1.0,1.0,274.0,95.0
E01001402,Enfield ,915,58.0,117.0,85.0,125.0,19.0,3.0,3.0,4.0,361.0,140.0
E01001403,Enfield ,784,49.0,128.0,90.0,104.0,14.0,1.0,1.0,1.0,280.0,116.0
E01001455,Enfield ,717,47.0,86.0,79.0,92.0,9.0,3.0,2.0,3.0,272.0,124.0
E01001456,Enfield ,711,47.0,70.0,57.0,70.0,8.0,4.0,2.0,3.0,363.0,87.0
E01001564,Enfield ,827,34.0,53.0,57.0,86.0,14.0,3.0,2.0,1.0,483.0,94.0
E01001567,Enfield ,761,42.0,70.0,43.0,78.0,11.0,4.0,2.0,5.0,421.0,85.0
E01001568,Enfield ,985,90.0,71.0,95.0,96.0,10.0,9.0,0.0,10.0,514.0,90.0
E01001569,Enfield ,875,38.0,97.0,81.0,94.0,14.0,9.0,2.0,2.0,401.0,137.0
E01001479,Enfield ,707,53.0,134.0,88.0,105.0,12.0,3.0,4.0,3.0,142.0,163.0
E01001482,Enfield ,692,79.0,102.0,98.0,115.0,19.0,6.0,2.0,9.0,127.0,135.0
E01001487,Enfield ,747,67.0,106.0,108.0,122.0,21.0,4.0,3.0,4.0,144.0,168.0
E01001489,Enfield ,716,76.0,102.0,123.0,96.0,21.0,7.0,2.0,7.0,133.0,149.0
E01001491,Enfield ,830,67.0,161.0,104.0,141.0,13.0,3.0,2.0,12.0,152.0,175.0
E01001459,Enfield ,707,55.0,93.0,93.0,97.0,18.0,8.0,1.0,5.0,176.0,161.0
E01001460,Enfield ,852,75.0,110.0,95.0,160.0,15.0,5.0,6.0,8.0,136.0,242.0
E01001462,Enfield ,585,60.0,82.0,65.0,79.0,18.0,7.0,2.0,12.0,156.0,104.0
E01001480,Enfield ,665,64.0,119.0,85.0,117.0,6.0,4.0,1.0,3.0,157.0,109.0
E01001488,Enfield ,801,68.0,137.0,90.0,121.0,23.0,7.0,4.0,6.0,162.0,183.0
E01001483,Enfield ,457,49.0,75.0,69.0,68.0,8.0,1.0,0.0,7.0,69.0,111.0
E01001485,Enfield ,687,84.0,112.0,92.0,122.0,15.0,3.0,3.0,7.0,106.0,143.0
E01001486,Enfield ,850,66.0,131.0,104.0,168.0,33.0,11.0,5.0,12.0,148.0,172.0
E01001492,Enfield ,866,97.0,144.0,104.0,141.0,17.0,8.0,3.0,11.0,176.0,165.0
E01033146,Enfield ,604,56.0,107.0,92.0,103.0,15.0,4.0,2.0,4.0,115.0,106.0
E01033151,Enfield ,505,54.0,96.0,69.0,88.0,8.0,2.0,7.0,4.0,89.0,88.0
E01001404,Enfield ,663,46.0,99.0,71.0,83.0,10.0,6.0,3.0,3.0,223.0,119.0
E01001493,Enfield ,844,55.0,134.0,94.0,102.0,16.0,15.0,2.0,5.0,232.0,189.0
E01001494,Enfield ,655,61.0,87.0,73.0,75.0,15.0,5.0,4.0,5.0,215.0,115.0
E01001496,Enfield ,948,58.0,110.0,101.0,92.0,10.0,14.0,2.0,3.0,333.0,225.0
E01001570,Enfield ,914,47.0,134.0,95.0,107.0,14.0,2.0,1.0,4.0,356.0,154.0
E01001423,Enfield ,663,77.0,103.0,75.0,95.0,15.0,5.0,5.0,7.0,138.0,143.0
E01001425,Enfield ,732,95.0,98.0,108.0,96.0,20.0,9.0,7.0,4.0,134.0,161.0
E01001428,Enfield ,699,84.0,96.0,81.0,113.0,19.0,1.0,4.0,6.0,137.0,158.0
E01001461,Enfield ,581,57.0,91.0,69.0,96.0,11.0,6.0,0.0,3.0,102.0,146.0
E01001464,Enfield ,545,68.0,99.0,72.0,71.0,16.0,4.0,6.0,6.0,99.0,104.0
E01001521,Enfield ,905,46.0,86.0,96.0,116.0,10.0,1.0,5.0,4.0,424.0,117.0
E01001531,Enfield ,734,37.0,76.0,62.0,87.0,8.0,1.0,3.0,1.0,377.0,82.0
E01001532,Enfield ,865,30.0,84.0,72.0,82.0,13.0,0.0,4.0,6.0,477.0,97.0
E01001533,Enfield ,711,35.0,63.0,78.0,69.0,13.0,2.0,4.0,5.0,356.0,86.0
E01001535,Enfield ,651,46.0,69.0,80.0,72.0,6.0,6.0,2.0,2.0,272.0,96.0
E01001495,Enfield ,1037,30.0,131.0,86.0,178.0,13.0,4.0,14.0,0.0,396.0,185.0
E01001498,Enfield ,956,53.0,90.0,100.0,117.0,11.0,9.0,3.0,5.0,359.0,209.0
E01001563,Enfield ,923,42.0,86.0,74.0,116.0,19.0,3.0,1.0,1.0,403.0,178.0
E01001565,Enfield ,866,32.0,88.0,89.0,107.0,9.0,5.0,5.0,3.0,407.0,121.0
E01001566,Enfield ,903,48.0,79.0,78.0,114.0,20.0,5.0,3.0,5.0,438.0,113.0
E01001424,Enfield ,463,54.0,80.0,64.0,55.0,13.0,6.0,3.0,0.0,108.0,80.0
E01001426,Enfield ,701,104.0,90.0,81.0,102.0,10.0,10.0,5.0,9.0,157.0,133.0
E01001427,Enfield ,626,72.0,95.0,78.0,83.0,15.0,5.0,3.0,9.0,121.0,145.0
E01001429,Enfield ,800,100.0,119.0,94.0,152.0,14.0,9.0,6.0,7.0,143.0,156.0
E01001430,Enfield ,700,98.0,118.0,105.0,123.0,17.0,7.0,4.0,11.0,82.0,135.0
E01001463,Enfield ,710,75.0,118.0,91.0,78.0,14.0,7.0,3.0,7.0,154.0,163.0
E01001465,Enfield ,716,49.0,83.0,101.0,86.0,11.0,7.0,1.0,9.0,153.0,216.0
E01001466,Enfield ,830,82.0,119.0,96.0,115.0,19.0,9.0,1.0,9.0,164.0,216.0
E01001467,Enfield ,885,110.0,126.0,128.0,115.0,17.0,10.0,0.0,5.0,204.0,170.0
E01001497,Enfield ,625,53.0,103.0,82.0,90.0,9.0,2.0,4.0,1.0,170.0,111.0
E01001499,Enfield ,703,53.0,130.0,89.0,89.0,14.0,1.0,4.0,5.0,210.0,108.0
E01001392,Enfield ,1001,40.0,83.0,117.0,129.0,11.0,3.0,3.0,5.0,438.0,172.0
E01001528,Enfield ,777,47.0,88.0,122.0,133.0,17.0,2.0,1.0,5.0,245.0,117.0
E01001529,Enfield ,946,76.0,94.0,153.0,135.0,5.0,2.0,9.0,8.0,230.0,234.0
E01001530,Enfield ,797,44.0,79.0,112.0,112.0,13.0,1.0,1.0,5.0,307.0,123.0
E01001534,Enfield ,839,48.0,52.0,112.0,117.0,6.0,3.0,3.0,8.0,352.0,138.0
E01001431,Enfield ,694,83.0,84.0,91.0,126.0,22.0,5.0,4.0,9.0,123.0,147.0
E01001432,Enfield ,774,116.0,101.0,94.0,119.0,22.0,8.0,4.0,3.0,137.0,170.0
E01001555,Enfield ,975,138.0,111.0,160.0,174.0,14.0,4.0,2.0,8.0,175.0,189.0
E01001557,Enfield ,686,81.0,86.0,99.0,99.0,19.0,6.0,8.0,12.0,139.0,137.0
E01001558,Enfield ,770,112.0,100.0,88.0,126.0,17.0,4.0,5.0,6.0,119.0,193.0
E01001559,Enfield ,828,84.0,103.0,127.0,125.0,20.0,8.0,2.0,8.0,154.0,197.0
E01001394,Enfield ,928,79.0,91.0,147.0,142.0,24.0,6.0,3.0,10.0,200.0,226.0
E01001395,Enfield ,737,59.0,106.0,99.0,99.0,12.0,3.0,3.0,0.0,183.0,173.0
E01001397,Enfield ,928,62.0,111.0,127.0,132.0,18.0,7.0,7.0,11.0,247.0,206.0
E01001500,Enfield ,691,50.0,75.0,77.0,97.0,10.0,6.0,0.0,5.0,253.0,118.0
E01001556,Enfield ,744,65.0,112.0,114.0,78.0,10.0,7.0,7.0,10.0,182.0,159.0
E01001560,Enfield ,703,64.0,94.0,72.0,107.0,15.0,3.0,3.0,6.0,186.0,153.0
E01001390,Enfield ,1015,43.0,84.0,100.0,158.0,13.0,1.0,4.0,6.0,450.0,156.0
E01001391,Enfield ,966,39.0,73.0,118.0,113.0,8.0,3.0,2.0,4.0,367.0,239.0
E01001393,Enfield ,1095,50.0,91.0,138.0,155.0,14.0,2.0,1.0,5.0,420.0,219.0
E01001396,Enfield ,748,56.0,89.0,96.0,88.0,6.0,7.0,2.0,7.0,206.0,191.0
E01001501,Enfield ,1066,49.0,108.0,128.0,146.0,11.0,6.0,1.0,6.0,372.0,239.0
E01001527,Enfield ,1012,40.0,137.0,99.0,130.0,20.0,3.0,1.0,6.0,440.0,136.0
E01001458,Enfield ,654,86.0,110.0,96.0,87.0,11.0,4.0,2.0,3.0,88.0,167.0
E01001553,Enfield ,640,67.0,89.0,106.0,79.0,12.0,9.0,3.0,5.0,105.0,165.0
E01001554,Enfield ,617,78.0,87.0,100.0,83.0,14.0,1.0,3.0,8.0,98.0,145.0
E01001562,Enfield ,840,190.0,121.0,115.0,98.0,12.0,3.0,2.0,5.0,160.0,134.0
E01032574,Enfield ,862,141.0,97.0,117.0,124.0,16.0,7.0,1.0,18.0,158.0,183.0
E01001690,Greenwich ,791,57.0,89.0,154.0,137.0,36.0,4.0,4.0,11.0,145.0,154.0
E01001692,Greenwich ,588,49.0,89.0,104.0,108.0,23.0,7.0,0.0,4.0,88.0,116.0
E01001693,Greenwich ,609,48.0,82.0,90.0,120.0,28.0,10.0,3.0,11.0,105.0,112.0
E01001694,Greenwich ,811,68.0,86.0,123.0,140.0,26.0,7.0,7.0,7.0,166.0,181.0
E01001687,Greenwich ,611,43.0,64.0,89.0,98.0,11.0,6.0,14.0,11.0,142.0,133.0
E01001688,Greenwich ,1121,49.0,115.0,186.0,203.0,37.0,10.0,8.0,11.0,285.0,217.0
E01033739,Greenwich ,834,39.0,68.0,105.0,164.0,18.0,10.0,3.0,21.0,248.0,158.0
E01033740,Greenwich ,775,54.0,73.0,94.0,159.0,16.0,5.0,5.0,16.0,215.0,138.0
E01033741,Greenwich ,1009,52.0,90.0,120.0,151.0,26.0,7.0,3.0,14.0,305.0,241.0
E01033743,Greenwich ,865,42.0,94.0,124.0,173.0,27.0,14.0,9.0,21.0,206.0,155.0
E01033745,Greenwich ,837,63.0,72.0,110.0,142.0,25.0,20.0,6.0,13.0,246.0,140.0
E01001575,Greenwich ,684,32.0,95.0,111.0,128.0,27.0,8.0,4.0,7.0,140.0,132.0
E01001576,Greenwich ,786,68.0,122.0,102.0,131.0,21.0,10.0,1.0,8.0,139.0,184.0
E01001577,Greenwich ,809,56.0,108.0,117.0,169.0,25.0,7.0,6.0,24.0,129.0,168.0
E01001578,Greenwich ,1144,55.0,125.0,141.0,248.0,39.0,29.0,1.0,10.0,271.0,225.0
E01001579,Greenwich ,749,76.0,83.0,116.0,150.0,27.0,3.0,4.0,5.0,149.0,136.0
E01001705,Greenwich ,986,90.0,113.0,133.0,185.0,19.0,7.0,3.0,10.0,245.0,181.0
E01001708,Greenwich ,843,68.0,78.0,109.0,109.0,7.0,8.0,2.0,2.0,351.0,109.0
E01001710,Greenwich ,703,98.0,85.0,116.0,152.0,18.0,4.0,0.0,9.0,102.0,119.0
E01034173,Greenwich ,741,92.0,84.0,98.0,135.0,11.0,7.0,12.0,5.0,182.0,115.0
E01001672,Greenwich ,925,78.0,116.0,149.0,201.0,21.0,7.0,7.0,8.0,171.0,167.0
E01001673,Greenwich ,962,68.0,100.0,182.0,204.0,21.0,11.0,3.0,8.0,177.0,188.0
E01001674,Greenwich ,973,57.0,139.0,132.0,175.0,22.0,18.0,3.0,15.0,226.0,186.0
E01001675,Greenwich ,1202,150.0,162.0,228.0,262.0,17.0,6.0,1.0,11.0,188.0,177.0
E01001677,Greenwich ,904,56.0,130.0,97.0,170.0,26.0,9.0,5.0,13.0,234.0,164.0
E01001631,Greenwich ,894,95.0,107.0,151.0,148.0,18.0,4.0,3.0,9.0,190.0,169.0
E01001632,Greenwich ,925,108.0,103.0,130.0,179.0,19.0,4.0,0.0,9.0,223.0,150.0
E01001635,Greenwich ,853,65.0,68.0,100.0,132.0,21.0,1.0,5.0,6.0,321.0,134.0
E01001636,Greenwich ,783,59.0,100.0,88.0,138.0,9.0,10.0,4.0,7.0,206.0,162.0
E01033742,Greenwich ,822,32.0,47.0,99.0,157.0,18.0,5.0,4.0,12.0,327.0,121.0
E01033744,Greenwich ,842,67.0,80.0,147.0,146.0,25.0,3.0,2.0,11.0,247.0,114.0
E01001571,Greenwich ,945,56.0,122.0,123.0,153.0,40.0,7.0,5.0,9.0,259.0,171.0
