LSOA21CD,Borough,Total: All usual residents aged 16 years and over in employment the week before the census,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Works mainly from home,"Works mainly at an offshore installation, in no fixed place, or outside the UK"
E01002655,Hounslow ,913,96.0,125.0,134.0,100.0,21.0,6.0,5.0,5.0,253.0,168.0
E01002656,Hounslow ,727,64.0,97.0,76.0,69.0,15.0,2.0,2.0,3.0,261.0,138.0
E01002659,Hounslow ,758,80.0,91.0,73.0,78.0,14.0,4.0,0.0,4.0,273.0,141.0
E01002667,Hounslow ,1088,103.0,106.0,123.0,109.0,8.0,10.0,6.0,9.0,487.0,127.0
E01002670,Hounslow ,983,110.0,98.0,109.0,88.0,14.0,6.0,2.0,4.0,406.0,146.0
E01002671,Hounslow ,861,81.0,78.0,85.0,68.0,12.0,5.0,2.0,5.0,404.0,121.0
E01002672,Hounslow ,811,90.0,101.0,116.0,83.0,11.0,2.0,4.0,6.0,264.0,134.0
E01002673,Hounslow ,527,93.0,83.0,80.0,57.0,5.0,2.0,5.0,5.0,89.0,108.0
E01002647,Hounslow ,935,67.0,161.0,141.0,109.0,24.0,6.0,3.0,12.0,237.0,175.0
E01002650,Hounslow ,1128,90.0,162.0,178.0,134.0,26.0,11.0,1.0,8.0,299.0,219.0
E01002651,Hounslow ,896,80.0,125.0,148.0,92.0,19.0,9.0,1.0,14.0,265.0,143.0
E01002652,Hounslow ,941,98.0,139.0,154.0,86.0,9.0,8.0,4.0,13.0,235.0,195.0
E01002666,Hounslow ,914,88.0,134.0,143.0,97.0,17.0,9.0,3.0,9.0,199.0,215.0
E01002555,Hounslow ,1042,77.0,195.0,152.0,133.0,57.0,9.0,5.0,8.0,239.0,167.0
E01002556,Hounslow ,911,76.0,167.0,163.0,111.0,38.0,9.0,1.0,9.0,182.0,155.0
E01002590,Hounslow ,1110,95.0,154.0,197.0,109.0,50.0,9.0,5.0,6.0,285.0,200.0
E01002592,Hounslow ,979,84.0,197.0,190.0,106.0,22.0,5.0,4.0,4.0,190.0,177.0
E01002595,Hounslow ,1035,112.0,164.0,189.0,136.0,41.0,8.0,6.0,6.0,191.0,182.0
E01002557,Hounslow ,991,80.0,190.0,183.0,87.0,41.0,4.0,2.0,19.0,170.0,215.0
E01002558,Hounslow ,984,79.0,191.0,167.0,114.0,56.0,7.0,5.0,6.0,190.0,169.0
E01002559,Hounslow ,1272,94.0,264.0,238.0,119.0,51.0,14.0,4.0,20.0,238.0,230.0
E01002560,Hounslow ,907,76.0,182.0,156.0,93.0,35.0,4.0,2.0,8.0,181.0,170.0
E01002561,Hounslow ,772,81.0,127.0,133.0,82.0,21.0,18.0,4.0,14.0,125.0,167.0
E01002591,Hounslow ,962,88.0,185.0,164.0,101.0,30.0,8.0,1.0,8.0,195.0,182.0
E01002593,Hounslow ,1096,99.0,187.0,216.0,106.0,47.0,4.0,7.0,10.0,208.0,212.0
E01002594,Hounslow ,1088,104.0,182.0,171.0,135.0,34.0,4.0,3.0,8.0,241.0,206.0
E01002611,Hounslow ,989,80.0,156.0,167.0,87.0,27.0,7.0,6.0,10.0,238.0,211.0
E01002612,Hounslow ,1063,77.0,161.0,152.0,123.0,41.0,11.0,3.0,16.0,319.0,160.0
E01002613,Hounslow ,940,83.0,151.0,152.0,103.0,32.0,7.0,9.0,7.0,197.0,199.0
E01002598,Hounslow ,976,96.0,162.0,186.0,85.0,71.0,13.0,1.0,10.0,196.0,156.0
E01002599,Hounslow ,748,75.0,107.0,147.0,82.0,29.0,10.0,3.0,4.0,164.0,127.0
E01002600,Hounslow ,786,73.0,114.0,159.0,88.0,28.0,6.0,4.0,9.0,148.0,157.0
E01002603,Hounslow ,967,102.0,138.0,162.0,98.0,36.0,9.0,5.0,5.0,234.0,178.0
E01033000,Hounslow ,733,75.0,122.0,138.0,86.0,18.0,4.0,2.0,8.0,141.0,139.0
E01033030,Hounslow ,993,66.0,100.0,108.0,72.0,43.0,9.0,0.0,4.0,501.0,90.0
E01002604,Hounslow ,682,62.0,134.0,114.0,67.0,23.0,6.0,3.0,5.0,132.0,136.0
E01002605,Hounslow ,1042,95.0,157.0,174.0,115.0,29.0,11.0,0.0,5.0,205.0,251.0
E01002606,Hounslow ,698,73.0,119.0,125.0,80.0,23.0,5.0,2.0,7.0,114.0,150.0
E01002607,Hounslow ,1228,133.0,198.0,216.0,157.0,25.0,9.0,9.0,16.0,247.0,218.0
E01002615,Hounslow ,664,72.0,117.0,125.0,75.0,19.0,5.0,3.0,7.0,126.0,115.0
E01002596,Hounslow ,1008,81.0,151.0,193.0,112.0,43.0,3.0,0.0,8.0,239.0,178.0
E01002601,Hounslow ,952,50.0,128.0,191.0,106.0,49.0,10.0,3.0,9.0,237.0,169.0
E01002602,Hounslow ,782,64.0,116.0,142.0,61.0,26.0,4.0,0.0,6.0,218.0,145.0
E01002614,Hounslow ,1063,80.0,159.0,174.0,101.0,39.0,12.0,4.0,11.0,304.0,179.0
E01002616,Hounslow ,785,64.0,112.0,141.0,93.0,34.0,6.0,1.0,10.0,169.0,155.0
E01002608,Hounslow ,847,76.0,157.0,141.0,76.0,35.0,4.0,0.0,7.0,167.0,184.0
E01002609,Hounslow ,867,63.0,137.0,148.0,91.0,16.0,6.0,2.0,6.0,235.0,163.0
E01002610,Hounslow ,716,59.0,114.0,126.0,71.0,28.0,8.0,1.0,6.0,145.0,158.0
E01002617,Hounslow ,861,60.0,116.0,133.0,83.0,27.0,8.0,5.0,6.0,265.0,158.0
E01002687,Hounslow ,933,58.0,73.0,122.0,56.0,10.0,2.0,4.0,2.0,535.0,71.0
E01002691,Hounslow ,871,50.0,94.0,126.0,75.0,3.0,2.0,2.0,7.0,379.0,133.0
E01002692,Hounslow ,1173,64.0,99.0,121.0,99.0,9.0,2.0,3.0,8.0,672.0,96.0
E01002693,Hounslow ,877,52.0,60.0,81.0,67.0,5.0,4.0,1.0,5.0,542.0,60.0
E01032573,Hounslow ,1043,64.0,81.0,98.0,71.0,14.0,5.0,4.0,6.0,615.0,85.0
E01002562,Hounslow ,619,46.0,104.0,66.0,50.0,8.0,1.0,2.0,9.0,219.0,114.0
E01034042,Hounslow ,600,42.0,77.0,77.0,66.0,9.0,0.0,3.0,0.0,256.0,70.0
E01034043,Hounslow ,732,45.0,74.0,77.0,70.0,13.0,6.0,0.0,7.0,341.0,99.0
E01034044,Hounslow ,683,34.0,52.0,87.0,66.0,11.0,2.0,4.0,7.0,360.0,60.0
E01002564,Hounslow ,894,64.0,108.0,104.0,78.0,5.0,3.0,0.0,1.0,345.0,186.0
E01033081,Hounslow ,880,47.0,88.0,96.0,83.0,5.0,2.0,1.0,9.0,459.0,90.0
E01033082,Hounslow ,566,36.0,71.0,64.0,44.0,10.0,1.0,0.0,4.0,245.0,91.0
E01034045,Hounslow ,1152,75.0,125.0,149.0,137.0,16.0,6.0,6.0,10.0,510.0,118.0
E01034046,Hounslow ,770,80.0,118.0,132.0,65.0,13.0,4.0,5.0,4.0,185.0,164.0
E01002755,Islington ,613,56.0,66.0,100.0,26.0,6.0,2.0,2.0,5.0,261.0,89.0
E01002756,Islington ,746,54.0,57.0,99.0,35.0,8.0,3.0,2.0,6.0,433.0,49.0
E01002758,Islington ,749,91.0,92.0,148.0,31.0,6.0,1.0,3.0,6.0,277.0,94.0
E01002804,Islington ,752,51.0,93.0,125.0,32.0,5.0,1.0,2.0,2.0,373.0,68.0
E01002807,Islington ,829,84.0,113.0,114.0,29.0,6.0,0.0,1.0,3.0,386.0,93.0
E01002811,Islington ,850,69.0,74.0,138.0,30.0,14.0,2.0,1.0,3.0,418.0,101.0
E01002753,Islington ,768,72.0,96.0,110.0,31.0,7.0,0.0,0.0,5.0,366.0,81.0
E01002754,Islington ,815,42.0,71.0,131.0,29.0,5.0,4.0,3.0,3.0,457.0,70.0
E01002757,Islington ,689,56.0,66.0,98.0,20.0,9.0,1.0,3.0,3.0,379.0,54.0
E01002759,Islington ,777,42.0,62.0,104.0,26.0,2.0,2.0,3.0,3.0,461.0,72.0
E01002760,Islington ,769,73.0,106.0,93.0,31.0,8.0,3.0,0.0,1.0,359.0,95.0
E01002772,Islington ,1101,79.0,99.0,147.0,28.0,4.0,4.0,2.0,2.0,629.0,107.0
E01002735,Islington ,1652,72.0,165.0,252.0,70.0,46.0,4.0,3.0,10.0,899.0,131.0
E01002805,Islington ,960,50.0,76.0,133.0,25.0,9.0,0.0,0.0,5.0,571.0,91.0
E01002806,Islington ,938,38.0,77.0,138.0,27.0,10.0,3.0,2.0,8.0,555.0,80.0
E01002808,Islington ,1075,65.0,120.0,139.0,35.0,2.0,2.0,3.0,6.0,591.0,112.0
E01002809,Islington ,936,91.0,94.0,118.0,39.0,10.0,14.0,9.0,1.0,490.0,70.0
E01002810,Islington ,915,81.0,109.0,130.0,33.0,14.0,3.0,2.0,3.0,456.0,84.0
E01002768,Islington ,894,80.0,99.0,103.0,30.0,6.0,4.0,3.0,0.0,477.0,92.0
E01002770,Islington ,1062,61.0,108.0,123.0,29.0,8.0,1.0,2.0,4.0,636.0,90.0
E01002771,Islington ,853,73.0,101.0,112.0,25.0,5.0,2.0,3.0,1.0,433.0,98.0
E01002773,Islington ,686,102.0,103.0,126.0,31.0,14.0,1.0,1.0,4.0,240.0,64.0
E01002774,Islington ,1270,82.0,176.0,166.0,48.0,10.0,4.0,1.0,12.0,653.0,118.0
E01002732,Islington ,781,57.0,115.0,127.0,41.0,4.0,9.0,1.0,2.0,303.0,122.0
E01002734,Islington ,1063,110.0,161.0,199.0,63.0,10.0,1.0,3.0,1.0,401.0,114.0
E01002736,Islington ,524,50.0,82.0,84.0,29.0,8.0,0.0,4.0,5.0,186.0,76.0
E01002737,Islington ,837,67.0,130.0,134.0,43.0,7.0,2.0,0.0,4.0,346.0,104.0
E01002751,Islington ,843,64.0,147.0,110.0,29.0,10.0,5.0,1.0,6.0,363.0,108.0
E01002742,Islington ,1170,33.0,112.0,181.0,31.0,4.0,4.0,1.0,3.0,714.0,87.0
E01002747,Islington ,890,39.0,88.0,75.0,25.0,7.0,0.0,1.0,6.0,596.0,53.0
E01002748,Islington ,835,63.0,105.0,142.0,35.0,2.0,2.0,1.0,7.0,392.0,86.0
E01002749,Islington ,786,55.0,104.0,78.0,23.0,6.0,1.0,0.0,1.0,450.0,68.0
E01033493,Islington ,1029,21.0,87.0,71.0,30.0,5.0,3.0,5.0,2.0,772.0,33.0
E01033494,Islington ,893,39.0,107.0,83.0,14.0,5.0,0.0,0.0,0.0,583.0,62.0
E01002730,Islington ,1029,66.0,138.0,132.0,31.0,6.0,3.0,1.0,5.0,556.0,91.0
E01002733,Islington ,867,48.0,99.0,103.0,17.0,5.0,1.0,0.0,3.0,522.0,69.0
E01002763,Islington ,681,49.0,102.0,98.0,27.0,4.0,0.0,1.0,2.0,320.0,78.0
E01035651,Islington ,920,56.0,126.0,126.0,21.0,8.0,1.0,1.0,10.0,481.0,90.0
E01035652,Islington ,848,40.0,97.0,87.0,27.0,9.0,1.0,1.0,2.0,509.0,75.0
E01002769,Islington ,907,61.0,94.0,85.0,18.0,3.0,0.0,3.0,4.0,570.0,69.0
E01002785,Islington ,1071,46.0,122.0,116.0,20.0,9.0,4.0,2.0,6.0,636.0,110.0
E01002788,Islington ,1112,54.0,136.0,122.0,41.0,8.0,1.0,2.0,10.0,658.0,80.0
E01002789,Islington ,1062,52.0,122.0,84.0,16.0,3.0,1.0,4.0,7.0,690.0,83.0
E01002738,Islington ,1014,42.0,131.0,79.0,22.0,3.0,2.0,1.0,4.0,659.0,71.0
E01002741,Islington ,701,48.0,99.0,83.0,26.0,5.0,1.0,3.0,4.0,326.0,106.0
E01002743,Islington ,864,44.0,110.0,90.0,24.0,2.0,2.0,1.0,3.0,531.0,57.0
E01002744,Islington ,822,34.0,108.0,77.0,25.0,4.0,0.0,1.0,2.0,508.0,63.0
E01002752,Islington ,927,57.0,145.0,78.0,20.0,1.0,2.0,2.0,2.0,549.0,71.0
E01002764,Islington ,869,92.0,163.0,94.0,29.0,4.0,4.0,1.0,9.0,367.0,106.0
E01002783,Islington ,758,62.0,125.0,72.0,23.0,5.0,2.0,2.0,4.0,369.0,94.0
E01002784,Islington ,831,80.0,134.0,81.0,30.0,4.0,0.0,0.0,8.0,392.0,102.0
E01002786,Islington ,978,97.0,124.0,114.0,23.0,10.0,2.0,3.0,4.0,496.0,105.0
E01002787,Islington ,772,70.0,137.0,82.0,28.0,5.0,3.0,3.0,3.0,356.0,85.0
E01002762,Islington ,1165,68.0,159.0,106.0,32.0,9.0,3.0,1.0,7.0,670.0,110.0
E01002767,Islington ,1087,94.0,181.0,95.0,41.0,8.0,6.0,1.0,7.0,545.0,109.0
E01033486,Islington ,502,48.0,84.0,41.0,22.0,6.0,1.0,4.0,3.0,246.0,47.0
E01033487,Islington ,896,35.0,124.0,78.0,28.0,5.0,2.0,0.0,0.0,583.0,41.0
E01033488,Islington ,837,77.0,161.0,76.0,37.0,5.0,0.0,3.0,4.0,393.0,81.0
E01033491,Islington ,1200,85.0,191.0,107.0,35.0,4.0,0.0,0.0,7.0,681.0,90.0
E01035653,Islington ,1079,35.0,149.0,91.0,23.0,2.0,2.0,1.0,5.0,735.0,36.0
E01035654,Islington ,601,38.0,99.0,46.0,24.0,2.0,0.0,3.0,2.0,344.0,43.0
E01002777,Islington ,1007,55.0,125.0,105.0,36.0,5.0,4.0,3.0,1.0,582.0,91.0
E01002778,Islington ,819,71.0,149.0,83.0,41.0,3.0,1.0,2.0,10.0,368.0,91.0
E01002779,Islington ,1020,32.0,149.0,66.0,29.0,6.0,2.0,3.0,1.0,649.0,83.0
E01002781,Islington ,962,44.0,132.0,84.0,38.0,4.0,4.0,0.0,3.0,535.0,118.0
E01002782,Islington ,619,56.0,124.0,76.0,19.0,5.0,2.0,0.0,5.0,244.0,88.0
E01002739,Islington ,1051,46.0,144.0,62.0,19.0,2.0,1.0,1.0,5.0,716.0,55.0
E01002740,Islington ,1393,45.0,162.0,86.0,38.0,6.0,1.0,1.0,6.0,984.0,64.0
E01002745,Islington ,869,53.0,121.0,53.0,17.0,2.0,0.0,1.0,2.0,568.0,52.0
E01002795,Islington ,1105,48.0,168.0,82.0,27.0,6.0,0.0,6.0,8.0,682.0,78.0
E01002796,Islington ,574,33.0,91.0,31.0,12.0,4.0,1.0,0.0,4.0,337.0,61.0
E01002716,Islington ,1082,70.0,167.0,101.0,34.0,7.0,1.0,2.0,3.0,576.0,121.0
E01002718,Islington ,986,48.0,116.0,52.0,16.0,3.0,1.0,0.0,3.0,672.0,75.0
E01002721,Islington ,959,55.0,129.0,57.0,25.0,1.0,0.0,1.0,2.0,620.0,69.0
E01002775,Islington ,906,31.0,119.0,61.0,13.0,0.0,1.0,0.0,5.0,616.0,60.0
E01002776,Islington ,1023,55.0,154.0,88.0,42.0,4.0,0.0,1.0,2.0,604.0,73.0
E01002780,Islington ,996,56.0,169.0,115.0,24.0,12.0,3.0,0.0,6.0,518.0,93.0
E01002708,Islington ,1088,109.0,166.0,77.0,34.0,7.0,1.0,1.0,11.0,570.0,112.0
E01002712,Islington ,776,76.0,131.0,43.0,15.0,6.0,1.0,4.0,1.0,433.0,66.0
E01002713,Islington ,1088,104.0,187.0,86.0,44.0,13.0,5.0,1.0,5.0,488.0,155.0
E01002765,Islington ,1231,121.0,215.0,104.0,38.0,10.0,1.0,4.0,3.0,589.0,146.0
E01002766,Islington ,1048,114.0,212.0,99.0,49.0,7.0,0.0,3.0,19.0,412.0,133.0
E01002717,Islington ,629,28.0,86.0,43.0,17.0,3.0,0.0,0.0,7.0,395.0,50.0
E01002719,Islington ,824,41.0,89.0,47.0,16.0,5.0,0.0,3.0,3.0,571.0,49.0
E01002720,Islington ,936,90.0,183.0,88.0,39.0,7.0,2.0,2.0,8.0,406.0,111.0
E01002790,Islington ,618,61.0,102.0,39.0,17.0,4.0,0.0,1.0,0.0,307.0,87.0
E01002791,Islington ,1052,32.0,129.0,58.0,16.0,5.0,1.0,1.0,3.0,756.0,51.0
E01002793,Islington ,991,71.0,148.0,60.0,24.0,7.0,2.0,0.0,8.0,578.0,93.0
E01002698,Islington ,1265,70.0,157.0,58.0,33.0,4.0,2.0,1.0,6.0,862.0,72.0
E01002699,Islington ,860,64.0,110.0,38.0,30.0,6.0,5.0,1.0,1.0,537.0,68.0
E01002700,Islington ,732,37.0,93.0,27.0,13.0,2.0,3.0,2.0,0.0,516.0,39.0
E01002714,Islington ,948,54.0,114.0,45.0,14.0,2.0,1.0,2.0,2.0,649.0,65.0
E01002792,Islington ,1131,56.0,179.0,62.0,27.0,3.0,0.0,2.0,3.0,729.0,70.0
E01002722,Islington ,754,60.0,105.0,55.0,23.0,1.0,0.0,2.0,3.0,451.0,54.0
E01002797,Islington ,956,73.0,138.0,66.0,31.0,2.0,1.0,0.0,5.0,550.0,90.0
E01002798,Islington ,1148,64.0,138.0,73.0,8.0,6.0,3.0,2.0,3.0,766.0,85.0
E01002799,Islington ,903,89.0,170.0,79.0,29.0,3.0,5.0,1.0,3.0,420.0,104.0
E01002800,Islington ,905,72.0,152.0,80.0,25.0,1.0,4.0,0.0,4.0,476.0,91.0
E01002694,Islington ,733,82.0,147.0,83.0,38.0,7.0,14.0,2.0,2.0,277.0,81.0
E01002697,Islington ,918,120.0,190.0,73.0,53.0,13.0,3.0,8.0,9.0,346.0,103.0
E01002709,Islington ,817,115.0,115.0,61.0,27.0,4.0,0.0,3.0,5.0,400.0,87.0
E01002710,Islington ,740,90.0,114.0,51.0,31.0,7.0,2.0,3.0,7.0,321.0,114.0
E01002715,Islington ,690,100.0,147.0,50.0,26.0,8.0,0.0,0.0,2.0,266.0,91.0
E01002696,Islington ,1078,72.0,135.0,49.0,23.0,2.0,1.0,2.0,3.0,741.0,50.0
E01002794,Islington ,1293,62.0,156.0,47.0,13.0,6.0,1.0,2.0,6.0,918.0,82.0
E01002801,Islington ,906,51.0,118.0,40.0,19.0,2.0,1.0,1.0,1.0,634.0,39.0
E01002802,Islington ,1034,81.0,139.0,51.0,25.0,3.0,3.0,0.0,7.0,646.0,79.0
E01035655,Islington ,890,85.0,126.0,53.0,21.0,3.0,10.0,2.0,9.0,495.0,86.0
E01035656,Islington ,859,91.0,81.0,39.0,25.0,7.0,2.0,2.0,4.0,565.0,43.0
E01002695,Islington ,906,93.0,109.0,55.0,20.0,5.0,0.0,1.0,1.0,545.0,77.0
E01002711,Islington ,1001,110.0,119.0,59.0,26.0,5.0,4.0,2.0,8.0,595.0,73.0
E01002727,Islington ,927,98.0,121.0,38.0,17.0,3.0,3.0,1.0,3.0,572.0,71.0
E01002728,Islington ,471,69.0,58.0,29.0,15.0,6.0,0.0,0.0,5.0,242.0,47.0
E01002729,Islington ,767,102.0,106.0,35.0,11.0,4.0,1.0,1.0,5.0,412.0,90.0
E01002707,Islington ,1003,115.0,131.0,51.0,20.0,4.0,2.0,0.0,5.0,577.0,98.0
E01002723,Islington ,729,101.0,97.0,39.0,20.0,5.0,1.0,1.0,3.0,393.0,69.0
E01002724,Islington ,1100,131.0,77.0,42.0,14.0,2.0,1.0,6.0,9.0,762.0,56.0
E01002725,Islington ,582,104.0,82.0,39.0,16.0,4.0,0.0,0.0,7.0,251.0,79.0
E01002726,Islington ,827,101.0,100.0,44.0,13.0,0.0,4.0,1.0,7.0,478.0,79.0
E01033489,Islington ,867,105.0,71.0,23.0,13.0,5.0,3.0,2.0,1.0,602.0,42.0
E01033490,Islington ,656,79.0,64.0,43.0,16.0,3.0,3.0,5.0,10.0,377.0,56.0
E01002701,Islington ,682,103.0,90.0,49.0,20.0,4.0,1.0,0.0,9.0,342.0,64.0
E01002702,Islington ,1108,173.0,146.0,65.0,24.0,10.0,2.0,0.0,6.0,566.0,116.0
E01002703,Islington ,1209,170.0,125.0,84.0,28.0,6.0,2.0,6.0,10.0,671.0,107.0
E01002704,Islington ,1208,156.0,141.0,91.0,23.0,6.0,2.0,1.0,9.0,667.0,112.0
E01002706,Islington ,994,146.0,118.0,59.0,22.0,2.0,0.0,3.0,9.0,534.0,101.0
E01002852,Kensington and Chelsea ,884,104.0,122.0,120.0,39.0,5.0,2.0,0.0,5.0,367.0,120.0
E01002853,Kensington and Chelsea ,660,87.0,102.0,77.0,29.0,1.0,2.0,5.0,10.0,270.0,77.0
E01002854,Kensington and Chelsea ,482,71.0,120.0,45.0,15.0,3.0,0.0,3.0,1.0,148.0,76.0
E01002855,Kensington and Chelsea ,676,85.0,117.0,74.0,9.0,2.0,2.0,4.0,3.0,270.0,110.0
E01002857,Kensington and Chelsea ,652,111.0,155.0,82.0,16.0,1.0,1.0,1.0,10.0,143.0,132.0
E01002904,Kensington and Chelsea ,464,63.0,96.0,76.0,14.0,5.0,3.0,1.0,2.0,123.0,81.0
E01002905,Kensington and Chelsea ,651,76.0,75.0,113.0,19.0,7.0,3.0,1.0,15.0,237.0,105.0
E01002906,Kensington and Chelsea ,774,94.0,118.0,112.0,19.0,4.0,1.0,1.0,3.0,320.0,102.0
E01002907,Kensington and Chelsea ,413,51.0,82.0,60.0,13.0,3.0,3.0,2.0,3.0,112.0,84.0
E01002876,Kensington and Chelsea ,799,52.0,107.0,98.0,17.0,2.0,2.0,4.0,3.0,442.0,72.0
E01002877,Kensington and Chelsea ,931,98.0,173.0,117.0,26.0,4.0,1.0,3.0,8.0,358.0,143.0
E01002878,Kensington and Chelsea ,742,68.0,71.0,75.0,28.0,3.0,0.0,1.0,3.0,401.0,92.0
E01002908,Kensington and Chelsea ,695,54.0,80.0,99.0,19.0,8.0,0.0,1.0,6.0,337.0,91.0
E01002909,Kensington and Chelsea ,1187,101.0,131.0,117.0,30.0,5.0,1.0,9.0,14.0,615.0,164.0
E01002829,Kensington and Chelsea ,732,64.0,78.0,46.0,21.0,5.0,0.0,4.0,2.0,409.0,103.0
E01002830,Kensington and Chelsea ,877,78.0,140.0,103.0,22.0,6.0,4.0,1.0,2.0,378.0,143.0
E01002831,Kensington and Chelsea ,857,86.0,135.0,83.0,16.0,2.0,1.0,0.0,7.0,379.0,148.0
E01002832,Kensington and Chelsea ,874,78.0,134.0,56.0,17.0,0.0,0.0,2.0,5.0,486.0,96.0
E01002856,Kensington and Chelsea ,699,88.0,85.0,78.0,20.0,8.0,3.0,1.0,4.0,335.0,77.0
E01002870,Kensington and Chelsea ,677,96.0,78.0,87.0,38.0,3.0,0.0,0.0,4.0,269.0,102.0
E01002872,Kensington and Chelsea ,539,65.0,76.0,102.0,15.0,6.0,3.0,2.0,5.0,205.0,60.0
E01002879,Kensington and Chelsea ,737,95.0,112.0,115.0,19.0,11.0,0.0,4.0,2.0,277.0,102.0
E01002880,Kensington and Chelsea ,417,48.0,84.0,69.0,25.0,4.0,2.0,2.0,3.0,113.0,67.0
E01002881,Kensington and Chelsea ,572,85.0,105.0,72.0,16.0,0.0,1.0,0.0,6.0,179.0,108.0
E01002882,Kensington and Chelsea ,507,32.0,61.0,39.0,7.0,4.0,1.0,1.0,1.0,317.0,44.0
E01002883,Kensington and Chelsea ,744,40.0,112.0,49.0,14.0,0.0,1.0,2.0,8.0,468.0,50.0
E01002884,Kensington and Chelsea ,736,35.0,95.0,83.0,20.0,0.0,6.0,0.0,6.0,439.0,52.0
E01002885,Kensington and Chelsea ,844,51.0,106.0,59.0,22.0,2.0,0.0,2.0,2.0,533.0,67.0
E01002886,Kensington and Chelsea ,692,28.0,91.0,43.0,15.0,2.0,0.0,1.0,1.0,456.0,55.0
E01002833,Kensington and Chelsea ,718,35.0,74.0,65.0,18.0,3.0,0.0,0.0,1.0,470.0,52.0
E01002871,Kensington and Chelsea ,756,30.0,66.0,64.0,21.0,2.0,1.0,2.0,4.0,520.0,46.0
E01002873,Kensington and Chelsea ,698,55.0,54.0,105.0,15.0,2.0,0.0,3.0,3.0,420.0,41.0
E01002874,Kensington and Chelsea ,625,58.0,83.0,44.0,13.0,3.0,0.0,1.0,4.0,379.0,40.0
E01002875,Kensington and Chelsea ,650,30.0,80.0,56.0,11.0,1.0,0.0,2.0,2.0,426.0,42.0
E01002824,Kensington and Chelsea ,646,16.0,95.0,33.0,17.0,5.0,0.0,3.0,4.0,443.0,30.0
E01002825,Kensington and Chelsea ,765,29.0,83.0,69.0,23.0,1.0,0.0,3.0,4.0,498.0,55.0
E01002826,Kensington and Chelsea ,653,47.0,70.0,27.0,11.0,1.0,0.0,0.0,1.0,457.0,39.0
E01002827,Kensington and Chelsea ,943,32.0,129.0,51.0,17.0,1.0,0.0,8.0,2.0,647.0,56.0
E01002828,Kensington and Chelsea ,615,20.0,68.0,51.0,21.0,1.0,0.0,3.0,10.0,397.0,44.0
E01002864,Kensington and Chelsea ,624,42.0,86.0,49.0,8.0,1.0,0.0,0.0,3.0,392.0,43.0
E01002866,Kensington and Chelsea ,921,70.0,104.0,94.0,17.0,7.0,1.0,4.0,1.0,535.0,88.0
E01002867,Kensington and Chelsea ,871,82.0,83.0,78.0,22.0,6.0,3.0,2.0,4.0,518.0,73.0
E01002868,Kensington and Chelsea ,621,26.0,56.0,40.0,15.0,4.0,0.0,0.0,3.0,438.0,39.0
E01002869,Kensington and Chelsea ,816,49.0,78.0,87.0,15.0,4.0,2.0,0.0,6.0,492.0,83.0
E01002887,Kensington and Chelsea ,582,32.0,65.0,35.0,14.0,2.0,1.0,3.0,1.0,393.0,36.0
E01002889,Kensington and Chelsea ,672,28.0,85.0,47.0,11.0,3.0,2.0,0.0,12.0,439.0,45.0
E01002890,Kensington and Chelsea ,581,33.0,68.0,34.0,11.0,2.0,0.0,3.0,5.0,384.0,41.0
E01002891,Kensington and Chelsea ,587,35.0,69.0,51.0,9.0,2.0,2.0,0.0,7.0,368.0,44.0
E01002892,Kensington and Chelsea ,634,53.0,67.0,32.0,17.0,2.0,0.0,1.0,4.0,417.0,41.0
E01002813,Kensington and Chelsea ,803,48.0,95.0,57.0,11.0,0.0,1.0,4.0,0.0,551.0,36.0
E01002815,Kensington and Chelsea ,603,55.0,59.0,48.0,11.0,2.0,1.0,1.0,4.0,385.0,37.0
E01002816,Kensington and Chelsea ,542,34.0,49.0,29.0,11.0,0.0,0.0,1.0,4.0,371.0,43.0
E01002817,Kensington and Chelsea ,644,45.0,82.0,39.0,12.0,0.0,1.0,0.0,6.0,415.0,44.0
E01002865,Kensington and Chelsea ,666,25.0,52.0,61.0,7.0,2.0,0.0,3.0,3.0,469.0,44.0
E01002818,Kensington and Chelsea ,643,66.0,58.0,28.0,14.0,2.0,0.0,3.0,1.0,412.0,59.0
E01002819,Kensington and Chelsea ,532,37.0,72.0,36.0,12.0,0.0,0.0,0.0,4.0,325.0,46.0
E01002859,Kensington and Chelsea ,676,63.0,90.0,37.0,9.0,2.0,1.0,3.0,4.0,420.0,47.0
E01002860,Kensington and Chelsea ,561,39.0,69.0,45.0,7.0,0.0,1.0,3.0,0.0,370.0,27.0
E01002863,Kensington and Chelsea ,560,60.0,53.0,34.0,4.0,1.0,3.0,0.0,3.0,348.0,54.0
E01002812,Kensington and Chelsea ,749,54.0,68.0,49.0,18.0,4.0,0.0,7.0,2.0,494.0,53.0
E01002834,Kensington and Chelsea ,628,33.0,70.0,54.0,15.0,3.0,0.0,0.0,3.0,404.0,46.0
E01002839,Kensington and Chelsea ,787,58.0,84.0,73.0,15.0,1.0,0.0,1.0,6.0,499.0,50.0
E01002850,Kensington and Chelsea ,729,56.0,79.0,70.0,27.0,5.0,0.0,2.0,1.0,417.0,72.0
E01002888,Kensington and Chelsea ,751,53.0,80.0,52.0,18.0,2.0,1.0,1.0,7.0,483.0,54.0
E01002821,Kensington and Chelsea ,552,39.0,54.0,28.0,12.0,2.0,0.0,0.0,5.0,369.0,43.0
