Local authority code,Local authority name,LSOA11CD,LSOA name,Number of sales 2011,Number of sales 2021
E09000021,Kingston upon Thames,E01002933,Kingston upon Thames 004A,93,117
E09000021,Kingston upon Thames,E01002934,Kingston upon Thames 004B,80,86
E09000021,Kingston upon Thames,E01002935,Kingston upon Thames 003A,112,166
E09000021,Kingston upon Thames,E01002937,Kingston upon Thames 004D,170,158
E09000021,Kingston upon Thames,E01002938,Kingston upon Thames 003B,156,147
E09000021,Kingston upon Thames,E01002939,Kingston upon Thames 018A,72,76
E09000021,Kingston upon Thames,E01002940,Kingston upon Thames 020A,113,82
E09000021,Kingston upon Thames,E01002941,Kingston upon Thames 018B,77,111
E09000021,Kingston upon Thames,E01002942,Kingston upon Thames 018C,58,67
E09000021,Kingston upon Thames,E01002943,Kingston upon Thames 020B,44,57
E09000021,Kingston upon Thames,E01002944,Kingston upon Thames 019A,85,82
E09000021,Kingston upon Thames,E01002945,Kingston upon Thames 019B,103,158
E09000021,Kingston upon Thames,E01002946,Kingston upon Thames 019C,74,130
E09000021,Kingston upon Thames,E01002947,Kingston upon Thames 019D,64,130
E09000021,Kingston upon Thames,E01002948,Kingston upon Thames 020C,111,152
E09000021,Kingston upon Thames,E01002949,Kingston upon Thames 020D,84,129
E09000021,Kingston upon Thames,E01002950,Kingston upon Thames 020E,96,112
E09000021,Kingston upon Thames,E01002951,Kingston upon Thames 003C,101,105
E09000021,Kingston upon Thames,E01002952,Kingston upon Thames 002A,48,97
E09000021,Kingston upon Thames,E01002953,Kingston upon Thames 002B,50,38
E09000021,Kingston upon Thames,E01002954,Kingston upon Thames 003D,67,104
E09000021,Kingston upon Thames,E01002955,Kingston upon Thames 002C,55,85
E09000021,Kingston upon Thames,E01002956,Kingston upon Thames 002D,59,81
E09000021,Kingston upon Thames,E01002957,Kingston upon Thames 003E,49,59
E09000021,Kingston upon Thames,E01002958,Kingston upon Thames 008C,125,167
E09000021,Kingston upon Thames,E01002959,Kingston upon Thames 002E,51,46
E09000021,Kingston upon Thames,E01002960,Kingston upon Thames 006B,59,106
E09000021,Kingston upon Thames,E01002961,Kingston upon Thames 008D,103,92
E09000021,Kingston upon Thames,E01002962,Kingston upon Thames 006C,50,62
E09000021,Kingston upon Thames,E01002963,Kingston upon Thames 007D,76,104
E09000021,Kingston upon Thames,E01002964,Kingston upon Thames 005A,122,276
E09000021,Kingston upon Thames,E01002965,Kingston upon Thames 009A,127,137
E09000021,Kingston upon Thames,E01002966,Kingston upon Thames 010C,151,208
E09000021,Kingston upon Thames,E01002967,Kingston upon Thames 009B,210,198
E09000021,Kingston upon Thames,E01002968,Kingston upon Thames 009C,198,155
E09000021,Kingston upon Thames,E01002969,Kingston upon Thames 005B,8,3
E09000021,Kingston upon Thames,E01002970,Kingston upon Thames 006D,56,93
E09000021,Kingston upon Thames,E01002971,Kingston upon Thames 005C,146,126
E09000021,Kingston upon Thames,E01002972,Kingston upon Thames 005D,165,135
E09000021,Kingston upon Thames,E01002973,Kingston upon Thames 006E,35,54
E09000021,Kingston upon Thames,E01002974,Kingston upon Thames 005E,54,82
E09000021,Kingston upon Thames,E01002975,Kingston upon Thames 012A,37,85
E09000021,Kingston upon Thames,E01002976,Kingston upon Thames 015A,101,143
E09000021,Kingston upon Thames,E01002977,Kingston upon Thames 012B,22,52
E09000021,Kingston upon Thames,E01002978,Kingston upon Thames 015B,108,93
E09000021,Kingston upon Thames,E01002979,Kingston upon Thames 015C,66,81
E09000021,Kingston upon Thames,E01002980,Kingston upon Thames 012C,55,63
E09000021,Kingston upon Thames,E01002981,Kingston upon Thames 012D,42,95
E09000021,Kingston upon Thames,E01002982,Kingston upon Thames 015D,56,55
E09000021,Kingston upon Thames,E01002983,Kingston upon Thames 015E,81,105
E09000021,Kingston upon Thames,E01002984,Kingston upon Thames 012E,71,68
E09000021,Kingston upon Thames,E01002985,Kingston upon Thames 007E,80,73
E09000021,Kingston upon Thames,E01002986,Kingston upon Thames 008E,54,74
E09000021,Kingston upon Thames,E01002987,Kingston upon Thames 011B,150,113
E09000021,Kingston upon Thames,E01002988,Kingston upon Thames 011C,109,123
E09000021,Kingston upon Thames,E01002989,Kingston upon Thames 011D,219,281
E09000021,Kingston upon Thames,E01002990,Kingston upon Thames 009D,180,162
E09000021,Kingston upon Thames,E01002991,Kingston upon Thames 009E,105,182
E09000021,Kingston upon Thames,E01002992,Kingston upon Thames 010D,93,136
E09000021,Kingston upon Thames,E01002993,Kingston upon Thames 013C,141,167
E09000021,Kingston upon Thames,E01002994,Kingston upon Thames 016A,93,103
E09000021,Kingston upon Thames,E01002995,Kingston upon Thames 013D,101,134
E09000021,Kingston upon Thames,E01002996,Kingston upon Thames 016B,126,119
E09000021,Kingston upon Thames,E01002997,Kingston upon Thames 016C,124,137
E09000021,Kingston upon Thames,E01002998,Kingston upon Thames 016D,89,173
E09000021,Kingston upon Thames,E01002999,Kingston upon Thames 013E,150,126
E09000021,Kingston upon Thames,E01003000,Kingston upon Thames 017C,61,101
E09000021,Kingston upon Thames,E01003001,Kingston upon Thames 017D,77,73
E09000021,Kingston upon Thames,E01003002,Kingston upon Thames 016E,115,135
E09000021,Kingston upon Thames,E01003003,Kingston upon Thames 017E,55,99
E09000021,Kingston upon Thames,E01003004,Kingston upon Thames 018D,57,65
E09000021,Kingston upon Thames,E01003005,Kingston upon Thames 018E,69,108
E09000021,Kingston upon Thames,E01003006,Kingston upon Thames 001A,92,95
E09000021,Kingston upon Thames,E01003007,Kingston upon Thames 001B,54,111
E09000021,Kingston upon Thames,E01003008,Kingston upon Thames 001C,90,102
E09000021,Kingston upon Thames,E01003009,Kingston upon Thames 001D,116,130
E09000021,Kingston upon Thames,E01003010,Kingston upon Thames 001E,105,110
E09000021,Kingston upon Thames,E01003011,Kingston upon Thames 004E,175,129
E09000021,Kingston upon Thames,E01033568,Kingston upon Thames 004F,215,123
E09000021,Kingston upon Thames,E01033569,Kingston upon Thames 004G,126,147
E09000022,Lambeth,E01003013,Lambeth 036A,254,120
E09000022,Lambeth,E01003014,Lambeth 036B,42,52
E09000022,Lambeth,E01003015,Lambeth 002A,43,43
E09000022,Lambeth,E01003016,Lambeth 036C,56,87
E09000022,Lambeth,E01003017,Lambeth 036D,47,35
E09000022,Lambeth,E01003018,Lambeth 020A,114,165
E09000022,Lambeth,E01003019,Lambeth 015A,200,217
E09000022,Lambeth,E01003020,Lambeth 016A,86,114
E09000022,Lambeth,E01003021,Lambeth 021A,40,76
E09000022,Lambeth,E01003022,Lambeth 021B,90,164
E09000022,Lambeth,E01003023,Lambeth 021C,104,170
E09000022,Lambeth,E01003024,Lambeth 021D,46,38
E09000022,Lambeth,E01003025,Lambeth 021E,78,162
E09000022,Lambeth,E01003026,Lambeth 019A,124,158
E09000022,Lambeth,E01003027,Lambeth 019B,113,152
E09000022,Lambeth,E01003028,Lambeth 019C,110,129
E09000022,Lambeth,E01003029,Lambeth 017A,155,108
E09000022,Lambeth,E01003030,Lambeth 019D,180,168
E09000022,Lambeth,E01003031,Lambeth 023A,91,95
E09000022,Lambeth,E01003032,Lambeth 017B,45,76
E09000022,Lambeth,E01003033,Lambeth 019E,140,107
E09000022,Lambeth,E01003034,Lambeth 012A,72,104
E09000022,Lambeth,E01003035,Lambeth 012B,171,128
E09000022,Lambeth,E01003036,Lambeth 012C,119,97
E09000022,Lambeth,E01003037,Lambeth 013A,50,50
E09000022,Lambeth,E01003038,Lambeth 013B,128,138
E09000022,Lambeth,E01003039,Lambeth 013C,152,149
E09000022,Lambeth,E01003040,Lambeth 013D,91,88
E09000022,Lambeth,E01003041,Lambeth 017C,63,48
E09000022,Lambeth,E01003042,Lambeth 013E,61,66
E09000022,Lambeth,E01003043,Lambeth 018A,89,102
E09000022,Lambeth,E01003044,Lambeth 018B,6,26
E09000022,Lambeth,E01003045,Lambeth 011A,39,38
E09000022,Lambeth,E01003046,Lambeth 009A,24,66
E09000022,Lambeth,E01003047,Lambeth 011B,41,57
E09000022,Lambeth,E01003048,Lambeth 009B,13,31
E09000022,Lambeth,E01003049,Lambeth 011C,36,32
E09000022,Lambeth,E01003050,Lambeth 016B,94,88
E09000022,Lambeth,E01003051,Lambeth 018C,16,93
E09000022,Lambeth,E01003052,Lambeth 016C,13,29
E09000022,Lambeth,E01003053,Lambeth 015B,140,147
E09000022,Lambeth,E01003054,Lambeth 015C,155,213
E09000022,Lambeth,E01003055,Lambeth 016D,86,90
E09000022,Lambeth,E01003056,Lambeth 015D,117,125
E09000022,Lambeth,E01003057,Lambeth 017D,43,67
E09000022,Lambeth,E01003058,Lambeth 015E,178,149
E09000022,Lambeth,E01003059,Lambeth 011D,31,102
E09000022,Lambeth,E01003060,Lambeth 011E,8,53
E09000022,Lambeth,E01003061,Lambeth 011F,28,226
E09000022,Lambeth,E01003062,Lambeth 033A,81,168
E09000022,Lambeth,E01003063,Lambeth 033B,43,99
E09000022,Lambeth,E01003064,Lambeth 028A,113,143
E09000022,Lambeth,E01003065,Lambeth 031A,37,61
E09000022,Lambeth,E01003066,Lambeth 028B,98,130
E09000022,Lambeth,E01003067,Lambeth 033C,97,108
E09000022,Lambeth,E01003068,Lambeth 031B,76,100
E09000022,Lambeth,E01003069,Lambeth 033D,46,75
E09000022,Lambeth,E01003070,Lambeth 033E,48,81
E09000022,Lambeth,E01003071,Lambeth 018D,153,164
E09000022,Lambeth,E01003072,Lambeth 014A,96,99
E09000022,Lambeth,E01003073,Lambeth 014B,83,113
E09000022,Lambeth,E01003074,Lambeth 018E,173,137
E09000022,Lambeth,E01003075,Lambeth 009C,13,35
E09000022,Lambeth,E01003076,Lambeth 014C,81,100
E09000022,Lambeth,E01003077,Lambeth 014D,103,99
E09000022,Lambeth,E01003078,Lambeth 014E,106,55
E09000022,Lambeth,E01003079,Lambeth 027A,69,177
E09000022,Lambeth,E01003080,Lambeth 027B,115,152
E09000022,Lambeth,E01003081,Lambeth 028C,59,93
E09000022,Lambeth,E01003082,Lambeth 031C,54,102
E09000022,Lambeth,E01003083,Lambeth 030A,61,77
E09000022,Lambeth,E01003084,Lambeth 030B,105,136
E09000022,Lambeth,E01003085,Lambeth 030C,80,137
E09000022,Lambeth,E01003086,Lambeth 031D,37,56
E09000022,Lambeth,E01003087,Lambeth 031E,45,46
E09000022,Lambeth,E01003088,Lambeth 010A,47,47
E09000022,Lambeth,E01003089,Lambeth 008A,35,37
E09000022,Lambeth,E01003090,Lambeth 012D,140,281
E09000022,Lambeth,E01003091,Lambeth 008B,61,79
E09000022,Lambeth,E01003092,Lambeth 008C,46,74
E09000022,Lambeth,E01003093,Lambeth 010B,44,32
E09000022,Lambeth,E01003094,Lambeth 010C,57,81
E09000022,Lambeth,E01003095,Lambeth 012E,142,121
E09000022,Lambeth,E01003096,Lambeth 010D,158,136
E09000022,Lambeth,E01003097,Lambeth 006A,39,36
E09000022,Lambeth,E01003098,Lambeth 005A,59,68
E09000022,Lambeth,E01003099,Lambeth 005B,57,71
E09000022,Lambeth,E01003100,Lambeth 005C,92,122
E09000022,Lambeth,E01003101,Lambeth 003A,34,34
E09000022,Lambeth,E01003102,Lambeth 004A,65,51
E09000022,Lambeth,E01003104,Lambeth 004C,92,94
E09000022,Lambeth,E01003105,Lambeth 003B,42,29
E09000022,Lambeth,E01003106,Lambeth 003C,88,102
E09000022,Lambeth,E01003107,Lambeth 003D,145,87
E09000022,Lambeth,E01003108,Lambeth 002B,37,28
E09000022,Lambeth,E01003109,Lambeth 003E,102,215
E09000022,Lambeth,E01003110,Lambeth 002C,163,84
E09000022,Lambeth,E01003111,Lambeth 002D,12,44
E09000022,Lambeth,E01003112,Lambeth 002E,46,71
E09000022,Lambeth,E01003113,Lambeth 032A,51,147
E09000022,Lambeth,E01003114,Lambeth 032B,118,196
E09000022,Lambeth,E01003115,Lambeth 034A,36,90
E09000022,Lambeth,E01003116,Lambeth 029A,87,99
E09000022,Lambeth,E01003117,Lambeth 029B,101,194
E09000022,Lambeth,E01003118,Lambeth 029C,95,87
E09000022,Lambeth,E01003119,Lambeth 032C,100,171
E09000022,Lambeth,E01003120,Lambeth 032D,93,151
E09000022,Lambeth,E01003121,Lambeth 006B,16,21
E09000022,Lambeth,E01003122,Lambeth 004D,341,83
E09000022,Lambeth,E01003123,Lambeth 006C,80,101
E09000022,Lambeth,E01003124,Lambeth 006D,22,30
E09000022,Lambeth,E01003125,Lambeth 006E,11,19
E09000022,Lambeth,E01003126,Lambeth 008D,28,43
E09000022,Lambeth,E01003127,Lambeth 010E,53,63
E09000022,Lambeth,E01003128,Lambeth 008E,37,37
E09000022,Lambeth,E01003129,Lambeth 004E,59,80
E09000022,Lambeth,E01003130,Lambeth 026A,96,124
E09000022,Lambeth,E01003131,Lambeth 026B,117,93
E09000022,Lambeth,E01003132,Lambeth 024A,55,70
E09000022,Lambeth,E01003133,Lambeth 027C,88,154
E09000022,Lambeth,E01003134,Lambeth 027D,82,129
E09000022,Lambeth,E01003135,Lambeth 026C,107,129
E09000022,Lambeth,E01003136,Lambeth 022A,64,86
E09000022,Lambeth,E01003137,Lambeth 022B,67,47
E09000022,Lambeth,E01003138,Lambeth 026D,201,171
E09000022,Lambeth,E01003139,Lambeth 035A,57,43
E09000022,Lambeth,E01003140,Lambeth 035B,34,35
E09000022,Lambeth,E01003141,Lambeth 034B,38,103
E09000022,Lambeth,E01003142,Lambeth 035C,54,34
E09000022,Lambeth,E01003143,Lambeth 035D,21,44
E09000022,Lambeth,E01003144,Lambeth 034C,39,102
E09000022,Lambeth,E01003145,Lambeth 034D,93,123
E09000022,Lambeth,E01003146,Lambeth 035E,23,54
E09000022,Lambeth,E01003147,Lambeth 034E,106,76
E09000022,Lambeth,E01003148,Lambeth 032E,101,140
E09000022,Lambeth,E01003149,Lambeth 030D,98,146
E09000022,Lambeth,E01003150,Lambeth 032F,49,93
E09000022,Lambeth,E01003151,Lambeth 026E,58,74
E09000022,Lambeth,E01003152,Lambeth 027E,69,183
E09000022,Lambeth,E01003153,Lambeth 029D,115,161
E09000022,Lambeth,E01003154,Lambeth 030E,72,88
E09000022,Lambeth,E01003155,Lambeth 029E,87,128
E09000022,Lambeth,E01003156,Lambeth 023B,107,130
E09000022,Lambeth,E01003157,Lambeth 023C,154,172
E09000022,Lambeth,E01003158,Lambeth 023D,182,258
E09000022,Lambeth,E01003159,Lambeth 022C,17,50
E09000022,Lambeth,E01003160,Lambeth 022D,7,32
E09000022,Lambeth,E01003161,Lambeth 023E,72,69
E09000022,Lambeth,E01003162,Lambeth 022E,19,23
E09000022,Lambeth,E01003163,Lambeth 023F,69,68
E09000022,Lambeth,E01003164,Lambeth 025A,93,128
E09000022,Lambeth,E01003165,Lambeth 025B,68,110
E09000022,Lambeth,E01003166,Lambeth 028D,117,177
E09000022,Lambeth,E01003167,Lambeth 028E,106,152
E09000022,Lambeth,E01003168,Lambeth 025C,10,38
E09000022,Lambeth,E01003169,Lambeth 025D,144,185
E09000022,Lambeth,E01003170,Lambeth 025E,156,170
E09000022,Lambeth,E01003171,Lambeth 020B,144,156
E09000022,Lambeth,E01003172,Lambeth 024B,54,85
E09000022,Lambeth,E01003173,Lambeth 020C,106,115
E09000022,Lambeth,E01003174,Lambeth 024C,15,54
E09000022,Lambeth,E01003175,Lambeth 024D,23,47
E09000022,Lambeth,E01003176,Lambeth 016E,20,24
E09000022,Lambeth,E01003177,Lambeth 020D,72,106
E09000022,Lambeth,E01003178,Lambeth 020E,95,102
E09000022,Lambeth,E01003179,Lambeth 024E,17,28
E09000022,Lambeth,E01003180,Lambeth 005D,68,99
E09000022,Lambeth,E01003181,Lambeth 007A,54,50
E09000022,Lambeth,E01003182,Lambeth 009D,70,83
E09000022,Lambeth,E01003183,Lambeth 005E,61,65
E09000022,Lambeth,E01003184,Lambeth 007B,22,94
E09000022,Lambeth,E01003185,Lambeth 007C,97,103
E09000022,Lambeth,E01003186,Lambeth 007D,206,134
E09000022,Lambeth,E01003187,Lambeth 007E,34,181
E09000022,Lambeth,E01003188,Lambeth 009E,38,28
E09000022,Lambeth,E01032582,Lambeth 036E,99,895
E09000022,Lambeth,E01033207,Lambeth 004F,48,654
E09000022,Lambeth,E01033208,Lambeth 004G,201,174
E09000023,Lewisham,E01003189,Lewisham 034A,43,26
E09000023,Lewisham,E01003190,Lewisham 034B,55,64
E09000023,Lewisham,E01003191,Lewisham 034C,26,56
E09000023,Lewisham,E01003192,Lewisham 034D,37,44
E09000023,Lewisham,E01003193,Lewisham 029A,58,73
E09000023,Lewisham,E01003194,Lewisham 029B,35,53
E09000023,Lewisham,E01003195,Lewisham 029C,81,110
E09000023,Lewisham,E01003196,Lewisham 029D,33,34
E09000023,Lewisham,E01003197,Lewisham 029E,30,67
E09000023,Lewisham,E01003198,Lewisham 009A,131,102
E09000023,Lewisham,E01003199,Lewisham 007A,117,140
E09000023,Lewisham,E01003200,Lewisham 009B,90,89
E09000023,Lewisham,E01003201,Lewisham 007B,54,60
E09000023,Lewisham,E01003202,Lewisham 009C,60,93
E09000023,Lewisham,E01003203,Lewisham 009D,79,112
E09000023,Lewisham,E01003204,Lewisham 007C,60,107
E09000023,Lewisham,E01003205,Lewisham 007D,17,12
E09000023,Lewisham,E01003206,Lewisham 007E,98,85
E09000023,Lewisham,E01003207,Lewisham 005A,104,57
E09000023,Lewisham,E01003209,Lewisham 005B,49,74
E09000023,Lewisham,E01003210,Lewisham 005C,90,124
E09000023,Lewisham,E01003211,Lewisham 008B,102,142
E09000023,Lewisham,E01003212,Lewisham 005D,84,143
E09000023,Lewisham,E01003213,Lewisham 008C,98,136
E09000023,Lewisham,E01003214,Lewisham 008D,38,83
E09000023,Lewisham,E01003215,Lewisham 005E,46,55
E09000023,Lewisham,E01003216,Lewisham 025A,60,108
E09000023,Lewisham,E01003217,Lewisham 022A,64,106
E09000023,Lewisham,E01003218,Lewisham 022B,68,78
E09000023,Lewisham,E01003219,Lewisham 025B,48,78
E09000023,Lewisham,E01003220,Lewisham 022C,51,91
E09000023,Lewisham,E01003221,Lewisham 025C,51,168
E09000023,Lewisham,E01003222,Lewisham 022D,65,104
E09000023,Lewisham,E01003223,Lewisham 025D,49,51
E09000023,Lewisham,E01003224,Lewisham 022E,66,101
E09000023,Lewisham,E01003225,Lewisham 015A,118,149
E09000023,Lewisham,E01003226,Lewisham 019A,191,144
E09000023,Lewisham,E01003227,Lewisham 019B,87,117
E09000023,Lewisham,E01003228,Lewisham 019C,143,114
E09000023,Lewisham,E01003229,Lewisham 019D,73,99
E09000023,Lewisham,E01003230,Lewisham 019E,95,155
E09000023,Lewisham,E01003231,Lewisham 015B,83,102
E09000023,Lewisham,E01003232,Lewisham 015C,68,150
E09000023,Lewisham,E01003233,Lewisham 015D,76,122
E09000023,Lewisham,E01003235,Lewisham 038A,35,43
E09000023,Lewisham,E01003236,Lewisham 037A,51,64
E09000023,Lewisham,E01003237,Lewisham 037B,42,47
E09000023,Lewisham,E01003238,Lewisham 037C,30,58
E09000023,Lewisham,E01003239,Lewisham 037D,26,61
E09000023,Lewisham,E01003240,Lewisham 038B,71,68
E09000023,Lewisham,E01003241,Lewisham 038C,45,42
E09000023,Lewisham,E01003243,Lewisham 038D,34,25
E09000023,Lewisham,E01003244,Lewisham 001A,0,166
E09000023,Lewisham,E01003245,Lewisham 001B,16,10
E09000023,Lewisham,E01003246,Lewisham 002A,13,307
E09000023,Lewisham,E01003247,Lewisham 001C,85,71
E09000023,Lewisham,E01003248,Lewisham 002B,52,17
E09000023,Lewisham,E01003249,Lewisham 001D,52,24
E09000023,Lewisham,E01003250,Lewisham 001E,50,321
E09000023,Lewisham,E01003251,Lewisham 002C,17,31
E09000023,Lewisham,E01003252,Lewisham 002D,13,21
E09000023,Lewisham,E01003253,Lewisham 002E,50,48
E09000023,Lewisham,E01003254,Lewisham 021A,85,89
E09000023,Lewisham,E01003255,Lewisham 021B,119,178
E09000023,Lewisham,E01003256,Lewisham 028A,68,103
E09000023,Lewisham,E01003257,Lewisham 028B,68,133
E09000023,Lewisham,E01003258,Lewisham 028C,32,70
E09000023,Lewisham,E01003259,Lewisham 028D,100,173
E09000023,Lewisham,E01003260,Lewisham 021C,85,135
E09000023,Lewisham,E01003261,Lewisham 021D,80,141
E09000023,Lewisham,E01003262,Lewisham 021E,77,150
E09000023,Lewisham,E01003263,Lewisham 023A,53,79
E09000023,Lewisham,E01003264,Lewisham 031A,58,96
E09000023,Lewisham,E01003265,Lewisham 031B,61,97
E09000023,Lewisham,E01003266,Lewisham 031C,44,61
E09000023,Lewisham,E01003267,Lewisham 031D,25,71
E09000023,Lewisham,E01003268,Lewisham 023B,53,126
E09000023,Lewisham,E01003269,Lewisham 023C,53,70
E09000023,Lewisham,E01003270,Lewisham 023D,73,122
E09000023,Lewisham,E01003271,Lewisham 023E,71,103
E09000023,Lewisham,E01003272,Lewisham 014A,77,144
E09000023,Lewisham,E01003273,Lewisham 011A,52,78
E09000023,Lewisham,E01003274,Lewisham 014B,94,111
E09000023,Lewisham,E01003275,Lewisham 014C,41,79
E09000023,Lewisham,E01003276,Lewisham 014D,74,85
E09000023,Lewisham,E01003277,Lewisham 011B,95,148
E09000023,Lewisham,E01003278,Lewisham 011C,101,191
E09000023,Lewisham,E01003279,Lewisham 011D,94,64
E09000023,Lewisham,E01003280,Lewisham 016A,43,77
