Local authority code,Local authority name,LSOA11CD,LSOA name,Number of sales 2011,Number of sales 2021
E09000017,Hillingdon,E01002487,Hillingdon 028B,42,61
E09000017,Hillingdon,E01002488,Hillingdon 030B,39,50
E09000017,Hillingdon,E01002489,Hillingdon 030C,44,28
E09000017,Hillingdon,E01002490,Hillingdon 030D,79,54
E09000017,Hillingdon,E01002491,Hillingdon 032D,47,25
E09000017,Hillingdon,E01002492,Hillingdon 030E,40,41
E09000017,Hillingdon,E01002493,Hillingdon 032E,52,35
E09000017,Hillingdon,E01002494,Hillingdon 009C,80,87
E09000017,Hillingdon,E01002495,Hillingdon 010E,79,98
E09000017,Hillingdon,E01002496,Hillingdon 033A,133,146
E09000017,Hillingdon,E01002497,Hillingdon 033B,111,91
E09000017,Hillingdon,E01002498,Hillingdon 033C,71,156
E09000017,Hillingdon,E01002499,Hillingdon 033D,111,119
E09000017,Hillingdon,E01002501,Hillingdon 026B,35,23
E09000017,Hillingdon,E01002502,Hillingdon 026C,31,39
E09000017,Hillingdon,E01002503,Hillingdon 027C,34,27
E09000017,Hillingdon,E01002504,Hillingdon 027D,104,99
E09000017,Hillingdon,E01002505,Hillingdon 026D,45,42
E09000017,Hillingdon,E01002506,Hillingdon 027E,51,50
E09000017,Hillingdon,E01002507,Hillingdon 027F,46,19
E09000017,Hillingdon,E01002508,Hillingdon 026E,35,18
E09000017,Hillingdon,E01002509,Hillingdon 017D,79,83
E09000017,Hillingdon,E01002511,Hillingdon 017E,56,79
E09000017,Hillingdon,E01002512,Hillingdon 013C,280,139
E09000017,Hillingdon,E01002513,Hillingdon 013D,64,101
E09000017,Hillingdon,E01002514,Hillingdon 015C,104,203
E09000017,Hillingdon,E01002515,Hillingdon 015D,173,104
E09000017,Hillingdon,E01002516,Hillingdon 013E,61,75
E09000017,Hillingdon,E01002518,Hillingdon 022C,50,67
E09000017,Hillingdon,E01002519,Hillingdon 022D,125,124
E09000017,Hillingdon,E01002520,Hillingdon 016B,80,135
E09000017,Hillingdon,E01002521,Hillingdon 016C,162,126
E09000017,Hillingdon,E01002523,Hillingdon 016D,64,73
E09000017,Hillingdon,E01002525,Hillingdon 029B,77,118
E09000017,Hillingdon,E01002526,Hillingdon 028C,35,85
E09000017,Hillingdon,E01002527,Hillingdon 031D,53,91
E09000017,Hillingdon,E01002528,Hillingdon 028D,50,43
E09000017,Hillingdon,E01002529,Hillingdon 029C,80,128
E09000017,Hillingdon,E01002530,Hillingdon 029D,45,43
E09000017,Hillingdon,E01002531,Hillingdon 029E,97,88
E09000017,Hillingdon,E01002532,Hillingdon 028E,203,160
E09000017,Hillingdon,E01002533,Hillingdon 005A,72,97
E09000017,Hillingdon,E01002534,Hillingdon 005B,74,96
E09000017,Hillingdon,E01002535,Hillingdon 007E,127,230
E09000017,Hillingdon,E01002536,Hillingdon 009D,71,89
E09000017,Hillingdon,E01002537,Hillingdon 009E,216,149
E09000017,Hillingdon,E01002538,Hillingdon 005C,119,88
E09000017,Hillingdon,E01002539,Hillingdon 005D,126,90
E09000017,Hillingdon,E01002540,Hillingdon 020C,89,38
E09000017,Hillingdon,E01002541,Hillingdon 023A,91,126
E09000017,Hillingdon,E01002542,Hillingdon 020D,57,31
E09000017,Hillingdon,E01002543,Hillingdon 020E,49,84
E09000017,Hillingdon,E01002544,Hillingdon 023B,49,52
E09000017,Hillingdon,E01002545,Hillingdon 023C,5,8
E09000017,Hillingdon,E01002546,Hillingdon 023D,37,30
E09000017,Hillingdon,E01002547,Hillingdon 023E,26,29
E09000017,Hillingdon,E01002548,Hillingdon 025A,62,92
E09000017,Hillingdon,E01002549,Hillingdon 025B,106,119
E09000017,Hillingdon,E01002550,Hillingdon 022E,62,76
E09000017,Hillingdon,E01002551,Hillingdon 025C,68,48
E09000017,Hillingdon,E01002552,Hillingdon 025D,57,55
E09000017,Hillingdon,E01002553,Hillingdon 025E,39,37
E09000017,Hillingdon,E01002554,Hillingdon 022F,186,219
E09000017,Hillingdon,E01032577,Hillingdon 033E,71,120
E09000017,Hillingdon,E01033724,Hillingdon 016F,133,105
E09000017,Hillingdon,E01033725,Hillingdon 015F,86,394
E09000018,Hounslow,E01002555,Hounslow 022A,73,48
E09000018,Hounslow,E01002556,Hounslow 022B,64,62
E09000018,Hounslow,E01002557,Hounslow 023A,63,64
E09000018,Hounslow,E01002558,Hounslow 023B,137,68
E09000018,Hounslow,E01002559,Hounslow 023C,40,66
E09000018,Hounslow,E01002560,Hounslow 023D,50,86
E09000018,Hounslow,E01002561,Hounslow 023E,25,37
E09000018,Hounslow,E01002562,Hounslow 003A,44,21
E09000018,Hounslow,E01002563,Hounslow 006A,66,94
E09000018,Hounslow,E01002564,Hounslow 003B,62,72
E09000018,Hounslow,E01002565,Hounslow 006B,123,84
E09000018,Hounslow,E01002566,Hounslow 003C,71,346
E09000018,Hounslow,E01002567,Hounslow 006C,95,116
E09000018,Hounslow,E01002568,Hounslow 003D,250,98
E09000018,Hounslow,E01002569,Hounslow 001A,166,184
E09000018,Hounslow,E01002570,Hounslow 001B,86,61
E09000018,Hounslow,E01002571,Hounslow 007A,107,95
E09000018,Hounslow,E01002572,Hounslow 007B,43,74
E09000018,Hounslow,E01002573,Hounslow 001C,100,82
E09000018,Hounslow,E01002574,Hounslow 001D,92,92
E09000018,Hounslow,E01002575,Hounslow 001E,114,87
E09000018,Hounslow,E01002576,Hounslow 008A,92,105
E09000018,Hounslow,E01002577,Hounslow 007C,113,114
E09000018,Hounslow,E01002578,Hounslow 007D,104,100
E09000018,Hounslow,E01002579,Hounslow 008B,127,112
E09000018,Hounslow,E01002580,Hounslow 008C,79,53
E09000018,Hounslow,E01002581,Hounslow 008D,162,136
E09000018,Hounslow,E01002582,Hounslow 008E,107,137
E09000018,Hounslow,E01002583,Hounslow 013A,41,23
E09000018,Hounslow,E01002584,Hounslow 013B,22,12
E09000018,Hounslow,E01002585,Hounslow 013C,26,22
E09000018,Hounslow,E01002586,Hounslow 013D,29,19
E09000018,Hounslow,E01002587,Hounslow 016A,34,12
E09000018,Hounslow,E01002588,Hounslow 016B,8,13
E09000018,Hounslow,E01002589,Hounslow 013E,10,28
E09000018,Hounslow,E01002590,Hounslow 022C,89,222
E09000018,Hounslow,E01002591,Hounslow 024A,61,50
E09000018,Hounslow,E01002592,Hounslow 022D,56,61
E09000018,Hounslow,E01002593,Hounslow 024B,74,141
E09000018,Hounslow,E01002594,Hounslow 024C,55,71
E09000018,Hounslow,E01002595,Hounslow 022E,47,41
E09000018,Hounslow,E01002596,Hounslow 027A,105,71
E09000018,Hounslow,E01002598,Hounslow 025B,39,40
E09000018,Hounslow,E01002599,Hounslow 025C,57,33
E09000018,Hounslow,E01002600,Hounslow 025D,47,32
E09000018,Hounslow,E01002601,Hounslow 027B,79,92
E09000018,Hounslow,E01002602,Hounslow 027C,63,95
E09000018,Hounslow,E01002603,Hounslow 025E,63,59
E09000018,Hounslow,E01002604,Hounslow 026A,22,16
E09000018,Hounslow,E01002605,Hounslow 026B,56,53
E09000018,Hounslow,E01002606,Hounslow 026C,35,31
E09000018,Hounslow,E01002607,Hounslow 026D,67,77
E09000018,Hounslow,E01002608,Hounslow 028A,48,68
E09000018,Hounslow,E01002609,Hounslow 028B,69,106
E09000018,Hounslow,E01002610,Hounslow 028C,61,64
E09000018,Hounslow,E01002611,Hounslow 024D,84,61
E09000018,Hounslow,E01002612,Hounslow 024E,68,146
E09000018,Hounslow,E01002613,Hounslow 024F,46,63
E09000018,Hounslow,E01002614,Hounslow 027D,89,101
E09000018,Hounslow,E01002615,Hounslow 026E,35,20
E09000018,Hounslow,E01002616,Hounslow 027E,64,91
E09000018,Hounslow,E01002617,Hounslow 028D,91,76
E09000018,Hounslow,E01002618,Hounslow 011A,33,56
E09000018,Hounslow,E01002619,Hounslow 010A,46,35
E09000018,Hounslow,E01002620,Hounslow 004A,55,66
E09000018,Hounslow,E01002621,Hounslow 011B,33,21
E09000018,Hounslow,E01002622,Hounslow 010B,32,22
E09000018,Hounslow,E01002623,Hounslow 011C,16,13
E09000018,Hounslow,E01002624,Hounslow 017A,36,24
E09000018,Hounslow,E01002625,Hounslow 004B,34,38
E09000018,Hounslow,E01002626,Hounslow 004C,37,44
E09000018,Hounslow,E01002627,Hounslow 004D,29,32
E09000018,Hounslow,E01002628,Hounslow 011D,55,44
E09000018,Hounslow,E01002629,Hounslow 011E,52,40
E09000018,Hounslow,E01002630,Hounslow 012A,64,35
E09000018,Hounslow,E01002631,Hounslow 004E,30,20
E09000018,Hounslow,E01002632,Hounslow 010C,27,54
E09000018,Hounslow,E01002633,Hounslow 005A,45,16
E09000018,Hounslow,E01002634,Hounslow 005B,19,14
E09000018,Hounslow,E01002635,Hounslow 010D,25,29
E09000018,Hounslow,E01002636,Hounslow 010E,13,50
E09000018,Hounslow,E01002637,Hounslow 005C,52,32
E09000018,Hounslow,E01002638,Hounslow 005D,12,20
E09000018,Hounslow,E01002639,Hounslow 012B,25,20
E09000018,Hounslow,E01002640,Hounslow 012C,44,13
E09000018,Hounslow,E01002641,Hounslow 018A,36,84
E09000018,Hounslow,E01002642,Hounslow 015A,69,290
E09000018,Hounslow,E01002643,Hounslow 015B,61,50
E09000018,Hounslow,E01002645,Hounslow 015C,73,45
E09000018,Hounslow,E01002646,Hounslow 017B,33,22
E09000018,Hounslow,E01002647,Hounslow 021A,59,44
E09000018,Hounslow,E01002648,Hounslow 018C,66,39
E09000018,Hounslow,E01002649,Hounslow 018D,43,48
E09000018,Hounslow,E01002650,Hounslow 021B,58,30
E09000018,Hounslow,E01002651,Hounslow 021C,18,20
E09000018,Hounslow,E01002652,Hounslow 021D,24,26
E09000018,Hounslow,E01002653,Hounslow 019A,47,59
E09000018,Hounslow,E01002654,Hounslow 019B,79,60
E09000018,Hounslow,E01002655,Hounslow 019C,67,60
E09000018,Hounslow,E01002656,Hounslow 019D,53,77
E09000018,Hounslow,E01002657,Hounslow 018E,69,101
E09000018,Hounslow,E01002658,Hounslow 015D,37,83
E09000018,Hounslow,E01002659,Hounslow 019E,52,62
E09000018,Hounslow,E01002660,Hounslow 016C,11,15
E09000018,Hounslow,E01002661,Hounslow 016D,19,7
E09000018,Hounslow,E01002662,Hounslow 017C,13,35
E09000018,Hounslow,E01002663,Hounslow 017D,33,21
E09000018,Hounslow,E01002664,Hounslow 017E,107,30
E09000018,Hounslow,E01002665,Hounslow 016E,33,25
E09000018,Hounslow,E01002666,Hounslow 021E,32,142
E09000018,Hounslow,E01002667,Hounslow 020A,60,131
E09000018,Hounslow,E01002668,Hounslow 014A,147,260
E09000018,Hounslow,E01002669,Hounslow 014B,77,69
E09000018,Hounslow,E01002670,Hounslow 020B,114,100
E09000018,Hounslow,E01002671,Hounslow 020C,93,116
E09000018,Hounslow,E01002672,Hounslow 020D,98,51
E09000018,Hounslow,E01002673,Hounslow 020E,12,4
E09000018,Hounslow,E01002674,Hounslow 012D,96,70
E09000018,Hounslow,E01002675,Hounslow 009A,97,110
E09000018,Hounslow,E01002676,Hounslow 012E,32,63
E09000018,Hounslow,E01002677,Hounslow 015E,73,89
E09000018,Hounslow,E01002678,Hounslow 009B,35,80
E09000018,Hounslow,E01002679,Hounslow 009C,47,69
E09000018,Hounslow,E01002680,Hounslow 009D,93,78
E09000018,Hounslow,E01002681,Hounslow 014C,70,61
E09000018,Hounslow,E01002682,Hounslow 014D,296,124
E09000018,Hounslow,E01002683,Hounslow 014E,158,202
E09000018,Hounslow,E01002684,Hounslow 006D,140,199
E09000018,Hounslow,E01002686,Hounslow 006E,27,47
E09000018,Hounslow,E01002687,Hounslow 029A,108,104
E09000018,Hounslow,E01002689,Hounslow 007E,113,84
E09000018,Hounslow,E01002690,Hounslow 007F,120,82
E09000018,Hounslow,E01002691,Hounslow 029B,70,83
E09000018,Hounslow,E01002692,Hounslow 029C,140,102
E09000018,Hounslow,E01002693,Hounslow 029D,166,175
E09000018,Hounslow,E01032573,Hounslow 029E,121,137
E09000018,Hounslow,E01033000,Hounslow 025F,21,6
E09000018,Hounslow,E01033030,Hounslow 025G,44,74
E09000018,Hounslow,E01033081,Hounslow 003F,70,103
E09000018,Hounslow,E01033082,Hounslow 003G,69,99
E09000018,Hounslow,E01033083,Hounslow 018F,38,110
E09000018,Hounslow,E01033084,Hounslow 018G,34,42
E09000019,Islington,E01002694,Islington 019A,11,11
E09000019,Islington,E01002695,Islington 021A,51,62
E09000019,Islington,E01002696,Islington 020A,118,113
E09000019,Islington,E01002697,Islington 019B,27,21
E09000019,Islington,E01002698,Islington 017A,606,194
E09000019,Islington,E01002699,Islington 017B,106,71
E09000019,Islington,E01002700,Islington 017C,87,110
E09000019,Islington,E01002701,Islington 023A,63,38
E09000019,Islington,E01002702,Islington 023B,51,369
E09000019,Islington,E01002703,Islington 023C,55,143
E09000019,Islington,E01002704,Islington 023D,375,83
E09000019,Islington,E01002706,Islington 023E,84,256
E09000019,Islington,E01002707,Islington 022B,72,73
E09000019,Islington,E01002708,Islington 015A,141,55
E09000019,Islington,E01002709,Islington 019C,52,38
E09000019,Islington,E01002710,Islington 019D,50,28
E09000019,Islington,E01002711,Islington 021B,115,70
E09000019,Islington,E01002712,Islington 015B,70,63
E09000019,Islington,E01002713,Islington 015C,29,39
E09000019,Islington,E01002714,Islington 017D,114,114
E09000019,Islington,E01002715,Islington 019E,41,29
E09000019,Islington,E01002716,Islington 014A,67,85
E09000019,Islington,E01002717,Islington 016A,63,65
E09000019,Islington,E01002718,Islington 014B,120,134
E09000019,Islington,E01002719,Islington 016B,104,86
E09000019,Islington,E01002720,Islington 016C,59,55
E09000019,Islington,E01002721,Islington 014C,131,100
E09000019,Islington,E01002722,Islington 018A,78,42
E09000019,Islington,E01002723,Islington 022C,66,34
E09000019,Islington,E01002724,Islington 022D,194,45
E09000019,Islington,E01002725,Islington 022E,30,8
E09000019,Islington,E01002726,Islington 022F,109,56
E09000019,Islington,E01002727,Islington 021C,134,97
E09000019,Islington,E01002728,Islington 021D,46,23
E09000019,Islington,E01002729,Islington 021E,50,50
E09000019,Islington,E01002730,Islington 007A,80,71
E09000019,Islington,E01002731,Islington 007B,197,99
E09000019,Islington,E01002732,Islington 005A,48,29
E09000019,Islington,E01002733,Islington 007C,96,65
E09000019,Islington,E01002734,Islington 005B,10,153
E09000019,Islington,E01002735,Islington 003A,40,449
E09000019,Islington,E01002736,Islington 005C,17,30
E09000019,Islington,E01002737,Islington 005D,39,49
E09000019,Islington,E01002738,Islington 009A,113,121
E09000019,Islington,E01002739,Islington 013A,130,122
E09000019,Islington,E01002740,Islington 013B,181,149
E09000019,Islington,E01002741,Islington 009B,49,51
E09000019,Islington,E01002742,Islington 006A,126,78
E09000019,Islington,E01002743,Islington 009C,99,83
E09000019,Islington,E01002744,Islington 009D,75,84
E09000019,Islington,E01002745,Islington 013C,84,96
E09000019,Islington,E01002747,Islington 006B,90,86
E09000019,Islington,E01002748,Islington 006C,62,56
E09000019,Islington,E01002749,Islington 006D,80,65
E09000019,Islington,E01002751,Islington 005E,50,39
E09000019,Islington,E01002752,Islington 009E,66,94
E09000019,Islington,E01002753,Islington 002A,45,41
E09000019,Islington,E01002754,Islington 002B,76,67
E09000019,Islington,E01002755,Islington 001A,34,33
E09000019,Islington,E01002756,Islington 001B,65,76
E09000019,Islington,E01002757,Islington 002C,49,50
E09000019,Islington,E01002758,Islington 001C,38,63
E09000019,Islington,E01002759,Islington 002D,91,106
E09000019,Islington,E01002760,Islington 002E,24,102
E09000019,Islington,E01002762,Islington 011C,103,92
E09000019,Islington,E01002763,Islington 007D,62,57
E09000019,Islington,E01002764,Islington 010A,75,47
E09000019,Islington,E01002765,Islington 015D,45,30
E09000019,Islington,E01002766,Islington 015E,33,33
E09000019,Islington,E01002767,Islington 011D,65,70
E09000019,Islington,E01002768,Islington 004A,41,77
E09000019,Islington,E01002769,Islington 008A,57,102
E09000019,Islington,E01002770,Islington 004B,91,86
E09000019,Islington,E01002771,Islington 004C,68,32
E09000019,Islington,E01002772,Islington 002F,88,75
E09000019,Islington,E01002773,Islington 004D,61,39
E09000019,Islington,E01002774,Islington 004E,78,95
E09000019,Islington,E01002775,Islington 014D,105,85
E09000019,Islington,E01002776,Islington 014E,94,83
E09000019,Islington,E01002777,Islington 012A,77,95
E09000019,Islington,E01002778,Islington 012B,104,49
E09000019,Islington,E01002779,Islington 012C,79,125
E09000019,Islington,E01002780,Islington 014F,125,94
E09000019,Islington,E01002781,Islington 012D,26,56
E09000019,Islington,E01002782,Islington 012E,25,30
E09000019,Islington,E01002783,Islington 010B,75,85
E09000019,Islington,E01002784,Islington 010C,65,52
E09000019,Islington,E01002785,Islington 008B,136,85
E09000019,Islington,E01002786,Islington 010D,51,44
E09000019,Islington,E01002787,Islington 010E,33,46
E09000019,Islington,E01002788,Islington 008C,173,125
E09000019,Islington,E01002789,Islington 008D,100,103
E09000019,Islington,E01002790,Islington 016D,25,24
E09000019,Islington,E01002791,Islington 016E,81,80
E09000019,Islington,E01002792,Islington 017E,143,123
E09000019,Islington,E01002793,Islington 016F,86,67
E09000019,Islington,E01002794,Islington 020B,116,216
E09000019,Islington,E01002795,Islington 013D,138,49
E09000019,Islington,E01002796,Islington 013E,29,50
E09000019,Islington,E01002797,Islington 018B,84,72
E09000019,Islington,E01002798,Islington 018C,213,168
E09000019,Islington,E01002799,Islington 018D,45,47
E09000019,Islington,E01002800,Islington 018E,23,17
E09000019,Islington,E01002801,Islington 020C,121,99
E09000019,Islington,E01002802,Islington 020D,132,118
E09000019,Islington,E01002803,Islington 020E,126,182
E09000019,Islington,E01002804,Islington 001D,64,45
E09000019,Islington,E01002805,Islington 003B,63,65
E09000019,Islington,E01002806,Islington 003C,104,127
E09000019,Islington,E01002807,Islington 001E,35,41
E09000019,Islington,E01002808,Islington 003D,88,70
E09000019,Islington,E01002809,Islington 003E,101,95
E09000019,Islington,E01002810,Islington 003F,69,74
E09000019,Islington,E01002811,Islington 001F,43,55
E09000019,Islington,E01033486,Islington 011E,38,29
E09000019,Islington,E01033487,Islington 011F,94,0
E09000019,Islington,E01033488,Islington 011G,40,39
E09000019,Islington,E01033489,Islington 022G,200,66
E09000019,Islington,E01033490,Islington 022H,89,34
E09000019,Islington,E01033491,Islington 011H,59,84
E09000019,Islington,E01033492,Islington 011I,78,106
E09000019,Islington,E01033493,Islington 006F,290,57
E09000019,Islington,E01033494,Islington 006G,85,92
E09000020,Kensington and Chelsea,E01002812,Kensington and Chelsea 013A,101,79
E09000020,Kensington and Chelsea,E01002813,Kensington and Chelsea 011A,155,130
E09000020,Kensington and Chelsea,E01002814,Kensington and Chelsea 015A,54,190
E09000020,Kensington and Chelsea,E01002815,Kensington and Chelsea 011B,82,78
E09000020,Kensington and Chelsea,E01002816,Kensington and Chelsea 011C,65,51
E09000020,Kensington and Chelsea,E01002817,Kensington and Chelsea 011D,103,116
E09000020,Kensington and Chelsea,E01002818,Kensington and Chelsea 012A,130,88
E09000020,Kensington and Chelsea,E01002819,Kensington and Chelsea 012B,131,67
E09000020,Kensington and Chelsea,E01002820,Kensington and Chelsea 016A,76,46
E09000020,Kensington and Chelsea,E01002821,Kensington and Chelsea 014A,148,96
E09000020,Kensington and Chelsea,E01002822,Kensington and Chelsea 016B,96,72
E09000020,Kensington and Chelsea,E01002823,Kensington and Chelsea 014B,30,34
E09000020,Kensington and Chelsea,E01002824,Kensington and Chelsea 008A,101,90
E09000020,Kensington and Chelsea,E01002825,Kensington and Chelsea 008B,146,122
E09000020,Kensington and Chelsea,E01002826,Kensington and Chelsea 008C,123,107
E09000020,Kensington and Chelsea,E01002827,Kensington and Chelsea 008D,136,120
E09000020,Kensington and Chelsea,E01002828,Kensington and Chelsea 008E,111,101
E09000020,Kensington and Chelsea,E01002829,Kensington and Chelsea 004A,54,63
E09000020,Kensington and Chelsea,E01002830,Kensington and Chelsea 004B,56,46
E09000020,Kensington and Chelsea,E01002831,Kensington and Chelsea 004C,105,69
E09000020,Kensington and Chelsea,E01002832,Kensington and Chelsea 004D,93,63
E09000020,Kensington and Chelsea,E01002833,Kensington and Chelsea 007A,122,125
E09000020,Kensington and Chelsea,E01002834,Kensington and Chelsea 013B,140,101
E09000020,Kensington and Chelsea,E01002835,Kensington and Chelsea 016C,146,101
E09000020,Kensington and Chelsea,E01002836,Kensington and Chelsea 016D,153,92
E09000020,Kensington and Chelsea,E01002837,Kensington and Chelsea 016E,140,54
E09000020,Kensington and Chelsea,E01002838,Kensington and Chelsea 020A,126,67
E09000020,Kensington and Chelsea,E01002839,Kensington and Chelsea 013C,171,89
E09000020,Kensington and Chelsea,E01002840,Kensington and Chelsea 021A,38,12
E09000020,Kensington and Chelsea,E01002841,Kensington and Chelsea 021B,76,77
E09000020,Kensington and Chelsea,E01002842,Kensington and Chelsea 021C,9,5
E09000020,Kensington and Chelsea,E01002843,Kensington and Chelsea 021D,21,24
E09000020,Kensington and Chelsea,E01002844,Kensington and Chelsea 019A,130,66
E09000020,Kensington and Chelsea,E01002845,Kensington and Chelsea 019B,111,65
E09000020,Kensington and Chelsea,E01002846,Kensington and Chelsea 017A,133,43
E09000020,Kensington and Chelsea,E01002847,Kensington and Chelsea 015B,153,78
E09000020,Kensington and Chelsea,E01002848,Kensington and Chelsea 015C,136,41
E09000020,Kensington and Chelsea,E01002849,Kensington and Chelsea 017B,146,78
E09000020,Kensington and Chelsea,E01002850,Kensington and Chelsea 013D,119,29
E09000020,Kensington and Chelsea,E01002851,Kensington and Chelsea 015D,77,25
E09000020,Kensington and Chelsea,E01002852,Kensington and Chelsea 001A,31,30
E09000020,Kensington and Chelsea,E01002853,Kensington and Chelsea 001B,9,35
E09000020,Kensington and Chelsea,E01002854,Kensington and Chelsea 001C,12,26
E09000020,Kensington and Chelsea,E01002855,Kensington and Chelsea 001D,22,20
E09000020,Kensington and Chelsea,E01002856,Kensington and Chelsea 004E,68,46
E09000020,Kensington and Chelsea,E01002857,Kensington and Chelsea 001E,9,35
E09000020,Kensington and Chelsea,E01002858,Kensington and Chelsea 014C,134,83
E09000020,Kensington and Chelsea,E01002859,Kensington and Chelsea 012C,113,97
E09000020,Kensington and Chelsea,E01002860,Kensington and Chelsea 012D,154,115
E09000020,Kensington and Chelsea,E01002861,Kensington and Chelsea 014D,98,61
E09000020,Kensington and Chelsea,E01002862,Kensington and Chelsea 014E,90,70
E09000020,Kensington and Chelsea,E01002863,Kensington and Chelsea 012E,103,60
E09000020,Kensington and Chelsea,E01002864,Kensington and Chelsea 009A,70,47
E09000020,Kensington and Chelsea,E01002865,Kensington and Chelsea 011E,70,92
E09000020,Kensington and Chelsea,E01002866,Kensington and Chelsea 009B,119,80
E09000020,Kensington and Chelsea,E01002867,Kensington and Chelsea 009C,84,83
E09000020,Kensington and Chelsea,E01002868,Kensington and Chelsea 009D,95,118
E09000020,Kensington and Chelsea,E01002869,Kensington and Chelsea 009E,113,43
E09000020,Kensington and Chelsea,E01002870,Kensington and Chelsea 005A,13,7
E09000020,Kensington and Chelsea,E01002871,Kensington and Chelsea 007B,110,114
E09000020,Kensington and Chelsea,E01002872,Kensington and Chelsea 005B,36,17
E09000020,Kensington and Chelsea,E01002873,Kensington and Chelsea 007C,90,77
E09000020,Kensington and Chelsea,E01002874,Kensington and Chelsea 007D,102,62
E09000020,Kensington and Chelsea,E01002875,Kensington and Chelsea 007E,97,71
E09000020,Kensington and Chelsea,E01002876,Kensington and Chelsea 003A,99,82
E09000020,Kensington and Chelsea,E01002877,Kensington and Chelsea 003B,48,26
E09000020,Kensington and Chelsea,E01002878,Kensington and Chelsea 003C,91,76
E09000020,Kensington and Chelsea,E01002879,Kensington and Chelsea 005C,13,38
E09000020,Kensington and Chelsea,E01002880,Kensington and Chelsea 005D,8,3
E09000020,Kensington and Chelsea,E01002881,Kensington and Chelsea 005E,26,29
E09000020,Kensington and Chelsea,E01002882,Kensington and Chelsea 006A,95,51
E09000020,Kensington and Chelsea,E01002883,Kensington and Chelsea 006B,120,132
E09000020,Kensington and Chelsea,E01002884,Kensington and Chelsea 006C,65,73
E09000020,Kensington and Chelsea,E01002885,Kensington and Chelsea 006D,109,83
E09000020,Kensington and Chelsea,E01002886,Kensington and Chelsea 006E,150,126
E09000020,Kensington and Chelsea,E01002887,Kensington and Chelsea 010A,161,76
E09000020,Kensington and Chelsea,E01002888,Kensington and Chelsea 013E,178,89
E09000020,Kensington and Chelsea,E01002889,Kensington and Chelsea 010B,76,70
E09000020,Kensington and Chelsea,E01002890,Kensington and Chelsea 010C,78,95
E09000020,Kensington and Chelsea,E01002891,Kensington and Chelsea 010D,128,42
E09000020,Kensington and Chelsea,E01002892,Kensington and Chelsea 010E,146,101
E09000020,Kensington and Chelsea,E01002893,Kensington and Chelsea 017C,181,107
E09000020,Kensington and Chelsea,E01002894,Kensington and Chelsea 017D,156,67
E09000020,Kensington and Chelsea,E01002895,Kensington and Chelsea 020B,73,101
E09000020,Kensington and Chelsea,E01002896,Kensington and Chelsea 020C,196,124
E09000020,Kensington and Chelsea,E01002897,Kensington and Chelsea 020D,145,79
E09000020,Kensington and Chelsea,E01002898,Kensington and Chelsea 017E,112,62
E09000020,Kensington and Chelsea,E01002899,Kensington and Chelsea 018A,100,77
E09000020,Kensington and Chelsea,E01002900,Kensington and Chelsea 018B,128,82
E09000020,Kensington and Chelsea,E01002901,Kensington and Chelsea 018C,91,67
E09000020,Kensington and Chelsea,E01002902,Kensington and Chelsea 018D,136,99
E09000020,Kensington and Chelsea,E01002903,Kensington and Chelsea 018E,92,138
E09000020,Kensington and Chelsea,E01002904,Kensington and Chelsea 002A,0,0
E09000020,Kensington and Chelsea,E01002905,Kensington and Chelsea 002B,38,43
E09000020,Kensington and Chelsea,E01002906,Kensington and Chelsea 002C,71,45
E09000020,Kensington and Chelsea,E01002907,Kensington and Chelsea 002D,4,0
E09000020,Kensington and Chelsea,E01002908,Kensington and Chelsea 003D,40,55
E09000020,Kensington and Chelsea,E01002909,Kensington and Chelsea 003E,120,122
E09000020,Kensington and Chelsea,E01002910,Kensington and Chelsea 019C,74,71
E09000020,Kensington and Chelsea,E01002911,Kensington and Chelsea 019D,140,103
E09000020,Kensington and Chelsea,E01002912,Kensington and Chelsea 020E,150,76
E09000020,Kensington and Chelsea,E01002913,Kensington and Chelsea 021E,169,94
E09000020,Kensington and Chelsea,E01002914,Kensington and Chelsea 019E,105,109
E09000021,Kingston upon Thames,E01002915,Kingston upon Thames 014A,71,80
E09000021,Kingston upon Thames,E01002916,Kingston upon Thames 014B,64,111
E09000021,Kingston upon Thames,E01002917,Kingston upon Thames 014C,59,89
E09000021,Kingston upon Thames,E01002918,Kingston upon Thames 017A,98,109
E09000021,Kingston upon Thames,E01002919,Kingston upon Thames 017B,65,95
E09000021,Kingston upon Thames,E01002920,Kingston upon Thames 014D,50,91
E09000021,Kingston upon Thames,E01002921,Kingston upon Thames 011A,101,137
E09000021,Kingston upon Thames,E01002922,Kingston upon Thames 010A,88,119
E09000021,Kingston upon Thames,E01002923,Kingston upon Thames 013A,53,145
E09000021,Kingston upon Thames,E01002924,Kingston upon Thames 014E,51,60
E09000021,Kingston upon Thames,E01002925,Kingston upon Thames 013B,138,171
E09000021,Kingston upon Thames,E01002926,Kingston upon Thames 010B,66,66
E09000021,Kingston upon Thames,E01002927,Kingston upon Thames 008A,75,122
E09000021,Kingston upon Thames,E01002928,Kingston upon Thames 008B,93,60
E09000021,Kingston upon Thames,E01002929,Kingston upon Thames 007A,84,112
E09000021,Kingston upon Thames,E01002930,Kingston upon Thames 007B,44,172
E09000021,Kingston upon Thames,E01002931,Kingston upon Thames 007C,84,120
E09000021,Kingston upon Thames,E01002932,Kingston upon Thames 006A,36,71
